plantID,week,nutrient_supply,shortcut_of_species,seedmass[mg],width[px],depth[px],distance_from_top_of_root_system_to_centroid[px],area[px2],relative_depth,relative_width,length_of_main_root[px],length_of_lateral_roots[px],number_of_lateral_roots,mean_lenght_of_lateral_roots[px],Genus,species
TP0-110613cn.bmp,2,0,TP,1.487,105,175,1.1459454611,5574,0.0065482598,0.6,61.842,22.424,1,22.424,Trifolium,pratense
TP0-110613cn.bmp,3,0,TP,1.487,378,326,214.4117795993,63194,0.6577048454,1.1595092025,85.293,1145.516,6,190.9193333333,Trifolium,pratense
TP0-110613cn.bmp,4,0,TP,1.487,541,538,240.2060142622,147383,0.4464795804,1.0055762082,157.561,680.301,4,170.07525,Trifolium,pratense
TP0-110613dn.bmp,1,0,TP,1.487,89,371,129.7111729254,7549.5,0.349625803,0.2398921833,354.058,0,0,0,Trifolium,pratense
TP0-110613dn.bmp,2,0,TP,1.487,277,639,236.3913381173,88837.5,0.3699394963,0.4334898279,265.679,526.584,4,131.646,Trifolium,pratense
TP0-110613dn.bmp,3,0,TP,1.487,456,947,487.9834986686,217437,0.5152940852,0.4815205913,284.355,993.756,2,496.878,Trifolium,pratense
TP0-110613dn.bmp,4,0,TP,1.487,532,1198,630.1533217514,318311,0.5260044422,0.4440734558,241.586,1066.675,10,106.6675,Trifolium,pratense
TP0-110613en.bmp,1,0,TP,1.487,133,189,0.8122589761,189.0000000001,0.0042976665,0.7037037037,249.883,0,0,0,Trifolium,pratense
TP0-110613en.bmp,2,0,TP,1.487,185,535,257.5849659366,51962,0.481467226,0.3457943925,306.755,292.917,1,292.917,Trifolium,pratense
TP0-110613en.bmp,3,0,TP,1.487,362,917,373.3475826523,158510.5,0.407140221,0.3947655398,381.658,1149.432,6,191.572,Trifolium,pratense
TP0-110613en.bmp,4,0,TP,1.487,548,1023,570,280302,0.5571847507,0.5356793744,118.905,1121.528,7,160.2182857143,Trifolium,pratense
TP0-110614an.bmp,1,0,TP,1.487,88,288,1.1142136249,11890,0.0038687973,0.3055555556,328.849,0,0,0,Trifolium,pratense
TP0-110614an.bmp,2,0,TP,1.487,150,618,158.285077951,44900,0.2561247216,0.2427184466,322.476,158.057,1,158.057,Trifolium,pratense
TP0-110614an.bmp,3,0,TP,1.487,407,1090,300.391799577,209916,0.275588807,0.3733944954,460.493,1215.64,10,121.564,Trifolium,pratense
TP0-110614an.bmp,4,0,TP,1.487,571,1321,390.1177023028,365757.5,0.2953199866,0.4322482967,271,1311.65,2,655.825,Trifolium,pratense
TP0-110614as.bmp,1,0,TP,1.487,178,416,415.5410204209,207.999999998,0.9988966837,0.4278846154,427.048,0,0,0,Trifolium,pratense
TP0-110614as.bmp,2,0,TP,1.487,342,899,179.98278385,63369.0000000001,0.2002033191,0.3804226919,445.073,635.875,5,127.175,Trifolium,pratense
TP0-110614as.bmp,3,0,TP,1.487,401,1100,258.4810597674,212273,0.2349827816,0.3645454545,173.662,445.609,1,445.609,Trifolium,pratense
TP0-110614as.bmp,4,0,TP,1.487,498,1324,415.3959526684,260122,0.3137431667,0.3761329305,232.223,1390.503,8,173.812875,Trifolium,pratense
TP0-110614bs.bmp,1,0,TP,1.487,193,349,356.5622198071,7361,1.0216682516,0.553008596,396.858,0,0,0,Trifolium,pratense
TP0-110614bs.bmp,2,0,TP,1.487,371,612,259.3126012371,105569,0.4237134007,0.6062091503,248.069,367.49,3,122.4966666667,Trifolium,pratense
TP0-110614bs.bmp,3,0,TP,1.487,485,1062,342.9643252051,231970.5,0.3229419258,0.4566854991,417.618,985.631,4,246.40775,Trifolium,pratense
TP0-110614bs.bmp,4,0,TP,1.487,582,1313,599.9310756359,396333,0.45691628,0.4432597106,246,1105.941,1,1105.941,Trifolium,pratense
TP0-110615as.bmp,1,0,TP,1.487,49,308,154,308.0000000003,0.5,0.1590909091,340.872,0,0,0,Trifolium,pratense
TP0-110615as.bmp,2,0,TP,1.487,118,672,336,671.9999999967,0.5,0.1755952381,336.979,0,0,0,Trifolium,pratense
TP0-110615as.bmp,3,0,TP,1.487,306,962,336.6856396199,128955.5,0.3499850724,0.3180873181,272.502,860.214,7,122.8877142857,Trifolium,pratense
TP0-110615as.bmp,4,0,TP,1.487,343,1231,317.6709759369,197210.5,0.2580592818,0.2786352559,258.169,397.39,1,397.39,Trifolium,pratense
TP0-110615bs.bmp,1,0,TP,1.487,58,460,3.0453738091,12386,0.0066203778,0.1260869565,443.96,0,0,0,Trifolium,pratense
TP0-110615bs.bmp,2,0,TP,1.487,172,855,706.8480091884,39179.9999999999,0.8267228178,0.2011695906,377.92,0,0,0,Trifolium,pratense
TP0-110615bs.bmp,3,0,TP,1.487,232,1186,256.8282447243,67285.5000000004,0.2165499534,0.1956155143,337.11,325.567,6,54.2611666667,Trifolium,pratense
TP0-110615bs.bmp,4,0,TP,1.487,255,1422,227.8735331766,186713,0.1602486169,0.1793248945,223.601,113.243,1,113.243,Trifolium,pratense
TP0-110615n.bmp,1,0,TP,1.487,151,288,61.3980121187,5538,0.2131875421,0.5243055556,341.414,40.154,1,40.154,Trifolium,pratense
TP0-110615n.bmp,2,0,TP,1.487,321,531,203.9866576275,45097.4999999999,0.3841556641,0.604519774,247.789,368.713,1,368.713,Trifolium,pratense
TP0-110615n.bmp,3,0,TP,1.487,400,854,435.7869045307,117740,0.5102891154,0.4683840749,354.369,461.446,2,230.723,Trifolium,pratense
TP0-110615n.bmp,4,0,TP,1.487,612,1144,436.0422882076,185490,0.3811558463,0.534965035,375.245,350.051,6,58.3418333333,Trifolium,pratense
TP1-110613an.bmp,1,0.25,TP,1.487,76,408,411.7414261041,12159,1.009170162,0.1862745098,453.715,0,0,0,Trifolium,pratense
TP1-110613an.bmp,2,0.25,TP,1.487,285,766,217.4688157781,104043,0.2839018483,0.3720626632,384.884,610.659,5,122.1318,Trifolium,pratense
TP1-110613an.bmp,3,0.25,TP,1.487,501,979,217.1086096338,246787.5,0.2217656891,0.5117466803,278.595,2326.635,13,178.9719230769,Trifolium,pratense
TP1-110613an.bmp,4,0.25,TP,1.487,937,1750,694.5869128521,818895,0.3969068073,0.5354285714,787.036,3261.919,9,362.4354444444,Trifolium,pratense
TP1-110613bn.bmp,1,0.25,TP,1.487,131,135,2.0725134738,3061.5,0.0153519517,0.9703703704,215.761,0,0,0,Trifolium,pratense
TP1-110613bn.bmp,2,0.25,TP,1.487,183,306,138.8417910448,334.9999999997,0.4537313433,0.5980392157,175.086,0,0,0,Trifolium,pratense
TP1-110613bn.bmp,3,0.25,TP,1.487,362,723,726.0208913649,358.9999999821,1.004178273,0.5006915629,485.007,328.944,4,82.236,Trifolium,pratense
TP1-110613bn.bmp,4,0.25,TP,1.487,592,1410,1039.3340535045,188844.000000001,0.73711635,0.419858156,671.935,1000.154,3,333.3846666667,Trifolium,pratense
TP1-110613cn.bmp,1,0.25,TP,1.487,78,357,2.3635128025,11404,0.006620484,0.218487395,381.838,0,0,0,Trifolium,pratense
TP1-110613cn.bmp,2,0.25,TP,1.487,255,819,733.5738341969,72953.9999999999,0.8956945472,0.3113553114,449.777,574.895,3,191.6316666667,Trifolium,pratense
TP1-110613cn.bmp,3,0.25,TP,1.487,406,1501,348.0754232718,300398,0.2318956851,0.2704863424,660.327,2155.469,15,143.6979333333,Trifolium,pratense
TP1-110613cn.bmp,4,0.25,TP,1.487,819,1889,554.7359619574,757887,0.2936664701,0.4335627316,510.166,4745.869,16,296.6168125,Trifolium,pratense
TP1-110613dn.bmp,1,0.25,TP,1.487,45,388,3.673117082,7183,0.0094667966,0.1159793814,386.121,0,0,0,Trifolium,pratense
TP1-110613dn.bmp,2,0.25,TP,1.487,171,782,86.7536141631,67443,0.1109381255,0.2186700767,421.922,435.524,5,87.1048,Trifolium,pratense
TP1-110613dn.bmp,3,0.25,TP,1.487,404,1267,334.5001334432,254790,0.2640095765,0.318863457,452.547,2309.227,12,192.4355833333,Trifolium,pratense
TP1-110613dn.bmp,4,0.25,TP,1.487,567,1809,743.8488070361,516591.5,0.4111933704,0.3134328358,552.485,3438.027,12,286.50225,Trifolium,pratense
TP1-110614an.bmp,1,0.25,TP,1.487,43,276,281.5619987662,4863,1.0201521694,0.1557971014,266.44,138.934,1,138.934,Trifolium,pratense
TP1-110614an.bmp,2,0.25,TP,1.487,430,703,391.3063605993,151165,0.556623557,0.6116642959,443.946,1701.934,6,283.6556666667,Trifolium,pratense
TP1-110614an.bmp,3,0.25,TP,1.487,744,1206,533.8568768126,454811,0.4426673937,0.6169154229,486.569,2958.922,18,164.3845555556,Trifolium,pratense
TP1-110614an.bmp,4,0.25,TP,1.487,1017,1934,857.485296209,991479,0.4433739898,0.5258531541,738.832,4367.439,18,242.6355,Trifolium,pratense
TP1-110614as.bmp,1,0.25,TP,1.487,132,208,150.0759493671,237.0000000004,0.7215189873,0.6346153846,241.547,0,0,0,Trifolium,pratense
TP1-110614as.bmp,2,0.25,TP,1.487,308,682,237.7118689127,103442.5,0.3485511274,0.4516129032,522.802,498.008,5,99.6016,Trifolium,pratense
TP1-110614as.bmp,3,0.25,TP,1.487,538,1032,316.9164234469,278212,0.3070895576,0.5213178295,362.049,1135.992,6,189.332,Trifolium,pratense
TP1-110614as.bmp,4,0.25,TP,1.487,688,1715,725.2723390874,604210,0.4228993231,0.4011661808,632.126,2088.347,10,208.8347,Trifolium,pratense
TP1-110614bs.bmp,1,0.25,TP,1.487,105,297,69.1156256855,7921,0.2327125444,0.3535353535,377.229,23.416,1,23.416,Trifolium,pratense
TP1-110614bs.bmp,2,0.25,TP,1.487,286,556,113.3163442892,80444,0.2038063746,0.5143884892,340.001,551.363,4,137.84075,Trifolium,pratense
TP1-110614bs.bmp,3,0.25,TP,1.487,445,913,729.3198156102,158902.5,0.7988168846,0.4874041621,417.674,941.239,6,156.8731666667,Trifolium,pratense
TP1-110614bs.bmp,4,0.25,TP,1.487,572,1268,796.7730845515,353938,0.6283699405,0.4511041009,350.331,1557.263,10,155.7263,Trifolium,pratense
TP1-110614cn.bmp,1,0.25,TP,1.487,85,420,154.0804597701,8874.0000000001,0.3668582375,0.2023809524,402.413,120.573,4,30.14325,Trifolium,pratense
TP1-110614cn.bmp,2,0.25,TP,1.487,259,697,167.5766115694,93713,0.2404255546,0.3715925395,269.622,1151.293,5,230.2586,Trifolium,pratense
TP1-110614cn.bmp,3,0.25,TP,1.487,428,982,390.820704808,209816,0.3979844244,0.4358452138,277.422,1439.607,6,239.9345,Trifolium,pratense
TP1-110614cn.bmp,4,0.25,TP,1.487,652,1271,472.4557758375,413914,0.3717197292,0.512981904,285.914,1701.224,6,283.5373333333,Trifolium,pratense
TP1-110614dn.bmp,1,0.25,TP,1.487,110,386,88.6322795341,16527.5,0.2296173045,0.2849740933,377.049,0,0,0,Trifolium,pratense
TP1-110614dn.bmp,2,0.25,TP,1.487,206,480,274.6919771581,45022,0.5722749524,0.4291666667,218.18,137.772,2,68.886,Trifolium,pratense
TP1-110614dn.bmp,3,0.25,TP,1.487,513,990,668.5352355209,245647,0.6752881167,0.5181818182,535.406,638.501,4,159.62525,Trifolium,pratense
TP1-110614dn.bmp,4,0.25,TP,1.487,724,1427,646.4918689845,513466,0.4530426552,0.5073580939,443.039,1140.524,7,162.932,Trifolium,pratense
TP1-110615n.bmp,1,0.25,TP,1.487,109,374,8.5759059745,8678.4999999999,0.0229302299,0.2914438503,375.766,0,0,0,Trifolium,pratense
TP1-110615n.bmp,2,0.25,TP,1.487,224,742,263.3061323816,86296,0.3548600167,0.3018867925,383.652,507.537,4,126.88425,Trifolium,pratense
TP1-110615n.bmp,3,0.25,TP,1.487,527,913,463.2279687342,236936,0.5073690786,0.5772179628,214.794,1331.498,6,221.9163333333,Trifolium,pratense
TP1-110615n.bmp,4,0.25,TP,1.487,913,997,745.1780673521,448167.5,0.7474203283,0.9157472417,85.148,2306.105,5,461.221,Trifolium,pratense
TP1-110615s.bmp,1,0.25,TP,1.487,60,376,1.2803632236,9250.5,0.0034052213,0.1595744681,370.36,0,0,0,Trifolium,pratense
TP1-110615s.bmp,2,0.25,TP,1.487,192,726,723.0210679971,68848.5,0.9958967879,0.2644628099,333.001,188.112,2,94.056,Trifolium,pratense
TP1-110615s.bmp,3,0.25,TP,1.487,515,1139,355.6933967842,291774.5,0.3122856864,0.4521510097,411.121,1434.564,8,179.3205,Trifolium,pratense
TP1-110615s.bmp,4,0.25,TP,1.487,677,1905,691.5803462542,658042.5,0.3630343025,0.3553805774,739.573,3392.271,20,169.61355,Trifolium,pratense
TP2-110613as.bmp,1,0.5,TP,1.487,99,171,106.950564148,4727.5,0.6254418956,0.5789473684,235.9,0,0,0,Trifolium,pratense
TP2-110613as.bmp,2,0.5,TP,1.487,276,299,297.7677835513,33486,0.9958788748,0.9230769231,210.064,311.925,4,77.98125,Trifolium,pratense
TP2-110613as.bmp,3,0.5,TP,1.487,362,375,373.7305728553,53469,0.9966148609,0.9653333333,83.6,227.153,2,113.5765,Trifolium,pratense
TP2-110613as.bmp,4,0.5,TP,1.487,553,526,301.5275862921,141655.5,0.5732463618,1.0513307985,81.265,1128.857,5,225.7714,Trifolium,pratense
TP2-110613bs.bmp,1,0.5,TP,1.487,44,141,0.15,2820,0.0010638298,0.3120567376,183.492,0,0,0,Trifolium,pratense
TP2-110613bs.bmp,2,0.5,TP,1.487,89,305,0.830685429,12116.5,0.0027235588,0.2918032787,150.171,56.241,1,56.241,Trifolium,pratense
TP2-110613bs.bmp,3,0.5,TP,1.487,258,635,169.7748703873,81975,0.2673620006,0.4062992126,378.086,500.509,4,125.12725,Trifolium,pratense
TP2-110613bs.bmp,4,0.5,TP,1.487,449,1264,421.7943847824,280096,0.3336980892,0.355221519,588.084,1699.094,9,188.7882222222,Trifolium,pratense
TP2-110613cs.bmp,1,0.5,TP,1.487,67,203,204.3306517691,6712.5,1.0065549348,0.3300492611,321.725,0,0,0,Trifolium,pratense
TP2-110613cs.bmp,2,0.5,TP,1.487,232,338,179.7543042545,38218,0.5318174682,0.6863905325,152.927,331.254,3,110.418,Trifolium,pratense
TP2-110613cs.bmp,3,0.5,TP,1.487,340,745,252.9330003215,127523,0.339507383,0.4563758389,404.733,588.706,2,294.353,Trifolium,pratense
TP2-110613cs.bmp,4,0.5,TP,1.487,344,1172,421.2012437011,200530.5,0.3593867267,0.2935153584,442.879,1029.511,7,147.073,Trifolium,pratense
TP2-110614an.bmp,1,0.5,TP,1.487,188,305,220.6148282098,552.9999999996,0.7233273056,0.6163934426,333.263,0,0,0,Trifolium,pratense
TP2-110614an.bmp,2,0.5,TP,1.487,214,624,45.7520661157,9437.9999999995,0.0733206188,0.3429487179,312.546,165.351,3,55.117,Trifolium,pratense
TP2-110614an.bmp,3,0.5,TP,1.487,493,740,362.6744321869,154100,0.490100584,0.6662162162,207.029,2012.628,11,182.9661818182,Trifolium,pratense
TP2-110614an.bmp,4,0.5,TP,1.487,861,1052,640.7338158309,367048.5,0.6090625626,0.8184410646,430.714,3139.085,8,392.385625,Trifolium,pratense
TP2-110614bn.bmp,1,0.5,TP,1.487,61,85,60.3773796686,1555.5,0.7103221137,0.7176470588,176.779,41.377,1,41.377,Trifolium,pratense
TP2-110614bn.bmp,2,0.5,TP,1.487,128,219,97.8559416472,14806.5,0.4468307838,0.5844748858,114.842,504.651,3,168.217,Trifolium,pratense
TP2-110614bn.bmp,3,0.5,TP,1.487,289,454,311.6278882113,64443,0.6864050401,0.6365638767,187.445,1036.46,4,259.115,Trifolium,pratense
TP2-110614bn.bmp,4,0.5,TP,1.487,449,617,372.2930392242,131946.5,0.603392284,0.7277147488,135.186,1301.743,17,76.5731176471,Trifolium,pratense
TP2-110614dn.bmp,1,0.5,TP,1.487,132,182,2.1386816765,48,0.0117509982,0.7252747253,219.413,0,0,0,Trifolium,pratense
TP2-110614dn.bmp,2,0.5,TP,1.487,156,300,5.4545454545,6435,0.0181818182,0.52,116.415,0,0,0,Trifolium,pratense
TP2-110614dn.bmp,3,0.5,TP,1.487,271,555,106.6472162935,69107.5,0.1921571465,0.4882882883,258.53,197.68,2,98.84,Trifolium,pratense
TP2-110614dn.bmp,4,0.5,TP,1.487,316,794,114.2569128267,110917,0.143900394,0.3979848866,278.194,586.882,3,195.6273333333,Trifolium,pratense
TP2-110614en.bmp,1,0.5,TP,1.487,53,224,72.4657901953,4635.5,0.3235079919,0.2366071429,250.123,43.832,1,43.832,Trifolium,pratense
TP2-110614en.bmp,2,0.5,TP,1.487,216,454,181.9400749064,45657,0.4007490637,0.4757709251,237.799,583.892,4,145.973,Trifolium,pratense
TP2-110614en.bmp,3,0.5,TP,1.487,304,587,195.3471355301,82668,0.3327889873,0.5178875639,139.054,609.884,5,121.9768,Trifolium,pratense
TP2-110614en.bmp,4,0.5,TP,1.487,472,668,422.1985745556,149848,0.6320337942,0.7065868263,154.38,1246.4,6,207.7333333333,Trifolium,pratense
TP2-110614s.bmp,1,0.5,TP,1.487,107,220,50.1582769036,3921,0.2279921677,0.4863636364,295.067,0,0,0,Trifolium,pratense
TP2-110614s.bmp,2,0.5,TP,1.487,214,372,132.56049434,38516,0.3563454149,0.5752688172,171.603,506.393,4,126.59825,Trifolium,pratense
TP2-110614s.bmp,3,0.5,TP,1.487,487,640,236.2600806452,158720,0.369156376,0.7609375,252.919,1684.29,11,153.1172727273,Trifolium,pratense
TP2-110614s.bmp,4,0.5,TP,1.487,741,899,375.9671324505,338175.5,0.4182059315,0.8242491657,206.522,1470.436,3,490.1453333333,Trifolium,pratense
TP2-110615s.bmp,1,0.5,TP,1.487,81,121,121.8516290158,4404.5,1.0070382563,0.6694214876,187.495,0,0,0,Trifolium,pratense
TP2-110615s.bmp,2,0.5,TP,1.487,120,261,64.0377457125,10330,0.2453553476,0.4597701149,138.899,0,0,0,Trifolium,pratense
TP2-110615s.bmp,3,0.5,TP,1.487,252,345,166.167896187,45004,0.4816460759,0.7304347826,77.433,873.978,8,109.24725,Trifolium,pratense
TP2-110615s.bmp,4,0.5,TP,1.487,340,418,252.800230614,69380,0.6047852407,0.8133971292,62.047,670.769,3,223.5896666667,Trifolium,pratense
TP3-110613bn.bmp,1,1,TP,1.487,55,189,63.1962616822,5296.5,0.3343717549,0.291005291,214.263,36.938,1,36.938,Trifolium,pratense
TP3-110613bn.bmp,2,1,TP,1.487,257,488,274.6639688976,59802.5,0.5628360018,0.5266393443,291.695,571.147,2,285.5735,Trifolium,pratense
TP3-110613bn.bmp,3,1,TP,1.487,373,911,385.2182115559,167525.5,0.4228520434,0.4094401756,401.627,976.566,4,244.1415,Trifolium,pratense
TP3-110613bn.bmp,4,1,TP,1.487,632,1363,491.7582266326,442085.5,0.3607910687,0.4636830521,488.028,1642.866,12,136.9055,Trifolium,pratense
TP3-110613cn.bmp,1,1,TP,1.487,95,216,92.7012042774,7680,0.429172242,0.4398148148,262.944,69.292,2,34.646,Trifolium,pratense
TP3-110613cn.bmp,2,1,TP,1.487,314,476,151.5657695797,72754,0.3184154823,0.6596638655,258.59,665.984,2,332.992,Trifolium,pratense
TP3-110613cn.bmp,3,1,TP,1.487,315,590,149.3508050889,91729,0.2531369578,0.5338983051,111.189,693.258,4,173.3145,Trifolium,pratense
TP3-110613cn.bmp,4,1,TP,1.487,364,680,147.250127208,123813,0.2165443047,0.5352941176,84.968,758.327,9,84.2585555556,Trifolium,pratense
TP3-110613dn.bmp,1,1,TP,1.487,132,278,90.0979440979,8658,0.3240933241,0.4748201439,291.51,116.219,2,58.1095,Trifolium,pratense
TP3-110613dn.bmp,2,1,TP,1.487,276,560,206.7347534287,71967,0.3691692026,0.4928571429,276.6,297.291,1,297.291,Trifolium,pratense
TP3-110613dn.bmp,3,1,TP,1.487,479,809,415.453979345,201936.5,0.5135401475,0.5920889988,222.729,959.694,3,319.898,Trifolium,pratense
TP3-110613dn.bmp,4,1,TP,1.487,730,1090,546.2305108127,403044,0.501128909,0.6697247706,413.09,1681.267,22,76.4212272727,Trifolium,pratense
TP3-110613en.bmp,1,1,TP,1.487,113,438,0.368221942,24979.5,0.0008406894,0.2579908676,473.66,0,0,0,Trifolium,pratense
TP3-110613en.bmp,2,1,TP,1.487,377,723,720.202721633,97441.5,0.9961310119,0.5214384509,321.785,689.697,5,137.9394,Trifolium,pratense
TP3-110613en.bmp,3,1,TP,1.487,514,1085,866.249015312,208822.5,0.7983861892,0.4737327189,345.276,1365.779,4,341.44475,Trifolium,pratense
TP3-110613en.bmp,4,1,TP,1.487,682,1421,670.7727996861,486788.5,0.4720427865,0.4799437016,323.142,2871.174,14,205.0838571429,Trifolium,pratense
TP3-110613s.bmp,1,1,TP,1.487,126,230,231.7670731707,8200,1.0076829268,0.547826087,270.163,0,0,0,Trifolium,pratense
TP3-110613s.bmp,2,1,TP,1.487,291,276,209.3074287399,40713.5,0.7583602491,1.0543478261,75.689,490.183,5,98.0366,Trifolium,pratense
TP3-110613s.bmp,3,1,TP,1.487,431,507,134.8483188178,112064,0.2659730154,0.8500986193,211.868,1336.591,3,445.5303333333,Trifolium,pratense
TP3-110613s.bmp,4,1,TP,1.487,603,812,315.6115111035,253546.5,0.388684127,0.7426108374,232.729,1595.846,15,106.3897333333,Trifolium,pratense
TP3-110614an.bmp,1,1,TP,1.487,231,403,396.1671753137,10321.5,0.9830451,0.5732009926,484.245,52.964,1,52.964,Trifolium,pratense
TP3-110614an.bmp,2,1,TP,1.487,395,759,757.4664418048,92056.5,0.9979795017,0.5204216074,382.234,750.155,4,187.53875,Trifolium,pratense
TP3-110614an.bmp,3,1,TP,1.487,608,1121,456.9979157982,326264,0.4076698624,0.5423728814,364.905,2375.82,15,158.388,Trifolium,pratense
TP3-110614an.bmp,4,1,TP,1.487,1081,1824,615.712159351,942924.5,0.3375614909,0.5926535088,686.825,5103.773,17,300.2219411765,Trifolium,pratense
TP3-110614as.bmp,1,1,TP,1.487,43,55,2.1287128713,555.5,0.0387038704,0.7818181818,77.408,0,0,0,Trifolium,pratense
TP3-110614as.bmp,2,1,TP,1.487,97,131,1.6272249968,3904.5,0.0124215649,0.7404580153,66.341,52.093,1,52.093,Trifolium,pratense
TP3-110614as.bmp,3,1,TP,1.487,96,206,1.3872053872,7128,0.0067340067,0.4660194175,71.917,0,0,0,Trifolium,pratense
TP3-110614as.bmp,4,1,TP,1.487,159,427,226.0006117305,20647.5,0.5292754373,0.3723653396,216.572,135.813,2,67.9065,Trifolium,pratense
TP3-110614bn.bmp,1,1,TP,1.487,77,185,19.4816947758,1215.5,0.1053064582,0.4162162162,231.883,0,0,0,Trifolium,pratense
TP3-110614bn.bmp,2,1,TP,1.487,183,456,229.6608852505,43242,0.5036422922,0.4013157895,271.41,838.483,7,119.7832857143,Trifolium,pratense
TP3-110614bn.bmp,3,1,TP,1.487,198,901,318.7073220211,103516.5,0.3537262176,0.2197558269,429.397,1148.055,2,574.0275,Trifolium,pratense
TP3-110614bn.bmp,4,1,TP,1.487,422,1387,557.2722390595,277822,0.4017824362,0.3042537851,478.744,1958.913,16,122.4320625,Trifolium,pratense
TP3-110614bs.bmp,1,1,TP,1.487,74,129,0.9176470588,3655,0.0071135431,0.5736434109,204.489,0,0,0,Trifolium,pratense
TP3-110614bs.bmp,2,1,TP,1.487,247,200,152.3778019925,25696,0.76188901,1.235,163.633,475.304,4,118.826,Trifolium,pratense
TP3-110614bs.bmp,3,1,TP,1.487,489,389,387.8466911207,82467.5,0.9970351957,1.2570694087,207.089,1658.979,6,276.4965,Trifolium,pratense
TP3-110614bs.bmp,4,1,TP,1.487,833,716,414.1958448685,243458,0.5784858169,1.1634078212,353.307,2189.887,9,243.3207777778,Trifolium,pratense
TP3-110615as.bmp,1,1,TP,1.487,201,38,1.4762272903,2587,0.0388480866,5.2894736842,235.525,0,0,0,Trifolium,pratense
TP3-110615as.bmp,2,1,TP,1.487,208,283,73.0560625815,30680,0.258148631,0.7349823322,265.278,623.11,6,103.8516666667,Trifolium,pratense
TP3-110615as.bmp,3,1,TP,1.487,326,635,165.7293201587,101457.5,0.2609910554,0.5133858268,332.746,1710.965,4,427.74125,Trifolium,pratense
TP3-110615as.bmp,4,1,TP,1.487,469,1051,291.0262666602,238629.5,0.2769041548,0.4462416746,465.754,1007.898,5,201.5796,Trifolium,pratense
TP3-110615bs.bmp,1,1,TP,1.487,78,126,40.7893296854,5117,0.3237248388,0.619047619,177.36,0,0,0,Trifolium,pratense
TP3-110615bs.bmp,2,1,TP,1.487,131,271,116.0227818189,13541.5,0.4281283462,0.4833948339,207.029,0,0,0,Trifolium,pratense
TP3-110615bs.bmp,3,1,TP,1.487,162,520,233.9628924833,42040,0.4499286394,0.3115384615,276.43,349.445,4,87.36125,Trifolium,pratense
TP3-110615bs.bmp,4,1,TP,1.487,271,793,295.3493787129,105627.5,0.3724456226,0.341740227,271.581,562.776,4,140.694,Trifolium,pratense
