Block	Individual	Age	Competition Treatment	Month	# Rosettes	Total Leaf #	Length (cm)	Width (cm)	Area (cm^2)	Mortality	Fv/Fm	SPAD	SLA (cm^2/g)	RWC (g/g * 100)		Month	Number
3b	213	young	Comp	11	2	12	11.3	0.7	7.91	alive	.	.	.	.			
3a	214	old	Comp	11	7	81	16.1	1.1	17.71	alive	.	.	.	.			
3a	215	young	Comp	11	6	28	7.6	0.6	4.56	alive	.	.	.	.			
3a	216	old	Comp	11	9	94	19.4	1.2	23.28	alive	.	.	.	.			
2a	217	young	NoComp	11	10	133	22	3.3	72.6	alive	.	.	.	.			
3a	218	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
3a	220	old	NoComp	11	1	3	4.8	0.8	3.84	alive	.	.	.	.			
1a	1	young	NoComp	12	9	66	13.4	1.3	17.42	alive	0.755	.	.	.			
1a	4	old	NoComp	12	8	52	19.5	1.5	29.25	alive	0.785	.	.	.			
1b	5	young	NoComp	12	16	131	34.5	1.5	51.75	alive	0.813	.	.	.			
1a	7	young	NoComp	12	12	73	15.7	1.5	23.55	alive	0.714	.	.	.			
1a	9	young	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	12	12	114	27.6	1.8	49.68	alive	0.786	.	.	.			
1a	13	young	NoComp	12	19	152	29.5	1.4	41.3	alive	0.813	.	.	.			
1b	14	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	12	16	182	17.6	1.2	21.12	alive	0.771	.	.	.			
1b	17	young	NoComp	12	13	100	24.4	1.1	26.84	alive	0.797	.	.	.			
1b	18	old	NoComp	12	14	120	17.4	1.6	27.84	alive	0.757	.	.	.			
1b	19	young	NoComp	12	21	252	35.5	2.7	95.85	alive	0.788	.	.	.			
1a	20	old	NoComp	12	6	40	7	0.8	5.6	alive	0.745	.	.	.			
1a	21	young	NoComp	12	13	63	25.4	1.6	40.64	alive	0.767	.	.	.			
1a	22	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
1a	23	young	NoComp	12	20	160	.	.	.	alive	0.771	.	.	.			
1a	27	young	NoComp	12	3	30	11.4	1.5	17.1	alive	0.785	.	.	.			
1a	28	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
1a	29	young	NoComp	12	4	30	15.6	1	15.6	alive	0.788	.	.	.			
1b	30	old	NoComp	12	4	12	7.8	0.8	6.24	alive	0.766	.	.	.			
1a	32	old	NoComp	12	8	73	12.1	1.4	16.94	alive	0.73	.	.	.			
1b	33	young	NoComp	12	11	82	18.9	1.1	20.79	alive	0.79	.	.	.			
1b	34	old	NoComp	12	17	166	27.6	1.6	44.16	alive	0.828	.	.	.			
1b	35	young	NoComp	12	17	163	24.6	2	49.2	alive	0.773	.	.	.			
1a	36	old	NoComp	12	16	183	17	1.6	27.2	alive	0.802	.	.	.			
1b	38	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1a	45	young	Comp	12	5	25	27.3	2.3	62.79	alive	0.802	.	.	.			
1b	46	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1b	48	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1b	50	old	Comp	12	15	34	22.8	1.6	36.48	alive	0.752	.	.	.			
1a	53	young	Comp	12	12	68	19.6	1.3	25.48	alive	0.765	.	.	.			
1a	55	young	Comp	12	8	45	27.7	2	55.4	alive	0.786	.	.	.			
1a	57	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1b	58	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	12	10	56	25.5	2	51	alive	0.812	.	.	.			
1a	61	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1a	63	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	12	11	48	24.6	0.9	22.14	alive	0.797	.	.	.			
1a	66	old	Comp	12	7	27	23.2	1.1	25.52	alive	0.734	.	.	.			
1b	67	young	Comp	12	9	44	26.2	1.9	49.78	alive	0.811	.	.	.			
1b	69	young	Comp	12	5	16	15.4	0.7	10.78	alive	0.78	.	.	.			
1a	71	young	Comp	12	7	42	27	1.3	35.1	alive	0.819	.	.	.			
1a	72	old	Comp	12	12	108	32	1.7	54.4	alive	0.803	.	.	.			
2b	73	young	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	12	34	271	32.2	1.2	38.64	alive	0.708	.	.	.			
2b	75	young	NoComp	12	21	138	20.7	1.4	28.98	alive	0.741	.	.	.			
2a	76	old	NoComp	12	7	33	17.5	1.5	26.25	alive	0.755	.	.	.			
2b	77	young	NoComp	12	8	86	21.6	2.2	47.52	alive	0.763	.	.	.			
2a	79	young	NoComp	12	10	72	17.8	1.5	26.7	alive	0.783	.	.	.			
2a	80	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2b	81	young	NoComp	12	30	250	28	1.8	50.4	alive	0.779	.	.	.			
2b	82	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	83	young	NoComp	12	14	113	32.2	1.7	54.74	alive	0.74	.	.	.			
2a	84	old	NoComp	12	3	16	7.5	0.5	3.75	alive	0.702	.	.	.			
2a	85	young	NoComp	12	13	76	27.4	1.5	41.1	alive	0.775	.	.	.			
2b	86	old	NoComp	12	8	50	20.9	1.5	31.35	alive	0.636	.	.	.			
2a	87	young	NoComp	12	4	16	8.5	0.7	5.95	alive	0.753	.	.	.			
2b	88	old	NoComp	12	15	141	22.3	2.2	49.06	alive	0.756	.	.	.			
2a	89	young	NoComp	12	29	222	36.9	1.5	55.35	alive	0.683	.	.	.			
2a	90	old	NoComp	12	1	2	5.2	0.3	1.56	alive	.	.	.	.			
2b	91	young	NoComp	12	20	189	24.4	1.6	39.04	alive	0.751	.	.	.			
2a	92	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	93	young	NoComp	12	9	111	26.5	1.9	50.35	alive	0.805	.	.	.			
2b	94	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	95	young	NoComp	12	9	106	29.2	2.8	81.76	alive	0.7	.	.	.			
2a	96	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	12	14	131	32.1	1.7	54.57	alive	0.77	.	.	.			
2a	98	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2b	99	young	NoComp	12	14	147	29.2	2	58.4	alive	0.737	.	.	.			
2a	100	old	NoComp	12	13	65	19.8	0.8	15.84	alive	0.748	.	.	.			
2a	101	young	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2b	102	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	12	11	52	12.4	1	12.4	alive	0.725	.	.	.			
2a	105	young	NoComp	12	7	51	23.6	2.5	59	alive	0.719	.	.	.			
2a	106	old	NoComp	12	15	55	8.2	0.7	5.74	alive	0.778	.	.	.			
2a	107	young	NoComp	12	6	23	12.6	1.2	15.12	alive	0.752	.	.	.			
2a	108	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
2a	109	young	Comp	12	9	35	31.4	1.4	43.96	alive	0.79	.	.	.			
2b	110	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	111	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	112	old	Comp	12	3	7	11	0.3	3.3	alive	0.778	.	.	.			
2a	113	young	Comp	12	13	28	22.1	1.1	24.31	alive	0.717	.	.	.			
2a	114	old	Comp	12	3	7	8.8	0.6	5.28	alive	.	.	.	.			
2b	115	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	116	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	12	9	26	29.5	2.4	70.8	alive	0.773	.	.	.			
2a	118	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	119	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2b	120	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	12	9	32	21.6	1.4	30.24	alive	0.722	.	.	.			
2b	122	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	12	1	3	4.7	0.3	1.41	alive	.	.	.	.			
2a	124	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2b	125	young	Comp	12	1	4	17	1	17	alive	0.771	.	.	.			
2b	126	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	127	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	12	12	38	32.1	2	64.2	alive	0.747	.	.	.			
2a	130	old	Comp	12	15	66	27.5	1.1	30.25	alive	0.79	.	.	.			
2b	131	young	Comp	12	2	6	12.2	1.1	13.42	alive	0.786	.	.	.			
2b	132	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	134	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	12	5	33	31.1	1.6	49.76	alive	0.721	.	.	.			
2a	136	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	12	8	56	40.9	2.6	106.34	alive	0.759	.	.	.			
2a	140	old	Comp	12	4	15	20.8	1.1	22.88	alive	0.764	.	.	.			
2a	141	young	Comp	12	1	2	5.7	0.3	1.71	alive	.	.	.	.			
2a	142	old	Comp	12	12	63	28	1.4	39.2	alive	0.79	.	.	.			
2a	143	young	Comp	12	8	40	22.3	1.3	28.99	alive	0.778	.	.	.			
2b	144	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
3b	146	old	NoComp	12	11	58	16.6	0.8	13.28	alive	0.75	.	.	.			
3a	147	young	NoComp	12	22	103	20.5	1.5	30.75	alive	0.673	.	.	.			
3a	148	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
3a	149	young	NoComp	12	14	132	26.2	3	78.6	alive	0.655	.	.	.			
3b	150	old	NoComp	12	6	29	12.8	1.1	14.08	alive	0.722	.	.	.			
3b	151	young	NoComp	12	13	160	23.7	1.9	45.03	alive	0.73	.	.	.			
3a	152	old	NoComp	12	9	61	14.4	1.7	24.48	alive	0.771	.	.	.			
3a	153	young	NoComp	12	20	162	22.9	1.5	34.35	alive	0.711	.	.	.			
3a	154	old	NoComp	12	4	20	9.5	0.7	6.65	alive	0.685	.	.	.			
3a	155	young	NoComp	12	13	132	20	1.8	36	alive	0.772	.	.	.			
3b	157	young	NoComp	12	20	100	30	1.6	48	alive	0.785	.	.	.			
3b	158	old	NoComp	12	6	30	10.5	1.4	14.7	alive	0.723	.	.	.			
3b	159	young	NoComp	12	16	100	23.1	2.8	64.68	alive	0.728	.	.	.			
3a	161	young	NoComp	12	16	151	25.8	1.6	41.28	alive	0.806	.	.	.			
3b	162	old	NoComp	12	14	136	27.4	1.9	52.06	alive	0.779	.	.	.			
3a	163	young	NoComp	12	11	78	20.4	1.4	28.56	alive	0.781	.	.	.			
3a	165	young	NoComp	12	12	41	9.6	1	9.6	alive	0.77	.	.	.			
3b	167	young	NoComp	12	14	98	22.5	1.4	31.5	alive	0.694	.	.	.			
3a	168	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
3b	169	young	NoComp	12	16	124	23.7	1.3	30.81	alive	0.643	.	.	.			
3a	171	young	NoComp	12	7	88	20.8	2.1	43.68	alive	0.764	.	.	.			
3b	172	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
3b	176	old	NoComp	12	26	40	15.3	1.1	16.83	alive	0.739	.	.	.			
3a	177	young	NoComp	12	12	179	20.9	2.4	50.16	alive	0.801	.	.	.			
3b	178	old	NoComp	12	15	90	17.6	1.1	19.36	alive	0.774	.	.	.			
3a	179	young	NoComp	12	21	173	28.1	1.8	50.58	alive	0.804	.	.	.			
3a	181	young	Comp	12	6	26	25.6	1.6	40.96	alive	0.762	.	.	.			
3b	182	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3b	183	young	Comp	12	2	15	20.4	2.1	42.84	alive	0.78	.	.	.			
3b	184	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	12	7	15	22.5	1.4	31.5	alive	0.774	.	.	.			
3a	186	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	12	1	3	6.3	0.8	5.04	alive	.	.	.	.			
3a	188	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	12	1	2	11	0.7	7.7	alive	.	.	.	.			
3b	192	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	194	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	197	young	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	12	5	22	21.4	1.5	32.1	alive	0.707	.	.	.			
3b	200	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	12	3	14	20.4	1.5	30.6	alive	.	.	.	.			
3b	202	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	12	7	23	20.8	1.5	31.2	alive	0.776	.	.	.			
3a	204	old	Comp	12	3	9	12.8	0.6	7.68	alive	0.719	.	.	.			
3a	205	young	Comp	12	4	27	26.7	2.1	56.07	alive	.	.	.	.			
3b	206	old	Comp	12	.	.	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	12	8	117	19.8	1.4	27.72	alive	0.655	.	.	.			
3a	209	young	Comp	12	4	30	20.9	1.3	27.17	alive	0.625	.	.	.			
3a	211	young	Comp	12	2	4	4.1	0.3	1.23	alive	.	.	.	.			
3a	212	old	Comp	12	1	3	10.2	0.6	6.12	alive	0.76	.	.	.			
3b	213	young	Comp	12	4	10	20.8	0.7	14.56	alive	0.722	.	.	.			
3a	214	old	Comp	12	10	46	26.5	1.9	50.35	alive	0.718	.	.	.			
3a	215	young	Comp	12	10	22	22.5	1.4	31.5	alive	.	.	.	.			
3a	216	old	Comp	12	14	64	34.9	1.3	45.37	alive	0.734	.	.	.			
2a	217	young	NoComp	12	9	120	23.8	2.8	66.64	alive	0.714	.	.	.			
3a	218	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
3a	220	old	NoComp	12	.	.	.	.	.	dead	.	.	.	.			
1a	1	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	4	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	5	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	7	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	9	young	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	13	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	14	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	17	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	18	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	19	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	20	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	21	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	22	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
1a	23	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	27	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	28	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
1a	29	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	30	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	32	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	33	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	34	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	35	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1a	36	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
1b	38	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1a	45	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1b	46	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1b	48	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1b	50	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	53	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	55	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	57	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1b	58	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	61	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1a	63	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	66	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1b	67	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1b	69	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	71	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
1a	72	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	73	young	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	75	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	76	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	77	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	79	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	80	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2b	81	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	82	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	83	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	84	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	85	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	86	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	87	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	88	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	89	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	90	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	91	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	92	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	93	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2b	94	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	95	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	96	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	98	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2b	99	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	100	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	101	young	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2b	102	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	105	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	106	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	107	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
2a	108	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
2a	109	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	110	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	111	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	112	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	113	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	114	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2b	115	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	116	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	118	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	119	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2b	120	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	122	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	124	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2b	125	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	126	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	127	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	130	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	131	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	132	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	134	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	136	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	140	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	141	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	142	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	143	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2b	144	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
3b	146	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	147	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	148	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
3a	149	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	150	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	151	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	152	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	153	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	154	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	155	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	157	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	158	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	159	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	161	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	162	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	163	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	165	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	167	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	168	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
3b	169	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	171	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	172	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
3b	176	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	177	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3b	178	old	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	179	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	181	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3b	182	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3b	183	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3b	184	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	186	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	188	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3b	192	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	194	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	197	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3b	200	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3b	202	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	204	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	205	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3b	206	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	209	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	211	young	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3a	212	old	Comp	13	.	.	.	.	.	dead	.	.	.	.			
3b	213	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	214	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	215	young	Comp	13	.	.	.	.	.	alive	.	.	.	.			
3a	216	old	Comp	13	.	.	.	.	.	alive	.	.	.	.			
2a	217	young	NoComp	13	.	.	.	.	.	alive	.	.	.	.			
3a	218	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
3a	220	old	NoComp	13	.	.	.	.	.	dead	.	.	.	.			
