Seed Indiv	Plant	Week	Time	Age	Competition Treatment	Date Germinated	Inflo Weight (g)	Seed #	Seed Weight (mg)		Week 6: 6/27-7/3
157	17	16	late	young	NoComp	4	0.0993	21	1.178		
483	19	16	late	young	NoComp	4	0.217	121	1.379		
23	20	16	late	old	NoComp	5	0.0112	3	1.325		
33	21	16	late	young	NoComp	7	.	.	1.359		
57	22	16	late	old	NoComp	.	0.0318	15	0.83		
424	28	16	late	old	NoComp	.	0.0304	14	1.039		
287	29	16	late	young	NoComp	.	0.102	46	1.217		
151	30	16	late	old	NoComp	3	0.0273	1	1.353		
519	32	16	late	old	NoComp	.	0.032	23	0.846		
309	33	16	late	young	NoComp	.	0.082	17	1.594		
447	35	16	late	young	NoComp	3	0.0998	38	1.42		
442	36	16	late	old	NoComp	.	0.06	28	0.926		
147	45	16	late	young	Comp	.	0.0462	12	0.384		
451	48	16	late	old	Comp	.	0.0291	2	0.813		
560	53	16	late	young	Comp	.	0.0219	4	1.166		
919	55	16	late	young	Comp	.	0.0678	13	0.925		
850	65	16	late	young	Comp	3	0.0761	16	1.079		
931	66	16	late	old	Comp	7	0.0673	39	1.215		
840	71	16	late	young	Comp	7	0.088	33	0.918		
254	72	16	late	old	Comp	.	0.0526	17	0.758		
470	74	16	late	old	NoComp	.	0.0643	24	0.841		
586	75	16	late	young	NoComp	.	0.1289	48	0.723		
645	76	16	late	old	NoComp	.	0.0485	1	1.01		
596	77	16	late	young	NoComp	.	0.0357	3	1.437		
777	79	16	late	young	NoComp	3	.	.	0.937		
146	81	16	late	young	NoComp	3	.	.	1.655		
403	83	16	late	young	NoComp	.	.	.	0.861		
936	86	16	late	old	NoComp	.	0.0691	34	1.302		
883	87	16	late	young	NoComp	4	0.0062	2	1.451		
428	88	16	late	old	NoComp	.	0.0939	44	1.336		
789	89	16	late	young	NoComp	4	.	.	1.3		
824	90	16	late	old	NoComp	.	0.0336	12	0.674		
959	91	16	late	young	NoComp	.	.	.	1.7		
321	93	16	late	young	NoComp	.	.	.	1.504		
123	95	16	late	young	NoComp	.	.	.	1.252		
720	97	16	late	young	NoComp	4	0.068	4	1.292		
237	98	16	late	old	NoComp	3	0.0306	5	1.075		
953	99	16	late	young	NoComp	.	0.0684	7	0.468		
416	100	16	late	old	NoComp	3	0.0685	15	1.701		
937	101	16	late	young	NoComp	.	.	.	0.953		
446	104	16	late	old	NoComp	4	0.037	4	0.925		
102	105	16	late	young	NoComp	4	.	.	0.965		
469	107	16	late	young	NoComp	.	.	.	1.016		
138	114	16	late	old	Comp	5	0.0673	9	1.452		
752	125	16	late	young	Comp	.	0.0365	6	0.773		
260	129	16	late	young	Comp	.	0.1098	57	1.085		
723	130	16	late	old	Comp	.	0.0436	3	1.197		
552	133	16	late	young	Comp	.	.	.	0.844		
967	141	16	late	young	Comp	.	0.055	37	0.811		
663	143	16	late	young	Comp	.	0.0807	27	1.086		
51	217	16	late	young	NoComp	4	.	.	0.61		
540	1	17	late	young	NoComp	4	0.1771	62	1.303		
831	4	17	late	old	NoComp	.	0.123	60	1.223		
220	5	17	late	young	NoComp	.	0.0589	12	1.678		
265	7	17	late	young	NoComp	3	0.03	8	0.924		
225	13	17	late	young	NoComp	.	0.0616	1	1.536		
181	19	17	late	young	NoComp	17	0.1037	6	1.447		
595	21	17	late	young	NoComp	.	0.0568	21	1.152		
202	22	17	late	old	NoComp	.	0.0359	22	0.869		
855	27	17	late	young	NoComp	3	0.0119	1	0.972		
297	30	17	late	old	NoComp	.	0.0258	5	1.319		
81	32	17	late	old	NoComp	.	0.0029	2	0.949		
652	34	17	late	old	NoComp	.	0.049	3	0.5		
513	55	17	late	young	Comp	4	0.115	23	1.672		
456	66	17	late	old	Comp	.	0.0452	24	0.505		
187	77	17	late	young	NoComp	.	0.0466	1	0.712		
813	79	17	late	young	NoComp	4	.	.	0.356		
429	80	17	late	old	NoComp	12	0.0219	.	0.696		
634	81	17	late	young	NoComp	4	.	.	2.121		
166	83	17	late	young	NoComp	.	.	.	1.204		
956	86	17	late	old	NoComp	.	0.0418	3	0.87		
89	87	17	late	young	NoComp	3	.	.	1.114		
561	88	17	late	old	NoComp	.	0.0579	2	0.711		
150	89	17	late	young	NoComp	4	.	.	0.971		
499	92	17	late	old	NoComp	3	0.035	5	0.505		
731	99	17	late	young	NoComp	.	0.1187	54	1.215		
448	107	17	late	young	NoComp	.	.	.	0.934		
296	111	17	late	young	Comp	5	0.0971	29	1.272		
349	119	17	late	young	Comp	.	0.0558	1	1.431		
637	129	17	late	young	Comp	.	0.0698	.	0.755		
590	135	17	late	young	Comp	4	0.0359	1	0.867		
167	145	17	late	young	NoComp	4	0.0535	5	1.562		
809	146	17	late	old	NoComp	.	0.0932	32	1.14		
808	147	17	late	young	NoComp	.	0.0275	8	1.185		
449	149	17	late	young	NoComp	33	0.0515	4	0.674		
58	152	17	late	old	NoComp	5	0.1089	22	1.178		
38	153	17	late	young	NoComp	4	.	.	1.466		
22	155	17	late	young	NoComp	4	.	.	1.092		
170	157	17	late	young	NoComp	5	0.014	4	1.564		
117	161	17	late	young	NoComp	.	.	.	1.588		
236	162	17	late	old	NoComp	.	0.0616	21	1.168		
121	163	17	late	young	NoComp	.	.	.	0.88		
502	165	17	late	young	NoComp	3	0.0509	7	0.741		
722	167	17	late	young	NoComp	.	0.0677	11	1.835		
148	169	17	late	young	NoComp	.	.	.	1.32		
588	177	17	late	young	NoComp	5	.	.	1.319		
865	178	17	late	old	NoComp	50	0.0208	2	1.418		
497	179	17	late	young	NoComp	.	.	.	0.965		
471	181	17	late	young	Comp	3	0.0858	2	1.667		
768	193	17	late	young	Comp	7	0.0398	2	0.879		
672	207	17	late	young	Comp	.	0.0711	18	0.915		
156	211	17	late	young	Comp	.	0.0242	0	0.94		
111	213	17	late	young	Comp	5	0.0175	5	1.024		
932	214	17	late	old	Comp	5	0.016	1	1.065		
830	1	18	late	young	NoComp	4	0.0797	18	1.085		
3	4	18	late	old	NoComp	.	0.0387	16	1.463		
473	5	18	late	young	NoComp	.	0.0694	24	1.075		
538	7	18	late	young	NoComp	.	0.0306	7	0.836		
394	13	18	late	young	NoComp	3	0.0928	4	0.979		
346	17	18	late	young	NoComp	4	.	.	1.428		
193	19	18	late	young	NoComp	5	0.0813	7	1.539		
666	22	18	late	old	NoComp	.	0.053	26	0.505		
135	23	18	late	young	NoComp	4	.	.	0.726		
86	27	18	late	young	NoComp	4	0.0158	2	0.978		
405	28	18	late	old	NoComp	4	0.0147	4	0.883		
247	29	18	late	young	NoComp	4	0.0783	40	0.633		
91	55	18	late	young	Comp	7	.	.	1.184		
842	77	18	late	young	NoComp	3	0.0162	1	0.909		
506	80	18	late	old	NoComp	.	0.0147	4	0.683		
697	86	18	late	old	NoComp	4	0.0531	6	0.98		
730	88	18	late	old	NoComp	4	0.065	11	1.12		
378	92	18	late	old	NoComp	.	0.0773	27	1.232		
494	93	18	late	young	NoComp	4	0.0767	6	1.509		
766	101	18	late	young	NoComp	6	0.0754	5	0.832		
821	107	18	late	young	NoComp	.	.	.	1.052		
7	121	18	late	young	Comp	.	0.0467	22	0.77		
126	138	18	late	old	Comp	.	0.0519	19	1.128		
131	145	18	late	young	NoComp	4	0.0594	31	0.856		
286	146	18	late	old	NoComp	.	0.0391	0	1.064		
633	155	18	late	young	NoComp	4	.	.	1.431		
229	157	18	late	young	NoComp	5	0.0189	1	0.831		
383	161	18	late	young	NoComp	3	0.0337	8	1.172		
848	163	18	late	young	NoComp	4	0.0499	7	1.132		
961	165	18	late	young	NoComp	4	0.0629	.	0.732		
522	177	18	late	young	NoComp	.	.	.	1.432		
619	179	18	late	young	NoComp	.	0.0368	1	0.588		
454	206	18	late	old	Comp	4	0.0467	7	0.948		
93	214	18	late	old	Comp	3	0.0164	1	1.041		
567	5	19	late	young	NoComp	.	0.0242	1	1.217		
532	17	19	late	young	NoComp	4	0.0787	5	1.33		
516	19	19	late	young	NoComp	.	0.1337	1	0.954		
219	21	19	late	young	NoComp	4	0.0359	3	1.152		
823	71	19	late	young	Comp	5	0.0511	4	0.86		
917	77	19	late	young	NoComp	4	0.0141	2	1.37		
714	80	19	late	old	NoComp	4	0.0303	8	0.832		
266	83	19	late	young	NoComp	5	0.0467	1	1.056		
724	86	19	late	old	NoComp	4	0.1228	13	1.588		
200	89	19	late	young	NoComp	4	0.0338	1	1.075		
944	93	19	late	young	NoComp	4	0.1188	30	1.433		
273	98	19	late	old	NoComp	3	0.0419	9	1.271		
531	101	19	late	young	NoComp	.	0.05	1	1.04		
450	105	19	late	young	NoComp	.	0.1752	16	1.225		
312	146	19	late	old	NoComp	4	0.0796	3	1.837		
646	149	19	late	young	NoComp	.	0.0663	6	1.014		
803	152	19	late	old	NoComp	3	0.0721	4	1.436		
608	155	19	late	young	NoComp	3	0.0954	8	1.254		
226	165	19	late	young	NoComp	.	0.1463	75	1.577		
594	177	19	late	young	NoComp	.	0.0676	19	1.568		
279	220	19	late	old	NoComp	.	0.0533	6	1.299		
221	4	20	late	old	NoComp	.	0.1455	79	0.835		
581	17	20	late	young	NoComp	.	0.0358	2	1.392		
60	27	20	late	young	NoComp	.	0.0231	1	1.205		
466	32	20	late	old	NoComp	.	0.0215	5	1.176		
899	77	20	late	young	NoComp	.	0.0325	5	1.545		
544	79	20	late	young	NoComp	.	0.0507	18	0.916		
767	80	20	late	old	NoComp	.	0.0522	10	0.88		
238	86	20	late	old	NoComp	4	0.0259	1	1.276		
408	101	20	late	young	NoComp	.	0.0358	2	0.538		
241	149	20	late	young	NoComp	4	0.0524	21	1.007		
610	177	20	late	young	NoComp	4	0.1101	30	1.565		
784	17	21	late	young	NoComp	5	0.1112	18	1.273		
512	21	21	late	young	NoComp	.	0.0269	10	1.284		
10	86	21	late	old	NoComp	.	0.0667	19	1.49		
570	87	21	late	young	NoComp	4	0.0385	17	1.095		
626	97	21	late	young	NoComp	.	0.0688	12	1.229		
508	98	21	late	old	NoComp	.	0.0616	14	1.179		
204	105	21	late	young	NoComp	5	0.1126	13	1.039		
656	145	21	late	young	NoComp	4	0.0445	3	2.413		
780	155	21	late	young	NoComp	.	0.1943	55	1.383		
760	162	21	late	old	NoComp	.	0.0336	9	1.195		
153	167	21	late	young	NoComp	.	0.1053	15	2.198		
684	177	21	late	young	NoComp	4	0.0852	8	1.147		
575	83	22	late	young	NoComp	.	0.0641	9	1.165		
214	93	22	late	young	NoComp	.	0.0547	9	1.341		
515	97	22	late	young	NoComp	4	0.044	6	1.428		
113	146	22	late	old	NoComp	.	0.1274	11	1.743		
691	155	22	late	young	NoComp	7	0.0964	5	1.717		
299	167	22	late	young	NoComp	.	0.0532	10	1.635		
807	71	23	late	young	Comp	.	0.0902	13	1.13		
929	155	24	late	young	NoComp	.	0.076	2	0.99		
373	167	25	late	young	NoComp	.	0.0528	5	1.528		
851	162	26	late	old	NoComp	7	0.046	2	1.176		
