Original.F,Location.T,coords.x1,coords.x2
C-undulatum ALL,Single Plant,407073.29,6458705.173
C-undulatum ALL,Single Plant,407073.471,6458706.061
C-undulatum ALL,Single Plant,407076.571,6458707.974
C-undulatum ALL,Single Plant,407079.088,6458711.655
C-undulatum ALL,Single Plant,407080.994,6458709.788
C-undulatum ALL,Single Plant,407079.246,6458704.672
C-undulatum ALL,Single Plant,407082.129,6458699.267
C-undulatum ALL,Single Plant,407083.013,6458695.616
C-undulatum ALL,Single Plant,407081.914,6458691.726
C-undulatum ALL,Single Plant,407078.807,6458690.589
C-undulatum ALL,Single Plant,407094.04,6458687.957
C-undulatum ALL,Single Plant,407104.825,6458686.17
C-undulatum ALL,Single Plant,407105.596,6458684.514
C-undulatum ALL,Single Plant,407106.839,6458682.863
C-undulatum ALL,Single Plant,407107.205,6458684.196
C-undulatum ALL,Single Plant,407090.986,6458681.055
C-undulatum ALL,Single Plant,407086.922,6458681.24
C-undulatum ALL,Single Plant,407079.945,6458679.736
C-undulatum ALL,Single Plant,407079.659,6458680.066
C-undulatum ALL,Single Plant,407077.935,6458682.6
C-undulatum ALL,Single Plant,407070.63,6458686.081
C-undulatum ALL,Single Plant,407062.586,6458687.67
C-undulatum ALL,Single Plant,407118.308,6458668.223
C-undulatum ALL,Single Plant,406876.627,6458703.713
C-undulatum ALL,Single Plant,407639.877,6463557.705
C-undulatum ALL,Single Plant,407637.308,6463559.566
C-undulatum ALL,Single Plant,407643.59,6463565.166
C-undulatum ALL,Single Plant,407641.369,6463559.936
C-undulatum ALL,Single Plant,407639.679,6463558.701
C-undulatum ALL,Single Plant,407641.364,6463560.49
C-undulatum ALL,Single Plant,407641.07,6463561.596
C-undulatum ALL,Single Plant,407638.251,6463559.797
C-undulatum ALL,Single Plant,407638.539,6463559.356
C-undulatum ALL,Single Plant,407641.531,6463562.93
C-undulatum ALL,Single Plant,411032.47,6459195.065
C-undulatum ALL,Single Plant,411027.464,6459173.293
C-undulatum ALL,Single Plant,411029.486,6459168.877
C-undulatum ALL,Single Plant,411027.083,6459173.623
C-undulatum ALL,Single Plant,411027.559,6459173.294
C-undulatum ALL,Single Plant,411029.188,6459170.648
C-undulatum ALL,Single Plant,411028.891,6459172.197
C-undulatum ALL,Single Plant,411029.147,6459175.303
C-undulatum ALL,Single Plant,411043.888,6459185.742
C-undulatum ALL,Single Plant,411033.127,6459173.897
C-undulatum ALL,Single Plant,405570.896,6465171.426
C-undulatum ALL,Single Plant,405575.393,6465165.592
C-undulatum ALL,Single Plant,405580.383,6465157.434
C-undulatum ALL,Single Plant,405571.063,6465153.357
C-undulatum ALL,Single Plant,405567.765,6465152.218
C-undulatum ALL,Single Plant,405567.346,6465146.45
C-undulatum ALL,Single Plant,405571.992,6465144.83
pop18_ALL_DPaW C. undulatum,Single Plant,404388.006,6461317.638
pop18_ALL_DPaW C. undulatum,Single Plant,404388.326,6461318.421
pop18_ALL_DPaW C. undulatum,Single Plant,404390.293,6461316.121
pop18_ALL_DPaW C. undulatum,Single Plant,404390.327,6461315.463
pop18_ALL_DPaW C. undulatum,Single Plant,404394.55,6461314.524
pop18_ALL_DPaW C. undulatum,Single Plant,404492.028,6461203.9
pop18_ALL_DPaW C. undulatum,Single Plant,404492.398,6461204.102
pop18_ALL_DPaW C. undulatum,Single Plant,404493.171,6461202.474
pop18_ALL_DPaW C. undulatum,Single Plant,404525.073,6461169.135
pop18_ALL_DPaW C. undulatum,Single Plant,404525.898,6461167.018
pop18_ALL_DPaW C. undulatum,Single Plant,404529.265,6461168.99
pop18_ALL_DPaW C. undulatum,Single Plant,404528.407,6461167.97
pop18_ALL_DPaW C. undulatum,Single Plant,404560.855,6461194.324
pop18_ALL_DPaW C. undulatum,Single Plant,404555.569,6461197.001
pop18_ALL_DPaW C. undulatum,Single Plant,404554.97,6461197.595
pop18_ALL_DPaW C. undulatum,Single Plant,404552.196,6461202.425
pop18_ALL_DPaW C. undulatum,Single Plant,404539.85,6461204.201
pop18_ALL_DPaW C. undulatum,Single Plant,404407.944,6461338.177
pop18_ALL_DPaW C. undulatum,Single Plant,404405.621,6461337.39
pop18_ALL_DPaW C. undulatum,Single Plant,404398.268,6461330.808
pop18_ALL_DPaW C. undulatum,Single Plant,404403.735,6461334.072
pop18_ALL_DPaW C. undulatum,Single Plant,404569.086,6461214.029
pop18_ALL_DPaW C. undulatum,Single Plant,404562.438,6461209.987
pop18_ALL_DPaW C. undulatum,Single Plant,404554.282,6461320.403
pop18_ALL_DPaW C. undulatum,Single Plant,404373.772,6461456.922
pop18_ALL_DPaW C. undulatum,Single Plant,404374.636,6461456.071
pop18_ALL_DPaW C. undulatum,Single Plant,404374.623,6461455.035
pop18_ALL_DPaW C. undulatum,Single Plant,404376.793,6461455.08
pop18_ALL_DPaW C. undulatum,Single Plant,404383.393,6461454.199
pop18_ALL_DPaW C. undulatum,Single Plant,404384.192,6461453.381
pop18_ALL_DPaW C. undulatum,Single Plant,404384.044,6461451.942
pop18_ALL_DPaW C. undulatum,Single Plant,404385.641,6461455.082
pop18_ALL_DPaW C. undulatum,Single Plant,404366.965,6461455.129
pop18_ALL_DPaW C. undulatum,Single Plant,404356.85,6461445.893
pop18_ALL_DPaW C. undulatum,Single Plant,404355.85,6461447.161
pop18_ALL_DPaW C. undulatum,Single Plant,404354.669,6461446.871
pop18_ALL_DPaW C. undulatum,Single Plant,404353.427,6461445.834
pop18_ALL_DPaW C. undulatum,Single Plant,404354.492,6461444.616
pop18_ALL_DPaW C. undulatum,Single Plant,404353.626,6461443.349
pop18_ALL_DPaW C. undulatum,Single Plant,404352.91,6461443.616
pop18_ALL_DPaW C. undulatum,Single Plant,404350.901,6461443.646
pop18_ALL_DPaW C. undulatum,Single Plant,404351.799,6461449.938
pop18_ALL_DPaW C. undulatum,Single Plant,404353.116,6461450.145
pop18_ALL_DPaW C. undulatum,Single Plant,404355.788,6461451.503
pop18_ALL_DPaW C. undulatum,Single Plant,404350.222,6461442.087
pop18_ALL_DPaW C. undulatum,Single Plant,404350.919,6461434.386
pop18_ALL_DPaW C. undulatum,Single Plant,404350.98,6461432.413
pop18_ALL_DPaW C. undulatum,Single Plant,404349.716,6461433.659
pop18_ALL_DPaW C. undulatum,Single Plant,404349.334,6461434.987
pop18_ALL_DPaW C. undulatum,Single Plant,404345.311,6461435.706
pop18_ALL_DPaW C. undulatum,Single Plant,404341.757,6461435.316
pop18_ALL_DPaW C. undulatum,Single Plant,404343.551,6461432.549
pop18_ALL_DPaW C. undulatum,Single Plant,404345.301,6461432.081
pop18_ALL_DPaW C. undulatum,Single Plant,404342.937,6461427.223
pop18_ALL_DPaW C. undulatum,Single Plant,404338.083,6461430.42
pop18_ALL_DPaW C. undulatum,Single Plant,404337.603,6461430.696
pop18_ALL_DPaW C. undulatum,Single Plant,404335.091,6461426.582
pop18_ALL_DPaW C. undulatum,Single Plant,404334.331,6461426.339
pop18_ALL_DPaW C. undulatum,Single Plant,404334.341,6461424.697
pop18_ALL_DPaW C. undulatum,Single Plant,404336.48,6461418.493
pop18_ALL_DPaW C. undulatum,Single Plant,404334.77,6461413.374
pop18_ALL_DPaW C. undulatum,Single Plant,404330.544,6461416.74
pop18_ALL_DPaW C. undulatum,Single Plant,404323.423,6461395.328
pop18_ALL_DPaW C. undulatum,Single Plant,404318.75,6461376.54
pop18_ALL_DPaW C. undulatum,Single Plant,404319.222,6461373.838
pop18_ALL_DPaW C. undulatum,Single Plant,404320.658,6461367.112
pop18_ALL_DPaW C. undulatum,Single Plant,404320.128,6461367.858
pop18_ALL_DPaW C. undulatum,Single Plant,404324.94,6461366.275
pop18_ALL_DPaW C. undulatum,Single Plant,404330.775,6461366.476
pop18_ALL_DPaW C. undulatum,Single Plant,404330.471,6461366.981
pop18_ALL_DPaW C. undulatum,Single Plant,404331.367,6461367.442
pop18_ALL_DPaW C. undulatum,Single Plant,404332.349,6461367.05
pop18_ALL_DPaW C. undulatum,Single Plant,404333.21,6461368.791
pop18_ALL_DPaW C. undulatum,Single Plant,404337.096,6461373.638
pop18_ALL_DPaW C. undulatum,Single Plant,404334.92,6461386.348
pop18_ALL_DPaW C. undulatum,Single Plant,404346.198,6461393.102
pop18_ALL_DPaW C. undulatum,Single Plant,404349.711,6461392.056
pop18_ALL_DPaW C. undulatum,Single Plant,404351.816,6461399.08
pop18_ALL_DPaW C. undulatum,Single Plant,404352.924,6461400.58
pop18_ALL_DPaW C. undulatum,Single Plant,404356.474,6461394.452
pop18_ALL_DPaW C. undulatum,Single Plant,404361.092,6461398.225
pop18_ALL_DPaW C. undulatum,Single Plant,404351.527,6461408.067
pop18_ALL_DPaW C. undulatum,Single Plant,404357.594,6461414.459
pop18_ALL_DPaW C. undulatum,Single Plant,404361.71,6461414.317
pop18_ALL_DPaW C. undulatum,Single Plant,404359.542,6461413.352
pop18_ALL_DPaW C. undulatum,Single Plant,404349.744,6461415.827
pop18_ALL_DPaW C. undulatum,Single Plant,404346.455,6461415.354
pop18_ALL_DPaW C. undulatum,Single Plant,404347.472,6461419.617
pop18_ALL_DPaW C. undulatum,Single Plant,404352.107,6461420.729
pop18_ALL_DPaW C. undulatum,Single Plant,404358.64,6461426.181
pop18_ALL_DPaW C. undulatum,Single Plant,404359.916,6461428.824
pop18_ALL_DPaW C. undulatum,Single Plant,404361.248,6461431.457
pop18_ALL_DPaW C. undulatum,Single Plant,404357.356,6461430.042
pop18_ALL_DPaW C. undulatum,Single Plant,404360.828,6461433.775
pop18_ALL_DPaW C. undulatum,Single Plant,404363.163,6461433.291
pop18_ALL_DPaW C. undulatum,Single Plant,404364.916,6461433.592
pop18_ALL_DPaW C. undulatum,Single Plant,404367.306,6461431.502
pop18_ALL_DPaW C. undulatum,Single Plant,404399.475,6461449.557
pop18_ALL_DPaW C. undulatum,Single Plant,404394.132,6461385.393
pop18_ALL_DPaW C. undulatum,Single Plant,404415.107,6461358.555
pop18_ALL_DPaW C. undulatum,Single Plant,404359.824,6461509.401
pop18_ALL_DPaW C. undulatum,Single Plant,404358.822,6461511.83
pop18_ALL_DPaW C. undulatum,Single Plant,404359.445,6461510.575
pop18_ALL_DPaW C. undulatum,Single Plant,404359.228,6461511.097
pop18_ALL_DPaW C. undulatum,Single Plant,404357.574,6461512.577
pop18_ALL_DPaW C. undulatum,Single Plant,404355.553,6461512.708
pop18_ALL_DPaW C. undulatum,Single Plant,404351.967,6461509.392
pop18_ALL_DPaW C. undulatum,Single Plant,404357.088,6461506.392
pop18_ALL_DPaW C. undulatum,Single Plant,404353.436,6461485.214
pop18_ALL_DPaW C. undulatum,Single Plant,404341.517,6461475.913
pop18_ALL_DPaW C. undulatum,Single Plant,404335.482,6461473.637
pop18_ALL_DPaW C. undulatum,Single Plant,404335.71,6461470.241
pop18_ALL_DPaW C. undulatum,Single Plant,404335.554,6461464.936
pop18_ALL_DPaW C. undulatum,Single Plant,404335.563,6461464.829
pop18_ALL_DPaW C. undulatum,Single Plant,404329.544,6461457.515
pop18_ALL_DPaW C. undulatum,Single Plant,404351.626,6461501.688
pop18_ALL_DPaW C. undulatum,Single Plant,404352.204,6461501.037
pop18_ALL_DPaW C. undulatum,Single Plant,404350.962,6461503.027
pop18_ALL_DPaW C. undulatum,Single Plant,404349.951,6461504.989
pop18_ALL_DPaW C. undulatum,Single Plant,404355.806,6461504.713
pop18_ALL_DPaW C. undulatum,Single Plant,404357.081,6461503.625
pop18_ALL_DPaW C. undulatum,Single Plant,404357.531,6461503.851
pop18_ALL_DPaW C. undulatum,Single Plant,404301.232,6461498.682
pop18_ALL_DPaW C. undulatum,Single Plant,404297.455,6461494.465
pop18_ALL_DPaW C. undulatum,Single Plant,404297.425,6461493.865
pop18_ALL_DPaW C. undulatum,Single Plant,404296.065,6461493.147
pop18_ALL_DPaW C. undulatum,Single Plant,404297.406,6461491.179
pop18_ALL_DPaW C. undulatum,Single Plant,404294.123,6461493.935
pop18_ALL_DPaW C. undulatum,Single Plant,404294.576,6461491.326
pop18_ALL_DPaW C. undulatum,Single Plant,404295.546,6461490.143
pop18_ALL_DPaW C. undulatum,Single Plant,404293.901,6461483.772
pop18_ALL_DPaW C. undulatum,Single Plant,404289.944,6461482.274
pop18_ALL_DPaW C. undulatum,Single Plant,404289.52,6461484.657
pop18_ALL_DPaW C. undulatum,Single Plant,404289.431,6461484.919
pop18_ALL_DPaW C. undulatum,Single Plant,404291.236,6461485.125
pop18_ALL_DPaW C. undulatum,Single Plant,404287.798,6461486.116
pop18_ALL_DPaW C. undulatum,Single Plant,404288.23,6461487.356
pop18_ALL_DPaW C. undulatum,Single Plant,404284.078,6461490.5
pop18_ALL_DPaW C. undulatum,Single Plant,404283.917,6461489.736
pop18_ALL_DPaW C. undulatum,Single Plant,404284.515,6461487.772
pop18_ALL_DPaW C. undulatum,Single Plant,404283.276,6461484.314
pop18_ALL_DPaW C. undulatum,Single Plant,404283.113,6461483.032
pop18_ALL_DPaW C. undulatum,Single Plant,404283.053,6461478.856
pop18_ALL_DPaW C. undulatum,Single Plant,404281.879,6461478.751
pop18_ALL_DPaW C. undulatum,Single Plant,404281.112,6461478.566
pop18_ALL_DPaW C. undulatum,Single Plant,404279.401,6461480.034
pop18_ALL_DPaW C. undulatum,Single Plant,404280.068,6461483.133
pop18_ALL_DPaW C. undulatum,Single Plant,404280.256,6461483.681
pop18_ALL_DPaW C. undulatum,Single Plant,404279.188,6461484.388
pop18_ALL_DPaW C. undulatum,Single Plant,404283.577,6461477.317
pop18_ALL_DPaW C. undulatum,Single Plant,404285.228,6461475.636
pop18_ALL_DPaW C. undulatum,Single Plant,404284.943,6461474.571
pop18_ALL_DPaW C. undulatum,Single Plant,404285.504,6461473.749
pop18_ALL_DPaW C. undulatum,Single Plant,404279.204,6461473.828
pop18_ALL_DPaW C. undulatum,Single Plant,404278.321,6461473.46
pop18_ALL_DPaW C. undulatum,Single Plant,404276.748,6461474.971
pop18_ALL_DPaW C. undulatum,Single Plant,404273.981,6461475.335
pop18_ALL_DPaW C. undulatum,Single Plant,404275.447,6461469.757
pop18_ALL_DPaW C. undulatum,Single Plant,404275.515,6461467.57
pop18_ALL_DPaW C. undulatum,Single Plant,404263.693,6461458.746
pop18_ALL_DPaW C. undulatum,Single Plant,404264.93,6461452.542
pop18_ALL_DPaW C. undulatum,Single Plant,404262.318,6461452.631
pop18_ALL_DPaW C. undulatum,Single Plant,404259.22,6461454.72
pop18_ALL_DPaW C. undulatum,Single Plant,404255.637,6461451.6
pop18_ALL_DPaW C. undulatum,Single Plant,404267.612,6461440.512
pop18_ALL_DPaW C. undulatum,Single Plant,404271.115,6461440.291
pop18_ALL_DPaW C. undulatum,Single Plant,404257.374,6461441.102
pop18_ALL_DPaW C. undulatum,Single Plant,404251.096,6461435.22
pop18_ALL_DPaW C. undulatum,Single Plant,404250.294,6461434.262
pop18_ALL_DPaW C. undulatum,Single Plant,404257.621,6461433.79
pop18_ALL_DPaW C. undulatum,Single Plant,404257.026,6461430.949
pop18_ALL_DPaW C. undulatum,Single Plant,404255.923,6461425.095
pop18_ALL_DPaW C. undulatum,Single Plant,404254.434,6461424.907
pop18_ALL_DPaW C. undulatum,Single Plant,404262.27,6461428.893
pop18_ALL_DPaW C. undulatum,Single Plant,404262.698,6461428.895
pop18_ALL_DPaW C. undulatum,Single Plant,404268.384,6461430.565
pop18_ALL_DPaW C. undulatum,Single Plant,404268.245,6461427.436
pop18_ALL_DPaW C. undulatum,Single Plant,404405.425,6461504.95
pop18_ALL_DPaW C. undulatum,Single Plant,404379.422,6461501.68
pop18_ALL_DPaW C. undulatum,Single Plant,404375.532,6461498.506
pop18_ALL_DPaW C. undulatum,Single Plant,404375.546,6461511.249
pop18_ALL_DPaW C. undulatum,Single Plant,404375.263,6461511.121
pop18_ALL_DPaW C. undulatum,Single Plant,404375.903,6461511.536
pop18_ALL_DPaW C. undulatum,Single Plant,404373.678,6461515.356
pop18_ALL_DPaW C. undulatum,Single Plant,404378.481,6461515.512
pop18_ALL_DPaW C. undulatum,Single Plant,404384.725,6461517.421
pop18_ALL_DPaW C. undulatum,Single Plant,404385.081,6461516.295
pop18_ALL_DPaW C. undulatum,Single Plant,404385.201,6461516.269
pop18_ALL_DPaW C. undulatum,Single Plant,404385.716,6461514.812
pop18_ALL_DPaW C. undulatum,Single Plant,404386.912,6461514.083
pop18_ALL_DPaW C. undulatum,Single Plant,404388.075,6461529.541
pop18_ALL_DPaW C. undulatum,Single Plant,404397.466,6461528.729
pop18_ALL_DPaW C. undulatum,Single Plant,404412.591,6461536.919
pop18_ALL_DPaW C. undulatum,Single Plant,404394.528,6461544.854
pop18_ALL_DPaW C. undulatum,Single Plant,404392.331,6461546.696
pop18_ALL_DPaW C. undulatum,Single Plant,404392.533,6461541.744
pop18_ALL_DPaW C. undulatum,Single Plant,404392.167,6461538.436
pop18_ALL_DPaW C. undulatum,Single Plant,404386.467,6461538.168
pop18_ALL_DPaW C. undulatum,Single Plant,404386.303,6461538.402
pop18_ALL_DPaW C. undulatum,Single Plant,404384.798,6461533.746
pop18_ALL_DPaW C. undulatum,Single Plant,404384.23,6461533.506
pop18_ALL_DPaW C. undulatum,Single Plant,404385.272,6461532.742
pop18_ALL_DPaW C. undulatum,Single Plant,404370.495,6461521.809
pop18_ALL_DPaW C. undulatum,Single Plant,404369.774,6461520.139
pop18_ALL_DPaW C. undulatum,Single Plant,404369.579,6461517.725
pop18_ALL_DPaW C. undulatum,Single Plant,404365.785,6461576.043
pop18_ALL_DPaW C. undulatum,Single Plant,404365.214,6461577.213
pop18_ALL_DPaW C. undulatum,Single Plant,404368.473,6461598.061
pop18_ALL_DPaW C. undulatum,Single Plant,404368.098,6461600.879
pop18_ALL_DPaW C. undulatum,Single Plant,404366.566,6461601.588
pop18_ALL_DPaW C. undulatum,Single Plant,404366.093,6461602.471
pop18_ALL_DPaW C. undulatum,Single Plant,404375.802,6461595.255
pop18_ALL_DPaW C. undulatum,Single Plant,404377.842,6461592.979
pop18_ALL_DPaW C. undulatum,Single Plant,404379.72,6461603.397
pop18_ALL_DPaW C. undulatum,Single Plant,404378.558,6461604.748
pop18_ALL_DPaW C. undulatum,Single Plant,404378.567,6461605.048
pop18_ALL_DPaW C. undulatum,Single Plant,404376.986,6461606.494
pop18_ALL_DPaW C. undulatum,Single Plant,404376.291,6461611.213
pop18_ALL_DPaW C. undulatum,Single Plant,404384.638,6461645.55
pop18_ALL_DPaW C. undulatum,Single Plant,404382.033,6461644.976
pop18_ALL_DPaW C. undulatum,Single Plant,404391.354,6461650.105
pop18_ALL_DPaW C. undulatum,Single Plant,404392.996,6461664.261
pop18_ALL_DPaW C. undulatum,Single Plant,404393.96,6461667.32
pop18_ALL_DPaW C. undulatum,Single Plant,404396.067,6461667.547
pop18_ALL_DPaW C. undulatum,Single Plant,404399.782,6461665.531
pop18_ALL_DPaW C. undulatum,Single Plant,404400.909,6461664.32
pop18_ALL_DPaW C. undulatum,Single Plant,404401.972,6461664.688
pop18_ALL_DPaW C. undulatum,Single Plant,404403.528,6461665.113
pop18_ALL_DPaW C. undulatum,Single Plant,404399.107,6461668.962
pop18_ALL_DPaW C. undulatum,Single Plant,404398.89,6461670.614
pop18_ALL_DPaW C. undulatum,Single Plant,404400.764,6461674.63
pop18_ALL_DPaW C. undulatum,Single Plant,404406.981,6461673.414
pop18_ALL_DPaW C. undulatum,Single Plant,404410.125,6461674.903
pop18_ALL_DPaW C. undulatum,Single Plant,404409.326,6461677.141
pop18_ALL_DPaW C. undulatum,Single Plant,404406.585,6461676.938
pop18_ALL_DPaW C. undulatum,Single Plant,404398.934,6461681.769
pop18_ALL_DPaW C. undulatum,Single Plant,404415.378,6461684.741
pop18_ALL_DPaW C. undulatum,Single Plant,404415.443,6461691.519
pop18_ALL_DPaW C. undulatum,Single Plant,404414.561,6461693.407
pop18_ALL_DPaW C. undulatum,Single Plant,404416.185,6461696.921
pop18_ALL_DPaW C. undulatum,Single Plant,404414.404,6461709.692
pop18_ALL_DPaW C. undulatum,Single Plant,404406.513,6461710.954
pop18_ALL_DPaW C. undulatum,Single Plant,404404.857,6461718.174
pop18_ALL_DPaW C. undulatum,Single Plant,404405.599,6461718.48
pop18_ALL_DPaW C. undulatum,Single Plant,404414.645,6461715.902
pop18_ALL_DPaW C. undulatum,Single Plant,404420.756,6461719.009
pop18_ALL_DPaW C. undulatum,Single Plant,404434.995,6461732.529
pop18_ALL_DPaW C. undulatum,Single Plant,404427.371,6461716.496
pop18_ALL_DPaW C. undulatum,Single Plant,404430.063,6461702.114
pop18_ALL_DPaW C. undulatum,Single Plant,404424.593,6461694.97
pop18_ALL_DPaW C. undulatum,Single Plant,404425.6,6461690.764
pop18_ALL_DPaW C. undulatum,Single Plant,404427.148,6461690.533
pop18_ALL_DPaW C. undulatum,Single Plant,404420.232,6461688.398
pop18_ALL_DPaW C. undulatum,Single Plant,404416.579,6461689.884
pop18_ALL_DPaW C. undulatum,Single Plant,404417.068,6461688.158
pop18_ALL_DPaW C. undulatum,Single Plant,404416.241,6461681.147
pop18_ALL_DPaW C. undulatum,Single Plant,404416.716,6461680.168
pop18_ALL_DPaW C. undulatum,Single Plant,404416.711,6461679.8
pop18_ALL_DPaW C. undulatum,Single Plant,404418.979,6461679.901
pop18_ALL_DPaW C. undulatum,Single Plant,404413.768,6461676.087
pop18_ALL_DPaW C. undulatum,Single Plant,404416.017,6461675.089
pop18_ALL_DPaW C. undulatum,Single Plant,404417.12,6461664.574
pop18_ALL_DPaW C. undulatum,Single Plant,404411.916,6461660.705
pop18_ALL_DPaW C. undulatum,Single Plant,404405.434,6461658.81
pop18_ALL_DPaW C. undulatum,Single Plant,404403.539,6461656.374
pop18_ALL_DPaW C. undulatum,Single Plant,404404.123,6461649.476
pop18_ALL_DPaW C. undulatum,Single Plant,404392.705,6461644.579
pop18_ALL_DPaW C. undulatum,Single Plant,404393.578,6461636.892
pop18_ALL_DPaW C. undulatum,Single Plant,404392.706,6461635.917
pop18_ALL_DPaW C. undulatum,Single Plant,404392.922,6461635.477
pop18_ALL_DPaW C. undulatum,Single Plant,404380.039,6461578.168
pop18_ALL_DPaW C. undulatum,Single Plant,404381.37,6461577.621
pop18_ALL_DPaW C. undulatum,Single Plant,404383.103,6461577.579
pop18_ALL_DPaW C. undulatum,Single Plant,404376.181,6461576.564
pop18_ALL_DPaW C. undulatum,Single Plant,404376.318,6461563.086
pop18_ALL_DPaW C. undulatum,Single Plant,404377.679,6461562.397
pop18_ALL_DPaW C. undulatum,Single Plant,404370.307,6461563.5
pop18_ALL_DPaW C. undulatum,Single Plant,404366.258,6461568.123
pop18_ALL_DPaW C. undulatum,Single Plant,404370.67,6461566.59
pop18_ALL_DPaW C. undulatum,Single Plant,404394.44,6461553.3
pop18_ALL_DPaW C. undulatum,Single Plant,404396.552,6461557.374
pop18_ALL_DPaW C. undulatum,Single Plant,404397.123,6461558.472
pop18_ALL_DPaW C. undulatum,Single Plant,404395.511,6461559.592
pop18_ALL_DPaW C. undulatum,Single Plant,404398.158,6461561.953
pop18_ALL_DPaW C. undulatum,Single Plant,404410.238,6461561.178
pop18_ALL_DPaW C. undulatum,Single Plant,404410.937,6461554.767
pop18_ALL_DPaW C. undulatum,Single Plant,404414.28,6461557.715
pop18_ALL_DPaW C. undulatum,Single Plant,404417.26,6461559.659
pop18_ALL_DPaW C. undulatum,Single Plant,404415.375,6461561.284
pop18_ALL_DPaW C. undulatum,Single Plant,404423.966,6461578.525
pop18_ALL_DPaW C. undulatum,Single Plant,404420.433,6461613.59
pop18_ALL_DPaW C. undulatum,Single Plant,404422.955,6461616.365
pop18_ALL_DPaW C. undulatum,Single Plant,404420.172,6461618.951
pop18_ALL_DPaW C. undulatum,Single Plant,404420.091,6461619.95
pop18_ALL_DPaW C. undulatum,Single Plant,404426.808,6461637.288
pop18_ALL_DPaW C. undulatum,Single Plant,404431.594,6461643.399
pop18_ALL_DPaW C. undulatum,Single Plant,404434.009,6461653.633
pop18_ALL_DPaW C. undulatum,Single Plant,404449.572,6461655.999
pop18_ALL_DPaW C. undulatum,Single Plant,404452.297,6461655.032
pop18_ALL_DPaW C. undulatum,Single Plant,404453.064,6461660.36
pop18_ALL_DPaW C. undulatum,Single Plant,404450.532,6461661.596
pop18_ALL_DPaW C. undulatum,Single Plant,404448.119,6461675.894
pop18_ALL_DPaW C. undulatum,Single Plant,404447.069,6461676.101
pop18_ALL_DPaW C. undulatum,Single Plant,404440.627,6461675.997
pop18_ALL_DPaW C. undulatum,Single Plant,404446.154,6461681.752
pop18_ALL_DPaW C. undulatum,Single Plant,404453.073,6461684.755
pop18_ALL_DPaW C. undulatum,Single Plant,404455.273,6461684.624
pop18_ALL_DPaW C. undulatum,Single Plant,404447.139,6461691.199
pop18_ALL_DPaW C. undulatum,Single Plant,404488.754,6461750.294
pop18_ALL_DPaW C. undulatum,Single Plant,404497.745,6461757.334
pop18_ALL_DPaW C. undulatum,Single Plant,404510.052,6461751.58
pop18_ALL_DPaW C. undulatum,Single Plant,404471.583,6461682.427
pop18_ALL_DPaW C. undulatum,Single Plant,404466.555,6461664.723
pop18_ALL_DPaW C. undulatum,Single Plant,404466.452,6461663.42
pop18_ALL_DPaW C. undulatum,Single Plant,404468.333,6461657.4
pop18_ALL_DPaW C. undulatum,Single Plant,404459.671,6461649.812
pop18_ALL_DPaW C. undulatum,Single Plant,404444.454,6461628.364
pop18_ALL_DPaW C. undulatum,Single Plant,404442.749,6461627.189
pop18_ALL_DPaW C. undulatum,Single Plant,404446.089,6461626.301
pop18_ALL_DPaW C. undulatum,Single Plant,404447.74,6461624.929
pop18_ALL_DPaW C. undulatum,Single Plant,404431.925,6461574.968
pop18_ALL_DPaW C. undulatum,Single Plant,404420.418,6461561.067
pop18_ALL_DPaW C. undulatum,Single Plant,404421.732,6461552.496
pop18_ALL_DPaW C. undulatum,Single Plant,404413.114,6461549.769
pop18_ALL_DPaW C. undulatum,Single Plant,404409.856,6461551
pop18_ALL_DPaW C. undulatum,Single Plant,404407.47,6461547.988
pop18_ALL_DPaW C. undulatum,Single Plant,404452.852,6461566.36
pop18_ALL_DPaW C. undulatum,Single Plant,404456.78,6461568.047
pop18_ALL_DPaW C. undulatum,Single Plant,404457.668,6461569.059
pop18_ALL_DPaW C. undulatum,Single Plant,404459.271,6461568.346
pop18_ALL_DPaW C. undulatum,Single Plant,404473.132,6461575.034
pop18_ALL_DPaW C. undulatum,Single Plant,404473.446,6461573.738
pop18_ALL_DPaW C. undulatum,Single Plant,404472.617,6461574.072
pop18_ALL_DPaW C. undulatum,Single Plant,404476.016,6461593.003
pop18_ALL_DPaW C. undulatum,Single Plant,404479.741,6461591.81
pop18_ALL_DPaW C. undulatum,Single Plant,404479.535,6461592.933
pop18_ALL_DPaW C. undulatum,Single Plant,404480.118,6461591.5
pop18_ALL_DPaW C. undulatum,Single Plant,404481.94,6461576.62
pop18_ALL_DPaW C. undulatum,Single Plant,404490.562,6461589.712
pop18_ALL_DPaW C. undulatum,Single Plant,404491.046,6461591.555
pop18_ALL_DPaW C. undulatum,Single Plant,404501.281,6461598.418
pop18_ALL_DPaW C. undulatum,Single Plant,404503.093,6461611.13
pop18_ALL_DPaW C. undulatum,Single Plant,404500.977,6461612.303
pop18_ALL_DPaW C. undulatum,Single Plant,404500.356,6461612.059
pop18_ALL_DPaW C. undulatum,Single Plant,404502.228,6461611.859
pop18_ALL_DPaW C. undulatum,Single Plant,404504.492,6461608.151
pop18_ALL_DPaW C. undulatum,Single Plant,404509.013,6461604.867
pop18_ALL_DPaW C. undulatum,Single Plant,404512.256,6461610.779
pop18_ALL_DPaW C. undulatum,Single Plant,404509.044,6461617.389
pop18_ALL_DPaW C. undulatum,Single Plant,404504.142,6461621.789
