Original.F,Location.T,coords.x1,coords.x2
C-undulatum ALL,Single Plant,407606.705,6464991.352
C-undulatum ALL,Single Plant,407606.72,6464989.689
C-undulatum ALL,Single Plant,407606.444,6464988.799
C-undulatum ALL,Single Plant,407605.199,6464990.673
C-undulatum ALL,Single Plant,407604.991,6464992.666
C-undulatum ALL,Single Plant,407604.769,6464996.323
C-undulatum ALL,Single Plant,407591.488,6465001.635
C-undulatum ALL,Single Plant,407591.011,6465002.185
C-undulatum ALL,Single Plant,407590.719,6465003.069
C-undulatum ALL,Single Plant,407590.41,6465005.838
C-undulatum ALL,Single Plant,407588.577,6464999.502
C-undulatum ALL,Single Plant,407587.677,6464994.505
C-undulatum ALL,Single Plant,407548.3,6464969.207
C-undulatum ALL,Single Plant,407550.85,6464969.452
C-undulatum ALL,Single Plant,407551.99,6464968.908
C-undulatum ALL,Single Plant,407555.323,6464966.166
C-undulatum ALL,Single Plant,407554.191,6464965.823
C-undulatum ALL,Single Plant,407553.994,6464966.708
C-undulatum ALL,Single Plant,407553.898,6464966.929
C-undulatum ALL,Single Plant,407551.99,6464968.908
C-undulatum ALL,Single Plant,407546.296,6464971.406
C-undulatum ALL,Single Plant,407550.987,6464985.749
C-undulatum ALL,Single Plant,407554.781,6464984.231
C-undulatum ALL,Single Plant,407558.067,6464986.7
C-undulatum ALL,Single Plant,407561.821,6464989.727
C-undulatum ALL,Single Plant,407565.325,6464988.982
C-undulatum ALL,Single Plant,407568.449,6464988.456
C-undulatum ALL,Single Plant,407572.699,6464988.827
C-undulatum ALL,Single Plant,407572.386,6464992.15
C-undulatum ALL,Single Plant,407576.127,6464996.507
C-undulatum ALL,Single Plant,407576.873,6464997.623
C-undulatum ALL,Single Plant,407577.236,6464999.289
C-undulatum ALL,Single Plant,407576.29,6464999.391
C-undulatum ALL,Single Plant,407576.562,6465000.724
C-undulatum ALL,Single Plant,407577.787,6465001.068
C-undulatum ALL,Single Plant,407578.923,6465000.967
C-undulatum ALL,Single Plant,407579.203,6465001.302
C-undulatum ALL,Single Plant,407579.673,6465001.639
C-undulatum ALL,Single Plant,407580.332,6465001.867
C-undulatum ALL,Single Plant,407580.324,6465002.753
C-undulatum ALL,Single Plant,407579.365,6465004.297
C-undulatum ALL,Single Plant,407579.648,6465004.41
C-undulatum ALL,Single Plant,407580.496,6465004.639
C-undulatum ALL,Single Plant,407580.775,6465005.196
C-undulatum ALL,Single Plant,407581.72,6465005.205
C-undulatum ALL,Single Plant,407583.329,6465004.998
C-undulatum ALL,Single Plant,407588.154,6465004.487
C-undulatum ALL,Single Plant,407594.318,6465002.325
C-undulatum ALL,Single Plant,407601.869,6464992.971
C-undulatum ALL,Single Plant,407601.402,6464992.412
C-undulatum ALL,Single Plant,407600.564,6464990.963
C-undulatum ALL,Single Plant,407600.472,6464990.741
C-undulatum ALL,Single Plant,407599.527,6464990.732
C-undulatum ALL,Single Plant,407598.385,6464991.498
C-undulatum ALL,Single Plant,407597.159,6464991.265
C-undulatum ALL,Single Plant,407597.714,6464992.601
C-undulatum ALL,Single Plant,407598.181,6464993.159
C-undulatum ALL,Single Plant,407599.318,6464992.948
C-undulatum ALL,Single Plant,407598.363,6464993.937
C-undulatum ALL,Single Plant,407597.606,6464994.041
C-undulatum ALL,Single Plant,407598.355,6464994.824
C-undulatum ALL,Single Plant,407600.435,6464994.842
C-undulatum ALL,Single Plant,407602.408,6464996.19
C-undulatum ALL,Single Plant,407602.397,6464997.41
C-undulatum ALL,Single Plant,407601.817,6464998.735
C-undulatum ALL,Single Plant,407599.711,6465001.709
C-undulatum ALL,Single Plant,407602.804,6465004.619
C-undulatum ALL,Single Plant,407607.216,6465007.985
C-undulatum ALL,Single Plant,407609.386,6465008.448
C-undulatum ALL,Single Plant,407614.591,6465007.719
C-undulatum ALL,Single Plant,407622.752,6465014.666
C-undulatum ALL,Single Plant,407633.834,6465022.637
C-undulatum ALL,Single Plant,406838.88,6466581.741
C-undulatum ALL,Single Plant,406836.053,6466580.717
C-undulatum ALL,Single Plant,406832.76,6466579.025
C-undulatum ALL,Single Plant,406831.071,6466577.568
C-undulatum ALL,Single Plant,406827.801,6466573.326
C-undulatum ALL,Single Plant,406848.277,6466525.622
C-undulatum ALL,Single Plant,406853.638,6466518.243
C-undulatum ALL,Single Plant,406874.468,6466618.759
C-undulatum ALL,Single Plant,406874.177,6466619.532
C-undulatum ALL,Single Plant,406871.552,6466617.069
C-undulatum ALL,Single Plant,406871.182,6466616.179
C-undulatum ALL,Single Plant,406869.675,6466615.611
C-undulatum ALL,Single Plant,406865.981,6466616.353
C-undulatum ALL,Single Plant,406862.901,6466612.002
C-undulatum ALL,Single Plant,406862.757,6466607.012
C-undulatum ALL,Single Plant,406881.952,6466565.061
C-undulatum ALL,Single Plant,406881.286,6466565.498
C-undulatum ALL,Single Plant,406881.02,6466563.611
C-undulatum ALL,Single Plant,406879.234,6466562.486
C-undulatum ALL,Single Plant,406879.152,6466561.044
C-undulatum ALL,Single Plant,406881.065,6466558.623
C-undulatum ALL,Single Plant,406882.976,6466556.423
C-undulatum ALL,Single Plant,406885.359,6466554.228
C-undulatum ALL,Single Plant,406889.258,6466551.713
C-undulatum ALL,Single Plant,406894.672,6466548.991
C-undulatum ALL,Single Plant,406903.676,6466546.412
C-undulatum ALL,Single Plant,406906.356,6466542.778
C-undulatum ALL,Single Plant,406906.768,6466539.124
C-undulatum ALL,Single Plant,406909.502,6466529.504
C-undulatum ALL,Single Plant,406909.321,6466528.616
C-undulatum ALL,Single Plant,406909.35,6466525.401
C-undulatum ALL,Single Plant,406909.558,6466523.407
C-undulatum ALL,Single Plant,406905.847,6466515.614
C-undulatum ALL,Single Plant,406905.602,6466511.399
C-undulatum ALL,Single Plant,406904.672,6466509.728
C-undulatum ALL,Single Plant,406901.866,6466506.376
C-undulatum ALL,Single Plant,406904.832,6466502.523
C-undulatum ALL,Single Plant,406906.711,6466503.76
C-undulatum ALL,Single Plant,406911.791,6466506.577
C-undulatum ALL,Single Plant,406916.986,6466507.068
C-undulatum ALL,Single Plant,406914.473,6466502.722
C-undulatum ALL,Single Plant,406915.727,6466499.962
C-undulatum ALL,Single Plant,406917.355,6466497.649
C-undulatum ALL,Single Plant,406920.193,6466497.453
C-undulatum ALL,Single Plant,406922.375,6466496.586
C-undulatum ALL,Single Plant,406926.051,6466497.838
C-undulatum ALL,Single Plant,406929.58,6466504.744
C-undulatum ALL,Single Plant,406923.398,6466508.9
C-undulatum ALL,Single Plant,406919.87,6466512.194
C-undulatum ALL,Single Plant,406914.132,6466519.347
C-undulatum ALL,Single Plant,406911.137,6466526.415
C-undulatum ALL,Single Plant,406904.212,6466539.433
C-undulatum ALL,Single Plant,406905.337,6466540.552
C-undulatum ALL,Single Plant,406907.03,6466541.454
C-undulatum ALL,Single Plant,406908.911,6466542.58
C-undulatum ALL,Single Plant,406914.676,6466553.164
C-undulatum ALL,Single Plant,406913.19,6466560.578
C-undulatum ALL,Single Plant,406915.067,6466572.568
C-undulatum ALL,Single Plant,406912.674,6466575.761
C-undulatum ALL,Single Plant,406912.812,6466581.416
C-undulatum ALL,Single Plant,406916.355,6466576.459
C-undulatum ALL,Single Plant,406916.157,6466577.455
C-undulatum ALL,Single Plant,406916.867,6466582.561
C-undulatum ALL,Single Plant,406917.957,6466587.449
C-undulatum ALL,Single Plant,406921.255,6466588.587
C-undulatum ALL,Single Plant,406923.816,6466587.613
C-undulatum ALL,Single Plant,406929.765,6466567.602
C-undulatum ALL,Single Plant,406934.393,6466547.246
C-undulatum ALL,Single Plant,406934.897,6466543.814
C-undulatum ALL,Single Plant,406937.727,6466513.354
C-undulatum ALL,Single Plant,406930.005,6466510.069
C-undulatum ALL,Single Plant,406926.975,6466510.595
C-undulatum ALL,Single Plant,406931.429,6466509.417
C-undulatum ALL,Single Plant,406931.642,6466506.758
C-undulatum ALL,Single Plant,406935.265,6466503.354
C-undulatum ALL,Single Plant,406936.042,6466501.144
C-undulatum ALL,Single Plant,406933.702,6466498.462
C-undulatum ALL,Single Plant,406932.293,6466497.563
C-undulatum ALL,Single Plant,406937.031,6466496.275
C-undulatum ALL,Single Plant,406939.295,6466496.85
C-undulatum ALL,Single Plant,406943.363,6466496.555
C-undulatum ALL,Single Plant,406945.442,6466496.574
C-undulatum ALL,Single Plant,406951.87,6466496.632
C-undulatum ALL,Single Plant,406959.37,6466503.573
C-undulatum ALL,Single Plant,406958.687,6466505.895
C-undulatum ALL,Single Plant,406952.637,6466516.261
C-undulatum ALL,Single Plant,406953.286,6466517.708
C-undulatum ALL,Single Plant,406949.399,6466529.313
C-undulatum ALL,Single Plant,406946.819,6466532.282
C-undulatum ALL,Single Plant,406939.817,6466543.415
C-undulatum ALL,Single Plant,406940.298,6466542.533
C-undulatum ALL,Single Plant,406940.586,6466541.981
C-undulatum ALL,Single Plant,406939.45,6466542.192
C-undulatum ALL,Single Plant,406937.974,6466548.609
C-undulatum ALL,Single Plant,406936.893,6466553.033
C-undulatum ALL,Single Plant,406938.285,6466566.349
C-undulatum ALL,Single Plant,406948.574,6466568.105
C-undulatum ALL,Single Plant,406957.727,6466580.383
C-undulatum ALL,Single Plant,406955.603,6466574.821
C-undulatum ALL,Single Plant,406953.763,6466569.261
C-undulatum ALL,Single Plant,406953.859,6466569.04
C-undulatum ALL,Single Plant,406954.537,6466567.273
C-undulatum ALL,Single Plant,406956.278,6466562.965
C-undulatum ALL,Single Plant,406956.696,6466558.534
C-undulatum ALL,Single Plant,406952.445,6466558.163
C-undulatum ALL,Single Plant,406953.948,6466559.285
C-undulatum ALL,Single Plant,406954.331,6466558.735
C-undulatum ALL,Single Plant,406952.734,6466557.612
C-undulatum ALL,Single Plant,406960.907,6466521.657
C-undulatum ALL,Single Plant,406961.293,6466520.885
C-undulatum ALL,Single Plant,406962.338,6466520.34
C-undulatum ALL,Single Plant,406964.589,6466522.245
C-undulatum ALL,Single Plant,406963.084,6466531.876
C-undulatum ALL,Single Plant,406971.821,6466517.1
C-undulatum ALL,Single Plant,406977.781,6466527.021
C-undulatum ALL,Single Plant,406936.157,6466613.222
C-undulatum ALL,Single Plant,406875.649,6466613.67
C-undulatum ALL,Single Plant,406869.68,6466615.057
C-undulatum ALL,Single Plant,406866.167,6466616.688
C-undulatum ALL,Single Plant,406897.826,6466638.815
C-undulatum ALL,Single Plant,406923.962,6466623.643
C-undulatum ALL,Single Plant,406916.976,6466622.471
C-undulatum ALL,Single Plant,406918.313,6466621.042
C-undulatum ALL,Single Plant,406919.263,6466620.496
C-undulatum ALL,Single Plant,406921.243,6466621.069
C-undulatum ALL,Single Plant,406919.726,6466621.609
C-undulatum ALL,Single Plant,406919.34,6466622.492
C-undulatum ALL,Single Plant,406919.051,6466623.044
C-undulatum ALL,Single Plant,406919.241,6466622.935
C-undulatum ALL,Single Plant,406919.522,6466623.27
C-undulatum ALL,Single Plant,406921.882,6466623.624
C-undulatum ALL,Single Plant,406934.385,6466620.966
C-undulatum ALL,Single Plant,406938.029,6466615.346
C-undulatum ALL,Single Plant,406947.832,6466628.849
C-undulatum ALL,Single Plant,406947.27,6466659.551
C-undulatum ALL,Single Plant,406949.937,6466657.358
C-undulatum ALL,Single Plant,406945.011,6466658.422
C-undulatum ALL,Single Plant,406940.672,6466667.805
C-undulatum ALL,Single Plant,406975.131,6466693.837
C-undulatum ALL,Single Plant,406973.512,6466684.732
C-undulatum ALL,Single Plant,406970.978,6466682.714
C-undulatum ALL,Single Plant,406959.719,6466673.3
C-undulatum ALL,Single Plant,406956.835,6466657.753
C-undulatum ALL,Single Plant,406953.165,6466645.415
C-undulatum ALL,Single Plant,406953.187,6466642.976
C-undulatum ALL,Single Plant,406951.051,6466638.744
C-undulatum ALL,Single Plant,406952.201,6466637.092
C-undulatum ALL,Single Plant,406951.853,6466633.763
C-undulatum ALL,Single Plant,406949.245,6466629.416
C-undulatum ALL,Single Plant,406942.876,6466622.928
C-undulatum ALL,Single Plant,406944.792,6466620.174
C-undulatum ALL,Single Plant,406988.034,6466574.339
C-undulatum ALL,Single Plant,406991.381,6466570.157
C-undulatum ALL,Single Plant,406997.687,6466573.207
C-undulatum ALL,Single Plant,407001.961,6466571.029
C-undulatum ALL,Single Plant,407000.532,6466572.236
C-undulatum ALL,Single Plant,406999.424,6466569.343
C-undulatum ALL,Single Plant,406998.488,6466568.337
C-undulatum ALL,Single Plant,406997.856,6466565.006
C-undulatum ALL,Single Plant,406974.287,6466557.807
C-undulatum ALL,Single Plant,406972.747,6466560.787
C-undulatum ALL,Single Plant,406974.164,6466560.91
C-undulatum ALL,Single Plant,406976.622,6466560.933
C-undulatum ALL,Single Plant,406980.593,6466560.858
C-undulatum ALL,Single Plant,406992.254,6466546.885
C-undulatum ALL,Single Plant,406995.258,6466528.399
C-undulatum ALL,Single Plant,406953.163,6466614.485
C-undulatum ALL,Single Plant,406952.696,6466613.816
C-undulatum ALL,Single Plant,406957.658,6466619.182
C-undulatum ALL,Single Plant,406955.282,6466620.491
C-undulatum ALL,Single Plant,406955.908,6466624.488
C-undulatum ALL,Single Plant,406958.982,6466629.504
C-undulatum ALL,Single Plant,406958.227,6466629.386
C-undulatum ALL,Single Plant,406966.983,6466622.925
C-undulatum ALL,Single Plant,406967.108,6466619.601
C-undulatum ALL,Single Plant,406966.353,6466619.483
C-undulatum ALL,Single Plant,406958.596,6466619.967
C-undulatum ALL,Single Plant,406959.245,6466621.414
C-undulatum ALL,Single Plant,406961.752,6466626.425
C-undulatum ALL,Single Plant,406963.82,6466638.084
C-undulatum ALL,Single Plant,406965.672,6466642.314
C-undulatum ALL,Single Plant,406989.841,6466666.811
C-undulatum ALL,Single Plant,406980.716,6466682.581
C-undulatum ALL,Single Plant,406981.118,6466680.035
C-undulatum ALL,Single Plant,406984.696,6466660.778
C-undulatum ALL,Single Plant,406976.941,6466671.461
C-undulatum ALL,Single Plant,406981.133,6466678.372
C-undulatum ALL,Single Plant,406979.482,6466683.124
C-undulatum ALL,Single Plant,406972.503,6466691.707
C-undulatum ALL,Single Plant,406970.166,6466688.804
C-undulatum ALL,Single Plant,406962.789,6466720.331
C-undulatum ALL,Single Plant,406964.808,6466706.271
C-undulatum ALL,Single Plant,406926.665,6466700.603
C-undulatum ALL,Single Plant,406935.855,6466698.469
C-undulatum ALL,Single Plant,406954.094,6466699.3
C-undulatum ALL,Single Plant,406940.619,6466663.149
C-undulatum ALL,Single Plant,406913.152,6466647.933
C-undulatum ALL,Single Plant,406912.988,6466634.851
C-undulatum ALL,Single Plant,406909.946,6466636.708
C-undulatum ALL,Single Plant,406908.711,6466637.362
C-undulatum ALL,Single Plant,406910.569,6466640.926
C-undulatum ALL,Single Plant,406909.902,6466641.474
C-undulatum ALL,Single Plant,406909.134,6466642.797
C-undulatum ALL,Single Plant,406908.174,6466644.452
C-undulatum ALL,Single Plant,406905.8,6466645.539
C-undulatum ALL,Single Plant,406906.842,6466645.326
C-undulatum ALL,Single Plant,406906.377,6466644.435
C-undulatum ALL,Single Plant,406905.623,6466644.207
C-undulatum ALL,Single Plant,406904.969,6466643.425
C-undulatum ALL,Single Plant,406905.135,6466645.865
C-undulatum ALL,Single Plant,406903.587,6466639.421
C-undulatum ALL,Single Plant,406900.26,6466641.386
C-undulatum ALL,Single Plant,406900.283,6466638.837
C-undulatum ALL,Single Plant,406899.825,6466637.281
C-undulatum ALL,Single Plant,406897.97,6466633.273
C-undulatum ALL,Single Plant,406896.085,6466632.702
C-undulatum ALL,Single Plant,406275.07,6463927.418
C-undulatum ALL,Single Plant,406263.731,6463927.092
C-undulatum ALL,Single Plant,406245.577,6463927.924
C-undulatum ALL,Single Plant,406260.366,6463943.69
C-undulatum ALL,Single Plant,406267.932,6463943.094
C-undulatum ALL,Single Plant,406254.191,6463967.69
C-undulatum ALL,Single Plant,406228.489,6463967.122
C-undulatum ALL,Single Plant,406220.375,6463965.495
C-undulatum ALL,Single Plant,406218.752,6463967.365
C-undulatum ALL,Single Plant,406223.163,6463970.731
C-undulatum ALL,Single Plant,406228.738,6463991.513
C-undulatum ALL,Single Plant,406236.162,6463996.126
C-undulatum ALL,Single Plant,406226.738,6464003.467
C-undulatum ALL,Single Plant,406242.692,6464005.498
C-undulatum ALL,Single Plant,406225.588,6463994.921
C-undulatum ALL,Single Plant,406215.885,6463991.395
C-undulatum ALL,Single Plant,406200.13,6463988.257
C-undulatum ALL,Single Plant,406206.975,6463994.196
C-undulatum ALL,Single Plant,406226.672,6464010.673
C-undulatum ALL,Single Plant,406196.452,6463997.647
C-undulatum ALL,Single Plant,406189.671,6463995.035
C-undulatum ALL,Single Plant,406178.894,6464005.578
C-undulatum ALL,Single Plant,406188.506,6464018.97
C-undulatum ALL,Single Plant,406171.763,6464010.169
C-undulatum ALL,Single Plant,404897.398,6464703.795
C-undulatum ALL,Single Plant,404903.521,6464706.069
C-undulatum ALL,Single Plant,404885.677,6464744.593
C-undulatum ALL,Single Plant,404913.838,6464714.701
C-undulatum ALL,Single Plant,404917.894,6464715.626
C-undulatum ALL,Single Plant,404921.466,6464717.765
C-undulatum ALL,Single Plant,404920.898,6464717.871
C-undulatum ALL,Single Plant,404912.993,6464703.94
C-undulatum ALL,Single Plant,404937.006,6464693.299
C-undulatum ALL,Single Plant,404945.758,6464687.283
C-undulatum ALL,Single Plant,404961.18,6464675.453
C-undulatum ALL,Single Plant,406048.078,6455778.855
C-undulatum ALL,Single Plant,406036.588,6455754.914
C-undulatum ALL,Single Plant,406022.322,6455735.049
C-undulatum ALL,Single Plant,405962.922,6455847.579
C-undulatum ALL,Single Plant,405950.512,6455820.969
C-undulatum ALL,Single Plant,405934.721,6455812.952
C-undulatum ALL,Single Plant,405952.081,6455794.266
C-undulatum ALL,Single Plant,405961.354,6455812.755
C-undulatum ALL,Single Plant,405989.578,6455875.65
C-undulatum ALL,Single Plant,406018.38,6455875.916
C-undulatum ALL,Single Plant,406026.601,6455854.928
C-undulatum ALL,Single Plant,406017.702,6455846.975
C-undulatum ALL,Single Plant,406011.728,6455829.183
C-undulatum ALL,Single Plant,405997.246,6455822.508
C-undulatum ALL,Single Plant,405969.83,6455825.582
C-undulatum ALL,Single Plant,406029.365,6455821.363
C-undulatum ALL,Single Plant,406010.091,6455801.785
C-undulatum ALL,Single Plant,406010.53,6455784.939
C-undulatum ALL,Single Plant,405990.945,6455788.86
C-undulatum ALL,Single Plant,405955.838,6455796.518
C-undulatum ALL,Single Plant,405974.458,6455774.296
C-undulatum ALL,Single Plant,405991.031,6455769.238
C-undulatum ALL,Single Plant,405989.242,6455768.668
C-undulatum ALL,Single Plant,405969.862,6455740.109
C-undulatum ALL,Single Plant,407712.391,6457028.686
C-undulatum ALL,Single Plant,407696.007,6457033.638
C-undulatum ALL,Single Plant,407678.287,6457040.018
C-undulatum ALL,Single Plant,407686.47,6457022.909
C-undulatum ALL,Single Plant,407680.866,6457015.985
C-undulatum ALL,Single Plant,407666.662,6457019.958
C-undulatum ALL,Single Plant,407665.773,6457013.853
C-undulatum ALL,Single Plant,407655.175,6457005.553
C-undulatum ALL,Single Plant,407662.069,6456984.774
C-undulatum ALL,Single Plant,407681.744,6456991.937
C-undulatum ALL,Single Plant,407695.83,6456980.091
C-undulatum ALL,Single Plant,407699.511,6457011.719
C-undulatum ALL,Single Plant,407709.248,6457010.699
C-undulatum ALL,Single Plant,407721.284,6457016.683
C-undulatum ALL,Single Plant,407747.875,6456948.413
C-undulatum ALL,Single Plant,407743.571,6456902.035
C-undulatum ALL,Single Plant,407736.603,6456889.334
C-undulatum ALL,Single Plant,407731.783,6456900.044
C-undulatum ALL,Single Plant,407737.657,6456898.101
C-undulatum ALL,Single Plant,407749.384,6456906.854
C-undulatum ALL,Single Plant,407776.806,6456955.547
C-undulatum ALL,Single Plant,407746.724,6456939.866
C-undulatum ALL,Single Plant,407736.628,6456928.356
C-undulatum ALL,Single Plant,407725.089,6456930.137
C-undulatum ALL,Single Plant,406969.651,6456758.097
C-undulatum ALL,Single Plant,406940.585,6456755.393
C-undulatum ALL,Single Plant,406956.396,6456740.904
C-undulatum ALL,Single Plant,406966.345,6456727.026
C-undulatum ALL,Single Plant,406957.959,6456714.534
C-undulatum ALL,Single Plant,406929.173,6456722.585
C-undulatum ALL,Single Plant,406916.905,6456742.206
C-undulatum ALL,Single Plant,406904.593,6456714.823
C-undulatum ALL,Single Plant,406922.313,6456698.134
C-undulatum ALL,Single Plant,406927.097,6456691.304
C-undulatum ALL,Single Plant,406930.088,6456674.037
C-undulatum ALL,Single Plant,406918.801,6456668.946
C-undulatum ALL,Single Plant,406913.995,6456678.103
C-undulatum ALL,Single Plant,406905.17,6456682.679
C-undulatum ALL,Single Plant,406886.499,6456689.825
C-undulatum ALL,Single Plant,406874.07,6456675.3
C-undulatum ALL,Single Plant,406867.238,6456668.475
C-undulatum ALL,Single Plant,406878.892,6456643.638
C-undulatum ALL,Single Plant,406888.391,6456637.739
C-undulatum ALL,Single Plant,406875.761,6456645.273
C-undulatum ALL,Single Plant,406870.705,6456630.039
C-undulatum ALL,Single Plant,406866.498,6456625.344
C-undulatum ALL,Single Plant,406852.085,6456621.222
C-undulatum ALL,Single Plant,406847.278,6456609.87
C-undulatum ALL,Single Plant,407049.214,6458755.727
C-undulatum ALL,Single Plant,407039.917,6458770.386
C-undulatum ALL,Single Plant,406894.995,6458730.154
C-undulatum ALL,Single Plant,406893.116,6458729.029
C-undulatum ALL,Single Plant,406890.745,6458730.116
C-undulatum ALL,Single Plant,406889.026,6458732.095
C-undulatum ALL,Single Plant,406884.298,6458732.607
C-undulatum ALL,Single Plant,406884.617,6458728.729
C-undulatum ALL,Single Plant,406881.856,6458720.722
C-undulatum ALL,Single Plant,406876.102,6458699.052
C-undulatum ALL,Single Plant,406869.108,6458699.432
C-undulatum ALL,Single Plant,406864.907,6458693.962
C-undulatum ALL,Single Plant,406863.846,6458696.391
C-undulatum ALL,Single Plant,406843.599,6458699.865
C-undulatum ALL,Single Plant,406817.802,6458700.738
C-undulatum ALL,Single Plant,406814.059,6458696.824
C-undulatum ALL,Single Plant,406814.522,6458697.825
C-undulatum ALL,Single Plant,406816.687,6458698.732
C-undulatum ALL,Single Plant,406871.026,6458799.888
C-undulatum ALL,Single Plant,406871.203,6458801.22
C-undulatum ALL,Single Plant,406872.612,6458802.119
C-undulatum ALL,Single Plant,406875.162,6458802.143
C-undulatum ALL,Single Plant,406877.792,6458803.83
C-undulatum ALL,Single Plant,406892.228,6458795.314
C-undulatum ALL,Single Plant,406893.193,6458793.106
C-undulatum ALL,Single Plant,406890.865,6458789.426
C-undulatum ALL,Single Plant,406893.149,6458777.253
C-undulatum ALL,Single Plant,406948.311,6458788.287
C-undulatum ALL,Single Plant,407015.835,6458738.461
C-undulatum ALL,Single Plant,407007.612,6458739.052
C-undulatum ALL,Single Plant,407016.922,6458753.992
C-undulatum ALL,Single Plant,407018.513,6458755.669
C-undulatum ALL,Single Plant,407027.165,6458759.96
C-undulatum ALL,Single Plant,407026.664,6458763.06
C-undulatum ALL,Single Plant,407024.571,6458764.704
C-undulatum ALL,Single Plant,407022.479,6458766.237
C-undulatum ALL,Single Plant,407021.445,6458765.673
C-undulatum ALL,Single Plant,407017.012,6458764.857
C-undulatum ALL,Single Plant,407015.58,6458766.506
C-undulatum ALL,Single Plant,406920.489,6458710.765
C-undulatum ALL,Single Plant,406926.343,6458711.04
C-undulatum ALL,Single Plant,406929.41,6458706.19
C-undulatum ALL,Single Plant,406925.59,6458689.97
C-undulatum ALL,Single Plant,406937.138,6458697.835
C-undulatum ALL,Single Plant,406944.242,6458695.794
C-undulatum ALL,Single Plant,406948.783,6458715.79
C-undulatum ALL,Single Plant,406951.313,6458718.03
C-undulatum ALL,Single Plant,406957.761,6458715.317
C-undulatum ALL,Single Plant,406961.463,6458692.625
C-undulatum ALL,Single Plant,406957.549,6458686.714
C-undulatum ALL,Single Plant,406953.962,6458686.459
C-undulatum ALL,Single Plant,406953.317,6458684.68
C-undulatum ALL,Single Plant,406955.21,6458684.253
C-undulatum ALL,Single Plant,406988.1,6458692.868
C-undulatum ALL,Single Plant,406980.143,6458684.924
C-undulatum ALL,Single Plant,406977.15,6458681.682
C-undulatum ALL,Single Plant,406972.897,6458681.865
C-undulatum ALL,Single Plant,406970.977,6458685.173
C-undulatum ALL,Single Plant,406968.822,6458693.69
C-undulatum ALL,Single Plant,406975.692,6458706.834
C-undulatum ALL,Single Plant,406977.408,6458705.186
C-undulatum ALL,Single Plant,406977.599,6458704.966
C-undulatum ALL,Single Plant,406980.272,6458701.887
C-undulatum ALL,Single Plant,406984.509,6458703.366
C-undulatum ALL,Single Plant,406984.694,6458703.812
C-undulatum ALL,Single Plant,406983.261,6458705.572
C-undulatum ALL,Single Plant,406983.359,6458705.241
C-undulatum ALL,Single Plant,406991.362,6458708.085
C-undulatum ALL,Single Plant,406991.514,6458712.188
C-undulatum ALL,Single Plant,406985.069,6458724.878
C-undulatum ALL,Single Plant,406985.439,6458725.768
C-undulatum ALL,Single Plant,406985.714,6458726.658
C-undulatum ALL,Single Plant,406986.71,6458721.013
C-undulatum ALL,Single Plant,406986.282,6458716.131
C-undulatum ALL,Single Plant,407017.526,6458739.585
C-undulatum ALL,Single Plant,407014.239,6458737.449
C-undulatum ALL,Single Plant,407016.159,6458734.03
C-undulatum ALL,Single Plant,407014.31,6458729.579
C-undulatum ALL,Single Plant,407018.298,6458727.398
C-undulatum ALL,Single Plant,406999.946,6458688.763
C-undulatum ALL,Single Plant,407007.068,6458684.615
C-undulatum ALL,Single Plant,407006.864,6458686.276
C-undulatum ALL,Single Plant,407006.098,6458687.378
C-undulatum ALL,Single Plant,407001.813,6458691.219
C-undulatum ALL,Single Plant,407000.49,6458691.207
C-undulatum ALL,Single Plant,406999.927,6458690.758
C-undulatum ALL,Single Plant,406997.691,6458687.412
C-undulatum ALL,Single Plant,406996.476,6458685.96
C-undulatum ALL,Single Plant,406996.3,6458684.517
C-undulatum ALL,Single Plant,406997.26,6458682.863
C-undulatum ALL,Single Plant,407004.737,6458681.268
C-undulatum ALL,Single Plant,407005.768,6458682.164
C-undulatum ALL,Single Plant,407008.045,6458681.076
C-undulatum ALL,Single Plant,407008.834,6458708.577
C-undulatum ALL,Single Plant,407009.789,6458707.366
C-undulatum ALL,Single Plant,407010.256,6458708.035
C-undulatum ALL,Single Plant,407010.723,6458708.594
C-undulatum ALL,Single Plant,407014.685,6458709.184
C-undulatum ALL,Single Plant,407016.272,6458711.305
C-undulatum ALL,Single Plant,407015.16,6458708.856
C-undulatum ALL,Single Plant,407013.771,6458705.85
C-undulatum ALL,Single Plant,407023.715,6458703.058
C-undulatum ALL,Single Plant,407032.4,6458703.692
C-undulatum ALL,Single Plant,407030.322,6458703.673
C-undulatum ALL,Single Plant,407027.782,6458702.541
C-undulatum ALL,Single Plant,407027.212,6458702.868
C-undulatum ALL,Single Plant,407026.073,6458703.412
C-undulatum ALL,Single Plant,407023.523,6458703.389
C-undulatum ALL,Single Plant,407020.131,6458702.471
C-undulatum ALL,Single Plant,407016.941,6458700.003
C-undulatum ALL,Single Plant,407016.688,6458696.675
C-undulatum ALL,Single Plant,407045.892,6458684.747
C-undulatum ALL,Single Plant,407041.197,6458681.711
C-undulatum ALL,Single Plant,407027.64,6458687.02
C-undulatum ALL,Single Plant,407030.696,6458693.699
C-undulatum ALL,Single Plant,407032.493,6458693.494
C-undulatum ALL,Single Plant,407034.655,6458694.622
C-undulatum ALL,Single Plant,407040.504,6458695.562
C-undulatum ALL,Single Plant,407036.49,6458679.894
C-undulatum ALL,Single Plant,407037.693,6458672.256
C-undulatum ALL,Single Plant,407054.595,6458683.385
C-undulatum ALL,Single Plant,407055.5,6458687.827
