phylo.name,Species notes,leaf.fresh.weight.g,leaf.dry.weight.g,root.dry.weight.g,stem.dry.weight.g,leaf.area.cm.sq,experiment,all.dry.weight.g,block,harvest.minus.germ.date,average.seed.weight
Hordeum_vulgare,,0.1108,0.01554,0.0161,0.0048,7.1104,B,0.03644,3,12,0.044408491
Hordeum_vulgare,,0.422,0.0689,0.0772,0.0177,20.8199,B,0.1638,6,19,0.044408491
Hordeum_vulgare,,0.1039,0.0144,0.01673,0.00515,6.6664,B,0.03628,2,7,0.044408491
Hordeum_vulgare,,0.3096,0.0508,0.0769,0.0265,15.511,B,0.1542,2,19,0.044408491
Hordeum_vulgare,,0.368,0.06208,0.065,0.0335,20.2161,B,0.16058,5,25,0.044408491
Hordeum_vulgare,,0.1348,0.02481,0.0251,0.0073,8.285,B,0.05721,4,12,0.044408491
Hymenachne_amplexicaulis,,0.3023,0.0493,0.03438,0.02488,16.4154,A,0.10856,6,42,0.000305455
Hymenachne_amplexicaulis,,0.0322,0.0052,0.00049,0.00056,1.9635,A,0.00625,5,23,0.000305455
Hymenachne_amplexicaulis,,0.0246,0.0032,0.00091,0.00047,1.4244,A,0.00458,5,29,0.000305455
Hymenachne_amplexicaulis,,0.0041,0.00041,0.00017,1.00E-05,0.4025,A,0.00059,1,13,0.000305455
Hymenachne_amplexicaulis,,0.1971,0.0339,0.01047,0.0117,10.1276,A,0.05607,2,43,0.000305455
Hymenachne_amplexicaulis,,0.2033,0.0324,0.0189,0.0091,11.8086,A,0.0604,7,35,0.000305455
Hymenachne_amplexicaulis,,0.0394,0.0063,0.00222,0.00135,1.8308,A,0.00987,3,27,0.000305455
Hymenachne_amplexicaulis,,0.413,0.0792,0.026,0.02299,22.3646,A,0.12819,2,36,0.000305455
Imperata_cylindrica,,0.0011,0.00039,8.00E-05,0.00011,0.056,A,0.00058,3,12,7.00E-05
Imperata_cylindrica,,0.0956,0.0212,0.02431,0.01508,8.121,A,0.06059,3,50,7.00E-05
Imperata_cylindrica,,0.0044,0.00106,0.00046,0.00043,0.3089,A,0.00195,8,36,7.00E-05
Imperata_cylindrica,,0.03,0.0071,0.00448,0.00439,3.1136,A,0.01597,1,54,7.00E-05
Imperata_cylindrica,,0.0073,0.00135,0.00079,0.00106,0.4154,A,0.0032,8,19,7.00E-05
Imperata_cylindrica,,0.0135,0.004,0.00262,8.00E-04,0.582,A,0.00742,3,31,7.00E-05
Ischaemum_afrum,,0.0046,0.00101,0.00117,0.001,0.5047,B,0.00318,3,7,0.001168421
Ischaemum_afrum,,0.0276,0.0067,0.0073,0.00453,2.6945,B,0.01853,7,14,0.001168421
Ischaemum_afrum,,0.1192,0.0256,0.01247,0.01917,12.1597,B,0.05724,1,36,0.001168421
Ischaemum_afrum,,0.0244,0.0067,0.0092,0.0058,2.241,B,0.0217,4,15,0.001168421
Ischaemum_afrum,,0.0704,0.0216,0.02978,0.01476,6.1419,B,0.06614,3,36,0.001168421
Ischaemum_afrum,,0.0638,0.0174,0.0251,0.0114,5.6156,B,0.0539,1,22,0.001168421
Ischaemum_afrum,,0.116,0.0309,0.0352,0.0292,9.567,B,0.0953,4,29,0.001168421
Ischaemum_afrum,,0.0051,0.0013,0.00133,9.00E-04,0.5109,B,0.00353,1,7,0.001168421
Ischaemum_afrum,,0.1213,0.0287,0.0409,0.0206,8.1268,B,0.0902,3,29,0.001168421
Ischaemum_afrum,,0.0459,0.0127,0.0225,0.0103,3.9428,B,0.0455,3,21,0.001168421
Ischaemum_rugosum,,0.0131,0.00156,0.00281,0.00095,0.8588,A,0.00532,8,9,0.001015094
Ischaemum_rugosum,,0.1823,0.0265,0.03241,0.0141,12.9359,A,0.07301,4,15,0.001015094
Ischaemum_rugosum,,1.8666,0.5004,0.86745,0.77286,118.1827,A,2.14071,4,44,0.001015094
Ischaemum_rugosum,,0.6837,0.1317,0.2009,0.1746,41.5518,A,0.5072,5,31,0.001015094
Ischaemum_rugosum,,0.1226,0.0227,0.017,0.0123,9.4766,A,0.052,3,16,0.001015094
Ischaemum_rugosum,,0.1476,0.0316,0.03628,0.02449,11.3487,A,0.09237,3,24,0.001015094
Ischaemum_rugosum,,0.0133,0.0023,0.00349,0.00104,1.4163,A,0.00683,5,9,0.001015094
Ischaemum_rugosum,,0.8824,0.1751,0.26842,0.1446,54.0918,A,0.58812,8,30,0.001015094
Ischaemum_rugosum,,1.234,0.2598,0.3852,0.2249,89.3457,A,0.8699,2,39,0.001015094
Ischaemum_rugosum,,0.2966,0.0592,0.0893,0.0497,24.0383,A,0.1982,4,24,0.001015094
Iseilema_macratherum,,0.0159,0.0035,0.00647,0.00232,1.1599,A,0.01229,4,18,0.000964762
Iseilema_macratherum,,0.1166,0.0298,0.0248,0.0237,8.204,A,0.0783,8,23,0.000964762
Iseilema_macratherum,,0.0524,0.0128,0.0151,0.0085,3.6002,A,0.0364,3,16,0.000964762
Iseilema_macratherum,,0.3286,0.08,0.08601,0.09803,18.8125,A,0.26404,4,42,0.000964762
Iseilema_macratherum,,0.0783,0.0185,0.02086,0.01537,6.7212,A,0.05473,1,31,0.000964762
Iseilema_macratherum,,1.443,0.4146,0.1378,0.49283,88.2174,A,1.04523,2,40,0.000964762
Iseilema_macratherum,,0.00796,0.00151,0.00251,0.00076,0.6097,A,0.00478,6,9,0.000964762
Iseilema_macratherum,,0.0907,0.0207,0.01579,0.0215,7.6496,A,0.05799,5,24,0.000964762
Iseilema_macratherum,,0.1359,0.0325,0.0493,0.0281,12.5027,A,0.1099,1,31,0.000964762
Iseilema_macratherum,,0.0017,9.00E-05,7.00E-04,0.00037,0.1582,A,0.00116,7,13,0.000964762
Iseilema_membranaceum,,0.1087,0.0406,0.03129,0.0362,10.5279,B,0.10809,1,40,0.000647619
Iseilema_membranaceum,,0.0109,0.00242,0.00396,0.00141,0.8908,B,0.00779,4,18,0.000647619
Iseilema_membranaceum,,0.1023,0.02193,0.0246,0.0223,8.8763,B,0.06883,4,25,0.000647619
Iseilema_membranaceum,,0.0557,0.0124,0.0194,0.013,4.868,B,0.0448,6,25,0.000647619
Iseilema_membranaceum,,0.0209,0.0044,0.0072,0.00064,1.6612,B,0.01224,8,18,0.000647619
Iseilema_membranaceum,,0.0037,0.00076,0.0012,0.00057,0.4631,B,0.00253,2,11,0.000647619
Iseilema_membranaceum,,0.1503,0.046,0.04573,0.03497,13.8816,B,0.1267,3,31,0.000647619
Iseilema_membranaceum,,0.0021,0.00054,8.00E-04,0.00032,0.2386,B,0.00166,7,11,0.000647619
Iseilema_membranaceum,,0.1187,0.02987,0.0483,0.02267,9.8606,B,0.10084,2,31,0.000647619
Iseilema_membranaceum,,0.2646,0.0665,0.0638,0.0685,24.8585,B,0.1988,6,39,0.000647619
Koeleria_cristata,,0.2327,0.0663,0.03847,0.01668,14.6505,A,0.12145,4,54,7.75E-05
Koeleria_cristata,,0.0061,0.00174,0.001,0.00038,0.5469,A,0.00312,5,25,7.75E-05
Koeleria_cristata,,5.00E-04,0.00013,0.00014,8.00E-05,0.0379,A,0.00035,1,12,7.75E-05
Koeleria_cristata,,0.0205,0.0034,0.00233,0.00143,1.2976,A,0.00716,5,33,7.75E-05
Koeleria_cristata,,0.0062,0.00122,0.00094,4.00E-04,0.3995,A,0.00256,4,29,7.75E-05
Koeleria_cristata,,0.8263,0.0024,0.00196,4.00E-04,0.6428,A,0.00476,5,27,7.75E-05
Koeleria_cristata,,7.00E-04,7.00E-05,9.00E-05,0,0.0485,A,0.00016,2,10,7.75E-05
Koeleria_cristata,,0.1251,0.0375,0.01482,0.00567,8.7062,A,0.05799,4,56,7.75E-05
Koeleria_cristata,,0.0134,0.005,0.0025,0.00117,1.2955,A,0.00867,7,35,7.75E-05
Koeleria_cristata,,0.0072,0.0019,9.00E-04,1.00E-04,0.6082,A,0.0029,5,23,7.75E-05
Koeleria_nitidula,,0.0014,1.00E-04,0.00015,7.00E-05,0.0623,B,0.00032,1,10,0.000395935
Koeleria_nitidula,,0.0036,0.00069,0.00086,0.00031,0.2599,B,0.00186,6,28,0.000395935
Koeleria_nitidula,,0.005,0.00141,0.0032,0.00021,0.4518,B,0.00482,8,25,0.000395935
Koeleria_nitidula,,0.0189,0.00536,0.00812,0.0012,1.3796,B,0.01468,1,55,0.000395935
Koeleria_nitidula,,0.0185,0.0064,0.0089,0.00186,1.2031,B,0.01716,7,49,0.000395935
Lasiacis_divaricata,,0.0221,0.0045,0.0028,0.00098,1.6397,B,0.00828,5,21,0.00325625
Lasiacis_divaricata,,0.0029,0.00063,0.00048,0.00023,0.2824,B,0.00134,1,11,0.00325625
Lasiacis_divaricata,,0.1841,0.05849,0.0226,0.0174,13.3215,B,0.09849,5,31,0.00325625
Lasiacis_divaricata,,0.0445,0.015,0.0079,0.0049,3.2394,B,0.0278,6,31,0.00325625
Lasiacis_divaricata,,0.0728,0.0197,0.0052,0.008,4.4137,B,0.0329,4,48,0.00325625
Lasiacis_divaricata,,9.00E-04,0.00027,9.00E-05,0.00032,0.0806,B,0.00068,3,13,0.00325625
Lasiacis_divaricata,,0.0011,0.00028,0.00238,0.00021,0.1005,B,0.00287,4,22,0.00325625
Lasiacis_divaricata,,0.0661,0.0218,0.00475,0.0085,4.1771,B,0.03505,7,44,0.00325625
Lasiacis_divaricata,,0.1362,0.041,0.01344,0.0118,8.6051,B,0.06624,8,36,0.00325625
Lasiacis_divaricata,,0.006,0.00119,0.0011,0.00108,0.5821,B,0.00337,3,27,0.00325625
Lasiacis_divaricata,,0.0245,0.0084,0.00692,0.00225,1.816,B,0.01757,2,37,0.00325625
Lasiacis_sorghoidea,,0.0661,0.0176,0.0021,0.0033,5.3262,B,0.023,3,41,0.001847222
Lasiacis_sorghoidea,,0.033,0.0047,0.00286,0.00121,1.4459,B,0.00877,5,21,0.001847222
Lasiacis_sorghoidea,,0.0024,4.00E-04,0.00087,0.00031,0.2394,B,0.00158,2,13,0.001847222
Lasiacis_sorghoidea,,0.3154,0.088,0.0683,0.0218,23.0972,B,0.1781,4,43,0.001847222
Lasiacis_sorghoidea,,0.1438,0.0349,0.0073,0.0079,12.2343,B,0.0501,6,48,0.001847222
Lasiacis_sorghoidea,,0.0336,0.0064,0.0031,0.00117,2.3669,B,0.01067,7,22,0.001847222
Lasiacis_sorghoidea,,0.0569,0.0156,0.0038,0.0045,5.3546,B,0.0239,4,47,0.001847222
Lasiacis_sorghoidea,,0.0115,0.00265,0.0026,0.00065,0.9192,B,0.0059,4,24,0.001847222
Lasiacis_sorghoidea,,0.002,0.00039,0.00012,0.00047,0.1454,B,0.00098,6,14,0.001847222
Leersia_drepanothrix,,0.0016,0.00061,0.00093,0.00048,0.1703,B,0.00202,4,11,0.000787179
Leersia_drepanothrix,,0.0026,0.00079,0.00061,0.00057,0.2382,B,0.00197,1,11,0.000787179
Leersia_drepanothrix,,0.3252,0.0934,0.03533,0.07562,22.0991,B,0.20435,3,40,0.000787179
Leersia_drepanothrix,,0.0945,0.0117,0.013,0.0117,4.8096,B,0.0364,5,32,0.000787179
Leersia_drepanothrix,,0.0518,0.0156,0.0085,0.0085,4.1654,B,0.0326,1,25,0.000787179
Leersia_drepanothrix,,0.2434,0.0743,0.0545,0.05528,8.7649,B,0.18408,1,28,0.000787179
Leersia_drepanothrix,,0.0249,0.00659,0.0051,0.0046,1.3221,B,0.01629,1,26,0.000787179
Leersia_drepanothrix,,0.3269,0.1158,0.0438,0.07927,16.8261,B,0.23887,2,40,0.000787179
Leersia_drepanothrix,,0.0198,0.0059,0.0023,0.0015,1.5798,B,0.0097,4,18,0.000787179
Leersia_drepanothrix,,0.0091,0.00274,0.0016,0.0016,0.9072,B,0.00594,4,18,0.000787179
Leptochloa_dubia,,0.0546,0.0121,0.01109,0.01321,5.6006,A,0.0364,8,25,0.000193333
Leptochloa_dubia,,0.0183,0.0043,0.00344,0.00379,1.7472,A,0.01153,6,19,0.000193333
Leptochloa_dubia,,0.4028,0.1159,0.08992,0.12894,34.5657,A,0.33476,3,31,0.000193333
Leptochloa_dubia,,0.0357,0.0106,0.00855,0.00787,3.4558,A,0.02702,4,18,0.000193333
Leptochloa_dubia,,0.3766,0.1102,0.1033,0.12897,29.5257,A,0.34247,4,32,0.000193333
Leptochloa_dubia,,0.2523,0.0655,0.08144,0.08612,19.4244,A,0.23306,4,39,0.000193333
Leptochloa_dubia,,0.0042,0.00097,1.00E-04,4.00E-04,0.49,A,0.00147,3,11,0.000193333
Leptochloa_dubia,,0.3474,0.0962,0.11806,0.14661,23.0984,A,0.36087,1,39,0.000193333
Leptochloa_dubia,,0.0021,8.00E-05,0.00025,1.00E-05,0.1144,A,0.00034,1,10,0.000193333
Leptochloa_dubia,,0.1255,0.0337,0.03508,0.03748,11.0975,A,0.10626,6,24,0.000193333
Leptochloa_fusca,,0.1398,0.0311,0.028,0.0268,12.8988,B,0.0859,7,22,0.000273636
Leptochloa_fusca,,0.8767,0.3422,0.5414,0.472,44.8209,B,1.3556,2,36,0.000273636
Leptochloa_fusca,,0.0057,0.00128,0.00114,0.00082,0.7801,B,0.00324,5,15,0.000273636
Leptochloa_fusca,,0.0161,0.00418,0.0031,0.00259,1.9297,B,0.00987,3,15,0.000273636
Leptochloa_fusca,,0.0671,0.0182,0.0148,0.0191,8.5216,B,0.0521,2,29,0.000273636
Leptochloa_fusca,,0.0508,0.0116,0.0104,0.0114,6.1766,B,0.0334,1,29,0.000273636
Leptochloa_fusca,,1.18,0.448,0.47729,0.80282,57.1889,B,1.72811,1,36,0.000273636
Leptochloa_fusca,,0.0026,0.00033,0.00037,0.00034,0.3024,B,0.00104,3,11,0.000273636
Leptochloa_fusca,,0.0647,0.0129,0.0166,0.0123,5.1801,B,0.0418,4,22,0.000273636
Leptochloa_fusca,,0.0033,0.00049,0.00018,0.00019,0.4052,B,0.00086,5,8,0.000273636
Leptochloa_panicoides,,0.8405,0.2164,0.25006,0.18165,50.4359,A,0.64811,1,34,8.39E-05
Leptochloa_panicoides,,0.0522,0.0094,0.00875,0.00604,4.5163,A,0.02419,7,20,8.39E-05
Leptochloa_panicoides,,1.294,0.3309,0.36324,0.37245,103.0412,A,1.06659,3,32,8.39E-05
Leptochloa_panicoides,,0.3915,0.0332,0.06299,0.0344,11.9513,A,0.13059,1,45,8.39E-05
Leptochloa_panicoides,,0.0021,0.00031,4.00E-04,9.00E-05,0.1475,A,8.00E-04,4,11,8.39E-05
Leptochloa_panicoides,,0.3424,0.0718,0.0575,0.0704,25.3096,A,0.1997,7,25,8.39E-05
Leptochloa_panicoides,,0.5317,0.118,0.0882,0.1289,40.2145,A,0.3351,7,25,8.39E-05
Leptochloa_panicoides,,0.0304,0.0047,0.0072,0.0044,2.9093,A,0.0163,8,18,8.39E-05
Leptochloa_panicoides,,0.3048,0.0867,0.18622,0.0824,21.6374,A,0.35532,4,40,8.39E-05
Leptochloa_panicoides,,0.0231,0.0044,0.00458,0.00204,1.9665,A,0.01102,2,17,8.39E-05
Leptochloa_virgata,,0.9116,0.1716,0.10757,0.12062,58.2402,A,0.39979,4,32,0.000118868
Leptochloa_virgata,,0.00099,0.00022,0.00011,5.00E-05,0.0933,A,0.00038,5,10,0.000118868
Leptochloa_virgata,,0.307,0.0067,0.00377,0.00403,2.7527,A,0.0145,5,19,0.000118868
Leptochloa_virgata,,0.2144,0.0439,0.038,0.0382,17.7362,A,0.1201,2,24,0.000118868
Leptochloa_virgata,,0.0102,0.0027,0.00151,0.00083,0.8743,A,0.00504,1,17,0.000118868
Leptochloa_virgata,,0.0044,0.00072,0.00028,0.00022,0.4416,A,0.00122,2,10,0.000118868
Leptochloa_virgata,,1.2434,0.2782,0.23884,0.26437,87.1533,A,0.78141,7,31,0.000118868
Leptochloa_virgata,,1.0597,0.254,0.2266,0.16345,54.0869,A,0.64405,2,37,0.000118868
Leptochloa_virgata,,0.1595,0.0328,0.0231,0.023,12.9434,A,0.0789,6,24,0.000118868
Leptochloa_virgata,,0.2415,0.0572,0.03936,0.0373,18.4011,A,0.13386,1,43,0.000118868
Leymus_karelinii,,0.0085,0.00167,0.003,0.00113,0.5886,B,0.0058,5,11,0.004812264
Leymus_karelinii,,0.2397,0.054,0.0594,0.0272,11.323,B,0.1406,3,38,0.004812264
Leymus_karelinii,,0.7529,0.1383,0.21036,0.10428,22.625,A,0.45294,2,36,0.004812264
Leymus_karelinii,,0.229,0.0427,0.04199,0.02326,9.4424,A,0.10795,3,27,0.004812264
Leymus_karelinii,,0.2652,0.0551,0.0942,0.0321,13.8525,A,0.1814,4,40,0.004812264
Leymus_karelinii,,0.0225,0.0046,0.0053,0.003,1.2245,B,0.0129,5,18,0.004812264
Leymus_karelinii,,0.00178,0.00043,4.00E-05,0.00095,0.0509,A,0.00142,1,10,0.004812264
Leymus_karelinii,,0.0149,0.00315,0.00269,0.00161,0.7162,B,0.00745,6,16,0.004812264
Leymus_karelinii,,0.00948,0.00223,0.00193,0.00127,0.3438,A,0.00543,4,10,0.004812264
Leymus_karelinii,,0.0225,0.005,0.0071,0.0033,1.2063,B,0.0154,4,26,0.004812264
Leymus_karelinii,,0.0133,0.00306,0.003,0.001,0.8014,B,0.00706,6,23,0.004812264
Leymus_karelinii,,0.1137,0.0295,0.0311,0.0145,6.0873,B,0.0751,2,42,0.004812264
Leymus_karelinii,,0.0484,0.0117,0.0167,0.0151,2.951,B,0.0435,2,30,0.004812264
Leymus_karelinii,,0.0167,0.0035,0.00261,0.00168,0.7189,A,0.00779,8,19,0.004812264
Leymus_karelinii,,0.5235,0.1027,0.1338,0.07579,14.4935,A,0.31229,7,43,0.004812264
Leymus_karelinii,,0.0158,0.0036,0.00227,0.00129,0.6876,A,0.00716,6,24,0.004812264
Leymus_karelinii,,0.0282,0.0063,0.00648,0.00416,1.0259,A,0.01694,4,43,0.004812264
Leymus_karelinii,,0.0439,0.0086,0.0045,0.00411,2.4966,B,0.01721,7,31,0.004812264
Leymus_karelinii,,0.0333,0.0069,0.00472,0.00406,1.5993,A,0.01568,2,20,0.004812264
Leymus_triticoides,,0.0073,0.00211,0.00201,0.0014,0.5374,A,0.00552,2,17,0.003517273
Leymus_triticoides,,0.0724,0.0225,0.0327,0.0091,5.5789,A,0.0643,6,52,0.003517273
Leymus_triticoides,,0.01,0.0013,0.00062,0.00103,0.5759,A,0.00295,2,10,0.003517273
Leymus_triticoides,,0.0452,0.0119,0.0154,0.0043,4.3078,A,0.0316,1,40,0.003517273
Leymus_triticoides,,0.6632,0.1759,0.1547,0.0657,47.9976,A,0.3963,5,47,0.003517273
Leymus_triticoides,,0.0021,0.00045,0.00055,0.00058,0.1522,A,0.00158,7,17,0.003517273
Leymus_triticoides,,0.0147,0.00283,0.00246,0.00137,1.1624,A,0.00666,1,35,0.003517273
Leymus_triticoides,,0.1137,0.0266,0.02556,0.01433,8.2406,A,0.06649,1,31,0.003517273
Leymus_triticoides,,0.0221,0.0048,0.00345,0.00284,1.6547,A,0.01109,4,24,0.003517273
Lintonia_nutans,,0.0052,0.00103,0.00142,0.00023,0.47,A,0.00268,6,9,0.000654545
Lintonia_nutans,,0.0475,0.0088,0.0106,0.0056,3.8987,A,0.025,1,17,0.000654545
Lintonia_nutans,,0.3688,0.0605,0.0731,0.0865,24.7998,A,0.2201,6,25,0.000654545
Lintonia_nutans,,0.008,0.00112,0.00153,0.00016,0.5108,A,0.00281,8,9,0.000654545
Lintonia_nutans,,0.0707,0.0128,0.022,0.007,5.8062,A,0.0418,3,18,0.000654545
Lintonia_nutans,,0.4211,0.0641,0.0629,0.0793,29.4842,A,0.2063,6,25,0.000654545
Lintonia_nutans,,1.9902,0.3564,0.33566,0.35043,137.4031,A,1.04249,8,31,0.000654545
Lintonia_nutans,,3.1753,0.7711,0.8795,1.04819,193.3966,A,2.69879,2,40,0.000654545
Lintonia_nutans,,0.9826,0.2094,0.22839,0.1287,68.6785,A,0.56649,1,31,0.000654545
Lintonia_nutans,,2.5366,0.5538,0.35731,0.4858,150.1344,A,1.39691,5,39,0.000654545
Lolium_multiflorum,,1.9634,0.3678,0.3691,0.22517,80.8871,A,0.96207,6,39,0.003077885
Lolium_multiflorum,,0.0162,0.0044,0.00221,0.00099,0.6741,A,0.0076,7,12,0.003077885
Lolium_multiflorum,,1.4373,0.3041,0.46957,0.19861,76.5881,A,0.97228,4,44,0.003077885
Lolium_multiflorum,,0.0667,0.0104,0.00902,0.00373,3.9878,A,0.02315,4,17,0.003077885
Lolium_multiflorum,,0.1958,0.0304,0.0365,0.0164,9.1587,A,0.0833,6,26,0.003077885
Lolium_perenne,,0.0621,0.0106,0.01088,0.00324,4.1845,A,0.02472,7,29,0.001238095
Lolium_perenne,,0.101,0.0183,0.0333,0.0096,5.312,A,0.0612,8,38,0.001238095
Lolium_perenne,,0.0188,0.0048,0.0053,0.00141,0.8468,A,0.01151,7,19,0.001238095
Lolium_perenne,,0.3905,0.0949,0.3949,0.0622,21.5317,A,0.552,7,45,0.001238095
Lolium_perenne,,0.0059,0.0012,0.00188,0.00053,0.3902,A,0.00361,1,14,0.001238095
Lolium_perenne,,0.3459,0.0672,0.0623,0.026,20.5479,A,0.1555,3,44,0.001238095
Lolium_perenne,,0.0235,0.0049,0.0046,0.00094,1.0763,A,0.01044,2,22,0.001238095
Lolium_perenne,,0.0068,0.00127,0.0018,5.00E-04,0.3813,A,0.00357,7,15,0.001238095
Lolium_perenne,,0.0674,0.0118,0.02359,0.00409,4.9603,A,0.03948,7,28,0.001238095
Lolium_perenne,,0.4352,0.085,0.17424,0.046,24.4105,A,0.30524,3,38,0.001238095
Loudetia_phragmitoides,,0.0287,0.0083,0.00493,0.00312,2.1254,B,0.01635,4,26,0.000184211
Loudetia_phragmitoides,,0.1136,0.023,0.02072,0.01258,7.2031,B,0.0563,1,33,0.000184211
Loudetia_phragmitoides,,0.1163,0.0169,0.0154,0.0101,5.6961,B,0.0424,3,45,0.000184211
Loudetia_phragmitoides,,0.2176,0.0423,0.0352,0.0198,12.7691,B,0.0973,4,41,0.000184211
Loudetia_phragmitoides,,0.0807,0.01488,0.01603,0.01048,4.637,B,0.04139,6,34,0.000184211
Loudetia_phragmitoides,,0.5832,0.1216,0.144,0.0869,33.209,B,0.3525,6,41,0.000184211
Loudetia_phragmitoides,,0.0042,0.00095,0.00136,0.00132,0.2603,B,0.00363,7,48,0.000184211
Loudetia_phragmitoides,,1.00E-04,5.00E-05,0.00016,8.00E-05,0.0786,B,0.00029,4,12,0.000184211
Loudetia_phragmitoides,,8.00E-04,0.00017,0.00035,0.00019,0.1149,B,0.00071,1,12,0.000184211
Loudetia_phragmitoides,,0.0084,0.00115,0.00086,0.00069,0.4132,B,0.0027,5,19,0.000184211
Loudetia_simplex,,0.0032,0.0014,0.001,0.00221,0.2309,B,0.00461,1,29,0.000889474
Loudetia_simplex,,0.0128,0.0024,0.00042,0.00076,0.7633,B,0.00358,6,19,0.000889474
Loudetia_simplex,,0.3304,0.0951,0.0645,0.05571,21.5105,B,0.21531,1,41,0.000889474
Loudetia_simplex,,0.1003,0.01739,0.00789,0.00902,5.8314,B,0.0343,1,34,0.000889474
Loudetia_simplex,,0.0251,0.0044,0.00161,0.00154,1.1214,B,0.00755,5,19,0.000889474
Loudetia_simplex,,0.0053,0.00094,0.00071,0.00015,0.3196,B,0.0018,6,10,0.000889474
Loudetia_simplex,,0.2062,0.0621,0.0404,0.0298,13.4175,B,0.1323,1,46,0.000889474
Loudetia_simplex,,0.0015,0.00035,1.00E-05,0.00014,0.1232,B,5.00E-04,1,13,0.000889474
Loudetia_simplex,,0.0395,0.0074,0.0051,0.00299,1.9821,B,0.01549,1,24,0.000889474
Loudetiopsis_kerstingii,,0.2045,0.0451,0.0543,0.03426,11.0973,B,0.13366,2,40,0.001677778
Loudetiopsis_kerstingii,,0.0388,0.0093,0.0105,0.0045,2.3483,B,0.0243,2,16,0.001677778
Loudetiopsis_kerstingii,,0.7171,0.1199,0.10455,0.0906,26.4213,B,0.31505,8,37,0.001677778
Loudetiopsis_kerstingii,,0.0162,0.00389,0.00385,0.00106,1.2666,B,0.0088,4,9,0.001677778
Loudetiopsis_kerstingii,,0.1875,0.0508,0.0308,0.034,10.6466,B,0.1156,7,30,0.001677778
Loudetiopsis_kerstingii,,0.0391,0.0092,0.0071,0.0047,2.5092,B,0.021,3,16,0.001677778
Loudetiopsis_kerstingii,,0.0971,0.0138,0.0133,0.00832,4.7248,B,0.03542,8,26,0.001677778
Loudetiopsis_kerstingii,,0.189,0.0567,0.0434,0.0357,12.9549,B,0.1358,1,30,0.001677778
Loudetiopsis_kerstingii,,0.131,0.0312,0.029,0.0167,8.8724,B,0.0769,8,22,0.001677778
Loudetiopsis_kerstingii,,0.0183,0.00287,0.00185,0.00119,1.345,B,0.00591,5,12,0.001677778
Lygeum_spartum,,0.0722,0.02096,0.02126,0.00713,3.3634,B,0.04935,4,34,0.018403704
Lygeum_spartum,,0.0134,0.00185,0.00236,0.00053,0.416,B,0.00474,1,10,0.018403704
Lygeum_spartum,,0.046,0.00906,0.00708,0.00695,1.5084,B,0.02309,5,17,0.018403704
Lygeum_spartum,,0.0684,0.0231,7.00E-04,0.0095,3.0333,B,0.0333,5,41,0.018403704
Lygeum_spartum,,0.2608,0.0789,0.07269,0.02975,7.7743,B,0.18134,6,40,0.018403704
Lygeum_spartum,,0.0774,0.0175,0.0162,0.0095,2.6699,B,0.0432,1,25,0.018403704
Lygeum_spartum,,0.0364,0.01087,0.0188,0.0058,1.1833,B,0.03547,2,48,0.018403704
Lygeum_spartum,,0.0041,0.00089,0.00086,0.00242,0.1427,B,0.00417,7,12,0.018403704
Lygeum_spartum,,0.0258,0.0075,0.0133,0.00366,0.9788,B,0.02446,7,26,0.018403704
Lygeum_spartum,,0.0186,0.00421,0.0059,0.00307,0.7331,B,0.01318,1,19,0.018403704
Melica_altissima,,0.0057,0.00146,0.00153,4.00E-04,0.6525,A,0.00339,6,25,0.001556757
Melica_altissima,,0.00302,0.00061,8.00E-05,0.00034,0.3557,A,0.00103,6,11,0.001556757
Melica_altissima,,0.0416,0.0106,0.00618,0.00385,4.2277,A,0.02063,7,33,0.001556757
Melica_altissima,,0.0139,0.0033,0.00205,0.00117,1.5675,A,0.00652,2,18,0.001556757
Melica_altissima,,0.0114,0.0023,0.00221,0.00103,1.5109,A,0.00554,6,18,0.001556757
Melica_altissima,,0.00197,0.00039,0.00012,7.00E-05,0.1905,A,0.00058,7,10,0.001556757
Melica_altissima,,0.1195,0.0318,0.02092,0.01169,12.3432,A,0.06441,2,44,0.001556757
Melica_altissima,,0.0092,0.00302,0.00149,0.00079,0.8297,A,0.0053,6,25,0.001556757
Melica_altissima,,0.1744,0.0441,0.00881,0.02534,17.3966,A,0.07825,8,44,0.001556757
Melica_macra,,0.0025,9.00E-04,4.00E-04,1.00E-04,0.2206,A,0.0014,2,12,0.000750909
Melica_macra,,0.0094,0.00195,0.00366,0.0032,0.5874,A,0.00881,7,54,0.000750909
Melica_macra,,0.0117,0.00343,0.0024,0.00192,1.245,A,0.00775,5,25,0.000750909
Melica_macra,,0.0132,0.00434,0.00399,0.00277,1.5529,A,0.0111,4,39,0.000750909
Melica_macra,,0.0031,0.00133,0.00109,0.00049,0.4035,A,0.00291,4,25,0.000750909
Melica_macra,,0.0047,0.00113,0.00217,0.00058,0.4444,A,0.00388,7,25,0.000750909
Melica_macra,,0.0207,0.0073,0.0077,0.00385,2.1934,A,0.01885,2,41,0.000750909
Melica_macra,,0.0054,0.0023,0.00185,0.00075,0.7037,A,0.0049,8,25,0.000750909
Melica_macra,,0.0289,0.0106,0.01004,0.0108,3.6427,A,0.03144,6,43,0.000750909
Melica_macra,,0.0013,0.00034,0.03692,0.00035,0.1328,A,0.03761,6,11,0.000750909
