phylo.name,Species notes,leaf.fresh.weight.g,leaf.dry.weight.g,root.dry.weight.g,stem.dry.weight.g,leaf.area.cm.sq,experiment,all.dry.weight.g,block,harvest.minus.germ.date,average.seed.weight
Dactyloctenium_giganteum,,0.3838,0.041,0.02458,0.01386,22.7742,A,0.07944,4,16,0.000351852
Dactyloctenium_giganteum,,9.4758,1.8213,1.54443,1.6031,401.524,A,4.96883,6,37,0.000351852
Dactyloctenium_giganteum,,0.2793,0.0305,0.02999,0.01121,16.5632,A,0.0717,5,15,0.000351852
Dactyloctenium_giganteum,,0.0641,0.0143,0.00729,0.0095,3.5604,A,0.03109,3,31,0.000351852
Dactyloctenium_giganteum,,1.6038,0.247,0.2062,0.09673,84.1171,A,0.54993,2,23,0.000351852
Dactyloctenium_giganteum,,0.0127,0.00128,0.0013,3.00E-04,0.8183,A,0.00288,2,9,0.000351852
Dactyloctenium_giganteum,,0.0275,0.0028,0.00085,0.00041,1.42,A,0.00406,4,8,0.000351852
Dactyloctenium_giganteum,,3.8941,0.4952,0.3167,0.2775,187.3297,A,1.0894,4,22,0.000351852
Dactyloctenium_radulans,,3.921,0.7622,0.96181,0.7466,168.7263,A,2.47061,7,30,0.000359551
Dactyloctenium_radulans,,8.9978,1.9989,1.94587,2.82178,494.5728,A,6.76655,6,34,0.000359551
Dactyloctenium_radulans,,3.4635,0.6144,0.78787,0.58678,158.9167,A,1.98905,3,30,0.000359551
Dactyloctenium_radulans,,2.0045,0.0243,0.25567,0.1431,111.1514,A,0.42307,4,22,0.000359551
Dactyloctenium_radulans,,0.0698,0.0098,0.00819,0.00325,3.9429,A,0.02124,6,15,0.000359551
Dactyloctenium_radulans,,0.0237,0.00171,0.00132,1.00E-04,1.2857,A,0.00313,6,8,0.000359551
Dactyloctenium_radulans,,0.0994,0.0119,0.00841,0.00569,6.0562,A,0.026,1,16,0.000359551
Dactyloctenium_radulans,,0.2385,0.0332,0.03552,0.0122,11.019,A,0.08092,6,22,0.000359551
Dactyloctenium_radulans,,6.1042,1.3147,1.24805,1.64801,300.5249,A,4.21076,4,37,0.000359551
Dactyloctenium_radulans,,0.0229,0.0014,0.00124,0.00076,1.4654,A,0.0034,8,8,0.000359551
Danthonia_californica,,0.0054,0.0013,0.00218,0.00072,0.4661,B,0.0042,4,10,0.002623276
Danthonia_californica,,0.0171,0.0037,0.005,0.00148,1.6878,B,0.01018,8,23,0.002623276
Danthonia_californica,,0.0074,0.00252,0.0012,0.00075,0.6893,B,0.00447,1,17,0.002623276
Danthonia_californica,,0.0154,0.0038,0.0021,0.00101,1.4051,B,0.00691,5,16,0.002623276
Danthonia_californica,,0.002,0.00038,0.00044,4.00E-04,0.1023,B,0.00122,8,8,0.002623276
Danthonia_californica,,0.0388,0.01127,0.01357,0.00344,3.2961,B,0.02828,1,30,0.002623276
Danthonia_californica,,0.0341,0.0123,0.0115,0.00345,2.7308,B,0.02725,5,31,0.002623276
Danthonia_californica,,0.0226,0.0059,0.0117,0.00356,1.8774,B,0.02116,7,24,0.002623276
Danthonia_californica,,0.0189,0.0068,0.0117,0.00158,1.8884,B,0.02008,1,37,0.002623276
Danthonia_californica,,0.0366,0.0146,0.01999,0.004,3.1995,B,0.03859,4,51,0.002623276
Danthonia_compressa,,0.0013,3.00E-04,0.00016,0.00017,0.1772,B,0.00063,4,10,0.000524324
Danthonia_compressa,,NA,0.00029,0.00019,1.00E-05,0.0981,B,0.00049,2,10,0.000524324
Danthonia_compressa,,0.0054,0.00175,0.001,0.00059,0.6196,B,0.00334,4,18,0.000524324
Danthonia_compressa,,0.0074,0.00327,0.00122,0.00068,0.8941,B,0.00517,3,52,0.000524324
Danthonia_compressa,,0.0521,0.0165,0.0058,0.00243,3.3255,B,0.02473,7,52,0.000524324
Danthonia_compressa,,0.0091,0.00409,0.0042,0.00268,1.0362,B,0.01097,4,46,0.000524324
Danthonia_compressa,,0.004,0.00143,0.00061,0.00071,0.4971,B,0.00275,2,38,0.000524324
Danthonia_decumbens,,0.0131,0.00498,0.00415,0.00192,1.0786,B,0.01105,5,53,0.001427869
Danthonia_decumbens,,0.0053,0.0028,0.00558,0.00141,0.8837,B,0.00979,6,53,0.001427869
Danthonia_decumbens,,0.0063,0.00172,0.0021,0.00082,0.4508,B,0.00464,6,24,0.001427869
Danthonia_decumbens,,0.0025,5.00E-04,0.00016,0.00023,0.2702,B,0.00089,5,9,0.001427869
Danthonia_decumbens,,0.0177,0.0084,0.0112,0.0039,1.5086,B,0.0235,4,42,0.001427869
Danthonia_decumbens,,0.0086,0.00229,0.00112,0.00048,0.5344,B,0.00389,5,17,0.001427869
Danthonia_decumbens,,0.0031,0.00088,0.00076,0.00011,0.3637,B,0.00175,8,11,0.001427869
Danthonia_decumbens,,0.0052,0.0017,0.00077,0.00118,0.4038,B,0.00365,1,53,0.001427869
Danthonia_decumbens,,0.0075,0.00219,0.0022,0.00049,0.5608,B,0.00488,7,17,0.001427869
Danthonia_decumbens,,0.0087,0.00295,0.00246,0.00156,0.7809,B,0.00697,6,25,0.001427869
Danthonia_parryi,,0.0088,0.0025,0.00202,0.00113,0.6089,B,0.00565,1,18,0.00215
Danthonia_parryi,,0.0244,0.0104,0.0204,0.0052,2.0785,B,0.036,5,47,0.00215
Danthonia_parryi,,0.0013,7.00E-05,0.00031,6.00E-05,0.0997,B,0.00044,8,16,0.00215
Danthonia_parryi,,0.0346,0.0112,0.0175,0.00558,2.489,B,0.03428,5,29,0.00215
Danthonia_parryi,,0.0081,0.0031,0.00388,0.00106,0.8166,B,0.00804,2,50,0.00215
Danthonia_parryi,,0.0185,0.0084,0.01042,0.00359,1.3475,B,0.02241,5,50,0.00215
Danthonia_parryi,,0.004,0.00118,0.00021,0.00013,0.3179,B,0.00152,3,10,0.00215
Danthonia_parryi,,0.0151,0.0051,0.0096,0.00148,0.8679,B,0.01618,8,25,0.00215
Danthonia_parryi,,0.004,0.00144,0.00132,5.00E-04,0.255,B,0.00326,2,20,0.00215
Danthonia_sericea,,0.0041,6.00E-04,0.00178,0,0.4501,B,0.00238,5,43,0.000780769
Danthonia_sericea,,0.014,0.0038,0.0047,0.00139,0.8277,B,0.00989,7,36,0.000780769
Danthonia_sericea,,0.0031,0.00105,0.00103,0.00026,0.2719,B,0.00234,8,23,0.000780769
Danthonia_sericea,,0.0299,0.01155,0.00914,0.00261,1.7297,B,0.0233,7,43,0.000780769
Danthonia_sericea,,0.0031,0.00103,0.00076,0.00043,0.2777,B,0.00222,5,21,0.000780769
Danthonia_sericea,,0.009,0.00358,0.00298,0.00117,0.4748,B,0.00773,7,50,0.000780769
Danthonia_sericea,,0.0183,0.007,0.0046,0.0016,1.3473,B,0.0132,8,40,0.000780769
Danthonia_sericea,,0.0148,0.00506,0.0042,0.00132,0.9454,B,0.01058,7,36,0.000780769
Danthonia_sericea,,0.001,0.00035,0.00022,1.00E-05,0.079,B,0.00058,5,16,0.000780769
Danthonia_sericea,,0.0024,0.00074,0.00093,0.00022,0.1992,B,0.00189,2,19,0.000780769
Danthonia_spicata,,0.0769,0.0261,0.03167,0.00694,4.6893,A,0.06471,6,39,0.000625243
Danthonia_spicata,,0.002,0.00058,0.00063,1.00E-05,0.156,A,0.00122,1,9,0.000625243
Danthonia_spicata,,0.0016,3.00E-04,0.00023,0.00011,0.1655,B,0.00064,4,15,0.000625243
Danthonia_spicata,,0.0135,0.00507,0.00692,0.00108,1.2861,B,0.01307,1,49,0.000625243
Danthonia_spicata,,0.0048,0.00147,0.00104,0.00068,0.3974,A,0.00319,1,16,0.000625243
Danthonia_spicata,,0.0193,0.0053,0.00396,0.00191,1.2495,A,0.01117,5,23,0.000625243
Danthonia_spicata,,0.001,0.00026,0.00019,0.00012,0.0766,B,0.00057,8,8,0.000625243
Danthonia_spicata,,0.1774,0.0599,0.02667,0.02814,12.6566,A,0.11471,2,61,0.000625243
Danthonia_spicata,,0.0275,0.0098,0.01133,0.00363,3.8921,A,0.02476,2,45,0.000625243
Danthonia_spicata,,0.0577,0.0216,0.0247,0.0085,4.6184,A,0.0548,3,40,0.000625243
Danthonia_spicata,,0.0034,0.0012,0.00089,0.00054,0.3744,B,0.00263,5,18,0.000625243
Danthonia_spicata,,0.0124,0.0056,0.0027,0.00204,1.0855,B,0.01034,7,40,0.000625243
Danthonia_spicata,,8.00E-04,0.00038,0.00035,0.00024,0.1337,B,0.00097,5,10,0.000625243
Danthonia_spicata,,0.009,0.00172,0.0021,0.00036,0.5358,B,0.00418,3,36,0.000625243
Danthonia_spicata,,0.0099,0.00285,0.0034,0.0011,0.6829,A,0.00735,2,23,0.000625243
Danthonia_spicata,,0.004,0.0013,0.0014,9.00E-04,0.351,A,0.0036,6,17,0.000625243
Danthonia_spicata,,0.0022,7.00E-04,5.00E-04,1.00E-05,0.1945,A,0.00121,1,10,0.000625243
Danthonia_spicata,,0.0422,0.0151,0.0124,0.0027,3.4049,B,0.0302,2,43,0.000625243
Danthonia_spicata,,0.0038,0.00144,0.00116,0.00053,0.4197,B,0.00313,6,25,0.000625243
Danthonia_spicata,,0.0101,0.00296,0.00366,0.00076,1.2997,B,0.00738,8,46,0.000625243
Danthoniopsis_dinteri,,5.7279,1.3683,1.09776,0.7168,271.5297,A,3.18286,5,30,0.005657895
Danthoniopsis_dinteri,,2.5247,0.467,0.4043,0.1739,123.9647,A,1.0452,4,23,0.005657895
Danthoniopsis_dinteri,,0.0054,5.00E-04,0.00073,0.00067,0.2996,A,0.0019,5,5,0.005657895
Danthoniopsis_dinteri,,0.0149,0.0017,5.00E-04,0.00083,1.0113,A,0.00303,2,5,0.005657895
Danthoniopsis_dinteri,,0.6855,0.1002,0.1128,0.0408,32.1789,A,0.2538,8,23,0.005657895
Danthoniopsis_dinteri,,4.7824,1.1177,0.95775,0.7604,196.853,A,2.83585,7,31,0.005657895
Danthoniopsis_dinteri,,0.0354,0.0057,0.0067,0.0018,2.2402,A,0.0142,3,9,0.005657895
Danthoniopsis_dinteri,,6.2401,1.4772,0.98601,1.02633,299.0291,A,3.48954,4,38,0.005657895
Danthoniopsis_dinteri,,6.5972,1.7483,0.9698,0.9442,308.5407,A,3.6623,4,34,0.005657895
Danthoniopsis_dinteri,,0.1091,0.0151,0.0131,0.0043,6.0514,A,0.0325,1,9,0.005657895
Dasypyrum_villosum,,2.4054,0.4965,0.4968,0.2448,87.2509,A,1.2381,2,38,0.008374528
Dasypyrum_villosum,,0.1724,0.0269,0.0346,0.0085,7.9065,A,0.07,8,18,0.008374528
Dasypyrum_villosum,,0.1362,0.0205,0.0279,0.0055,6.7873,A,0.0539,5,18,0.008374528
Dasypyrum_villosum,,0.487,0.0756,0.0928,0.029,20.1086,A,0.1974,2,25,0.008374528
Dasypyrum_villosum,,1.1182,0.1875,0.30157,0.0813,49.4949,A,0.57037,4,32,0.008374528
Dasypyrum_villosum,,0.011,0.0011,0.00179,6.00E-04,0.6243,A,0.00349,1,6,0.008374528
Dasypyrum_villosum,,0.0127,0.0011,0.00255,1.00E-04,1.0723,A,0.00375,4,7,0.008374528
Dasypyrum_villosum,,0.7595,0.1263,0.197,0.0552,40.5615,A,0.3785,2,33,0.008374528
Dasypyrum_villosum,,2.758,0.2611,0.3774,0.1557,49.1305,A,0.7942,1,39,0.008374528
Dasypyrum_villosum,,0.2677,0.0503,0.0835,0.0154,12.4139,A,0.1492,1,25,0.008374528
Desmazeria_sicula,,0.0022,0.00031,0.00035,0.00015,0.1343,B,0.00081,4,9,0.000394964
Desmazeria_sicula,,0.123,0.0247,0.0161,0.0069,6.1308,B,0.0477,5,46,0.000394964
Desmazeria_sicula,,0.0047,0.00099,0.00088,0.00028,0.1793,B,0.00215,6,16,0.000394964
Desmazeria_sicula,,0.5513,0.121,0.0694,0.0597,23.3845,B,0.2501,8,53,0.000394964
Desmazeria_sicula,,0.0051,0.00144,0.00206,4.00E-04,0.2248,B,0.0039,2,16,0.000394964
Desmazeria_sicula,,0.0921,0.0145,0.0053,0.0047,4.0797,B,0.0245,5,46,0.000394964
Desmazeria_sicula,,0.0111,0.00236,0.00156,0.00076,0.4677,B,0.00468,2,25,0.000394964
Desmazeria_sicula,,0.0022,0.00048,0.00019,0.00019,0.1095,B,0.00086,6,10,0.000394964
Desmazeria_sicula,,0.0223,0.0042,0.0074,0.00111,1.0318,B,0.01271,2,25,0.000394964
Desmazeria_sicula,,0.0457,0.011,0.007,0.00474,1.8833,B,0.02274,6,46,0.000394964
Dichanthelium_acuminatum,,0.1086,0.0172,0.0059,0.0045,6.5062,B,0.0276,4,40,0.000225926
Dichanthelium_acuminatum,,0.1996,0.0392,0.0135,0.0079,15.9071,B,0.0606,8,36,0.000225926
Dichanthelium_acuminatum,,0.4574,0.0835,0.0089,0.0114,21.1252,B,0.1038,4,38,0.000225926
Dichanthelium_acuminatum,,0.0962,0.0207,0.0025,0.004,8.0637,B,0.0272,7,40,0.000225926
Dichanthelium_acuminatum,,0.0013,0.00023,0.00025,1.00E-05,0.1077,B,0.00049,4,16,0.000225926
Dichanthelium_acuminatum,,0.0016,0.00038,0.00033,0,0.1548,B,0.00071,4,13,0.000225926
Dichanthelium_acuminatum,,0.01,0.0022,0.0023,0.00052,0.7157,B,0.00502,3,16,0.000225926
Dichanthelium_acuminatum,,0.0051,0.00073,0.00024,0.00037,0.2152,B,0.00134,6,23,0.000225926
Dichanthelium_acuminatum,,0.02,0.003,7.00E-04,0.00172,1.1117,B,0.00542,3,38,0.000225926
Dichanthelium_acuminatum,,0.043,0.0097,0.0058,0.0019,3.561,B,0.0174,5,36,0.000225926
Dichanthelium_acuminatum,,0.1492,0.0364,0.0102,0.0093,8.3791,B,0.0559,8,31,0.000225926
Dichanthelium_leibergii,,0.0147,0.0036,0.0027,0.00093,0.9989,B,0.00723,3,36,0.001136
Dichanthelium_leibergii,,0.0122,0.00142,0.00102,0.00042,0.7547,B,0.00286,4,11,0.001136
Dichanthelium_leibergii,,0.0254,0.0055,0.00556,0.0026,1.5571,B,0.01366,1,25,0.001136
Dichanthelium_leibergii,,0.0338,0.00895,0.00424,0.00544,2.1611,B,0.01863,3,38,0.001136
Dichanthelium_leibergii,,0.0242,0.0055,0.0044,0.00123,1.3141,B,0.01113,1,16,0.001136
Dichanthelium_leibergii,,0.0024,0.00011,0.00097,0.00072,0.1396,B,0.0018,1,38,0.001136
Dichanthelium_oligosanthes,,0.0215,0.0052,0.00086,0.00284,1.2072,B,0.0089,8,47,0.000911905
Dichanthelium_oligosanthes,,1.00E-04,1.00E-05,1.00E-05,0.00026,0.0556,B,0.00028,2,21,0.000911905
Dichanthelium_oligosanthes,,0.0088,0.00181,0.0012,0.00197,0.7008,B,0.00498,6,39,0.000911905
Dichanthelium_oligosanthes,,0.0067,8.00E-04,8.00E-04,0.00017,0.4596,B,0.00177,3,38,0.000911905
Dichanthelium_oligosanthes,,0.0477,0.0079,0.0031,0.0477,2.8981,B,0.0587,8,46,0.000911905
Dichanthelium_oligosanthes,,0.0033,7.00E-04,0.00063,8.00E-05,0.2091,B,0.00141,4,22,0.000911905
Dichanthelium_oligosanthes,,0.0032,0.00082,0.00051,0.00026,0.2995,B,0.00159,7,19,0.000911905
Dichanthelium_scabriusculum,,0.0776,0.0204,0.0058,0.0129,5.6035,B,0.0391,8,42,0.000433333
Dichanthelium_scabriusculum,,0.0068,0.00138,0.00047,0.00036,0.3942,B,0.00221,3,23,0.000433333
Dichanthelium_scabriusculum,,0.0568,0.0155,0.00329,0.004,4.3067,B,0.02279,5,35,0.000433333
Dichanthelium_scabriusculum,,0.0047,0.00102,0.00044,0.00046,0.4529,B,0.00192,6,24,0.000433333
Dichanthelium_scabriusculum,,0.1018,0.0282,0.0058,0.0083,7.0467,B,0.0423,3,48,0.000433333
Dichanthelium_scabriusculum,,0.0224,0.00294,0.00135,0.00047,1.1308,B,0.00476,5,20,0.000433333
Dichanthelium_scabriusculum,,0.0276,0.00492,0.00168,0.00112,1.7544,B,0.00772,2,24,0.000433333
Dichanthelium_scabriusculum,,0.1773,0.0445,0.0097,0.0132,11.74,B,0.0674,5,37,0.000433333
Dichanthelium_scabriusculum,,0.093,0.0257,0.00803,0.0087,6.5206,B,0.04243,7,36,0.000433333
Dichanthelium_scoparium,,0.3,0.0631,0.05398,0.0225,16.5373,A,0.13958,2,44,0.000524853
Dichanthelium_scoparium,,0.3941,0.0822,0.02563,0.01498,21.1873,A,0.12281,8,25,0.000524853
Dichanthelium_scoparium,,0.0093,0.00112,0.00066,6.00E-05,0.6127,A,0.00184,7,12,0.000524853
Dichanthelium_scoparium,,0.1546,0.0341,0.00815,0.00639,10.8099,A,0.04864,5,29,0.000524853
Dichanthelium_scoparium,,1.0087,0.1999,0.04803,0.05868,59.9218,A,0.30661,2,44,0.000524853
Dichanthelium_scoparium,,0.5607,0.1111,0.0652,0.02617,30.6714,A,0.20247,6,32,0.000524853
Dichanthelium_scoparium,,0.0665,0.01188,0.00339,0.0018,3.7283,A,0.01707,1,18,0.000524853
Dichanthelium_scoparium,,0.1596,0.0336,0.01536,0.00734,9.7267,A,0.0563,8,32,0.000524853
Dichanthelium_scoparium,,0.0065,0.00035,0.00063,0.00021,0.3859,A,0.00119,6,10,0.000524853
Dichanthelium_scoparium,,0.0178,0.0025,0.00066,0.00078,1.1397,A,0.00394,5,18,0.000524853
Dichanthium_aristatum,,0.0712,0.02,0.036,0.0086,6.4013,B,0.0646,3,29,0.00092
Dichanthium_aristatum,,0.0071,0.00172,0.00159,0.00057,0.6954,B,0.00388,2,8,0.00092
Dichanthium_aristatum,,0.763,0.1023,0.13816,0.07679,35.4085,B,0.31725,2,36,0.00092
Dichanthium_aristatum,,0.0362,0.0099,0.0179,0.0049,3.1476,B,0.0327,6,22,0.00092
Dichanthium_aristatum,,0.0275,0.0062,0.00963,0.0017,2.5916,B,0.01753,2,15,0.00092
Dichanthium_aristatum,,0.0723,0.0131,0.0252,0.0061,6.1002,B,0.0444,7,22,0.00092
Dichanthium_aristatum,,0.0216,0.0053,0.0096,0.0047,2.2125,B,0.0196,6,15,0.00092
Dichanthium_aristatum,,0.1682,0.0393,0.06282,0.0271,13.4885,B,0.12922,6,36,0.00092
Dichanthium_aristatum,,0.177,0.04024,0.0564,0.0211,15.3875,B,0.11774,3,29,0.00092
Dichanthium_aristatum,,0.0143,0.00292,0.00266,0.00166,1.1576,B,0.00724,7,8,0.00092
Dichanthium_foveolatum,,0.0271,0.0026,0.0022,0.00156,2.2896,A,0.00636,6,21,0.000254286
Dichanthium_foveolatum,,0.0024,0.00014,0.00074,3.00E-04,0.2352,A,0.00118,2,12,0.000254286
Dichanthium_foveolatum,,0.0095,0.0027,0.0011,8.00E-04,0.7602,A,0.0046,7,38,0.000254286
Dichanthium_foveolatum,,0.2156,0.0409,0.0453,0.0178,16.5315,A,0.104,3,39,0.000254286
Dichanthium_foveolatum,,0.0046,0.0022,0.00025,0.0048,0.3717,A,0.00725,7,35,0.000254286
Dichelachne_rara,,0.0136,0.0029,0.00142,0.0025,0.6561,B,0.00682,3,44,0.000166154
Dichelachne_rara,,0.0027,0.00084,0.00153,0.00024,0.2196,B,0.00261,8,19,0.000166154
Dichelachne_rara,,0.0011,0.00027,0.00035,0.00022,0.0759,B,0.00084,2,16,0.000166154
Dichelachne_rara,,0.0194,0.006,0.0021,0.00112,1.8086,B,0.00922,2,50,0.000166154
Dichelachne_rara,,0.0098,0.0028,0.003,0.00038,0.7094,B,0.00618,6,45,0.000166154
Dichelachne_rara,,1.00E-04,1.00E-05,1.00E-05,1.00E-05,0.0394,B,3.00E-05,6,10,0.000166154
Dichelachne_rara,,0.0065,0.00133,0.00109,0.00022,0.2632,B,0.00264,5,24,0.000166154
Digitaria_bicornis,,4.5672,0.737,0.7606,1.1643,208.6665,B,2.6619,4,36,0.000626364
Digitaria_bicornis,,0.1607,0.0206,0.0168,0.0092,8.4499,B,0.0466,3,15,0.000626364
Digitaria_bicornis,,0.38899,0.0367,0.0219,0.0227,19.9885,B,0.0813,5,34,0.000626364
Digitaria_bicornis,,0.2436,0.0324,0.0292,0.0154,14.5006,B,0.077,3,15,0.000626364
Digitaria_bicornis,,0.0074,0.00077,0.00093,0.00046,0.5717,B,0.00216,2,8,0.000626364
Digitaria_brownii,,0.1094,0.0158,0.0162,0.0111,6.3624,A,0.0431,4,23,0.000563107
Digitaria_brownii,,0.0069,0.00094,0.00136,2.00E-04,0.5725,A,0.0025,4,9,0.000563107
Digitaria_brownii,,0.0345,0.0064,0.00617,0.00327,2.2019,A,0.01584,1,15,0.000563107
Digitaria_brownii,,0.1645,0.026,0.02952,0.01735,7.9395,A,0.07287,7,22,0.000563107
Digitaria_brownii,,0.1019,0.0177,0.1179,0.0112,6.1563,A,0.1468,4,29,0.000563107
Digitaria_brownii,,0.1445,0.0319,0.06031,0.04798,7.2715,A,0.14019,4,37,0.000563107
Digitaria_brownii,,0.0244,0.0032,0.00424,0.00191,1.4201,A,0.00935,5,15,0.000563107
Digitaria_brownii,,0.0062,0.00084,0.00013,0.00033,0.5045,A,0.0013,3,14,0.000563107
Digitaria_brownii,,0.1698,0.0249,0.05341,0.02738,10.4678,A,0.10569,5,31,0.000563107
Digitaria_brownii,,0.9564,0.1951,0.2841,0.5016,68.1521,A,0.9808,3,39,0.000563107
Digitaria_ciliaris,,3.8512,0.5089,0.3954,0.4439,200.9785,A,1.3482,8,24,0.000525683
Digitaria_ciliaris,,2.375,0.4494,1.42513,0.4251,132.7417,A,2.29963,3,30,0.000525683
Digitaria_ciliaris,,15.1065,2.9497,2.00132,4.76381,847.0666,A,9.71483,8,35,0.000525683
Digitaria_ciliaris,,0.0033,0.00017,6.00E-04,0.00024,0.1829,A,0.00101,6,10,0.000525683
Digitaria_ciliaris,,0.0582,0.0031,0.00249,0.00078,2.1719,A,0.00637,7,9,0.000525683
Digitaria_ciliaris,,4.4082,0.9293,0.62315,2.42721,257.8476,A,3.97966,3,39,0.000525683
Digitaria_ciliaris,,0.0905,0.0114,0.01425,0.00537,5.5908,A,0.03102,2,17,0.000525683
Digitaria_ciliaris,,4.2605,0.5079,0.35,0.4605,220.0656,A,1.3184,4,24,0.000525683
Digitaria_ciliaris,,1.8773,0.3578,0.48796,0.41192,114.876,A,1.25768,7,32,0.000525683
Digitaria_ciliaris,,0.4598,0.0678,0.06515,0.03236,24.5209,A,0.16531,7,17,0.000525683
Digitaria_debilis,,0.0087,0.00085,0.00023,0.00026,0.489,A,0.00134,7,15,0.000374545
Digitaria_debilis,,1.5608,0.3143,0.4023,0.43517,99.9363,A,1.15177,3,32,0.000374545
Digitaria_debilis,,0.458,0.0606,0.0503,0.032,27.5069,A,0.1429,3,51,0.000374545
Digitaria_debilis,,0.0056,0.00058,0.00069,0.00021,0.3922,A,0.00148,7,11,0.000374545
Digitaria_debilis,,0.1411,0.0152,0.018,0.00659,7.3494,A,0.03979,3,18,0.000374545
Digitaria_debilis,,0.0343,0.0039,0.00596,0.00185,1.8966,A,0.01171,7,22,0.000374545
Digitaria_debilis,,0.1943,0.0233,0.037,0.0161,13.4581,A,0.0764,6,32,0.000374545
Digitaria_debilis,,0.1056,0.0109,0.04949,0.00614,6.48,A,0.06653,6,29,0.000374545
Digitaria_debilis,,1.3915,0.1542,0.14026,0.1417,78.1786,A,0.43616,8,29,0.000374545
Digitaria_didactyla,,0.4454,0.00781,0.00836,0.2143,36.5344,B,0.23047,7,33,0.000205556
Digitaria_didactyla,,0.01,0.0019,0.003,0.001,0.7663,B,0.0059,7,18,0.000205556
Digitaria_didactyla,,0.4902,0.1133,0.1126,0.3855,37.0144,B,0.6114,8,42,0.000205556
Digitaria_didactyla,,0.0015,2.00E-04,3.00E-04,5.00E-05,0.1555,B,0.00055,6,13,0.000205556
Digitaria_didactyla,,0.036,0.00588,0.01229,0.00573,2.9119,B,0.0239,2,25,0.000205556
Digitaria_didactyla,,0.0651,0.0102,0.0136,0.004,4.1025,B,0.0278,1,25,0.000205556
Digitaria_didactyla,,0.0013,0.00015,0.00028,2.00E-05,0.1719,B,0.00045,4,13,0.000205556
Digitaria_didactyla,,0.1075,0.0203,0.01325,0.0186,9.9221,B,0.05215,1,38,0.000205556
Digitaria_didactyla,,0.1079,0.01481,0.01213,0.00128,5.5775,B,0.02822,8,31,0.000205556
Digitaria_didactyla,,0.0051,0.00071,0.00225,0.00024,0.441,B,0.0032,7,17,0.000205556
Digitaria_exilis,,0.0174,0.0024,0.0033,0.0025,1.4721,B,0.0082,3,15,0.000940244
Digitaria_exilis,,0.8211,0.1936,0.1786,0.1188,58.5021,B,0.491,8,36,0.000940244
Digitaria_exilis,,0.0087,0.00179,0.0025,0.00027,0.7762,B,0.00456,2,15,0.000940244
Digitaria_exilis,,0.0035,0.00071,0.00087,0.00013,0.3636,B,0.00171,4,8,0.000940244
Digitaria_exilis,,0.0033,0.00061,0.00086,0.00034,0.3162,B,0.00181,7,8,0.000940244
Digitaria_exilis,,0.9721,0.1625,0.21202,0.1183,39.7665,B,0.49282,2,36,0.000940244
Digitaria_exilis,,0.0573,0.0101,0.0131,0.0067,4.5037,B,0.0299,7,22,0.000940244
Digitaria_exilis,,0.34,0.0516,0.0213,0.0326,19.3341,B,0.1055,7,29,0.000940244
Digitaria_exilis,,0.1005,0.0139,0.015,0.0063,6.8802,B,0.0352,4,22,0.000940244
Digitaria_exilis,,0.1809,0.0263,0.017,0.0291,10.3307,B,0.0724,5,29,0.000940244
Digitaria_fuscescens,,2.462,0.5151,0.3403,1.4206,147.9217,A,2.276,5,42,0.000136697
Digitaria_fuscescens,,0.3049,0.0482,0.0361,0.0338,21.3273,A,0.1181,5,40,0.000136697
Digitaria_fuscescens,,0.117,0.0158,0.01306,0.01425,6.8789,A,0.04311,4,26,0.000136697
Digitaria_fuscescens,,0.2102,0.0293,0.02648,0.0322,10.9447,A,0.08798,8,23,0.000136697
Digitaria_fuscescens,,0.0036,0.00049,0.00022,0.00032,0.2367,A,0.00103,8,14,0.000136697
Digitaria_fuscescens,,0.0024,5.00E-05,0.00055,0.00061,0.2081,A,0.00121,8,15,0.000136697
Digitaria_fuscescens,,0.0934,0.0182,0.0205,0.0118,6.1301,A,0.0505,8,33,0.000136697
Digitaria_fuscescens,,0.0692,0.0091,0.00677,0.00525,3.91,A,0.02112,2,29,0.000136697
Digitaria_fuscescens,,0.5625,0.1016,0.08129,0.1624,34.0169,A,0.34529,8,33,0.000136697
Digitaria_fuscescens,,0.0211,0.0031,0.00394,0.00155,0.9482,A,0.00859,2,17,0.000136697
Digitaria_gayana,,0.01,0.0012,0.0015,0.00057,0.5809,B,0.00327,5,19,4.00E-04
Digitaria_gayana,,0.1283,0.0275,0.0151,0.0105,5.9254,B,0.0531,8,25,4.00E-04
Digitaria_gayana,,0.0197,0.0024,0.002,0.00066,0.7732,B,0.00506,2,18,4.00E-04
Digitaria_gayana,,0.0105,0.00149,0.00089,1.00E-05,0.5028,B,0.00239,6,34,4.00E-04
Digitaria_gayana,,0.2697,0.04361,0.0363,0.02252,11.5429,B,0.10243,8,33,4.00E-04
Digitaria_gayana,,0.2774,0.0446,0.0112,0.0191,14.0681,B,0.0749,4,47,4.00E-04
Digitaria_gayana,,0.0751,0.01185,0.00775,0.00387,3.8138,B,0.02347,4,33,4.00E-04
Digitaria_gayana,,0.011,0.00163,0.00129,0.00052,0.4854,B,0.00344,6,16,4.00E-04
Digitaria_gayana,,0.064,0.0095,0.0035,0.00379,2.6978,B,0.01679,3,56,4.00E-04
Digitaria_sanguinalis,,2.322,0.352,0.43248,1.2518,123.2909,B,2.03628,1,36,0.000861468
Digitaria_sanguinalis,,1.1682,0.2033,0.23209,1.4836,76.5578,B,1.91899,1,36,0.000861468
