invader.species,block,size,plot,survival,invader.SLA,invader.LDMC,resident.weighted.SLA,resident.weighted.LDMC,invader.resident.trait.difference.PC1,invader.resident.trait.difference.PC2,resident FDis,soil.pc1,soil.pc2,soil.pc3,soil.moisture
Aster_ericoides,6,1,3,1,0.187198689,-1.405926644,173.5040535,0.344091393,-0.265533369,0.219380001,1.215216669,2.780116376,1.470412978,-1.439241471,19.6
Rudbeckia_hirta,6,2,3,0,0.137128441,-1.224227009,271.5082622,0.209939853,-4.628611531,-1.471364514,0.869098894,2.458394413,-0.557260625,-0.3878608,22.1
Andropogon_gerardii,6,2,3,1,1.069288831,0.069143982,271.5082622,0.209939853,-5.018084752,0.260390194,0.869098894,2.458394413,-0.557260625,-0.3878608,22.1
Ratibida_pinnata,6,2,3,1,-1.574433682,-0.964892091,271.5082622,0.209939853,-0.789724633,-5.769717586,0.869098894,2.458394413,-0.557260625,-0.3878608,22.1
Monarda_fistulosa,6,2,3,1,-0.325757308,0.125305679,271.5082622,0.209939853,-2.899808483,-1.967777747,0.869098894,2.458394413,-0.557260625,-0.3878608,22.1
Aster_ericoides,6,2,3,1,0.187198689,-1.405926644,271.5082622,0.209939853,-5.220335831,-1.259831257,0.869098894,2.458394413,-0.557260625,-0.3878608,22.1
Potentilla_arguta,6,0.5,4,1,-1.408660338,1.557429113,213.9734859,0.256561366,0.596928201,-0.59515259,1.410946376,3.283153369,0.909977574,-1.036736034,19.2
Lespedeza_capitata,6,0.5,4,1,-0.518784311,1.336085922,213.9734859,0.256561366,-1.980814161,0.716799253,1.410946376,3.283153369,0.909977574,-1.036736034,19.2
Desmodium_illinoense,6,0.5,4,0,0.630407271,-0.099341128,213.9734859,0.256561366,-3.404040817,-0.823406033,1.410946376,3.283153369,0.909977574,-1.036736034,19.2
Sorghastrum_nutans,6,0.5,4,1,0.609346862,-0.054742128,213.9734859,0.256561366,-3.157427893,-0.9115044,1.410946376,3.283153369,0.909977574,-1.036736034,19.2
Coreopsis_tripteris,6,0.5,4,0,-0.968375668,-0.251308097,213.9734859,0.256561366,-2.504530729,-1.81472146,1.410946376,3.283153369,0.909977574,-1.036736034,19.2
Calamagrostis_canadensis,6,2,4,0,0.426864585,1.831630363,170.6077134,0.367861603,0.301678121,0.638806463,1.21696233,3.151500368,-0.895240557,-1.503135461,20.7
Schizachyrium_scoparium,6,2,4,0,-0.089111616,0.794290674,170.6077134,0.367861603,0.554747566,0.703400982,1.21696233,3.151500368,-0.895240557,-1.503135461,20.7
Coreopsis_tripteris,6,2,4,0,-0.968375668,-0.251308097,170.6077134,0.367861603,0.155890063,0.862904944,1.21696233,3.151500368,-0.895240557,-1.503135461,20.7
Asclepias_tuberosa,6,2,4,1,0.923852944,-1.224220408,170.6077134,0.367861603,0.486124273,0.719895321,1.21696233,3.151500368,-0.895240557,-1.503135461,20.7
Elymus_canadensis,6,2,4,0,-0.290254646,1.932457145,170.6077134,0.367861603,0.228669224,0.507652705,1.21696233,3.151500368,-0.895240557,-1.503135461,20.7
Asclepias_tuberosa,6,1,5,1,0.923852944,-1.224220408,145.8870363,0.349325265,0.699961297,-0.382959101,0.30658175,3.74884148,1.809816199,0.017708109,17.8
Aster_N-A,6,1,5,0,-0.157500245,-0.134029239,145.8870363,0.349325265,0.777446244,-0.277876619,0.30658175,3.74884148,1.809816199,0.017708109,17.8
Desmodium_canadense,6,1,5,1,1.939097938,0.333434344,145.8870363,0.349325265,0.639351664,-0.489496761,0.30658175,3.74884148,1.809816199,0.017708109,17.8
Elymus_canadensis,6,1,5,1,-0.290254646,1.932457145,145.8870363,0.349325265,0.442506248,-0.595201716,0.30658175,3.74884148,1.809816199,0.017708109,17.8
Schizachyrium_scoparium,6,1,5,1,-0.089111616,0.794290674,145.8870363,0.349325265,0.76858459,-0.39945344,0.30658175,3.74884148,1.809816199,0.017708109,17.8
Sorghastrum_nutans,6,1,7,1,0.609346862,-0.054742128,287.7722773,0.251771682,-4.725101018,0.426451701,1.409137383,3.57868725,0.093744501,-1.575951669,23.6
Panclum_virgatum,6,1,7,0,1.562773584,-0.568674578,287.7722773,0.251771682,-5.505690196,0.832379675,1.409137383,3.57868725,0.093744501,-1.575951669,23.6
Andropogon_gerardii,6,1,7,1,1.069288831,0.069143982,287.7722773,0.251771682,-5.214334746,0.930406503,1.409137383,3.57868725,0.093744501,-1.575951669,23.6
Rudbeckia_hirta,6,1,7,0,0.137128441,-1.224227009,287.7722773,0.251771682,-3.192334615,-0.901353901,1.409137383,3.57868725,0.093744501,-1.575951669,23.6
Desmodium_illinoense,6,1,7,1,0.630407271,-0.099341128,287.7722773,0.251771682,-5.032872903,0.575709029,1.409137383,3.57868725,0.093744501,-1.575951669,23.6
Elymus_canadensis,6,0.5,8,0,-0.290254646,1.932457145,168.2362927,0.405830959,1.202343566,1.35501864,1.000884176,4.635619586,-2.675537606,0.560973843,18.9
Ratibida_pinnata,6,0.5,8,0,-1.574433682,-0.964892091,168.2362927,0.405830959,1.157546413,1.678103393,1.000884176,4.635619586,-2.675537606,0.560973843,18.9
Asclepias_tuberosa,6,0.5,8,0,0.923852944,-1.224220408,168.2362927,0.405830959,1.459798615,1.567261255,1.000884176,4.635619586,-2.675537606,0.560973843,18.9
Desmodium_canadense,6,0.5,8,0,1.939097938,0.333434344,168.2362927,0.405830959,1.399188982,1.460723595,1.000884176,4.635619586,-2.675537606,0.560973843,18.9
Panclum_virgatum,6,0.5,8,0,1.562773584,-0.568674578,168.2362927,0.405830959,1.37212017,1.343373806,1.000884176,4.635619586,-2.675537606,0.560973843,18.9
Potentilla_arguta,6,1,8,0,-1.408660338,1.557429113,201.9722895,0.274450904,-0.15167839,-0.704542359,1.464428036,4.002248285,-0.44234376,-0.96800267,23.9
Lespedeza_capitata,6,1,8,0,-0.518784311,1.336085922,201.9722895,0.274450904,-2.090203931,-0.031807337,1.464428036,4.002248285,-0.44234376,-0.96800267,23.9
Coreopsis_lanceolata,6,1,8,1,-2.15797621,-1.035854055,201.9722895,0.274450904,-0.783512252,-2.530665836,1.464428036,4.002248285,-0.44234376,-0.96800267,23.9
Coreopsis_tripteris,6,1,8,1,-0.968375668,-0.251308097,201.9722895,0.274450904,-2.39514096,-1.06611487,1.464428036,4.002248285,-0.44234376,-0.96800267,23.9
Calamagrostis_canadensis,6,1,8,1,0.426864585,1.831630363,201.9722895,0.274450904,-0.836856051,1.170836122,1.464428036,4.002248285,-0.44234376,-0.96800267,23.9
Coreopsis_lanceolata,7,0.5,1,1,-2.15797621,-1.035854055,142.7175387,0.393060214,0.482750071,1.891667946,0.647253219,4.242211778,0.703677098,-1.641411093,18.5
Andropogon_gerardii,7,0.5,1,0,1.069288831,0.069143982,142.7175387,0.393060214,2.036827727,0.455553519,0.647253219,4.242211778,0.703677098,-1.641411093,18.5
Panclum_virgatum,7,0.5,1,0,1.562773584,-0.568674578,142.7175387,0.393060214,1.745472277,0.357526691,0.647253219,4.242211778,0.703677098,-1.641411093,18.5
Monarda_fistulosa,7,0.5,1,1,-0.325757308,0.125305679,142.7175387,0.393060214,1.657410608,0.453301193,0.647253219,4.242211778,0.703677098,-1.641411093,18.5
Rudbeckia_hirta,7,0.5,1,0,0.137128441,-1.224227009,142.7175387,0.393060214,2.174967033,0.50765394,0.647253219,4.242211778,0.703677098,-1.641411093,18.5
Andropogon_gerardii,7,2,1,1,1.069288831,0.069143982,188.1746754,0.32021032,-0.920727713,-0.080829444,1.604431505,3.494103949,1.346224172,-0.541272935,18.9
Monarda_fistulosa,7,2,1,1,-0.325757308,0.125305679,188.1746754,0.32021032,-1.300144833,-0.08308177,1.604431505,3.494103949,1.346224172,-0.541272935,18.9
Elymus_canadensis,7,2,1,0,-0.290254646,1.932457145,188.1746754,0.32021032,-1.381859768,-0.167211438,1.604431505,3.494103949,1.346224172,-0.541272935,18.9
Potentilla_arguta,7,2,1,0,-1.408660338,1.557429113,188.1746754,0.32021032,-0.695114625,-0.513079612,1.604431505,3.494103949,1.346224172,-0.541272935,18.9
Rudbeckia_hirta,7,2,1,0,0.137128441,-1.224227009,188.1746754,0.32021032,-0.782588408,-0.028729023,1.604431505,3.494103949,1.346224172,-0.541272935,18.9
Lespedeza_capitata,7,0.5,2,0,-0.518784311,1.336085922,168.0630963,0.343345584,-0.272787177,-0.020487739,0.65383074,3.205927316,-0.166283271,-1.770239837,18.5
Coreopsis_tripteris,7,0.5,2,1,-0.968375668,-0.251308097,168.0630963,0.343345584,-0.364247084,0.207234473,0.65383074,3.205927316,-0.166283271,-1.770239837,18.5
Calamagrostis_canadensis,7,0.5,2,1,0.426864585,1.831630363,168.0630963,0.343345584,-0.218459025,-0.016864008,0.65383074,3.205927316,-0.166283271,-1.770239837,18.5
Schizachyrium_scoparium,7,0.5,2,1,-0.089111616,0.794290674,168.0630963,0.343345584,0.03461042,0.047730511,0.65383074,3.205927316,-0.166283271,-1.770239837,18.5
Elymus_canadensis,7,0.5,2,1,-0.290254646,1.932457145,168.0630963,0.343345584,-0.291467922,-0.148017766,0.65383074,3.205927316,-0.166283271,-1.770239837,18.5
Panclum_virgatum,7,1,2,1,1.562773584,-0.568674578,158.3475112,0.338073588,0.010623568,-0.544826574,0.95997013,2.601756992,0.416870198,0.32059558,17
Coreopsis_tripteris,7,1,2,1,-0.968375668,-0.251308097,158.3475112,0.338073588,-0.231932198,-0.177929501,0.95997013,2.601756992,0.416870198,0.32059558,17
Aster_ericoides,7,1,2,0,0.187198689,-1.405926644,158.3475112,0.338073588,-0.006203084,-0.32856896,0.95997013,2.601756992,0.416870198,0.32059558,17
Monarda_fistulosa,7,1,2,1,-0.325757308,0.125305679,158.3475112,0.338073588,-0.077438102,-0.449052072,0.95997013,2.601756992,0.416870198,0.32059558,17
Ratibida_pinnata,7,1,2,1,-1.574433682,-0.964892091,158.3475112,0.338073588,-0.691333332,0.277286156,0.95997013,2.601756992,0.416870198,0.32059558,17
Asclepias_syriaca,7,2,2,0,-0.330814924,-0.535651497,149.0252249,0.350716385,0.623931354,-0.253518805,0.80832493,2.632402527,0.776165602,1.035248778,22.8
Desmodium_canadense,7,2,2,0,1.939097938,0.333434344,149.0252249,0.350716385,0.589136981,-0.372562865,0.80832493,2.632402527,0.776165602,1.035248778,22.8
Calamagrostis_canadensis,7,2,2,1,0.426864585,1.831630363,149.0252249,0.350716385,0.465300461,-0.347114062,0.80832493,2.632402527,0.776165602,1.035248778,22.8
Aster_ericoides,7,2,2,0,0.187198689,-1.405926644,149.0252249,0.350716385,0.545241517,-0.27365504,0.80832493,2.632402527,0.776165602,1.035248778,22.8
Lespedeza_capitata,7,2,2,0,-0.518784311,1.336085922,149.0252249,0.350716385,0.410972309,-0.350737793,0.80832493,2.632402527,0.776165602,1.035248778,22.8
Potentilla_arguta,7,0.5,3,0,-1.408660338,1.557429113,152.1942416,0.336702006,-0.40938319,-0.007856772,0.382147624,4.155818088,-0.776538927,0.026589866,12
Asclepias_syriaca,7,0.5,3,0,-0.330814924,-0.535651497,152.1942416,0.336702006,0.203465731,-0.505193858,0.382147624,4.155818088,-0.776538927,0.026589866,12
Desmodium_illinoense,7,0.5,3,0,0.630407271,-0.099341128,152.1942416,0.336702006,0.163029824,-0.546868339,0.382147624,4.155818088,-0.776538927,0.026589866,12
Aster_ericoides,7,0.5,3,1,0.187198689,-1.405926644,152.1942416,0.336702006,0.124775894,-0.525330093,0.382147624,4.155818088,-0.776538927,0.026589866,12
Sorghastrum_nutans,7,0.5,3,1,0.609346862,-0.054742128,152.1942416,0.336702006,0.409642748,-0.634966705,0.382147624,4.155818088,-0.776538927,0.026589866,12
Ratibida_pinnata,7,2,3,0,-1.574433682,-0.964892091,132.508719,0.349550036,0.271999089,-0.135626762,1.040415392,3.495528854,0.894126371,0.155038852,17.8
Panclum_virgatum,7,2,3,1,1.562773584,-0.568674578,132.508719,0.349550036,0.973955988,-0.957739492,1.040415392,3.495528854,0.894126371,0.155038852,17.8
Coreopsis_lanceolata,7,2,3,1,-2.15797621,-1.035854055,132.508719,0.349550036,-0.832516112,1.120151658,1.040415392,3.495528854,0.894126371,0.155038852,17.8
Coreopsis_tripteris,7,2,3,1,-0.968375668,-0.251308097,132.508719,0.349550036,0.731400223,-0.59084242,1.040415392,3.495528854,0.894126371,0.155038852,17.8
Sorghastrum_nutans,7,2,3,0,0.609346862,-0.054742128,132.508719,0.349550036,1.241996191,-0.851118491,1.040415392,3.495528854,0.894126371,0.155038852,17.8
Aster_N-A,7,2,4,0,-0.157500245,-0.134029239,148.0569145,0.255731968,-1.524744795,-2.464493961,1.041989719,3.29825025,1.044317357,1.889345925,18.1
Asclepias_tuberosa,7,2,4,1,0.923852944,-1.224220408,148.0569145,0.255731968,-1.602229743,-2.569576442,1.041989719,3.29825025,1.044317357,1.889345925,18.1
Desmodium_illinoense,7,2,4,0,0.630407271,-0.099341128,148.0569145,0.255731968,-1.668480908,-2.598744524,1.041989719,3.29825025,1.044317357,1.889345925,18.1
Monarda_punctata,7,2,4,0,0.335709803,-0.480910348,148.0569145,0.255731968,-1.575218504,-2.607526558,1.041989719,3.29825025,1.044317357,1.889345925,18.1
Schizachyrium_scoparium,7,2,4,1,-0.089111616,0.794290674,148.0569145,0.255731968,-1.209006294,-2.261470626,1.041989719,3.29825025,1.044317357,1.889345925,18.1
Calamagrostis_canadensis,7,1,5,0,0.426864585,1.831630363,210.668032,0.277499371,-1.141539107,1.329312295,1.17632665,2.41906555,-0.208689237,2.488697154,22.5
Andropogon_gerardii,7,1,5,1,1.069288831,0.069143982,210.668032,0.277499371,-2.543982229,-0.506025748,1.17632665,2.41906555,-0.208689237,2.488697154,22.5
Lespedeza_capitata,7,1,5,1,-0.518784311,1.336085922,210.668032,0.277499371,-2.394886987,0.126668836,1.17632665,2.41906555,-0.208689237,2.488697154,22.5
Desmodium_canadense,7,1,5,0,1.939097938,0.333434344,210.668032,0.277499371,-2.808268866,-0.486702787,1.17632665,2.41906555,-0.208689237,2.488697154,22.5
Schizachyrium_scoparium,7,1,5,1,-0.089111616,0.794290674,210.668032,0.277499371,-2.679035941,-0.396659465,1.17632665,2.41906555,-0.208689237,2.488697154,22.5
Potentilla_arguta,7,1,6,1,-1.408660338,1.557429113,137.8737027,0.371777865,0.813125448,0.451900467,0.714594128,2.856121111,1.322175187,0.078495211,18.5
Desmodium_illinoense,7,1,6,0,0.630407271,-0.099341128,137.8737027,0.371777865,1.385538463,-0.0871111,0.714594128,2.856121111,1.322175187,0.078495211,18.5
Asclepias_syriaca,7,1,6,0,-0.330814924,-0.535651497,137.8737027,0.371777865,1.425974369,-0.045436619,0.714594128,2.856121111,1.322175187,0.078495211,18.5
Asclepias_tuberosa,7,1,6,1,0.923852944,-1.224220408,137.8737027,0.371777865,1.451789628,-0.057943018,0.714594128,2.856121111,1.322175187,0.078495211,18.5
Coreopsis_lanceolata,7,1,6,1,-2.15797621,-1.035854055,137.8737027,0.371777865,-0.156607088,1.510306853,0.714594128,2.856121111,1.322175187,0.078495211,18.5
Ratibida_pinnata,7,0.5,7,1,-1.574433682,-0.964892091,137.7943291,0.33104128,-0.312611269,-0.438710948,1.105760288,3.713084696,-0.810952839,1.657299814,22.5
Asclepias_tuberosa,7,0.5,7,0,0.923852944,-1.224220408,137.7943291,0.33104128,0.477024075,-1.036936228,1.105760288,3.713084696,-0.810952839,1.657299814,22.5
Aster_N-A,7,0.5,7,1,-0.157500245,-0.134029239,137.7943291,0.33104128,0.554509023,-0.931853747,1.105760288,3.713084696,-0.810952839,1.657299814,22.5
Desmodium_canadense,7,0.5,7,0,1.939097938,0.333434344,137.7943291,0.33104128,0.416414443,-1.143473889,1.105760288,3.713084696,-0.810952839,1.657299814,22.5
Monarda_punctata,7,0.5,7,1,0.335709803,-0.480910348,137.7943291,0.33104128,0.504035314,-1.074886344,1.105760288,3.713084696,-0.810952839,1.657299814,22.5
Monarda_punctata,7,1,7,0,0.335709803,-0.480910348,209.6408382,0.303832383,-2.06181639,0.186005188,1.454016755,2.788565759,-1.313591885,-0.510359162,16.7
Sorghastrum_nutans,7,1,7,0,0.609346862,-0.054742128,209.6408382,0.303832383,-1.908465871,0.106688856,1.454016755,2.788565759,-1.313591885,-0.510359162,16.7
Rudbeckia_hirta,7,1,7,0,0.137128441,-1.224227009,209.6408382,0.303832383,-1.747011318,0.150195104,1.454016755,2.788565759,-1.313591885,-0.510359162,16.7
Aster_N-A,7,1,7,0,-0.157500245,-0.134029239,209.6408382,0.303832383,-2.011342681,0.329037786,1.454016755,2.788565759,-1.313591885,-0.510359162,16.7
Elymus_canadensis,7,1,7,0,-0.290254646,1.932457145,209.6408382,0.303832383,-1.574707871,0.783287495,1.454016755,2.788565759,-1.313591885,-0.510359162,16.7
Asclepias_tuberosa,8,1,1,0,0.923852944,-1.224220408,162.8873975,0.339977256,0.023049289,-0.154384982,0.535240657,0.834751711,0.202350636,1.666945973,21
Desmodium_illinoense,8,1,1,0,0.630407271,-0.099341128,162.8873975,0.339977256,-0.043201877,-0.183553063,0.535240657,0.834751711,0.202350636,1.666945973,21
Aster_N-A,8,1,1,0,-0.157500245,-0.134029239,162.8873975,0.339977256,0.100534237,-0.0493025,0.535240657,0.834751711,0.202350636,1.666945973,21
Andropogon_gerardii,8,1,1,1,1.069288831,0.069143982,162.8873975,0.339977256,0.226726294,-0.280245603,0.535240657,0.834751711,0.202350636,1.666945973,21
Potentilla_arguta,8,1,1,0,-1.408660338,1.557429113,162.8873975,0.339977256,-0.615614891,0.355458504,0.535240657,0.834751711,0.202350636,1.666945973,21
Lespedeza_capitata,8,2,1,0,-0.518784311,1.336085922,165.1366123,0.356483117,0.120192353,0.216619181,0.176113739,1.473814149,1.376543147,0.638277569,21.7
Ratibida_pinnata,8,2,1,1,-1.574433682,-0.964892091,165.1366123,0.356483117,-0.108383072,0.577271435,0.176113739,1.473814149,1.376543147,0.638277569,21.7
Coreopsis_lanceolata,8,2,1,1,-2.15797621,-1.035854055,165.1366123,0.356483117,0.2026677,0.417483881,0.176113739,1.473814149,1.376543147,0.638277569,21.7
Asclepias_syriaca,8,2,1,1,-0.330814924,-0.535651497,165.1366123,0.356483117,0.333151398,0.313838169,0.176113739,1.473814149,1.376543147,0.638277569,21.7
Rudbeckia_hirta,8,2,1,1,0.137128441,-1.224227009,165.1366123,0.356483117,0.700782967,0.22757157,0.176113739,1.473814149,1.376543147,0.638277569,21.7
Coreopsis_tripteris,8,0.5,2,0,-0.968375668,-0.251308097,189.4082287,0.328374589,-1.291707763,0.416674418,0.743875869,0.627785766,-0.712706548,0.098636619,18.5
Ratibida_pinnata,8,0.5,2,1,-1.574433682,-0.964892091,189.4082287,0.328374589,-0.136050047,-0.743168774,0.743875869,0.627785766,-0.712706548,0.098636619,18.5
Panclum_virgatum,8,0.5,2,1,1.562773584,-0.568674578,189.4082287,0.328374589,-1.049151997,0.049777345,0.743875869,0.627785766,-0.712706548,0.098636619,18.5
Potentilla_arguta,8,0.5,2,0,-1.408660338,1.557429113,189.4082287,0.328374589,-0.466481007,-0.350148445,0.743875869,0.627785766,-0.712706548,0.098636619,18.5
Monarda_fistulosa,8,0.5,2,0,-0.325757308,0.125305679,189.4082287,0.328374589,-1.137213666,0.145551847,0.743875869,0.627785766,-0.712706548,0.098636619,18.5
Monarda_punctata,8,1,2,1,0.335709803,-0.480910348,164.2139346,0.359953687,0.493775712,0.322035112,0.163983198,1.168412653,0.130541848,1.062717488,10.9
Aster_ericoides,8,1,2,1,0.187198689,-1.405926644,164.2139346,0.359953687,0.362259378,0.352355392,0.163983198,1.168412653,0.130541848,1.062717488,10.9
Coreopsis_lanceolata,8,1,2,0,-2.15797621,-1.035854055,164.2139346,0.359953687,0.261321159,0.525281699,0.163983198,1.168412653,0.130541848,1.062717488,10.9
Monarda_fistulosa,8,1,2,1,-0.325757308,0.125305679,164.2139346,0.359953687,0.29102436,0.231872281,0.163983198,1.168412653,0.130541848,1.062717488,10.9
Lespedeza_capitata,8,1,2,1,-0.518784311,1.336085922,164.2139346,0.359953687,0.227990171,0.27527264,0.163983198,1.168412653,0.130541848,1.062717488,10.9
Schizachyrium_scoparium,8,2,2,0,-0.089111616,0.794290674,166.8148211,0.358766018,0.437641801,0.384275312,0.127771798,1.404296495,2.307044436,0.789238693,22.5
Monarda_fistulosa,8,2,2,0,-0.325757308,0.125305679,166.8148211,0.358766018,0.193278394,0.272656704,0.127771798,1.404296495,2.307044436,0.789238693,22.5
Sorghastrum_nutans,8,2,2,0,0.609346862,-0.054742128,166.8148211,0.358766018,0.549380266,0.283503203,0.127771798,1.404296495,2.307044436,0.789238693,22.5
Potentilla_arguta,8,2,2,0,-1.408660338,1.557429113,166.8148211,0.358766018,-0.269645672,0.910613137,0.127771798,1.404296495,2.307044436,0.789238693,22.5
Monarda_punctata,8,2,2,0,0.335709803,-0.480910348,166.8148211,0.358766018,0.396029747,0.362819535,0.127771798,1.404296495,2.307044436,0.789238693,22.5
Lespedeza_capitata,8,0.5,3,1,-0.518784311,1.336085922,154.0136471,0.368859749,0.713208774,0.217195797,0.765651656,3.698337874,1.037123766,0.127410056,20.7
Sorghastrum_nutans,8,0.5,3,1,0.609346862,-0.054742128,154.0136471,0.368859749,1.132344835,0.184641938,0.765651656,3.698337874,1.037123766,0.127410056,20.7
Asclepias_tuberosa,8,0.5,3,1,0.923852944,-1.224220408,154.0136471,0.368859749,0.951983078,0.301908386,0.765651656,3.698337874,1.037123766,0.127410056,20.7
Andropogon_gerardii,8,0.5,3,1,1.069288831,0.069143982,154.0136471,0.368859749,1.155660083,0.176047764,0.765651656,3.698337874,1.037123766,0.127410056,20.7
Schizachyrium_scoparium,8,0.5,3,1,-0.089111616,0.794290674,154.0136471,0.368859749,1.020606371,0.285414047,0.765651656,3.698337874,1.037123766,0.127410056,20.7
Calamagrostis_canadensis,8,1,3,0,0.426864585,1.831630363,165.8510145,0.35598806,0.143623327,0.227396766,0.100050223,0.755149619,2.755539202,-0.203648611,21.7
Ratibida_pinnata,8,1,3,0,-1.574433682,-0.964892091,165.8510145,0.35598806,-0.101229219,0.546374257,0.100050223,0.755149619,2.755539202,-0.203648611,21.7
Schizachyrium_scoparium,8,1,3,1,-0.089111616,0.794290674,165.8510145,0.35598806,0.396692771,0.291991284,0.100050223,0.755149619,2.755539202,-0.203648611,21.7
Rudbeckia_hirta,8,1,3,0,0.137128441,-1.224227009,165.8510145,0.35598806,0.669885789,0.234725423,0.100050223,0.755149619,2.755539202,-0.203648611,21.7
Panclum_virgatum,8,1,3,0,1.562773584,-0.568674578,165.8510145,0.35598806,0.240391034,0.084598174,0.100050223,0.755149619,2.755539202,-0.203648611,21.7
Desmodium_canadense,8,2,3,1,1.939097938,0.333434344,159.5875079,0.357032941,0.459322323,0.060198803,0.230841502,2.177409921,2.467289914,0.168814406,21.4
Coreopsis_tripteris,8,2,3,0,-0.968375668,-0.251308097,159.5875079,0.357032941,0.189697745,0.309746087,0.230841502,2.177409921,2.467289914,0.168814406,21.4
Asclepias_tuberosa,8,2,3,1,0.923852944,-1.224220408,159.5875079,0.357032941,0.519931956,0.166736463,0.230841502,2.177409921,2.467289914,0.168814406,21.4
Aster_ericoides,8,2,3,0,0.187198689,-1.405926644,159.5875079,0.357032941,0.41542686,0.159106627,0.230841502,2.177409921,2.467289914,0.168814406,21.4
Andropogon_gerardii,8,2,3,1,1.069288831,0.069143982,159.5875079,0.357032941,0.723608961,0.040875842,0.230841502,2.177409921,2.467289914,0.168814406,21.4
Panclum_virgatum,8,2,4,0,1.562773584,-0.568674578,168.19771,0.355938494,0.176706684,0.145905299,0.088743081,1.576030132,1.73193732,-2.198162383,16.7
Desmodium_illinoense,8,2,4,0,0.630407271,-0.099341128,168.19771,0.355938494,0.198133963,0.340624667,0.088743081,1.576030132,1.73193732,-2.198162383,16.7
Calamagrostis_canadensis,8,2,4,0,0.426864585,1.831630363,168.19771,0.355938494,0.079938977,0.288703891,0.088743081,1.576030132,1.73193732,-2.198162383,16.7
Elymus_canadensis,8,2,4,0,-0.290254646,1.932457145,168.19771,0.355938494,0.00693008,0.157550133,0.088743081,1.576030132,1.73193732,-2.198162383,16.7
Aster_N-A,8,2,4,1,-0.157500245,-0.134029239,168.19771,0.355938494,0.341870076,0.47487523,0.088743081,1.576030132,1.73193732,-2.198162383,16.7
Aster_N-A,8,0.5,6,1,-0.157500245,-0.134029239,187.8104262,0.331742042,-0.760684069,0.416948444,1.002797658,1.713513773,0.8160242,0.296488972,14.9
Aster_ericoides,8,0.5,6,0,0.187198689,-1.405926644,187.8104262,0.331742042,-0.942674113,0.304236126,1.002797658,1.713513773,0.8160242,0.296488972,14.9
Desmodium_illinoense,8,0.5,6,0,0.630407271,-0.099341128,187.8104262,0.331742042,-0.904420182,0.282697881,1.002797658,1.713513773,0.8160242,0.296488972,14.9
Calamagrostis_canadensis,8,0.5,6,0,0.426864585,1.831630363,187.8104262,0.331742042,-1.022615168,0.230777104,1.002797658,1.713513773,0.8160242,0.296488972,14.9
Desmodium_canadense,8,0.5,6,1,1.939097938,0.333434344,187.8104262,0.331742042,-0.898778649,0.205328301,1.002797658,1.713513773,0.8160242,0.296488972,14.9
Rudbeckia_hirta,8,0.5,7,0,0.137128441,-1.224227009,222.6907988,0.299481044,-2.198896591,0.393386726,1.474613077,3.53755105,-1.121177162,-1.994298514,23.6
Coreopsis_lanceolata,8,0.5,7,1,-2.15797621,-1.035854055,222.6907988,0.299481044,0.368482856,-2.482195678,1.474613077,3.53755105,-1.121177162,-1.994298514,23.6
Asclepias_syriaca,8,0.5,7,0,-0.330814924,-0.535651497,222.6907988,0.299481044,-2.566528161,0.479653325,1.474613077,3.53755105,-1.121177162,-1.994298514,23.6
Elymus_canadensis,8,0.5,7,1,-0.290254646,1.932457145,222.6907988,0.299481044,-1.817899492,1.235172769,1.474613077,3.53755105,-1.121177162,-1.994298514,23.6
Monarda_punctata,8,0.5,7,0,0.335709803,-0.480910348,222.6907988,0.299481044,-2.513701664,0.42919681,1.474613077,3.53755105,-1.121177162,-1.994298514,23.6
Asclepias_syriaca,8,1,8,0,-0.330814924,-0.535651497,161.1509275,0.347654953,0.227592824,-0.00400897,0.43012734,-0.53986571,-1.759071401,-1.247892464,23.2
Sorghastrum_nutans,8,1,8,1,0.609346862,-0.054742128,161.1509275,0.347654953,0.433769841,-0.133781817,0.43012734,-0.53986571,-1.759071401,-1.247892464,23.2
Desmodium_canadense,8,1,8,0,1.939097938,0.333434344,161.1509275,0.347654953,0.192798451,-0.12305303,0.43012734,-0.53986571,-1.759071401,-1.247892464,23.2
Elymus_canadensis,8,1,8,0,-0.290254646,1.932457145,161.1509275,0.347654953,-0.004046966,-0.228757984,0.43012734,-0.53986571,-1.759071401,-1.247892464,23.2
Coreopsis_tripteris,8,1,8,0,-0.968375668,-0.251308097,161.1509275,0.347654953,-0.076826127,0.126494254,0.43012734,-0.53986571,-1.759071401,-1.247892464,23.2
Coreopsis_lanceolata,9,2,1,0,-2.15797621,-1.035854055,175.2331692,0.346296208,0.227266837,-0.09568745,0.296428657,2.336315682,0.005299633,-0.335903489,18.5
Sorghastrum_nutans,9,2,1,0,0.609346862,-0.054742128,175.2331692,0.346296208,0.026157083,0.208664458,0.296428657,2.336315682,0.005299633,-0.335903489,18.5
Monarda_fistulosa,9,2,1,1,-0.325757308,0.125305679,175.2331692,0.346296208,-0.329944789,0.197817959,0.296428657,2.336315682,0.005299633,-0.335903489,18.5
Aster_N-A,9,2,1,1,-0.157500245,-0.134029239,175.2331692,0.346296208,-0.076719727,0.431013388,0.296428657,2.336315682,0.005299633,-0.335903489,18.5
Desmodium_illinoense,9,2,1,0,0.630407271,-0.099341128,175.2331692,0.346296208,-0.22045584,0.296762825,0.296428657,2.336315682,0.005299633,-0.335903489,18.5
