invader.species,block,size,plot,survival,invader.SLA,invader.LDMC,resident.weighted.SLA,resident.weighted.LDMC,invader.resident.trait.difference.PC1,invader.resident.trait.difference.PC2,resident FDis,soil.pc1,soil.pc2,soil.pc3,soil.moisture
Desmodium_canadense,3,0.5,5,1,1.939097938,0.333434344,128.4711035,0.406744941,2.480108458,0.423639416,0.489578069,-2.145489168,-0.292796556,-0.04556488,9.8
Calamagrostis_canadensis,3,1,5,1,0.426864585,1.831630363,181.8777871,0.348362325,-0.466059864,0.471343688,0.869341161,-0.157103431,-3.5974051,0.183384239,9.8
Potentilla_arguta,3,1,5,0,-1.408660338,1.557429113,181.8777871,0.348362325,-0.187713257,0.329711395,0.869341161,-0.157103431,-3.5974051,0.183384239,9.8
Monarda_punctata,3,1,5,1,0.335709803,-0.480910348,181.8777871,0.348362325,-0.254602473,0.51448243,0.869341161,-0.157103431,-3.5974051,0.183384239,9.8
Asclepias_syriaca,3,1,5,1,-0.330814924,-0.535651497,181.8777871,0.348362325,-0.307428971,0.564938945,0.869341161,-0.157103431,-3.5974051,0.183384239,9.8
Sorghastrum_nutans,3,1,5,1,0.609346862,-0.054742128,181.8777871,0.348362325,-0.101251954,0.435166097,0.869341161,-0.157103431,-3.5974051,0.183384239,9.8
Coreopsis_tripteris,3,1,7,1,-0.968375668,-0.251308097,153.213108,0.358210786,0.387701993,0.168232214,1.060822701,-2.020972578,-1.039882058,-0.876985612,12
Panclum_virgatum,3,1,7,0,1.562773584,-0.568674578,153.213108,0.358210786,0.630257759,-0.198664858,1.060822701,-2.020972578,-1.039882058,-0.876985612,12
Lespedeza_capitata,3,1,7,0,-0.518784311,1.336085922,153.213108,0.358210786,0.4791619,-0.059489997,1.060822701,-2.020972578,-1.039882058,-0.876985612,12
Desmodium_canadense,3,1,7,0,1.939097938,0.333434344,153.213108,0.358210786,0.657326571,-0.08131507,1.060822701,-2.020972578,-1.039882058,-0.876985612,12
Asclepias_tuberosa,3,1,7,0,0.923852944,-1.224220408,153.213108,0.358210786,0.717936204,0.025222591,1.060822701,-2.020972578,-1.039882058,-0.876985612,12
Elymus_canadensis,3,0.5,8,1,-0.290254646,1.932457145,160.9856921,0.364045986,0.39341692,0.159905008,1.032906798,-0.0962303,-1.851349224,-0.714164041,10.9
Monarda_punctata,3,0.5,8,0,0.335709803,-0.480910348,160.9856921,0.364045986,0.677883207,0.334197507,1.032906798,-0.0962303,-1.851349224,-0.714164041,10.9
Lespedeza_capitata,3,0.5,8,1,-0.518784311,1.336085922,160.9856921,0.364045986,0.412097665,0.287435035,1.032906798,-0.0962303,-1.851349224,-0.714164041,10.9
Ratibida_pinnata,3,0.5,8,1,-1.574433682,-0.964892091,160.9856921,0.364045986,-0.037567219,0.869176747,1.032906798,-0.0962303,-1.851349224,-0.714164041,10.9
Sorghastrum_nutans,3,0.5,8,0,0.609346862,-0.054742128,160.9856921,0.364045986,0.831233726,0.254881175,1.032906798,-0.0962303,-1.851349224,-0.714164041,10.9
Andropogon_gerardii,4,0.5,1,1,1.069288831,0.069143982,153.7779644,0.345990744,0.613528875,-0.378636554,0.423430874,1.0442768,0.552638733,-1.240441843,22.5
Aster_ericoides,4,0.5,1,1,0.187198689,-1.405926644,153.7779644,0.345990744,0.305346774,-0.260405769,0.423430874,1.0442768,0.552638733,-1.240441843,22.5
Asclepias_syriaca,4,0.5,1,1,-0.330814924,-0.535651497,153.7779644,0.345990744,0.384036611,-0.240269533,0.423430874,1.0442768,0.552638733,-1.240441843,22.5
Elymus_canadensis,4,0.5,1,0,-0.290254646,1.932457145,153.7779644,0.345990744,0.152396821,-0.465018548,0.423430874,1.0442768,0.552638733,-1.240441843,22.5
Coreopsis_lanceolata,4,0.5,1,1,-2.15797621,-1.035854055,153.7779644,0.345990744,-0.351440002,0.468369094,0.423430874,1.0442768,0.552638733,-1.240441843,22.5
Lespedeza_capitata,4,2,1,1,-0.518784311,1.336085922,145.3595142,0.377299396,1.146066333,0.189110369,0.617046498,0.23893998,0.060159721,-0.798304812,20.3
Aster_ericoides,4,2,1,1,0.187198689,-1.405926644,145.3595142,0.377299396,1.280335541,0.266193121,0.617046498,0.23893998,0.060159721,-0.798304812,20.3
Desmodium_canadense,4,2,1,1,1.939097938,0.333434344,145.3595142,0.377299396,1.324231004,0.167285296,0.617046498,0.23893998,0.060159721,-0.798304812,20.3
Monarda_fistulosa,4,2,1,1,-0.325757308,0.125305679,145.3595142,0.377299396,1.209100522,0.14571001,0.617046498,0.23893998,0.060159721,-0.798304812,20.3
Schizachyrium_scoparium,4,2,1,1,-0.089111616,0.794290674,145.3595142,0.377299396,1.453463929,0.257328618,0.617046498,0.23893998,0.060159721,-0.798304812,20.3
Rudbeckia_hirta,4,1,2,0,0.137128441,-1.224227009,128.9277717,0.380664021,2.244941946,-0.156852171,0.793781675,0.986802117,-1.360405559,0.107549606,21.7
Panclum_virgatum,4,1,2,0,1.562773584,-0.568674578,128.9277717,0.380664021,1.81544719,-0.30697942,0.793781675,0.986802117,-1.360405559,0.107549606,21.7
Monarda_fistulosa,4,1,2,1,-0.325757308,0.125305679,128.9277717,0.380664021,1.727385521,-0.211204918,0.793781675,0.986802117,-1.360405559,0.107549606,21.7
Andropogon_gerardii,4,1,2,0,1.069288831,0.069143982,128.9277717,0.380664021,2.10680264,-0.208952592,0.793781675,0.986802117,-1.360405559,0.107549606,21.7
Calamagrostis_canadensis,4,1,2,1,0.426864585,1.831630363,128.9277717,0.380664021,1.718679483,-0.164180829,0.793781675,0.986802117,-1.360405559,0.107549606,21.7
Asclepias_tuberosa,4,2,2,1,0.923852944,-1.224220408,156.4830074,0.355367888,0.562680457,0.044130706,0.727883845,1.496493912,-1.262813012,-0.346377506,18.1
Coreopsis_lanceolata,4,2,2,1,-2.15797621,-1.035854055,156.4830074,0.355367888,-0.054533363,0.621197682,0.727883845,1.496493912,-1.262813012,-0.346377506,18.1
Rudbeckia_hirta,4,2,2,0,0.137128441,-1.224227009,156.4830074,0.355367888,0.904496768,-0.029629494,0.727883845,1.496493912,-1.262813012,-0.346377506,18.1
Potentilla_arguta,4,2,2,0,-1.408660338,1.557429113,156.4830074,0.355367888,-0.075983723,0.553974191,0.727883845,1.496493912,-1.262813012,-0.346377506,18.1
Asclepias_syriaca,4,2,2,0,-0.330814924,-0.535651497,156.4830074,0.355367888,0.536865198,0.056637105,0.727883845,1.496493912,-1.262813012,-0.346377506,18.1
Asclepias_tuberosa,4,0.5,3,0,0.923852944,-1.224220408,155.7325128,0.36077628,0.712362538,0.153839374,0.437260063,1.608276388,-1.325458261,-0.823747966,19.2
Monarda_fistulosa,4,0.5,3,1,-0.325757308,0.125305679,155.7325128,0.36077628,0.536622424,0.025726426,0.437260063,1.608276388,-1.325458261,-0.823747966,19.2
Aster_N-A,4,0.5,3,1,-0.157500245,-0.134029239,155.7325128,0.36077628,0.789847485,0.258921855,0.437260063,1.608276388,-1.325458261,-0.823747966,19.2
Coreopsis_tripteris,4,0.5,3,1,-0.968375668,-0.251308097,155.7325128,0.36077628,0.382128327,0.296848997,0.437260063,1.608276388,-1.325458261,-0.823747966,19.2
Monarda_punctata,4,0.5,3,1,0.335709803,-0.480910348,155.7325128,0.36077628,0.739373776,0.115889258,0.437260063,1.608276388,-1.325458261,-0.823747966,19.2
Desmodium_canadense,4,1,3,1,1.939097938,0.333434344,153.0273354,0.346600319,0.383850372,-0.36468603,0.631091055,0.67208793,-0.956173234,-1.177305707,17.4
Coreopsis_lanceolata,4,1,3,1,-2.15797621,-1.035854055,153.0273354,0.346600319,-0.356812438,0.502977229,0.631091055,0.67208793,-0.956173234,-1.177305707,17.4
Asclepias_syriaca,4,1,3,1,-0.330814924,-0.535651497,153.0273354,0.346600319,0.418644745,-0.24564197,0.631091055,0.67208793,-0.956173234,-1.177305707,17.4
Elymus_canadensis,4,1,3,0,-0.290254646,1.932457145,153.0273354,0.346600319,0.187004956,-0.470390984,0.631091055,0.67208793,-0.956173234,-1.177305707,17.4
Monarda_punctata,4,1,3,0,0.335709803,-0.480910348,153.0273354,0.346600319,0.471471243,-0.296098485,0.631091055,0.67208793,-0.956173234,-1.177305707,17.4
Ratibida_pinnata,4,2,3,1,-1.574433682,-0.964892091,126.9133843,0.397384977,1.568111328,0.862462517,0.61608386,1.343894452,0.511383884,-2.900503474,18.5
Calamagrostis_canadensis,4,2,3,1,0.426864585,1.831630363,126.9133843,0.397384977,2.17330052,0.183148379,0.61608386,1.343894452,0.511383884,-2.900503474,18.5
Desmodium_illinoense,4,2,3,0,0.630407271,-0.099341128,126.9133843,0.397384977,2.291495506,0.235069155,0.61608386,1.343894452,0.511383884,-2.900503474,18.5
Sorghastrum_nutans,4,2,3,0,0.609346862,-0.054742128,126.9133843,0.397384977,2.538108429,0.146970789,0.61608386,1.343894452,0.511383884,-2.900503474,18.5
Elymus_canadensis,4,2,3,1,-0.290254646,1.932457145,126.9133843,0.397384977,2.100291623,0.051994622,0.61608386,1.343894452,0.511383884,-2.900503474,18.5
Schizachyrium_scoparium,4,0.5,4,0,-0.089111616,0.794290674,156.9105278,0.35981839,0.726643086,0.145746619,0.344429936,0.467543733,-0.831060242,-0.448043264,19.2
Rudbeckia_hirta,4,0.5,4,1,0.137128441,-1.224227009,156.9105278,0.35981839,0.999836104,0.088480758,0.344429936,0.467543733,-0.831060242,-0.448043264,19.2
Lespedeza_capitata,4,0.5,4,0,-0.518784311,1.336085922,156.9105278,0.35981839,0.41924549,0.077528369,0.344429936,0.467543733,-0.831060242,-0.448043264,19.2
Potentilla_arguta,4,0.5,4,0,-1.408660338,1.557429113,156.9105278,0.35981839,0.019355613,0.672084443,0.344429936,0.467543733,-0.831060242,-0.448043264,19.2
Desmodium_illinoense,4,0.5,4,1,0.630407271,-0.099341128,156.9105278,0.35981839,0.591768628,0.133072876,0.344429936,0.467543733,-0.831060242,-0.448043264,19.2
Coreopsis_tripteris,4,2,4,0,-0.968375668,-0.251308097,120.5576116,0.422063267,2.788570584,0.829778999,0.280585063,2.436108237,-0.942444428,-1.492018394,18.5
Panclum_virgatum,4,2,4,0,1.562773584,-0.568674578,120.5576116,0.422063267,3.03112635,0.462881927,0.280585063,2.436108237,-0.942444428,-1.492018394,18.5
Aster_N-A,4,2,4,1,-0.157500245,-0.134029239,120.5576116,0.422063267,3.196289742,0.791851858,0.280585063,2.436108237,-0.942444428,-1.492018394,18.5
Andropogon_gerardii,4,2,4,0,1.069288831,0.069143982,120.5576116,0.422063267,3.3224818,0.560908755,0.280585063,2.436108237,-0.942444428,-1.492018394,18.5
Monarda_punctata,4,2,4,1,0.335709803,-0.480910348,120.5576116,0.422063267,3.145816033,0.648819261,0.280585063,2.436108237,-0.942444428,-1.492018394,18.5
Lespedeza_capitata,4,1,5,0,-0.518784311,1.336085922,142.6510241,0.364134689,0.902502291,-0.198715326,0.905377351,1.491489023,-0.383067574,0.125026264,22.8
Aster_ericoides,4,1,5,0,0.187198689,-1.405926644,142.6510241,0.364134689,1.036771499,-0.121632573,0.905377351,1.491489023,-0.383067574,0.125026264,22.8
Potentilla_arguta,4,1,5,0,-1.408660338,1.557429113,142.6510241,0.364134689,0.502612415,0.395840748,0.905377351,1.491489023,-0.383067574,0.125026264,22.8
Ratibida_pinnata,4,1,5,0,-1.574433682,-0.964892091,142.6510241,0.364134689,0.351641251,0.484222543,0.905377351,1.491489023,-0.383067574,0.125026264,22.8
Desmodium_illinoense,4,1,5,0,0.630407271,-0.099341128,142.6510241,0.364134689,1.075025429,-0.143170819,0.905377351,1.491489023,-0.383067574,0.125026264,22.8
Panclum_virgatum,4,0.5,6,1,1.562773584,-0.568674578,156.4626074,0.336111544,0.013770566,-0.64207475,0.811160598,1.013391019,-0.339030381,0.510626006,19.6
Calamagrostis_canadensis,4,0.5,6,1,0.426864585,1.831630363,156.4626074,0.336111544,-0.082997141,-0.499276159,0.811160598,1.013391019,-0.339030381,0.510626006,19.6
Ratibida_pinnata,4,0.5,6,1,-1.574433682,-0.964892091,156.4626074,0.336111544,-0.688186333,0.180037979,0.811160598,1.013391019,-0.339030381,0.510626006,19.6
Sorghastrum_nutans,4,0.5,6,1,0.609346862,-0.054742128,156.4626074,0.336111544,0.281810768,-0.535453749,0.811160598,1.013391019,-0.339030381,0.510626006,19.6
Desmodium_canadense,4,0.5,6,1,1.939097938,0.333434344,156.4626074,0.336111544,0.040839378,-0.524724962,0.811160598,1.013391019,-0.339030381,0.510626006,19.6
Asclepias_tuberosa,4,1,6,1,0.923852944,-1.224220408,143.902407,0.349594868,0.759279898,-0.42934733,0.740087219,1.231725143,-1.360010287,-1.631926004,20.3
Schizachyrium_scoparium,4,1,6,0,-0.089111616,0.794290674,143.902407,0.349594868,0.827903191,-0.445841669,0.740087219,1.231725143,-1.360010287,-1.631926004,20.3
Aster_N-A,4,1,6,0,-0.157500245,-0.134029239,143.902407,0.349594868,0.836764846,-0.324264848,0.740087219,1.231725143,-1.360010287,-1.631926004,20.3
Coreopsis_tripteris,4,1,6,1,-0.968375668,-0.251308097,143.902407,0.349594868,0.429045688,-0.286337706,0.740087219,1.231725143,-1.360010287,-1.631926004,20.3
Sorghastrum_nutans,4,1,6,0,0.609346862,-0.054742128,143.902407,0.349594868,0.939641656,-0.546613778,0.740087219,1.231725143,-1.360010287,-1.631926004,20.3
Sorghastrum_nutans,5,1,1,0,0.609346862,-0.054742128,164.668349,0.327945434,-0.132545987,-0.512750074,0.762499696,0.898691498,1.286541266,-1.675695803,20.3
Monarda_punctata,5,1,1,1,0.335709803,-0.480910348,164.668349,0.327945434,-0.285896506,-0.433433742,0.762499696,0.898691498,1.286541266,-1.675695803,20.3
Aster_N-A,5,1,1,1,-0.157500245,-0.134029239,164.668349,0.327945434,-0.235422797,-0.290401144,0.762499696,0.898691498,1.286541266,-1.675695803,20.3
Ratibida_pinnata,5,1,1,1,-1.574433682,-0.964892091,164.668349,0.327945434,-0.805198468,-0.094602966,0.762499696,0.898691498,1.286541266,-1.675695803,20.3
Asclepias_syriaca,5,1,1,1,-0.330814924,-0.535651497,164.668349,0.327945434,-0.338723003,-0.382977227,0.762499696,0.898691498,1.286541266,-1.675695803,20.3
Potentilla_arguta,5,2,1,0,-1.408660338,1.557429113,152.7868398,0.35581243,0.03311061,0.466200443,0.60359192,1.709435149,-0.074550668,-1.820256805,21
Elymus_canadensis,5,2,1,1,-0.290254646,1.932457145,152.7868398,0.35581243,0.414319742,-0.255885657,0.60359192,1.709435149,-0.074550668,-1.820256805,21
Calamagrostis_canadensis,5,2,1,0,0.426864585,1.831630363,152.7868398,0.35581243,0.487328639,-0.1247319,0.60359192,1.709435149,-0.074550668,-1.820256805,21
Rudbeckia_hirta,5,2,1,1,0.137128441,-1.224227009,152.7868398,0.35581243,1.013591101,-0.117403242,0.60359192,1.709435149,-0.074550668,-1.820256805,21
Schizachyrium_scoparium,5,2,1,1,-0.089111616,0.794290674,152.7868398,0.35581243,0.740398083,-0.060137381,0.60359192,1.709435149,-0.074550668,-1.820256805,21
Aster_ericoides,5,2,2,0,0.187198689,-1.405926644,147.6916655,0.392716554,1.587936667,0.698011058,0.873199911,1.659032798,1.026335385,-2.522947674,19.6
Panclum_virgatum,5,2,2,0,1.562773584,-0.568674578,147.6916655,0.392716554,1.604763318,0.481753445,0.873199911,1.659032798,1.026335385,-2.522947674,19.6
Desmodium_canadense,5,2,2,0,1.939097938,0.333434344,147.6916655,0.392716554,1.631832131,0.599103234,0.873199911,1.659032798,1.026335385,-2.522947674,19.6
Desmodium_illinoense,5,2,2,0,0.630407271,-0.099341128,147.6916655,0.392716554,1.626190597,0.676472813,0.873199911,1.659032798,1.026335385,-2.522947674,19.6
Monarda_punctata,5,2,2,1,0.335709803,-0.480910348,147.6916655,0.392716554,1.719453001,0.667690779,0.873199911,1.659032798,1.026335385,-2.522947674,19.6
Monarda_fistulosa,5,0.5,3,1,-0.325757308,0.125305679,178.5673441,0.345205791,-0.444887094,0.260463005,0.573103564,3.434755659,0.431917589,-2.060983376,23.6
Calamagrostis_canadensis,5,0.5,3,0,0.426864585,1.831630363,178.5673441,0.345205791,-0.453593132,0.307487095,0.573103564,3.434755659,0.431917589,-2.060983376,23.6
Aster_ericoides,5,0.5,3,1,0.187198689,-1.405926644,178.5673441,0.345205791,-0.373652076,0.380946116,0.573103564,3.434755659,0.431917589,-2.060983376,23.6
Ratibida_pinnata,5,0.5,3,0,-1.574433682,-0.964892091,178.5673441,0.345205791,-0.02113889,-0.050842202,0.573103564,3.434755659,0.431917589,-2.060983376,23.6
Rudbeckia_hirta,5,0.5,3,1,0.137128441,-1.224227009,178.5673441,0.345205791,0.072669331,0.314815752,0.573103564,3.434755659,0.431917589,-2.060983376,23.6
Rudbeckia_hirta,5,1,3,1,0.137128441,-1.224227009,167.7259159,0.346446408,0.391142,0.055844053,1.282163996,2.795185576,0.437260326,-0.79476269,22.1
Calamagrostis_canadensis,5,1,3,0,0.426864585,1.831630363,167.7259159,0.346446408,-0.135120463,0.048515396,1.282163996,2.795185576,0.437260326,-0.79476269,22.1
Potentilla_arguta,5,1,3,0,-1.408660338,1.557429113,167.7259159,0.346446408,-0.589338491,0.639447739,1.282163996,2.795185576,0.437260326,-0.79476269,22.1
Panclum_virgatum,5,1,3,0,1.562773584,-0.568674578,167.7259159,0.346446408,-0.038352756,-0.094283196,1.282163996,2.795185576,0.437260326,-0.79476269,22.1
Asclepias_tuberosa,5,1,3,0,0.923852944,-1.224220408,167.7259159,0.346446408,0.049325689,0.129604253,1.282163996,2.795185576,0.437260326,-0.79476269,22.1
Coreopsis_tripteris,5,2,3,1,-0.968375668,-0.251308097,153.9018867,0.374346424,0.756297832,0.573514307,0.810511668,1.740248226,0.751747558,-0.541753575,20.3
Lespedeza_capitata,5,2,3,0,-0.518784311,1.336085922,153.9018867,0.374346424,0.847757739,0.345792095,0.810511668,1.740248226,0.751747558,-0.541753575,20.3
Aster_N-A,5,2,3,1,-0.157500245,-0.134029239,153.9018867,0.374346424,1.16401699,0.535587165,0.810511668,1.740248226,0.751747558,-0.541753575,20.3
Andropogon_gerardii,5,2,3,0,1.069288831,0.069143982,153.9018867,0.374346424,1.290209048,0.304644062,0.810511668,1.740248226,0.751747558,-0.541753575,20.3
Sorghastrum_nutans,5,2,3,0,0.609346862,-0.054742128,153.9018867,0.374346424,1.2668938,0.313238235,0.810511668,1.740248226,0.751747558,-0.541753575,20.3
Asclepias_syriaca,5,2,4,0,-0.330814924,-0.535651497,167.4368207,0.356527648,0.272961547,0.376163762,0.914563731,0.547586679,0.04037565,-1.577451028,18.1
Monarda_fistulosa,5,2,4,0,-0.325757308,0.125305679,167.4368207,0.356527648,0.123036692,0.235544415,0.914563731,0.547586679,0.04037565,-1.577451028,18.1
Coreopsis_lanceolata,5,2,4,1,-2.15797621,-1.035854055,167.4368207,0.356527648,0.264993293,0.35729403,0.914563731,0.547586679,0.04037565,-1.577451028,18.1
Ratibida_pinnata,5,2,4,1,-1.574433682,-0.964892091,167.4368207,0.356527648,-0.046057479,0.517081584,0.914563731,0.547586679,0.04037565,-1.577451028,18.1
Asclepias_tuberosa,5,2,4,0,0.923852944,-1.224220408,167.4368207,0.356527648,0.298776806,0.363657362,0.914563731,0.547586679,0.04037565,-1.577451028,18.1
Potentilla_arguta,5,0.5,5,0,-1.408660338,1.557429113,154.5691937,0.347378189,-0.216612359,0.311410559,0.463067247,3.104379784,-0.197774465,-1.301339686,21.4
Coreopsis_tripteris,5,0.5,5,0,-0.968375668,-0.251308097,154.5691937,0.347378189,0.091817611,-0.055423304,0.463067247,3.104379784,-0.197774465,-1.301339686,21.4
Monarda_punctata,5,0.5,5,1,0.335709803,-0.480910348,154.5691937,0.347378189,0.449063059,-0.236383042,0.463067247,3.104379784,-0.197774465,-1.301339686,21.4
Sorghastrum_nutans,5,0.5,5,1,0.609346862,-0.054742128,154.5691937,0.347378189,0.602413579,-0.315699375,0.463067247,3.104379784,-0.197774465,-1.301339686,21.4
Asclepias_syriaca,5,0.5,5,0,-0.330814924,-0.535651497,154.5691937,0.347378189,0.396236562,-0.185926527,0.463067247,3.104379784,-0.197774465,-1.301339686,21.4
Monarda_fistulosa,5,1,5,1,-0.325757308,0.125305679,173.2724284,0.363906391,0.144571579,0.567899864,1.016095887,1.642745794,0.779444682,-1.9680358,21.7
Elymus_canadensis,5,1,5,1,-0.290254646,1.932457145,173.2724284,0.363906391,0.062856645,0.483770196,1.016095887,1.642745794,0.779444682,-1.9680358,21.7
Aster_ericoides,5,1,5,0,0.187198689,-1.405926644,173.2724284,0.363906391,0.215806597,0.688382976,1.016095887,1.642745794,0.779444682,-1.9680358,21.7
Desmodium_canadense,5,1,5,1,1.939097938,0.333434344,173.2724284,0.363906391,0.259702061,0.589475151,1.016095887,1.642745794,0.779444682,-1.9680358,21.7
Coreopsis_tripteris,5,1,5,1,-0.968375668,-0.251308097,173.2724284,0.363906391,-0.009922517,0.839022435,1.016095887,1.642745794,0.779444682,-1.9680358,21.7
Asclepias_tuberosa,5,0.5,6,0,0.923852944,-1.224220408,189.2145223,0.304615259,-1.526072992,-0.301251982,1.524836006,2.71946287,0.700032627,-0.682428831,16.7
Aster_N-A,5,0.5,6,1,-0.157500245,-0.134029239,189.2145223,0.304615259,-1.448588044,-0.1961695,1.524836006,2.71946287,0.700032627,-0.682428831,16.7
Desmodium_canadense,5,0.5,6,0,1.939097938,0.333434344,189.2145223,0.304615259,-1.586682624,-0.407789643,1.524836006,2.71946287,0.700032627,-0.682428831,16.7
Schizachyrium_scoparium,5,0.5,6,1,-0.089111616,0.794290674,189.2145223,0.304615259,-1.457449699,-0.317746321,1.524836006,2.71946287,0.700032627,-0.682428831,16.7
Coreopsis_lanceolata,5,0.5,6,1,-2.15797621,-1.035854055,189.2145223,0.304615259,-0.399916051,-1.467555767,1.524836006,2.71946287,0.700032627,-0.682428831,16.7
Coreopsis_lanceolata,5,1,6,1,-2.15797621,-1.035854055,138.0131845,0.384308693,0.147601704,1.80708646,0.629294989,1.377937195,0.346985529,-2.92622209,18.1
Desmodium_illinoense,5,1,6,1,0.630407271,-0.099341128,138.0131845,0.384308693,1.68231807,0.217097692,0.629294989,1.377937195,0.346985529,-2.92622209,18.1
Lespedeza_capitata,5,1,6,0,-0.518784311,1.336085922,138.0131845,0.384308693,1.509794932,0.161553185,0.629294989,1.377937195,0.346985529,-2.92622209,18.1
Andropogon_gerardii,5,1,6,1,1.069288831,0.069143982,138.0131845,0.384308693,1.95224624,0.120405152,0.629294989,1.377937195,0.346985529,-2.92622209,18.1
Schizachyrium_scoparium,5,1,6,1,-0.089111616,0.794290674,138.0131845,0.384308693,1.817192528,0.229771435,0.629294989,1.377937195,0.346985529,-2.92622209,18.1
Lespedeza_capitata,5,0.5,8,0,-0.518784311,1.336085922,151.6248806,0.354965504,0.443635443,-0.179609826,0.327564568,1.8177567,0.314218941,-2.553767049,22.8
Panclum_virgatum,5,0.5,8,0,1.562773584,-0.568674578,151.6248806,0.354965504,0.594731302,-0.318784687,0.327564568,1.8177567,0.314218941,-2.553767049,22.8
Andropogon_gerardii,5,0.5,8,1,1.069288831,0.069143982,151.6248806,0.354965504,0.886086752,-0.220757859,0.327564568,1.8177567,0.314218941,-2.553767049,22.8
Desmodium_illinoense,5,0.5,8,0,0.630407271,-0.099341128,151.6248806,0.354965504,0.616158581,-0.124065319,0.327564568,1.8177567,0.314218941,-2.553767049,22.8
Elymus_canadensis,5,0.5,8,1,-0.290254646,1.932457145,151.6248806,0.354965504,0.424954698,-0.307139853,0.327564568,1.8177567,0.314218941,-2.553767049,22.8
Desmodium_illinoense,6,2,1,0,0.630407271,-0.099341128,180.7252819,0.347499604,-0.337860465,0.471883271,1.011877859,4.334976284,-0.128069429,1.44132949,19.9
Coreopsis_lanceolata,6,2,1,1,-2.15797621,-1.035854055,180.7252819,0.347499604,0.402387283,-0.213092074,1.011877859,4.334976284,-0.128069429,1.44132949,19.9
Panclum_virgatum,6,2,1,0,1.562773584,-0.568674578,180.7252819,0.347499604,-0.359287744,0.277163903,1.011877859,4.334976284,-0.128069429,1.44132949,19.9
Monarda_punctata,6,2,1,1,0.335709803,-0.480910348,180.7252819,0.347499604,-0.244598061,0.463101237,1.011877859,4.334976284,-0.128069429,1.44132949,19.9
Sorghastrum_nutans,6,2,1,0,0.609346862,-0.054742128,180.7252819,0.347499604,-0.091247541,0.383784904,1.011877859,4.334976284,-0.128069429,1.44132949,19.9
Monarda_punctata,6,0.5,2,1,0.335709803,-0.480910348,163.6959253,0.348509999,0.233146861,0.033815657,1.33502182,2.353950158,0.983438044,-1.878195244,21.7
Coreopsis_lanceolata,6,0.5,2,1,-2.15797621,-1.035854055,163.6959253,0.348509999,-0.026898297,0.264652847,1.33502182,2.353950158,0.983438044,-1.878195244,21.7
Calamagrostis_canadensis,6,0.5,2,1,0.426864585,1.831630363,163.6959253,0.348509999,0.021689471,-0.009323085,1.33502182,2.353950158,0.983438044,-1.878195244,21.7
Schizachyrium_scoparium,6,0.5,2,1,-0.089111616,0.794290674,163.6959253,0.348509999,0.274758916,0.055271434,1.33502182,2.353950158,0.983438044,-1.878195244,21.7
Monarda_fistulosa,6,0.5,2,1,-0.325757308,0.125305679,163.6959253,0.348509999,0.030395509,-0.056347175,1.33502182,2.353950158,0.983438044,-1.878195244,21.7
Asclepias_syriaca,6,2,2,0,-0.330814924,-0.535651497,271.7520869,0.2525129,-2.609934063,-1.729570023,1.514534388,1.976887838,1.874163249,-0.802047759,19.9
Lespedeza_capitata,6,2,2,1,-0.518784311,1.336085922,271.7520869,0.2525129,-0.487116751,-0.582730533,1.514534388,1.976887838,1.874163249,-0.802047759,19.9
Desmodium_canadense,6,2,2,0,1.939097938,0.333434344,271.7520869,0.2525129,-5.03420692,0.540864401,1.514534388,1.976887838,1.874163249,-0.802047759,19.9
Aster_N-A,6,2,2,0,-0.157500245,-0.134029239,271.7520869,0.2525129,-3.009935853,-1.133691945,1.514534388,1.976887838,1.874163249,-0.802047759,19.9
Potentilla_arguta,6,2,2,1,-1.408660338,1.557429113,271.7520869,0.2525129,2.232735838,-2.036792602,1.514534388,1.976887838,1.874163249,-0.802047759,19.9
Aster_N-A,6,0.5,3,1,-0.157500245,-0.134029239,220.6785187,0.304624088,-2.286305936,0.641971837,1.53506017,2.767973914,-0.761785573,-0.24506606,18.1
Asclepias_syriaca,6,0.5,3,0,-0.330814924,-0.535651497,220.6785187,0.304624088,-2.389606143,0.549395755,1.53506017,2.767973914,-0.761785573,-0.24506606,18.1
Rudbeckia_hirta,6,0.5,3,1,0.137128441,-1.224227009,220.6785187,0.304624088,-2.021974573,0.463129156,1.53506017,2.767973914,-0.761785573,-0.24506606,18.1
Andropogon_gerardii,6,0.5,3,1,1.069288831,0.069143982,220.6785187,0.304624088,-2.160113878,0.411028734,1.53506017,2.767973914,-0.761785573,-0.24506606,18.1
Aster_ericoides,6,0.5,3,1,0.187198689,-1.405926644,220.6785187,0.304624088,-2.46829598,0.52925952,1.53506017,2.767973914,-0.761785573,-0.24506606,18.1
Monarda_fistulosa,6,1,3,1,-0.325757308,0.125305679,173.5040535,0.344091393,-0.336768387,0.09889689,1.215216669,2.780116376,1.470412978,-1.439241471,19.6
Asclepias_syriaca,6,1,3,0,-0.330814924,-0.535651497,173.5040535,0.344091393,-0.186843532,0.239516236,1.215216669,2.780116376,1.470412978,-1.439241471,19.6
Monarda_punctata,6,1,3,0,0.335709803,-0.480910348,173.5040535,0.344091393,-0.134017034,0.189059722,1.215216669,2.780116376,1.470412978,-1.439241471,19.6
Ratibida_pinnata,6,1,3,1,-1.574433682,-0.964892091,173.5040535,0.344091393,-0.182705005,0.057276506,1.215216669,2.780116376,1.470412978,-1.439241471,19.6
