"accepted_binomial","latitude","longitude","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_geovalid","species","BIO1","BIO4","BIO12","BIO15"
"Jacobaea alpina",41.68339,13.92025,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1904-01-01,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,,,0,"Jacobaea alpina",6.70696878433228,645.454223632812,794,19.6270923614502
"Jacobaea alpina",46,6.3333,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1861-07-01,"GBIF","BMO","BMO","BMO","OHN",3874,,0,,1,"Jacobaea alpina",7.52190637588501,634.283630371094,1244,12.6049709320068
"Jacobaea alpina",41.71361,13.94944,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1904-01-01,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,,,0,"Jacobaea alpina",6.70696878433228,645.454223632812,794,19.6270923614502
"Jacobaea alpina",46.61889,7.16472,"Asteraceae","Senecio cordifolius (Gouan) Clairv., 1811","Asteraceae","Senecio cordifolius","(Gouan) [Clairv.]","flowering plants","Accepted","Asteraceae","(L.) Moench",1902-07-22,"GBIF","PI","PI","PI","Herbarium Horti Botanici Pisani (PI)",4704,,0,,1,"Jacobaea alpina",6.49484348297119,631.094116210938,1321,10.5575284957886
"Jacobaea alpina",47.38539,13.07102,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",3.53297901153564,609.352416992188,1405,31.5162906646729
"Jacobaea alpina",46.21476,6.69834,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1926-07-17,"GBIF","Muséum d'Histoire Naturelle de Grenoble","Muséum d'Histoire Naturelle de Grenoble","Muséum d'Histoire Naturelle de Grenoble",,2430,,0,,1,"Jacobaea alpina",4.74453115463257,609.844909667969,1511,12.7023992538452
"Jacobaea alpina",46.58333,9.61666,"Asteraceae","Senecio cordatus Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1975-07-19,"MO","MO","MO","MO",,267,0,0,,1,"Jacobaea alpina",1.74910414218903,604.884765625,1287,24.4827461242676
"Jacobaea alpina",47.33,11.187778,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1931-07-16,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",5.37975025177002,635.0283203125,1098,36.6626930236816
"Jacobaea alpina",69.74,19.161,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",2009-08-15,"GBIF","TROM","TROM","TROM","V",4835,,0,,1,"Jacobaea alpina",2.37470746040344,604.285095214844,993,26.254467010498
"Jacobaea alpina",69.6992,18.8832,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",2001-09-18,"GBIF","TROM","TROM","TROM","V",4835,,0,,1,"Jacobaea alpina",2.47902131080627,616.828552246094,1016,27.0588932037354
"Jacobaea alpina",47.444722,11.800833,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1887-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",6.44571876525879,651.88525390625,1223,36.354907989502
"Jacobaea alpina",69.7853,18.4027,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",2010-06-22,"GBIF","TROM","TROM","TROM","V",4835,,0,,1,"Jacobaea alpina",1.8396018743515,591.582092285156,993,25.4777946472168
"Jacobaea alpina",69.6876,18.9867,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",2015-07-27,"GBIF","TROM","TROM","TROM","V",4835,,0,,1,"Jacobaea alpina",2.47902131080627,616.828552246094,1016,27.0588932037354
"Jacobaea alpina",47.005556,11.59,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1878-07-20,"GBIF","LD","LD","LD","General",4544,,0,,0,"Jacobaea alpina",1.38202083110809,612.79833984375,1161,29.6566944122314
"Jacobaea alpina",47.238333,11.431667,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1901-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",6.52855205535889,653.1015625,1083,38.0349464416504
"Jacobaea alpina",69.6906,19.0752,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",2003-06-08,"GBIF","TROM","TROM","TROM","V",4835,,0,,1,"Jacobaea alpina",2.37470746040344,604.285095214844,993,26.254467010498
"Jacobaea alpina",47.8598,9.9868,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1876-06-24,"GBIF","BC","BC","BC","BC-Tremols",4216,,0,,0,"Jacobaea alpina",7.5016040802002,673.074401855469,1150,27.6150951385498
"Jacobaea alpina",46.9748,8.2542,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1876-07-20,"GBIF","BC","BC","BC","BC-Tremols",4216,,0,,1,"Jacobaea alpina",7.16793727874756,607.105529785156,1463,19.5391578674316
"Jacobaea alpina",70.0402843067832,22.2520288414792,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1992-08-31,"GBIF","O","O","O","V",4678,,0,,1,"Jacobaea alpina",0.748099088668823,645.316223144531,559,21.8302593231201
"Jacobaea alpina",47.4,10.3,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1935-09-13,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",5.78489589691162,637.703796386719,1540,26.3554191589355
"Jacobaea alpina",47.5,10.4,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1983-09-15,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",3.65532279014587,612.191223144531,1392,26.320951461792
"Jacobaea alpina",41.94809,14.02984,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1905-01-01,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,0,,1,"Jacobaea alpina",8.00119781494141,646.238159179688,753,17.5202407836914
"Jacobaea alpina",42.48,13.36,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",2002-07-01,"GBIF","VAL","VAL","VAL","VAL",4904,,0,,1,"Jacobaea alpina",8.74635410308838,660.613220214844,867,24.7117481231689
"Jacobaea alpina",46.965872,11.431078,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1884-08-01,"GBIF","TLMF","TLMF","TLMF","Tiroler Landesmuseum Ferdinandeum",3572,,0,,1,"Jacobaea alpina",4.26352071762085,639.224670410156,889,40.3310317993164
"Jacobaea alpina",47.6,11.3,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1978-06-10,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",6.84461450576782,620.363586425781,1330,37.5323295593262
"Jacobaea alpina",42.00333,14.08472,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1905-01-01,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,0,,1,"Jacobaea alpina",6.88813543319702,635.303039550781,797,18.0503578186035
"Jacobaea alpina",42.4878,13.3686,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",2002-07-01,"GBIF","MA","MA","MA","MA",4584,,0,,1,"Jacobaea alpina",8.74635410308838,660.613220214844,867,24.7117481231689
"Jacobaea alpina",47.7,12.3,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1934-08-28,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",7.43132305145264,673.187438964844,1263,32.3556823730469
"Jacobaea alpina",47.5,11.2,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1981-04-17,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",5.56685400009155,611.882690429688,1291,37.2718315124512
"Jacobaea alpina",39.33717,16.43813,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1918-01-01,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,0,,1,"Jacobaea alpina",10.779125213623,606.876525878906,874,50.8998069763184
"Jacobaea alpina",47.4,11.1,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",2005-07-23,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",4.41430187225342,606.726257324219,1289,33.1969757080078
"Jacobaea alpina",45.85833,9.46972,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1900-08-20,"GBIF","PI","PI","PI","Herbarium Horti Botanici Pisani (PI)",4704,,0,,1,"Jacobaea alpina",8.27182292938232,647.035827636719,1151,31.3966941833496
"Jacobaea alpina",47.23645,9.89849,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1902-08-02,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",4.29316663742065,609.178588867188,1488,25.0183925628662
"Jacobaea alpina",47.7,11.5,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1986-08-11,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",7.78234386444092,660.792175292969,1279,34.7801895141602
"Jacobaea alpina",47.6,10.9,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1984-11-01,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",5.7506251335144,603.937133789062,1321,36.7410926818848
"Jacobaea alpina",42.00028,14.07917,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1905-01-01,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,0,,1,"Jacobaea alpina",6.88813543319702,635.303039550781,797,18.0503578186035
"Jacobaea alpina",47.6,10.5,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1934-08-12,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",6.39408349990845,642.987182617188,1374,32.9966087341309
"Jacobaea alpina",47.42417,10.25722,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1902-07-01,"GBIF","PI","PI","PI","Herbarium Horti Botanici Pisani (PI)",4704,,0,,1,"Jacobaea alpina",5.78489589691162,637.703796386719,1540,26.3554191589355
"Jacobaea alpina",70.0411843473663,22.2520287881004,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1994-08-05,"GBIF","TROM","TROM","TROM","V",4835,,0,,1,"Jacobaea alpina",0.748099088668823,645.316223144531,559,21.8302593231201
"Jacobaea alpina",39.38364,16.550531,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1950-06-20,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,0,,1,"Jacobaea alpina",9.66574001312256,602.842041015625,847,49.1436424255371
"Jacobaea alpina",47.566667,15.983333,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1895-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",5.79795837402344,655.266418457031,1102,29.8339595794678
"Jacobaea alpina",48.26769,15.74424,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1871-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Jacobaea alpina",9.34745788574219,742.424072265625,586,39.1160087585449
"Jacobaea alpina",42.3928,13.8262,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1872-07-04,"GBIF","BC","BC","BC","BC-Tremols",4216,,0,,1,"Jacobaea alpina",8.5723123550415,641.992553710938,847,20.4832878112793
"Jacobaea alpina",47.124167,11.408611,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1893-08-01,"GBIF","TLMF","TLMF","TLMF","Tiroler Landesmuseum Ferdinandeum",3572,,0,,1,"Jacobaea alpina",4.23743724822998,627.904479980469,1009,38.4079475402832
"Jacobaea alpina",46.96194,9.91944,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1949-08-17,"GBIF","W","W","W","Herbarium W",4913,,0,,1,"Jacobaea alpina",1.60910415649414,607.6865234375,1284,23.9377136230469
"Jacobaea alpina",46.970389,9.917667,"Asteraceae","Jacobaea alpina subsp. alpina","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1962-07-24,"GBIF","AK","AK","AK","AK",4174,,0,,1,"Jacobaea alpina",1.60910415649414,607.6865234375,1284,23.9377136230469
"Jacobaea alpina",46.988,11.409,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1938-06-28,"GBIF","TLMF","TLMF","TLMF","Tiroler Landesmuseum Ferdinandeum",3572,,0,,1,"Jacobaea alpina",4.26352071762085,639.224670410156,889,40.3310317993164
"Jacobaea alpina",47.4,10.7,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1967-09-05,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",4.69266653060913,617.892944335938,1247,33.023796081543
"Lepidaploa remotiflora",-13.366667,-41.766667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1992-04-02,"GBIF","UEFS","UEFS","UEFS","HUEFS",1909,,0,,1,"Lepidaploa remotiflora",20.4302806854248,123.85652923584,875,67.9100036621094
"Lepidaploa remotiflora",-13.25,-43.416667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2003-04-30,"GBIF","Universidade Federal da Bahia","Universidade Federal da Bahia","Universidade Federal da Bahia","ALCB",2197,,0,,1,"Lepidaploa remotiflora",25.5665721893311,97.3373260498047,819,93.9085006713867
"Lepidaploa remotiflora",-12.274444,-44.5625,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-05-15,"GBIF","UnB","UnB","UnB","UB",3029,,0,,1,"Lepidaploa remotiflora",23.0693550109863,114.332672119141,1057,85.3421859741211
"Lepidaploa remotiflora",-10.833333,-39.533333,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2003-08-16,"GBIF","Comissão Executiva do Plano da Lavoura Cacaueira","Comissão Executiva do Plano da Lavoura Cacaueira","Comissão Executiva do Plano da Lavoura Cacaueira","CEPEC",1891,,0,,1,"Lepidaploa remotiflora",23.9355525970459,181.628082275391,543,40.5041618347168
"Lepidaploa remotiflora",-13.3,-41.85,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1992-05-02,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",19.0424060821533,117.93318939209,1063,72.3188095092773
"Lepidaploa remotiflora",-8.001944,-35.292778,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2004-07-10,"GBIF","UFRPE","UFRPE","UFRPE","PEUFR",3025,,0,,1,"Lepidaploa remotiflora",23.8641147613525,119.451637268066,1112,65.0653915405273
"Lepidaploa remotiflora",-25.41666,-55.91666,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1991-01-12,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",21.7248954772949,353.341125488281,1589,25.9260673522949
"Lepidaploa remotiflora",-12.832777,-47.628888,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2004-03-31,"GBIF","Cenargen","Cenargen","Cenargen","CEN",1698,,0,,1,"Lepidaploa remotiflora",25.2653656005859,99.8321762084961,1399,87.8215713500977
"Lepidaploa remotiflora",-13.0272,-41.4436,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2009-07-04,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",19.6343860626221,126.451766967773,947,57.8398513793945
"Lepidaploa remotiflora",-13.3833333,-43.2166667,"ASTERACEAE","Vernonia remotiflora (DC.) Baker in Mart.","Asteraceae","Vernonia remotiflora","L.C.Rich.","flowering plants","Accepted","Asteraceae","(Rich.) H.Rob.",1980-04-16,"SpeciesLink","JBRJ","JBRJ","JBRJ","JBRJ_RB",238,0,0,,1,"Lepidaploa remotiflora",25.1268653869629,102.638046264648,874,93.9402084350586
"Lepidaploa remotiflora",-11.940833,-44.911111,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-05-13,"GBIF","UnB","UnB","UnB","UB",3029,,0,,1,"Lepidaploa remotiflora",24.0424175262451,117.812980651855,1011,91.6132736206055
"Lepidaploa remotiflora",-9.4,-40.5,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2009-06-13,"GBIF","Universidade Federal Rural de Pernambuco","Universidade Federal Rural de Pernambuco","Universidade Federal Rural de Pernambuco","HST",3907,,0,,0,"Lepidaploa remotiflora",25.3748435974121,133.404525756836,514,89.742919921875
"Lepidaploa remotiflora",-6.313611,-50.455,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2010-05-21,"GBIF","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","BHCB",2017,,0,,1,"Lepidaploa remotiflora",23.513635635376,41.9642372131348,1911,60.8515968322754
"Lepidaploa remotiflora",-12.230056,-43.88725,"Asteraceae","Vernonia hirtiflora Sch.Bip. ex Baker","Asteraceae","Vernonia hirtiflora","Sch. Bip. ex Baker","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1996-09-06,"GBIF","UNICAMP","UNICAMP","UNICAMP","UEC",2660,,0,,1,"Lepidaploa remotiflora",22.7295112609863,107.839286804199,970,87.7517013549805
"Lepidaploa remotiflora",-13.383333,-41.783333,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1994-05-12,"GBIF","UEFS","UEFS","UEFS","HUEFS",1909,,0,,1,"Lepidaploa remotiflora",20.4302806854248,123.85652923584,875,67.9100036621094
"Lepidaploa remotiflora",10.797222,-85.352778,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1992-11-03,"GBIF","INBio","INBio","INBio","Plantae",3400,,0,,1,"Lepidaploa remotiflora",24.5684795379639,74.7832260131836,1909,85.283935546875
"Lepidaploa remotiflora",-6.708056,-47.583611,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2008-04-17,"GBIF","UFU","UFU","UFU","HUFU",2298,,0,,1,"Lepidaploa remotiflora",25.3188323974609,50.9491195678711,1648,72.9338150024414
"Lepidaploa remotiflora",-6.3325,-50.161667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2010-05-24,"GBIF","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","BHCB",2017,,0,,1,"Lepidaploa remotiflora",24.5773639678955,44.3848342895508,1853,61.5725936889648
"Lepidaploa remotiflora",-8.434167,-37.001667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2006-09-14,"GBIF","IPA","IPA","IPA","IPA",4497,,0,,1,"Lepidaploa remotiflora",21.9830722808838,145.458023071289,697,63.1244201660156
"Lepidaploa remotiflora",-10.535277,-45.194444,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2018-04-30,"GBIF","Cenargen","Cenargen","Cenargen","CEN",1698,,0,,1,"Lepidaploa remotiflora",23.9920825958252,112.604042053223,1074,86.8977432250977
"Lepidaploa remotiflora",-25.18333,-56,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1994-01-27,"MO","MO, PY","MO, PY","MO, PY",,267,0,0,,1,"Lepidaploa remotiflora",21.8057594299316,351.670776367188,1571,26.1750030517578
"Lepidaploa remotiflora",5.45,-55.2,"Asteraceae","Asteraceae Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1912-07-05,"U","U","U","U",,331,0,0,,1,"Lepidaploa remotiflora",26.7975215911865,67.4514465332031,2253,41.3535919189453
"Lepidaploa remotiflora",-25.21666,-55.91666,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1991-01-12,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",21.8057594299316,351.670776367188,1571,26.1750030517578
"Lepidaploa remotiflora",-6.296111,-49.909444,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2012-03-10,"GBIF","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","BHCB",2017,,0,,1,"Lepidaploa remotiflora",25.2271766662598,48.3341941833496,1839,61.3232460021973
"Lepidaploa remotiflora",-18.41944,-49.21528,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1959-02-02,"NY","NY","NY","NY","Herbarium",251,0,0,,1,"Lepidaploa remotiflora",23.3821239471436,173.643051147461,1487,80.8416213989258
