"accepted_binomial","latitude","longitude","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_geovalid","species","BIO1","BIO4","BIO12","BIO15"
"Lepidaploa remotiflora",5.333333333,-55.5,"Asteraceae","Asteraceae Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1982-06-01,"U","U","U","U",,331,,0,,0,"Lepidaploa remotiflora",26.6883850097656,67.3981552124023,2258,40.9992027282715
"Lepidaploa remotiflora",-20.33,-43.954722,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2007-06-23,"GBIF","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","BHCB",2017,,0,,1,"Lepidaploa remotiflora",18.3697605133057,189.355392456055,1559,85.6952285766602
"Lepidaploa remotiflora",-15.755833,-41.791111,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2018-03-05,"GBIF","Cenargen","Cenargen","Cenargen","CEN",1698,,0,,1,"Lepidaploa remotiflora",20.3603229522705,170.36393737793,840,88.2912826538086
"Lepidaploa remotiflora",-20.114447,-43.96195,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2018-05-18,"GBIF","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","BHCB",2017,,0,,1,"Lepidaploa remotiflora",18.9548015594482,184.573745727539,1575,86.1081466674805
"Lepidaploa remotiflora",-20.04875,-43.488889,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2010-12-16,"GBIF","UFOP","UFOP","UFOP","OUPR",2191,,0,,1,"Lepidaploa remotiflora",19.0969161987305,210.209289550781,1484,82.3883666992188
"Lepidaploa remotiflora",-20.257111,-46.936472,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2015-04-25,"GBIF","Universidade Tecnológica Federal do Paraná","Universidade Tecnológica Federal do Paraná","Universidade Tecnológica Federal do Paraná","HCF",2824,,0,,1,"Lepidaploa remotiflora",20.4959678649902,207.647186279297,1562,79.9737777709961
"Lepidaploa remotiflora",-18.1833333,-39.7333333,"ASTERACEAE","Vernonia remotiflora (DC.) Baker in Mart.","Asteraceae","Vernonia remotiflora","L.C.Rich.","flowering plants","Accepted","Asteraceae","(Rich.) H.Rob.",1984-07-26,"SpeciesLink","JBRJ","JBRJ","JBRJ","JBRJ_RB",238,0,0,,1,"Lepidaploa remotiflora",24.0103950500488,174.184616088867,1407,33.2237739562988
"Lepidaploa remotiflora",10.225,-68.233333,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1996-11-01,"GBIF","ICN","ICN","ICN","COL",4487,,0,,1,"Lepidaploa remotiflora",22.2318019866943,47.3646697998047,1080,57.2675971984863
"Lepidaploa remotiflora",-26.48305,-57.06944,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2000-11-30,"MO","MO","MO","MO",,267,0,0,,1,"Lepidaploa remotiflora",21.9889583587646,388.212677001953,1486,22.8111610412598
"Lepidaploa remotiflora",5.7,-55.3666667,"Asteraceae","Asteraceae Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1915-05-17,"U","U","U","U",,331,,0,,0,"Lepidaploa remotiflora",26.840030670166,62.7583541870117,2128,41.9797668457031
"Lepidaploa remotiflora",-6.344656,-50.409264,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2019-05-21,"GBIF","MPEG","MPEG","MPEG","HERBMG",583,,0,,1,"Lepidaploa remotiflora",24.4327087402344,40.3383331298828,1913,59.5722618103027
"Lepidaploa remotiflora",-9.578056,-55.915556,"Asteraceae","Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2007-05-04,"SpeciesLink","USP","USP","USP","SPF",247,0,0,,1,"Lepidaploa remotiflora",26.603157043457,64.2711486816406,2217,70.9660949707031
"Lepidaploa remotiflora",-17.969167,-63.188889,"Asteraceae","Vernonia setososquamosa Hieron.","Asteraceae","Vernonia setososquamosa","Hieron.","flowering plants","Accepted","Asteraceae","(Rich.) H.Rob.",2006-03-30,"GBIF","UTEP","UTEP","UTEP","Plant specimens",4897,,0,,1,"Lepidaploa remotiflora",23.9136257171631,231.593612670898,1166,49.0521392822266
"Lepidaploa remotiflora",5.86667,-60.5667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1985-10-18,"GBIF","US","US","US","Botany",4885,,0,,0,"Lepidaploa remotiflora",23.6645736694336,50.0852851867676,2097,41.4231910705566
"Lepidaploa remotiflora",-17.704833,-44.488056,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2012-04-29,"GBIF","USP","USP","USP","SPF",4893,,0,,1,"Lepidaploa remotiflora",20.2414894104004,174.355514526367,1090,91.2551193237305
"Lepidaploa remotiflora",-14.5,-56.25,"Compositae","Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-05-17,"SpeciesLink","UnB","UnB","UnB","UB",201,0,0,,1,"Lepidaploa remotiflora",23.8817596435547,97.7441940307617,1559,68.5795135498047
"Lepidaploa remotiflora",-17.8,-63.333333,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1995-04-30,"GBIF","FLAS","FLAS","FLAS",,4393,,0,,1,"Lepidaploa remotiflora",24.1333541870117,232.040863037109,1257,47.8455467224121
"Lepidaploa remotiflora",-18.866667,-48.456944,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2014-05-01,"GBIF","UFU","UFU","UFU","HUFU",2298,,0,,1,"Lepidaploa remotiflora",21.7918643951416,157.014739990234,1540,82.4442749023438
"Lepidaploa remotiflora",-20.1389,-44.8839,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2013-04-22,"GBIF","Instituto de Botânica","Instituto de Botânica","Instituto de Botânica","SP",1083,,0,,1,"Lepidaploa remotiflora",20.9113845825195,217.365966796875,1429,85.3604049682617
"Lepidaploa remotiflora",5.8,-60.73333333,"Asteraceae","Asteraceae Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-06-12,"U","U","U","U",,331,,0,,0,"Lepidaploa remotiflora",22.9537296295166,48.0784034729004,2054,48.579418182373
"Lepidaploa remotiflora",-18.292833,-43.553694,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2012-12-10,"GBIF","USP","USP","USP","SPF",4893,,0,,1,"Lepidaploa remotiflora",18.6961460113525,178.527404785156,1394,88.422966003418
"Lepidaploa remotiflora",-16.833889,-43.045556,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2008-05-16,"GBIF","UFU","UFU","UFU","HUFU",2298,,0,,1,"Lepidaploa remotiflora",20.6859264373779,168.641372680664,1025,94.0935211181641
"Lepidaploa remotiflora",-18.304111,-43.556472,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2009-02-09,"GBIF","USP","USP","USP","SPF",4893,,0,,1,"Lepidaploa remotiflora",18.6961460113525,178.527404785156,1394,88.422966003418
"Lepidaploa remotiflora",-24.78333,-57.8,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1994-07-30,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",23.1631355285645,365.092224121094,1118,42.0822296142578
"Lepidaploa remotiflora",-18.292778,-43.553611,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2012-12-10,"GBIF","JBRJ","JBRJ","JBRJ","RB",3364,,0,,1,"Lepidaploa remotiflora",18.6961460113525,178.527404785156,1394,88.422966003418
"Lepidaploa remotiflora",5.73333,-61.1667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-05-25,"GBIF","US","US","US","Botany",4885,,0,,0,"Lepidaploa remotiflora",21.3583335876465,50.845516204834,2091,48.0832786560059
"Lepidaploa remotiflora",-17.88333,-63.1,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1988-06-30,"MO","MO","MO","MO",,267,0,0,,1,"Lepidaploa remotiflora",24.3581771850586,235.898193359375,1117,48.4570274353027
"Lepidaploa remotiflora",-20.284861,-43.450917,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2018-04-20,"GBIF","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","BHCB",2017,,0,,1,"Lepidaploa remotiflora",19.496509552002,214.901947021484,1425,82.4823226928711
"Lepidaploa remotiflora",-17.8,-63.33333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1995-04-30,"MO","USZ","USZ","USZ",,267,0,0,,1,"Lepidaploa remotiflora",24.1333541870117,232.040863037109,1257,47.8455467224121
"Lepidaploa remotiflora",-28.3575,-55.0275,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2016-01-07,"GBIF","Cenargen","Cenargen","Cenargen","CEN",1698,,0,,0,"Lepidaploa remotiflora",20.3545837402344,400.586273193359,1885,9.25954627990723
"Lepidaploa remotiflora",5.86667,-60.6167,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1985-10-18,"GBIF","US","US","US","Botany",4885,,0,,0,"Lepidaploa remotiflora",23.6645736694336,50.0852851867676,2097,41.4231910705566
"Lepidaploa remotiflora",-14.583333,-56.233333,"Compositae","Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-05-17,"SpeciesLink","UnB","UnB","UnB","UB",201,0,0,,1,"Lepidaploa remotiflora",23.8817596435547,97.7441940307617,1559,68.5795135498047
"Lepidaploa remotiflora",-23.78138,-56.05416,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1996-10-31,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",22.8771152496338,319.963134765625,1552,31.4541149139404
"Lepidaploa remotiflora",5.16667,-59.4833,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1988-03-29,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",24.484561920166,58.932014465332,2188,51.7580337524414
"Lepidaploa remotiflora",5.7,-55.2333333,"Asteraceae","Asteraceae Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1935-07-02,"U","U","U","U",,331,0,0,,1,"Lepidaploa remotiflora",26.9799480438232,63.2901954650879,2152,40.8626327514648
"Lepidaploa remotiflora",-6.158056,-50.171111,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2016-06-12,"GBIF","MPEG","MPEG","MPEG","HERBMG",583,,0,,1,"Lepidaploa remotiflora",23.7483234405518,44.2431564331055,1892,61.8420257568359
"Lepidaploa remotiflora",-17.4475,-63.83333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2004-07-11,"MO","MO","MO","MO",,267,,0,,0,"Lepidaploa remotiflora",24.3332710266113,230.207595825195,1637,52.4619255065918
"Lepidaploa remotiflora",-26.27388,-55.76305,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1999-12-14,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",21.650520324707,367.47998046875,1565,23.4232864379883
"Lepidaploa remotiflora",-26.17,-55.33,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",,"GBIF","US","US","US","Botany",4885,,0,,0,"Lepidaploa remotiflora",20.750020980835,369.063385009766,1616,20.0669021606445
"Lepidaploa remotiflora",-26.25027,-55.765,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1999-12-13,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",21.650520324707,367.47998046875,1565,23.4232864379883
"Lepidaploa remotiflora",-23.79833,-56.14972,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1998-03-13,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",22.8771152496338,319.963134765625,1552,31.4541149139404
"Lepidaploa remotiflora",-12.5,-56.25,"Compositae","Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-06-08,"SpeciesLink","UnB","UnB","UnB","UB",201,0,0,,1,"Lepidaploa remotiflora",24.3586044311523,83.2276992797852,2145,80.4120864868164
"Lepidaploa remotiflora",-20.8833333,-42,"ASTERACEAE","Vernonia remotiflora (DC.) Baker in Mart.","Asteraceae","Vernonia remotiflora","L.C.Rich.","flowering plants","Accepted","Asteraceae","(Rich.) H.Rob.",1990-04-14,"SpeciesLink","JBRJ","JBRJ","JBRJ","JBRJ_RB",238,0,0,,1,"Lepidaploa remotiflora",20.3978652954102,232.829727172852,1239,71.0069274902344
"Lepidaploa remotiflora",-26.16666,-55.28333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1989-01-01,"MO","MO","MO","MO",,267,,0,,0,"Lepidaploa remotiflora",21.1370944976807,371.579559326172,1636,20.9004535675049
"Lepidaploa remotiflora",-6.344167,-50.409167,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2016-05-05,"GBIF","MPEG","MPEG","MPEG","HERBMG",583,,0,,0,"Lepidaploa remotiflora",24.4327087402344,40.3383331298828,1913,59.5722618103027
"Lepidaploa remotiflora",13.8166667,-89.9333333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-10-26,"MO","MO","MO","MO",,267,0,0,,1,"Lepidaploa remotiflora",25.6308898925781,77.7482528686523,1772,95.0842361450195
"Lepidaploa remotiflora",4.7,-59.8,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1989-03-13,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",23.0084266662598,47.695743560791,2052,58.1638412475586
"Lepidaploa remotiflora",-7.556944,-50.172222,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2016-05-07,"GBIF","MPEG","MPEG","MPEG","HERBMG",583,,0,,0,"Lepidaploa remotiflora",25.2547187805176,41.7256813049316,1929,62.9301719665527
"Lepidaploa remotiflora",-26.16666,-55.46666,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-11-25,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",21.0450305938721,365.120483398438,1620,22.3003711700439
"Lepidaploa remotiflora",10.891667,-85.858333,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2004-11-11,"GBIF","INBio","INBio","INBio","Plantae",3400,,0,,1,"Lepidaploa remotiflora",26.1428489685059,69.1506881713867,1634,96.2291946411133
"Lepidaploa remotiflora",-25.2,-57.11666,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1991-02-08,"MO","FCQ, MO","FCQ, MO","FCQ, MO",,267,0,0,,1,"Lepidaploa remotiflora",22.6629276275635,363.581146240234,1473,35.0868606567383
"Lepidaploa remotiflora",-25.86666,-57.13333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1992-01-27,"MO","MO, PY","MO, PY","MO, PY",,267,0,0,,1,"Lepidaploa remotiflora",21.8535842895508,373.038421630859,1479,26.3067855834961
"Lepidaploa remotiflora",-25.63333,-57.38333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-01-13,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",22.3731670379639,368.632598876953,1475,31.1189308166504
"Lepidaploa remotiflora",-9.3225,-56.7975,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2012-04-20,"GBIF","UNEMAT","UNEMAT","UNEMAT","HERBAM",2536,,0,,1,"Lepidaploa remotiflora",26.383228302002,51.9254684448242,2100,69.7899169921875
"Lepidaploa remotiflora",-25.61666,-57.43333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-12-08,"MO","AS, MO","AS, MO","AS, MO",,267,,0,,0,"Lepidaploa remotiflora",22.3731670379639,368.632598876953,1475,31.1189308166504
"Lepidaploa remotiflora",-23.6325,-55.01556,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1993-02-08,"NY","NY","NY","NY","Herbarium",251,,0,,0,"Lepidaploa remotiflora",21.800666809082,308.695495605469,1639,29.9655895233154
"Lepidaploa remotiflora",-14.354722,-59.441944,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2013-05-15,"GBIF","UFU","UFU","UFU","HUFU",2298,,0,,1,"Lepidaploa remotiflora",23.4087505340576,121.154647827148,1756,73.5298233032227
"Lepidaploa remotiflora",-26.05,-56.83333,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1989-03-18,"MO","MO, PY","MO, PY","MO, PY",,267,0,0,,1,"Lepidaploa remotiflora",21.6359996795654,366.864105224609,1435,24.4441680908203
"Lepidaploa remotiflora",-25.15,-57.5,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-02-25,"MO","AS, MO","AS, MO","AS, MO",,267,,0,,0,"Lepidaploa remotiflora",22.9421882629395,360.813568115234,1376,35.8390884399414
"Lepidaploa remotiflora",-25.13333,-57.25,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-06-09,"MO","AS, MO","AS, MO","AS, MO",,267,0,0,,1,"Lepidaploa remotiflora",22.9124164581299,361.825805664062,1419,36.2260704040527
"Lepidaploa remotiflora",-25.63,-57.38,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-01-13,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",22.3731670379639,368.632598876953,1475,31.1189308166504
"Lepidaploa remotiflora",-25.13,-57.25,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1999-05-26,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",22.9124164581299,361.825805664062,1419,36.2260704040527
"Lepidaploa remotiflora",-25.41666,-57.16666,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1987-09-23,"MO","FCQ, MO","FCQ, MO","FCQ, MO",,267,0,0,,1,"Lepidaploa remotiflora",21.9696464538574,360.376708984375,1492,34.5486068725586
"Lepidaploa remotiflora",-25.28333,-57.41666,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1990-01-07,"MO","AS, MO","AS, MO","AS, MO",,267,,0,,0,"Lepidaploa remotiflora",22.767822265625,361.11767578125,1418,33.8604431152344
"Lepidaploa remotiflora",5.45,-53.26,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1992-03-26,"GBIF","US","US","US","Botany",4885,,0,,1,"Lepidaploa remotiflora",26.0279273986816,53.5656661987305,2657,47.3765411376953
"Lepidaploa remotiflora",-26,-56.8,"Asteraceae","Lepidaploa remotiflora (Rich.) H. Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1989-06-04,"MO","MO, PY","MO, PY","MO, PY",,267,0,0,,1,"Lepidaploa remotiflora",21.6359996795654,366.864105224609,1435,24.4441680908203
"Lepidaploa remotiflora",-14.233333,-56.916667,"Compositae","Lepidaploa remotiflora","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",1997-05-18,"SpeciesLink","UnB","UnB","UnB","UB",201,0,0,,1,"Lepidaploa remotiflora",24.2452297210693,89.5028839111328,1770,74.6442718505859
"Lepidaploa remotiflora",-12.240278,-56.016667,"Asteraceae","Lepidaploa remotiflora (Rich.) H.Rob.","Asteraceae","Lepidaploa remotiflora","(Rich.) H. Rob.","flowering plants","Accepted","Asteraceae","(Rich.) H. Rob.",2015-04-09,"GBIF","JBRJ","JBRJ","JBRJ","RB",3364,,0,,1,"Lepidaploa remotiflora",24.5383758544922,80.546272277832,2107,79.1746597290039
