",""species"",""region"",""biome"",""spines"",""hmax"",""sla"",""woo"",""ref.sla"",""ref.woo"",""ref.hmax"",""mat"",""map"",""rs"",""nfires"",""avgfrp"",""cec"",""cly"",""crf"",""orc"",""ph"",""slt"",""snd"""
"508,""Dimorphandra parviflora"",""Neotropical"",""forest"","""",NA,NA,1,"""",""Zanneetal2009"","""",26.337475,2083,50.918275,73.50465,33.23135,8.625,36.375,1.625,20.25,44.75,23.25,40.25"
"509,""Dimorphandra macrostachya"",""Neotropical"",""forest"","""",NA,NA,0.6,"""",""Zanneetal2009"","""",25.1756384615385,2215.38461538462,59.1680384615385,12.9006384615385,11.2962946153846,10.2083333333333,29.1666666666667,5.04166666666667,23.2916666666667,48.25,20.1666666666667,50.4583333333333"
"510,""Crudia glaberrima"",""Neotropical"",""forest"","""",NA,NA,0.785,"""",""Zanneetal2009"","""",25.703125,1886,56.764375,17.135025,20.917725,12.25,30.875,1.375,16,48.875,27.75,41.5"
"511,""Crudia amazonica"",""Neotropical"",""forest"","""",NA,NA,0.835,"""",""Zanneetal2009"","""",26.5349125,2437.125,43.3566,10.4278625,10.5271125,11.0833333333333,30.9166666666667,1.58333333333333,18.8333333333333,46.0833333333333,32.6666666666667,36.6666666666667"
"512,""Bowdichia virgilioides"",""Neotropical"",""savanna"",""n"",NA,10.40466667,0.558,""Cianciarusoetal2013/Miatto&Batala2016"",""Abeetal2018/Barbosa&Fearnside2004"","""",23.5577404761905,1326.0119047619,67.9367273809524,34.752794047619,24.0151738095238,9.86309523809524,29.8392857142857,5.17857142857143,13.8988095238095,55.2142857142857,18.3095238095238,51.9166666666667"
"513,""Bowdichia nitida"",""Neotropical"",""forest"","""",NA,NA,0.803333333,"""",""Zanneetal2009"","""",26.1597222222222,1997.44444444444,60.3762,47.5818666666667,16.0237888888889,8.33333333333333,34.2777777777778,4.38888888888889,12.8333333333333,47,21.8333333333333,43.8333333333333"
"514,""Dichrostachys cinerea"",""Afrotropical"",""savanna"",""y"",12,8.123085056,0.906790815,""Higginsetal2012/Plasetal2012/Zizkaetal2014"",""Higginsetal2012/Plasetal2012"",""JStorPlants"",23.161203021148,775.057401812689,97.7459075528701,30.0068498452012,25.4562656748466,13.430981595092,25.7852760736196,10.7561349693252,9.25460122699386,64.5153374233129,14.6104294478528,59.6073619631902"
"515,""Cedrelinga cateniformis"",""Neotropical"",""forest"","""",40,NA,0.503824366,"""",""Zanneetal2009"",""FloradoBrasil"",25.3492363636364,2633.45454545455,37.2344272727273,6.4035,7.5956,10.8636363636364,31.1818181818182,3.81818181818182,22.2272727272727,48.3636363636364,23.6363636363636,45.0454545454545"
"516,""Isoberlinia angolensis"",""Afrotropical"",""forest"",""n"",18,38.3,NA,""Vyniaetal2012"","""",""JStorPlants"",21.0325476190476,1065.90476190476,100.663161904762,107.153514285714,23.6804142857143,6.97619047619048,27.1190476190476,8.33333333333333,8.40476190476191,56.3095238095238,10.7857142857143,62.1190476190476"
"517,""Isoberlinia scheffleri"",""Afrotropical"",""forest"",""n"",46,NA,0.6888,"""",""Zanneetal2009"",""JStorPlants"",25.2,1455,89.3977,22.8436,17.2261,12,35.5,3.5,8.5,63.5,14,50.5"
"518,""Alexa imperatricis"",""Neotropical"",""forest"","""",NA,NA,0.487164286,"""",""Zanneetal2009"","""",25.359375,2034.75,49.011875,0.248,6.125,11.75,34.5,9.625,29.625,49.375,22.75,43.125"
"519,""Alexa grandiflora"",""Neotropical"",""forest"","""",NA,NA,0.632,"""",""Zanneetal2009"","""",25.8194555555556,2186.33333333333,62.3593,12.3709,19.5412222222222,9.05555555555556,37.3888888888889,4.77777777777778,13.3888888888889,48.7777777777778,19.2222222222222,43.2222222222222"
"520,""Anthonotha macrophylla"",""Afrotropical"",""forest"",""n"",30,NA,0.841702363,"""",""Zanneetal2009"",""CJB"",24.9463409090909,1951.98484848485,68.3523924242424,23.4200246153846,11.7204841538462,13.25,32.5151515151515,14.4090909090909,24.5530303030303,50.6363636363636,18.1893939393939,49.2954545454545"
"521,""Anthonotha fragrans"",""Afrotropical"",""forest"",""n"",40,NA,0.529142639,"""",""Zanneetal2009"",""CJB"",24.8246964285714,2000.17857142857,62.1469321428571,2.733775,5.80618964285714,11.4821428571429,34.1964285714286,18.0178571428571,25.2142857142857,48.625,17.5,48.3928571428571"
"522,""Cylicodiscus gabunensis"",""Afrotropical"",""forest"",""y"",61,NA,0.789934434,"""",""Zanneetal2009"",""JStorPlants"",25.1770833333333,1928.5,65.0766,18.2084666666667,3.09491833333333,10.75,34.8333333333333,14.3333333333333,25.1666666666667,48.0833333333333,17.1666666666667,47.9166666666667"
"523,""Bussea occidentalis"",""Afrotropical"",""forest"",""n"",30,NA,0.791960663,"""",""Zanneetal2009"",""JStorPlants"",24.7818869565217,1842.47826086957,61.6202391304348,21.267547826087,10.3814117391304,10.2826086956522,28.9347826086957,22.5434782608696,16.2391304347826,52.195652173913,20.3478260869565,50.7826086956522"
"524,""Hydrochorea corymbosa"",""Neotropical"",""forest"",""n"",NA,NA,0.47,"""",""Zanneetal2009"","""",26.2240673469388,2192.0612244898,56.006787755102,18.8670367346939,17.0773224489796,9.51086956521739,30.3695652173913,4.34782608695652,25.4021739130435,48.5760869565217,22.3152173913043,47.3586956521739"
"525,""Hydrochorea gonggrijpii"",""Neotropical"",""forest"","""",NA,NA,0.58,"""",""Zanneetal2009"","""",24.8279714285714,2124.85714285714,48.1758428571429,11.6324,8.3224,13.5,34.5,8.5,31.5714285714286,48.2857142857143,23.2857142857143,42.5714285714286"
"526,""Hydrochorea marginata"",""Neotropical"",""forest"","""",17,NA,NA,"""","""",""Oliveira-Filhoetal2007"",26.5413384615385,2621,39.8497307692308,1.22329230769231,3.65897461538462,9.33333333333333,28.0833333333333,2.875,40.5416666666667,46,24.2916666666667,47.7083333333333"
"527,""Abarema jupunba"",""Neotropical"",""forest"",""n"",NA,NA,0.585128571,"""",""Zanneetal2009"","""",25.3661258064516,2464.54838709677,51.8535032258064,44.1965333333333,13.5033033333333,13.90625,32.78125,5.921875,31.203125,50.328125,22.984375,44.28125"
"528,""Abarema macradenia"",""Neotropical"",""forest"","""",NA,NA,0.438331582,"""",""Zanneetal2009"","""",24.85625,2867.5,67.449625,7.9414,9.841675,29.75,35.875,7.25,42,57,27.75,36.375"
"529,""Copaifera elliptica"",""Neotropical"",""savanna"",""n"",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",25.16418,1423.4,89.27754,33.2025,30.2312,8.9,25.1,3.5,9.9,54.3,19.6,55.3"
"530,""Copaifera pubiflora"",""Neotropical"",""forest"","""",NA,NA,0.637315,"""",""Zanneetal2009"","""",26.4333375,2328.125,70.519225,19.8574625,28.481775,8.75,30.375,9.4375,12.25,52.4375,26.625,43"
"531,""Copaifera guyanensis"",""Neotropical"",""forest"",""n"",NA,NA,0.617315,"""",""Zanneetal2009"","""",26.0625333333333,2138.33333333333,54.0445333333333,0.3306,2.63333333333333,6.83333333333333,32.6666666666667,7.33333333333333,12.3333333333333,47.3333333333333,19.3333333333333,48"
"532,""Copaifera multijuga"",""Neotropical"",""forest"",""n"",NA,NA,0.642,"""",""Zanneetal2009"","""",26.47042,2349.1,44.02299,101.07495,16.950127,11.6111111111111,35.3333333333333,2.66666666666667,24.6666666666667,44.4444444444444,23.6666666666667,41.1666666666667"
"533,""Copaifera reticulata"",""Neotropical"",""forest"",""n"",60,NA,0.6075,"""",""Zanneetal2009"",""FloradoBrasil"",24.8351888888889,1790.33333333333,62.6813,45.4897888888889,40.2714666666667,11.375,27.5,5.1875,19.375,51.0625,22.5625,49.6875"
"534,""Copaifera malmei"",""Neotropical"",""savanna"",""n"",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",25.76875,1647,80.10635,80.5168,37.84925,7,24.5,2.5,11,52.25,19.25,56"
"535,""Copaifera officinalis"",""Neotropical"",""forest"","""",NA,NA,0.625,"""",""Zanneetal2009"","""",24.79895,2414,48.988975,9.43255,7.12015,13.5,36.6666666666667,9.66666666666667,41.3333333333333,54.6666666666667,26.5,36.6666666666667"
"536,""Copaifera oblongifolia"",""Neotropical"",""savanna"",""n"",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.28666,1654.6,82.225,29.40114,31.57764,5.9,28.3,3.7,10.1,53.3,18.2,53.6"
"537,""Copaifera martii"",""Neotropical"",""savanna"",""n"",40,NA,NA,"""","""",""Oliveira-Filhoetal2007"",25.0608636363636,1543.39393939394,74.2759909090909,41.4037333333333,33.7501333333333,8.8125,27.921875,4,13.703125,53.28125,18.59375,53.609375"
"538,""Copaifera luetzelburgii"",""Neotropical"",""savanna"",""n"",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.9947916666667,1047,89.4787333333333,37.1056666666667,29.1030333333333,8.875,26.875,5.29166666666667,9.54166666666667,57.25,17.4583333333333,55.5416666666667"
"539,""Copaifera religiosa"",""Afrotropical"",""forest"",""n"",NA,NA,0.512418375,"""",""Zanneetal2009"","""",25.0052,1916,73.043925,1.9874,5.488325,11.5,36.375,13.375,27.375,48.875,18.375,45"
"540,""Copaifera mildbraedii"",""Afrotropical"",""forest"","""",61,NA,0.659747501,"""",""Zanneetal2009"",""JStorPlants"",24.3190428571429,1713.85714285714,46.7458857142857,13.4615857142857,7.81565714285714,7.42857142857143,34.7142857142857,8.92857142857143,13.7857142857143,48.3571428571429,11.8571428571429,53.2857142857143"
"541,""Senegalia polyphylla"",""Neotropical"",""forest"",""y"",NA,5.97,0.629285,""Miatto&Batala2016"",""Zanneetal2009"","""",23.7942976958525,1430.14285714286,77.244731797235,35.766164516129,23.7258355963303,14.4862385321101,33.8509174311927,9.23394495412844,14.4518348623853,58.2385321100917,20.0321100917431,46.1169724770642"
"542,""Fillaeopsis discophora"",""Afrotropical"",""forest"","""",40,NA,0.500940742,"""",""Zanneetal2009"",""JStorPlants"",25.18582,1769,68.74774,0.3972,3.42,12.6,35.1,10.5,28.8,49.3,16.2,48.6"
"543,""Julbernardia pellegriniana"",""Afrotropical"",""forest"",""n"",46,NA,0.674929929,"""",""Zanneetal2009"",""JStorPlants"",24.9421875,1778.25,62.8345,0,0,9.0625,38.9375,11,21.4375,46.3125,15.9375,45.125"
"544,""Julbernardia seretii"",""Afrotropical"",""forest"",""n"",40,NA,0.6888,"""",""Zanneetal2009"",""JStorPlants"",24.31,1949.2,56.49702,2.88269,1.652821,10.9,40.1,13.8,20.5,47.65,15.05,44.95"
"545,""Calliandra erubescens"",""Neotropical"",""savanna"",""n"",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.4256833333333,871.166666666667,50.4341166666667,14.7166666666667,28.2514833333333,13.25,32.5833333333333,8.08333333333333,14,55.8333333333333,16.4166666666667,51.0833333333333"
"546,""Calliandra elegans"",""Neotropical"",""savanna"",""n"",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.2229,960,62.0471,27.2884,22.78765,14.25,29.5,8.25,11.25,58,16,54.75"
"547,""Calliandra macrocalyx"",""Neotropical"",""savanna"",""n"",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.6214238095238,723.428571428571,90.1919952380952,10.883580952381,20.8904761904762,8.61904761904762,25.9047619047619,5.07142857142857,7.33333333333333,60.6428571428571,17.3333333333333,56.8095238095238"
"548,""Calliandra asplenioides"",""Neotropical"",""savanna"",""n"",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.23458,1059.65,74.515445,20.94981,31.08069,11.95,33.05,7.05,17.15,55.25,16.825,50.15"
"549,""Calliandra trinervia"",""Neotropical"",""forest"","""",NA,NA,0.82,"""",""Zanneetal2009"","""",23.4948380952381,2626.28571428571,42.5359952380952,12.1601452380952,9.56037309523809,20.2682926829268,33.8414634146341,8.73170731707317,42.3780487804878,52.219512195122,25.9756097560976,40.3170731707317"
"550,""Urera caracasana"",""Neotropical"",""forest"",""n"",9,41.07328767,0.18,""Kitajima&Poorter2010/Markesteijn&Poorter2009"",""Zanneetal2009"",""FloradoBrasil"",22.0061402597403,1803.8961038961,75.7561272727273,24.7223150326797,18.3593896732026,23.7254901960784,35.8169934640523,15.2843137254902,29.7483660130719,57.1797385620915,25.9705882352941,38.2483660130719"
"551,""Cecropia obtusifolia"",""Neotropical"",""forest"","""",NA,NA,0.26,"""",""Zanneetal2009"","""",23.8363641304348,1991.15217391304,82.3616304347826,26.7636163043478,20.4938859782609,22.3901098901099,36.3351648351648,17.1043956043956,24.543956043956,57.9450549450549,25.0714285714286,38.5714285714286"
"552,""Cecropia peltata"",""Neotropical"",""forest"","""",NA,NA,0.3,"""",""Zanneetal2009"","""",25.3578047619048,1813.30952380952,59.7154182539683,21.0227943548387,16.18673048,21.280487804878,33.8821138211382,14.6178861788618,22.8130081300813,59.2642276422764,22.9552845528455,43.2154471544715"
"553,""Celtis iguanaea"",""Neotropical"",""forest"",""y"",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.3037885026738,1234.80748663102,79.0071492245989,29.3266402116402,20.5377359259259,22.1373333333333,36.556,14.852,17.8,63.3813333333333,23.1,40.3346666666667"
"554,""Castilla elastica"",""Neotropical"",""forest"","""",NA,NA,0.5675,"""",""Zanneetal2009"","""",24.837497826087,1989.39130434783,73.1290804347826,44.1311065217391,19.9960556521739,23.4021739130435,35.4565217391304,13.3260869565217,20.2826086956522,60.445652173913,25.2717391304348,39.3586956521739"
"555,""Maclura tinctoria"",""Neotropical"",""forest"",""y"",30,NA,0.704,"""",""Poorter2010/Zanneetal2009"",""Oliveira-Filhoetal2007"",24.0257190640394,1394.88177339901,72.406381182266,65.8648589108911,19.6776544827586,22.735,36.105,12.3675,20.2775,63.1425,23.7125,40.175"
"556,""Trophis racemosa"",""Neotropical"",""forest"","""",NA,NA,0.599039941,"""",""Zanneetal2009"","""",24.0072591194969,1866.66666666667,72.4817786163522,27.2468791139241,22.1598237735849,26.7802547770701,36.8025477707006,14.5477707006369,24.0636942675159,61.3312101910828,24.7388535031847,38.4140127388535"
"557,""Brosimum alicastrum"",""Neotropical"",""forest"",""n"",NA,NA,0.625,"""",""Zanneetal2009"","""",24.7478775757576,1576.70303030303,79.0108533333333,36.4209321212121,23.8012567878788,27.8055555555556,37.8364197530864,15.6172839506173,21.3981481481481,63.7654320987654,23.1944444444444,38.9907407407407"
"558,""Maranthes goetzeniana"",""Afrotropical"",""forest"",""n"",35,NA,0.824107088,"""",""Zanneetal2009"",""JStorPlants"",20.7318196721311,1226.18032786885,92.0998,43.5417196721311,22.5740606557377,11.0491803278689,33.0573770491803,7.4344262295082,17.7459016393443,54.8770491803279,17.9262295081967,49.0573770491803"
"559,""Parinari polyandra"",""Afrotropical"",""forest"",""n"",35,8.703220191,NA,""Dominguesetal2010"","""",""JStorPlants"",27.0567356521739,1071.59130434783,97.7837026086956,72.8560304347826,20.6264793913043,8.43913043478261,22.9173913043478,19.2608695652174,6.86521739130435,60.5652173913044,20.6217391304348,56.4347826086956"
"560,""Maranthes glabra"",""Afrotropical"",""forest"",""n"",40,NA,0.91266,"""",""Zanneetal2009"",""CJB"",24.88115,1892.69047619048,58.7916523809524,11.3813547619048,10.7939314285714,9.81707317073171,33.3780487804878,11.3780487804878,21.5853658536585,50.6341463414634,15.6585365853659,51.0365853658537"
"561,""Parinari montana"",""Neotropical"",""forest"",""n"",NA,NA,0.71,"""",""Zanneetal2009"","""",26.41748,2499.8,43.89486,19.88168,13.15224,10,32.1,1.3,27.5,45.3,26.8,41"
"562,""Couepia bracteosa"",""Neotropical"",""forest"","""",NA,NA,0.77,"""",""Zanneetal2009"","""",26.425,2235,53.5379,6.9573,9.47143,15,28.5,5.5,33,51.5,27.5,44"
"563,""Couepia paraensis"",""Neotropical"",""forest"","""",NA,NA,0.85,"""",""Zanneetal2009"","""",26.72834,2169.06666666667,60.79496,35.57091875,21.102804375,10.0714285714286,28.1785714285714,4.25,23,48.75,24.8214285714286,47"
"564,""Couepia guianensis"",""Neotropical"",""forest"",""n"",NA,NA,0.755184392,"""",""Zanneetal2009"","""",26.2935222222222,2339.66666666667,57.4346,6.61875555555556,8.81507777777778,8.64285714285714,36.1428571428571,6.35714285714286,14,48.5,22.4285714285714,41.3571428571429"
"565,""Couepia caryophylloides"",""Neotropical"",""forest"","""",NA,NA,0.77,"""",""Zanneetal2009"","""",25.8792,3098,54.4162,70.6024,24.6169,18.5,37,8.5,24.5,51,31,32"
"566,""Couepia robusta"",""Neotropical"",""forest"","""",NA,NA,0.83,"""",""Zanneetal2009"","""",26.5083,2317,45.866,0.9917,8.8,7.5,37,3,22.5,43.5,20.5,42"
"567,""Couepia ulei"",""Neotropical"",""forest"","""",NA,NA,0.789310843,"""",""Zanneetal2009"","""",26.2146,2616.5,24.3689,1.9875,14.175,11.375,24.5,1.25,71.125,45.125,24.25,51.375"
"568,""Acioa edulis"",""Neotropical"",""forest"",""n"",NA,NA,0.82,"""",""Zanneetal2009"","""",26.4667,2224.5,54.32675,1.98535,15.86665,8,32.75,3,25,42.5,32.25,35.25"
"569,""Acioa guianensis"",""Neotropical"",""forest"",""n"",NA,NA,0.86,"""",""Zanneetal2009"","""",25.8208,2463,51.9815,0,0,6.5,38.5,8.5,13,48.5,23.5,38"
"570,""Parinari obtusifolia"",""Neotropical"",""savanna"",""n"",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.2537111111111,1517.66666666667,73.3536333333333,40.1554888888889,33.9074666666667,7.64285714285714,32.2142857142857,2.92857142857143,11.3571428571429,53.5714285714286,15.4285714285714,52.5714285714286"
"571,""Exellodendron gardneri"",""Neotropical"",""savanna"","""",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",21.7430666666667,1009.33333333333,69.8433333333333,22.989,39.8615166666667,14.0833333333333,31.1666666666667,4.91666666666667,10.9166666666667,56.6666666666667,16.8333333333333,52"
"572,""Exellodendron cordatum"",""Neotropical"",""savanna"","""",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.7199866666667,1258.66666666667,84.5356866666667,50.2794333333333,55.1626,7.21428571428571,25.75,3.53571428571429,9.32142857142857,55.6428571428571,16.3928571428571,57.9285714285714"
"573,""Exellodendron coriaceum"",""Neotropical"",""forest"",""n"",NA,NA,0.84,"""",""Zanneetal2009"","""",26.79375,2276.75,38.438925,0.49715,2.1375,8.375,26.375,3.125,31.125,45.625,23,50.5"
"574,""Chrysobalanus icaco"",""Neotropical"",""forest"",""n"",NA,NA,0.735,"""",""Zanneetal2009"","""",25.5998829545455,1729.35795454545,70.3139704545455,23.0348958823529,16.9404985142857,20.1829268292683,33.0792682926829,10.7103658536585,29.1737804878049,59.5701219512195,21.1951219512195,45.7134146341463"
"575,""Hirtella triandra"",""Neotropical"",""forest"",""n"",NA,28.2,0.66091,""Markesteijn&Poorter2009"",""Poorter2010/Zanneetal2009"","""",23.6114736842105,2200.15789473684,58.047301754386,21.8851472727273,13.7377982142857,23.3157894736842,35.0350877192982,10.640350877193,28.0789473684211,55.6491228070175,26.0614035087719,38.9035087719298"
"576,""Hirtella hispidula"",""Neotropical"",""forest"","""",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",26.1428428571429,2072,59.1749,5.82334285714286,14.7420714285714,9.78571428571429,31.8571428571429,5.42857142857143,17.7857142857143,48.7857142857143,23.2142857142857,44.7857142857143"
"577,""Hirtella pimichina"",""Neotropical"",""forest"","""",NA,NA,0.824,"""",""Zanneetal2009"","""",27.07915,2647.5,46.95465,2.9787,11.85,9.75,34.25,4.75,40,47.25,19,46.5"
"578,""Hirtella glandulosa"",""Neotropical"",""forest"",""n"",NA,NA,0.92,"""",""Zanneetal2009"","""",23.3057717948718,1396.64102564103,71.5087871794872,23.1020275,26.6122275,9.8125,31.325,4.6,13,54.4,17.4125,51.1625"
"579,""Hirtella racemosa"",""Neotropical"",""forest"",""n"",8,NA,0.781590808,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",25.3245722891566,2156.74096385542,66.4950108433735,23.622728313253,19.7249181927711,15.8535031847134,32.1464968152866,8.31210191082802,21.3535031847134,53.1464968152866,23.3821656050955,44.4904458598726"
"580,""Hirtella hoehnei"",""Neotropical"",""forest"",""n"",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",25.4875,1551,84.076,9.942,15.04,4.5,24.5,1.5,8.5,50.5,9.5,66"
"581,""Hirtella bicornis"",""Neotropical"",""forest"",""n"",NA,NA,0.9,"""",""Zanneetal2009"","""",25.4939777777778,2107.88888888889,59.0059,17.3982666666667,15.0738222222222,10.3888888888889,30.4444444444444,3.44444444444444,22.3888888888889,48.7777777777778,20.7222222222222,48.8333333333333"
"582,""Hirtella hebeclada"",""Neotropical"",""forest"",""n"",NA,12.64552453,0.603268252,""Dantasetal2013"",""Dantasetal2013"","""",19.9854,1371,54.99885,0.9925,6,11.75,31.25,6,22.5,51,19.25,49.5"
"583,""Hirtella gracilipes"",""Neotropical"",""forest"",""n"",6,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.154775,1500.60416666667,80.1042854166667,36.2009729166667,31.4407916666667,8.31521739130435,31.1847826086957,4.08695652173913,15.1630434782609,53.6195652173913,17.3478260869565,51.6413043478261"
"584,""Hirtella bullata"",""Neotropical"",""forest"",""n"",NA,NA,0.49,"""",""Zanneetal2009"","""",25.38166,2487.3,48.96115,10.04007,17.00682,11.2,29.85,7.7,25.1,52.1,23.45,46.6"
"585,""Hirtella davisii"",""Neotropical"",""forest"",""n"",NA,NA,0.80404,"""",""Zanneetal2009"","""",26.4542,2108,39.0199,6.9573,11.0571,17,27.5,7.5,53,48.5,30.5,42"
"586,""Hirtella pilosissima"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",24.6575,2578,43.84246,1.58932,13.66334,12.2,36.4,4.3,20.8,48.2,20.8,42.9"
"588,""Licania egleri"",""Neotropical"",""forest"","""",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.9047714285714,2204,54.2290142857143,12.0570285714286,16.4481,8.92857142857143,35.2142857142857,4.28571428571429,23.2857142857143,47.2857142857143,18.9285714285714,45.9285714285714"
"589,""Licania humilis"",""Neotropical"",""savanna"","""",6,6.9,NA,""Cianciarusoetal2013"","""",""Oliveira-Filhoetal2007"",21.83708,1313.1,67.10458,25.72845,32.79868,9.35,32.5,4.6,12.15,54.15,16.45,50.95"
"590,""Licania hypoleuca"",""Neotropical"",""forest"","""",NA,NA,0.908756,"""",""Zanneetal2009"","""",25.3996121212121,2546.78787878788,54.6340212121212,31.9855393939394,17.6852060606061,19.1129032258065,33.2741935483871,9.25806451612903,30.7903225806452,52.9354838709677,24.4838709677419,42.1935483870968"
"591,""Licania divaricata"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",26.8167,2321,43.9701,35.7876,26.1167,9,31.5,3,32,51.5,22.5,45.5"
"592,""Licania parviflora"",""Neotropical"",""forest"","""",NA,NA,0.82,"""",""Zanneetal2009"","""",26.3905181818182,2378,39.826,8.48900909090909,6.2962,9,29.5555555555556,2.72222222222222,27.8333333333333,46.5,25.8888888888889,44.6111111111111"
"593,""Licania unguiculata"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",26.6,2241,52.48,4.2978,5.69486666666667,9,28.75,6,16,50.75,18,53.25"
"594,""Licania oblongifolia"",""Neotropical"",""forest"","""",NA,NA,0.803517847,"""",""Zanneetal2009"","""",26.16665,2309.75,51.215725,25.842525,11.817625,9.125,28.125,1,20,45.625,25.375,46.5"
"595,""Licania irwinii"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",23.9292,2193,55.197,0,0,9.5,41.5,14.5,26.5,46,19,40"
"596,""Licania kunthiana"",""Neotropical"",""forest"","""",25,14.52825987,0.671651307,""Dantasetal2013"",""Dantasetal2013/Zanneetal2009"",""Oliveira-Filhoetal2007"",23.8813933333333,1764.33333333333,70.1564466666667,26.3725133333333,23.21438,10.3666666666667,32.4333333333333,4.96666666666667,14.6,53.3333333333333,19.4333333333333,48.0666666666667"
"598,""Licania canescens"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",26.1026,2074.5,50.7673125,32.2282875,14.0894375,10.5625,30.625,5.625,32.75,47.3125,23.25,46.125"
"599,""Licania parvifructa"",""Neotropical"",""forest"","""",NA,NA,0.88683,"""",""Zanneetal2009"","""",25.05998,2451.4,61.83204,4.37404,5.88728,12.5,35.5,10.9,30.3,49.9,22.7,41.7"
"600,""Licania brittoniana"",""Neotropical"",""forest"","""",NA,NA,0.6735,"""",""Zanneetal2009"","""",24.2583333333333,1784.66666666667,50.8118666666667,2.9823,9.6852,12.6666666666667,33,7.66666666666667,31.1666666666667,52.3333333333333,26.5,40.3333333333333"
"601,""Licania arborea"",""Neotropical"",""forest"","""",NA,NA,0.608,"""",""Borchert1994/Zanneetal2009"","""",24.96406125,1315.75,97.35702875,47.69783,23.514159625,22.2721518987342,37.6772151898734,17.1075949367089,14.3417721518987,63.5886075949367,24.7721518987342,37.5759493670886"
"602,""Licania elliptica"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",25.8097,2623.66666666667,41.9424666666667,2.9829,6.52963333333333,9.5,32.1666666666667,4.66666666666667,22.6666666666667,45.8333333333333,24.3333333333333,43.5"
"603,""Licania incana"",""Neotropical"",""forest"","""",NA,NA,0.86189,"""",""Zanneetal2009"","""",24.8861166666667,2385.83333333333,56.00435,2.24556666666667,9.20833333333333,12.1666666666667,31.9166666666667,7.08333333333333,35.6666666666667,49,24.5,43.4166666666667"
"604,""Licania davillifolia"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",25.9542,2096,57.5889,0,0,6,35,8,8,49,16.5,48.5"
"605,""Licania gracilipes"",""Neotropical"",""forest"","""",NA,NA,0.83169377,"""",""Zanneetal2009"","""",25.8833,2669,39.6553,0,0,18,31.5,12,46.5,49.5,28,41"
"606,""Licania micrantha"",""Neotropical"",""forest"","""",30,NA,0.836124863,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",24.9669846153846,2377.46153846154,47.6517076923077,10.4869307692308,11.4428769230769,13.6923076923077,29.3846153846154,5.46153846153846,36.6923076923077,48.1153846153846,24.7692307692308,46.1153846153846"
"607,""Licania laxiflora"",""Neotropical"",""forest"","""",NA,NA,1.0332,"""",""Zanneetal2009"","""",26.5625,2411,40.1044,0.9926,18.6,8.5,39,1,20.5,43,19.5,41.5"
"608,""Licania minuscula"",""Neotropical"",""forest"","""",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",26.4792,6435,13.6129,0,0,17,30,11,98.5,54.5,29,41"
"609,""Licania minutiflora"",""Neotropical"",""forest"","""",NA,NA,0.77,"""",""Zanneetal2009"","""",25.411475,2023.75,57.43335,5.71195,17.06535,8.125,31.75,6.25,15.125,48.625,21.625,46.625"
"610,""Licania sandwithii"",""Neotropical"",""forest"","""",NA,NA,0.88159297,"""",""Zanneetal2009"","""",26.5083,2317,45.866,0.9917,8.8,7.5,36.5,3.5,20,43,20.5,43.5"
"611,""Licania discolor"",""Neotropical"",""forest"","""",NA,NA,0.88683,"""",""Zanneetal2009"","""",26.12815,1914.25,64.6662,2.480875,33.333925,9.375,33,10.5,16.625,52.375,18.875,47.875"
"612,""Licania hoehnei"",""Neotropical"",""forest"","""",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",21.4512,1586,38.9973571428571,7.24038571428571,23.6310714285714,13.9285714285714,33.1428571428571,6.57142857142857,29,52.1428571428571,18,48.9285714285714"
"613,""Licania urceolaris"",""Neotropical"",""forest"","""",NA,NA,0.88,"""",""Zanneetal2009"","""",25.4667,2857,26.4061,0,0,9.5,22.5,3.5,54,46.5,24.5,53"
