",""species"",""region"",""biome"",""spines"",""hmax"",""sla"",""woo"",""ref.sla"",""ref.woo"",""ref.hmax"",""mat"",""map"",""rs"",""nfires"",""avgfrp"",""cec"",""cly"",""crf"",""orc"",""ph"",""slt"",""snd"""
"1569,""Diospyros dichrophylla"",""Afrotropical"",""savanna"",""n"",16,12.72,0.757,""Plasetal2012"",""Plasetal2012"",""JStorPlants"",17.8230846153846,688.769230769231,35.5971307692308,31.1115307692308,32.4393153846154,14.8461538461538,26.0384615384615,9.53846153846154,21.5,58.6923076923077,19.5769230769231,54.5"
"1571,""Diospyros dendo"",""Afrotropical"",""forest"",""n"",15,NA,0.905075,"""",""Zanneetal2009"",""JStorPlants"",25.2753192307692,1905.80769230769,67.9718384615385,10.6619807692308,6.41616115384615,11.75,33.6538461538462,12.1153846153846,29.9423076923077,48.4038461538462,17.5384615384615,48.75"
"1572,""Diospyros poeppigiana"",""Neotropical"",""forest"","""",NA,NA,0.6,"""",""Zanneetal2009"","""",26.2662909090909,2255.09090909091,57.2320909090909,12.0083090909091,13.7761363636364,9.55,30.05,2.5,31.8,45.4,25.7,44.35"
"1573,""Diospyros crassiflora"",""Afrotropical"",""forest"",""n"",18,NA,0.8582359,"""",""Zanneetal2009"",""JStorPlants"",24.47375,1883.7,47.42605,9.73248,0.98,9.25,34.85,11.25,21.2,47.45,13.05,52.1"
"1574,""Diospyros sanza-minika"",""Afrotropical"",""forest"",""n"",24,NA,0.718952643,"""",""Zanneetal2009"",""JStorPlants"",25.5923153846154,1907.53846153846,67.4778538461538,6.63027692307692,9.54152076923077,11.2692307692308,29.5769230769231,18.6538461538462,23.1538461538462,51.1153846153846,19.2307692307692,51.1153846153846"
"1575,""Diospyros coccolobifolia"",""Neotropical"",""savanna"","""",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.0180333333333,1542,78.4862666666667,19.8820333333333,35.2265,7.5,27.8333333333333,3.66666666666667,11,52.8333333333333,16.8333333333333,55"
"1576,""Diospyros mespiliformis"",""Afrotropical"",""forest"",""n"",35,NA,0.701606667,"""",""Zanneetal2009"",""JStorPlants"",25.8043557251908,906.977099236641,97.190472519084,50.6503381679389,21.5609089312977,14.46484375,27.42578125,14.140625,8.5,62.28125,17.96484375,54.55859375"
"1577,""Diospyros kamerunensis"",""Afrotropical"",""forest"",""n"",15,NA,0.825412269,"""",""Zanneetal2009"",""JStorPlants"",25.6463176470588,1852.29411764706,58.2324882352941,2.8647,7.03039411764706,9.41176470588235,28.8823529411765,18.3823529411765,18.8529411764706,50.9117647058824,20,51.0882352941176"
"1578,""Diospyros cayennensis"",""Neotropical"",""forest"","""",NA,NA,0.46,"""",""Zanneetal2009"","""",25.8708,2173,75.8764,143.1936,18.8326,6.5,34.5,4.5,8.5,46,20.5,45"
"1579,""Catostemma fragrans"",""Neotropical"",""forest"","""",NA,NA,0.57415,"""",""Zanneetal2009"","""",25.58918,2070.6,59.39562,0,0,9.9,36,10.6,26.1,47.8,20.8,43.4"
"1580,""Catostemma commune"",""Neotropical"",""forest"","""",45,NA,0.5194975,"""",""Zanneetal2009"",""FloradoBrasil"",23.8263666666667,1887.33333333333,49.5106,7.9512,5.39026666666667,15.6666666666667,33.8333333333333,7.33333333333333,39.3333333333333,51.1666666666667,24,42.1666666666667"
"1581,""Quararibea guianensis"",""Neotropical"",""forest"","""",NA,NA,0.56,"""",""Zanneetal2009"","""",25.8222333333333,2360.83333333333,43.53045,19.7068333333333,12.0727666666667,12.5833333333333,31.5833333333333,5.25,33.5833333333333,45.9166666666667,23.4166666666667,44.9166666666667"
"1582,""Catostemma cavalcantei"",""Neotropical"",""forest"","""",18,NA,0.56,"""",""Zanneetal2009"",""FloradoBrasil"",26.7771,2715,41.08945,2.98065,33.200015,13,28.75,8.5,57,51.5,25.5,45.5"
"1583,""Huberodendron swietenioides"",""Neotropical"",""forest"",""n"",NA,NA,0.563286869,"""",""Zanneetal2009"","""",25.2604125,2999.125,48.16739375,19.9336882352941,16.8729782352941,13.5588235294118,32.2058823529412,3.41176470588235,36.7058823529412,48.8529411764706,30.3529411764706,37.4411764705882"
"1584,""Catostemma albuquerquei"",""Neotropical"",""forest"","""",30,NA,0.69,"""",""Zanneetal2009"",""FloradoBrasil"",26.39375,2383,39.68585,0.49595,4.05,7.5,39.25,3,16,43.25,19.25,41.75"
"1585,""Huberodendron patinoi"",""Neotropical"",""forest"","""",NA,NA,0.5,"""",""Zanneetal2009"","""",25.1625,3994.5,38.6248,0,0,27.75,35,23.5,104.25,51.25,26.75,38.25"
"1586,""Septotheca tessmannii"",""Neotropical"",""forest"","""",NA,NA,0.59,"""",""Zanneetal2009"","""",26.2542,1719,38.2925,1.9886,13.85,11.5,30.5,0.5,30.5,45.5,34,35.5"
"1587,""Quararibea floribunda"",""Neotropical"",""forest"","""",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.28125,1311,67.7767,26.33825,17.4005,6,30,2.5,11,54.25,15.5,54.25"
"1588,""Cavanillesia platanifolia"",""Neotropical"",""forest"","""",NA,NA,0.36,"""",""Zanneetal2009"","""",25.94,2137.13333333333,72.5521733333333,33.02732,20.3913,19.3571428571429,31.5714285714286,13.0357142857143,41.7142857142857,55.8571428571429,26.3214285714286,42.1785714285714"
"1589,""Cavanillesia hylogeiton"",""Neotropical"",""forest"","""",NA,38,0.13,""Markesteijn&Poorter2009"",""Zanneetal2009"","""",25.8583,2718,16.2259,0,0,8.5,34.5,2.5,30.5,47,22,43.5"
"1590,""Quararibea asterolepis"",""Neotropical"",""forest"","""",NA,NA,0.45396,"""",""Zanneetal2009"","""",23.675,2490.4,41.65144,30.81288,10.8734,29.4,29,9.4,35.8,55,30.3,40.6"
"1591,""Eriotheca ruizii"",""Neotropical"",""forest"","""",NA,NA,0.39,"""",""Zanneetal2009"","""",24.5486333333333,896,133.750666666667,6.95886666666667,20.2311,18.8333333333333,25.1666666666667,13.6666666666667,15.8333333333333,61,20.8333333333333,53.6666666666667"
"1592,""Quararibea wittii"",""Neotropical"",""forest"","""",NA,NA,0.465,"""",""Zanneetal2009"","""",24.5,3797.66666666667,23.4972333333333,0,0,10.3333333333333,33.1666666666667,6.16666666666667,47.3333333333333,49.6666666666667,23,43.8333333333333"
"1593,""Bombax buonopozense"",""Afrotropical"",""forest"",""y"",60,NA,0.324084918,"""",""Zanneetal2009"",""CJB"",24.37292,1766.75,67.91535,16.30499,13.5014835,12,34.425,15.075,21.35,51.575,17.05,48.425"
"1594,""Bombax brevicuspe"",""Afrotropical"",""forest"",""n"",37,NA,0.423286952,"""",""Zanneetal2009"",""JStorPlants"",25.658325,2074.25,66.359475,1.24295,3.6291675,10,29.375,17.5,17.75,51,19.875,50.75"
"1595,""Pseudobombax septenatum"",""Neotropical"",""forest"",""n"",NA,NA,0.211666667,"""",""Zanneetal2009"","""",25.6785157894737,2113.52631578947,60.3695394736842,12.7645631578947,24.7363263157895,19.9054054054054,34.6621621621622,10.6621621621622,29.4459459459459,57.4594594594595,28.4594594594595,36.9054054054054"
"1596,""Pachira quinata"",""Neotropical"",""forest"","""",NA,NA,0.415,"""",""Zanneetal2009"","""",25.6793619047619,1940.19047619048,76.1012095238095,18.6191952380952,20.9894380952381,25.25,34.075,11.5,20.2,59.25,27.725,38.175"
"1597,""Matisia ochrocalyx"",""Neotropical"",""forest"","""",NA,NA,0.57,"""",""Zanneetal2009"","""",25.2734766666667,2615.96666666667,43.84915,10.0028466666667,7.94600566666667,13.7931034482759,31.8103448275862,6,34.8965517241379,48.1551724137931,25.7413793103448,42.4827586206897"
"1598,""Pseudobombax munguba"",""Neotropical"",""forest"",""n"",NA,NA,0.25,"""",""Zanneetal2009"","""",26.1791571428571,2364,42.9322857142857,6.81342857142857,13.78479,12.8333333333333,32.0833333333333,3.41666666666667,29.8333333333333,49.25,26.8333333333333,41.3333333333333"
"1599,""Pseudobombax longiflorum"",""Neotropical"",""forest"",""n"",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.4894076923077,1205.76923076923,79.6209923076923,63.8125692307692,31.9414307692308,8.19230769230769,28.4615384615385,4.34615384615385,10.8461538461538,54.8846153846154,17.4230769230769,54.2692307692308"
"1600,""Eriotheca longipedicellata"",""Neotropical"",""forest"",""n"",NA,NA,0.483333333,"""",""Zanneetal2009"","""",25.6083,1948,74.4839,21.8614,15.3545,6.5,40.5,3.5,6,49,20.5,39"
"1601,""Eriotheca gracilipes"",""Neotropical"",""savanna"",""n"",10,6.294015387,0.420533333,""Batalaetal2011/Cianciarusoetal2013"",""Batalaetal2011/Ribeiroetal2011"",""FloradoBrasil"",22.9464,1462.59090909091,72.3325454545455,30.4628636363636,34.1448363636364,7.61363636363636,30.7045454545455,2.79545454545455,11.9318181818182,54.2727272727273,16.3409090909091,52.8181818181818"
"1602,""Pachira minor"",""Neotropical"",""forest"","""",NA,NA,0.56,"""",""Zanneetal2009"","""",24.402075,2139.75,58.94345,5.3631,9.46154,14.3,33.3,6.3,53.4,48.7,26.8,40.2"
"1603,""Matisia hirta"",""Neotropical"",""forest"","""",NA,NA,0.61,"""",""Zanneetal2009"","""",26.2333,2692,21.5577,1.9872,33.85,15,25.5,1,139.5,45.5,30.5,44"
"1604,""Cavanillesia umbellata"",""Neotropical"",""forest"",""n"",NA,NA,0.165,"""",""Zanneetal2009"","""",24.4875,1089.66666666667,77.7076,21.6922666666667,19.9307,11.8333333333333,29.75,6.83333333333333,11.5,58.75,21.4166666666667,48.9166666666667"
"1605,""Matisia cordata"",""Neotropical"",""forest"","""",NA,NA,0.372630556,"""",""Zanneetal2009"","""",24.0275,2438.8,31.80506,5.1682,6.33362,18.9,34.3,6.2,37.4,55.4,27.4,38.4"
"1606,""Pachira faroensis"",""Neotropical"",""forest"","""",NA,NA,0.56,"""",""Zanneetal2009"","""",26.8805333333333,2408.33333333333,50.6737666666667,1.32476666666667,13.2777666666667,8.33333333333333,32.3333333333333,1.83333333333333,19.1666666666667,44.1666666666667,23.1666666666667,44.3333333333333"
"1607,""Catostemma sclerophyllum"",""Neotropical"",""forest"","""",20,NA,0.69,"""",""Zanneetal2009"",""FloradoBrasil"",26.825,2190,40.525,0,0,6,28,1,36,44,19.5,52.5"
"1608,""Pachira duckei"",""Neotropical"",""forest"","""",NA,NA,0.56,"""",""Zanneetal2009"","""",26.5402666666667,2083.66666666667,41.5601333333333,6.9538,7.0635,8.16666666666667,30.3333333333333,1.5,44,45.5,23.3333333333333,46.3333333333333"
"1609,""Paypayrola guianensis"",""Neotropical"",""forest"","""",NA,NA,0.58135,"""",""Zanneetal2009"","""",26.0069333333333,2429,43.9724666666667,0,0,8.83333333333333,30,7.16666666666667,31.6666666666667,47.5,20.6666666666667,49.6666666666667"
"1610,""Paypayrola grandiflora"",""Neotropical"",""forest"","""",NA,NA,0.63,"""",""Zanneetal2009"","""",26.3403923076923,2531.84615384615,35.6208384615385,24.6950384615385,9.78824615384615,10.6538461538462,29.8846153846154,2.26923076923077,26.5,46.5769230769231,29.4615384615385,40.6923076923077"
"1611,""Amphirrhox longifolia"",""Neotropical"",""forest"",""n"",NA,NA,0.71,"""",""Zanneetal2009"","""",25.4271358974359,2328.64102564103,51.4958538461538,3.66701282051282,7.88779487179487,12.6060606060606,32.6969696969697,7.75757575757576,28.8787878787879,51.7575757575758,21.9848484848485,45.3484848484849"
"1612,""Rinorea guianensis"",""Neotropical"",""forest"","""",NA,NA,0.78,"""",""Zanneetal2009"","""",24.1708,1820,10.9654,7.5176,19.3125,21.5,32.5,6.5,24.5,52,21.5,46"
"1613,""Rinorea flavescens"",""Neotropical"",""forest"","""",NA,NA,0.63,"""",""Zanneetal2009"","""",26.2287727272727,2448.81818181818,52.8252818181818,4.15547272727273,5.92451818181818,12.9545454545455,34.5454545454545,7.54545454545455,25.7272727272727,49.7727272727273,22.4090909090909,42.9545454545455"
"1614,""Rinorea viridifolia"",""Neotropical"",""forest"","""",NA,NA,0.515,"""",""Zanneetal2009"","""",24.4120473684211,2274.73684210526,46.9028157894737,4.67287,7.771415,13.225,32.55,7.5,30.35,51.05,24.525,42.875"
"1615,""Rinorea racemosa"",""Neotropical"",""forest"","""",NA,NA,0.682,"""",""Zanneetal2009"","""",26.1660714285714,2512.28571428571,39.1953285714286,10.9357714285714,20.5603571428571,10.2857142857143,28.5,2.28571428571429,27.5,45.7857142857143,24.8571428571429,46.5714285714286"
"1616,""Duckeodendron cestroides"",""Neotropical"",""forest"",""n"",35,NA,0.634166667,"""",""Zanneetal2009"",""FloradoBrasil"",26.47915,2330,44.7605,1.98355,9.15,7,38.25,3.5,21,43.25,18.75,43.25"
"1618,""Bixa excelsa"",""Neotropical"",""forest"","""",NA,NA,0.32,"""",""Zanneetal2009"","""",25.30415,1719.5,57.0293,5.3028,16.9222333333333,12.3333333333333,31.8333333333333,1.33333333333333,36.5,47.8333333333333,31.8333333333333,36.3333333333333"
"1619,""Bixa arborea"",""Neotropical"",""forest"",""n"",NA,NA,0.37,"""",""Zanneetal2009"","""",24.69084,1511.4,48.17088,10.93498,26.69514,10.15,34.35,3.55,17.7,51.35,21.1,44.35"
"1620,""Tabebuia stenocalyx"",""Neotropical"",""forest"","""",NA,NA,0.5567175,"""",""Zanneetal2009"","""",23.1380375,1330.875,53.724975,45.14215,21.3240375,12.625,30.6875,5.875,18.125,54.1875,17.125,52.25"
"1621,""Tabebuia aurea"",""Neotropical"",""savanna"",""n"",NA,4.000345978,NA,""Batalaetal2011/Cianciarusoetal2013"","""","""",24.204623,1130.5,73.974608,30.610075,27.8597178217822,10.1633663366337,26.8712871287129,5.14356435643564,10.2475247524752,58.6584158415842,18.2821782178218,54.7821782178218"
"1622,""Handroanthus ochraceus"",""Neotropical"",""savanna"","""",NA,6.044602658,NA,""Batalaetal2011/Cianciarusoetal2013/DantasandBatala2012"","""","""",23.4396841584158,1560.92079207921,71.7131217821782,27.5158584158416,23.2507530693069,15.155,32.47,6.705,15.775,57.53,21.34,46.245"
"1623,""Handroanthus impetiginosus"",""Neotropical"",""forest"","""",NA,26.2,0.63625,""Markesteijn&Poorter2009/Markesteijnetal2011"",""Markesteijnetal2011/Zanneetal2009"","""",24.1654101694915,955.326271186441,95.3764860169492,24.6730050847458,21.7217327118644,19.4529914529915,34.2008547008547,18.5491452991453,11.4337606837607,64.9978632478633,21.6346153846154,44.1388888888889"
"1624,""Handroanthus heptaphyllus"",""Neotropical"",""forest"","""",NA,8.149,NA,""Miatto&Batala2016"","""","""",20.9053172413793,1397.10344827586,41.7698103448276,16.5865896551724,18.7897896551724,13.5862068965517,34.7758620689655,4.12068965517241,18.6896551724138,55.5172413793103,20.7586206896552,44.3620689655172"
"1625,""Handroanthus capitatus"",""Neotropical"",""forest"","""",NA,NA,0.921813333,"""",""Zanneetal2009"","""",25.3354333333333,2302.83333333333,58.5108666666667,13.9064571428571,17.8748,10.5714285714286,35.2857142857143,4.78571428571429,27.9285714285714,48.5,24.6428571428571,40.0714285714286"
"1626,""Jacaranda pulcherrima"",""Neotropical"",""savanna"",""n"",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",21.4979,1149.5,85.574,3.4781,89.605,8.25,33.25,5.75,17,52.75,15.75,51"
"1627,""Jacaranda praetermissa"",""Neotropical"",""savanna"",""n"",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.985075,1270.91666666667,94.3872583333333,34.0262,24.615,6.91666666666667,23.2916666666667,4.45833333333333,8.20833333333333,54.1666666666667,16.25,60.5416666666667"
"1628,""Tabebuia fluviatilis"",""Neotropical"",""forest"","""",NA,NA,0.58,"""",""Zanneetal2009"","""",26.65,2305.5,81.463,28.3299,15.2025,13.75,30,4.25,42.5,49,27.5,42.5"
"1629,""Celtis adolfi-friderici"",""Afrotropical"",""forest"","""",55,16.4,0.581375852,""Meiretal2007"",""Zanneetal2009"",""CJB"",24.8287909090909,1672.54545454545,56.5324,26.9373363636364,10.5353363636364,10.8181818181818,30.0909090909091,18.5,15.4545454545455,51.4545454545455,19.2272727272727,50.6818181818182"
"1630,""Celtis schippii"",""Neotropical"",""forest"","""",NA,NA,0.615969389,"""",""Zanneetal2009"","""",24.7148785714286,2059.28571428571,52.2780142857143,11.7053857142857,14.5360642857143,16.5,33.0714285714286,6.5,21.75,53.7857142857143,26.8571428571429,39.9642857142857"
"1631,""Celtis zenkeri"",""Afrotropical"",""forest"",""n"",40,NA,0.608438092,"""",""Zanneetal2009"",""JStorPlants"",25.021665,1391.35,62.984875,18.435325,15.266465,11.475,31.7,15.375,11.575,56.225,16.45,51.725"
"1632,""Celtis gomphophylla"",""Afrotropical"",""forest"",""n"",60,NA,0.5681165,"""",""Zanneetal2009"",""JStorPlants"",21.0575,1284.65,71.60183,23.06177,19.23707,12.225,35.625,9,20.35,54.575,18.175,46.1"
"1633,""Ampelocera ruizii"",""Neotropical"",""forest"","""",NA,23.01072875,0.59901191,""Kitajima&Poorter2010/Markesteijn&Poorter2009/Markesteijnetal2011"",""Markesteijnetal2011/Zanneetal2009"","""",25.7031,1818.75,57.19545,29.30305,15.440525,8.75,30.375,2.125,12.375,49.625,28.125,41.625"
"1634,""Celtis mildbraedii"",""Afrotropical"",""forest"",""n"",55,NA,0.593728308,"""",""Zanneetal2009"",""cJB"",24.6882464285714,1346.17857142857,58.9003142857143,30.6777964285714,16.1249260714286,12.1964285714286,31.1428571428571,14.4285714285714,14.5535714285714,56.4107142857143,18.375,50.3928571428571"
"1635,""Phyllostylon rhamnoides"",""Neotropical"",""forest"","""",NA,21.85,0.68,""Markesteijn&Poorter2009/Markesteijnetal2011"",""Markesteijnetal2011/Zanneetal2009"","""",24.366665,1146.55,72.80035,29.0533363636364,23.4668136363636,21.9772727272727,32.8409090909091,9.79545454545454,12.9545454545455,64.7272727272727,25.3863636363636,41.7954545454545"
"1636,""Ampelocera edentula"",""Neotropical"",""forest"","""",NA,NA,0.6994,"""",""Zanneetal2009"","""",25.6077428571429,2505.28571428571,47.3669857142857,6.95447142857143,9.19141428571429,10.5714285714286,34.8571428571429,4.78571428571429,19.8571428571429,48.2857142857143,24.2142857142857,40.7857142857143"
"1637,""Holoptelea grandis"",""Afrotropical"",""forest"",""n"",49,NA,0.594068031,"""",""Zanneetal2009"",""JStorPlants"",26.42916,1138.2,79.5647,41.53552,19.30552,12.2,28.3,15.3,9.4,58.1,18.9,52.9"
"1638,""Celtis tessmannii"",""Afrotropical"",""forest"",""n"",40,NA,0.63151813,"""",""Zanneetal2009"",""CJB"",24.5179384615385,1956.15384615385,63.8041461538462,1.02587692307692,2.33681538461538,10.4230769230769,37.9230769230769,9.07692307692308,34.0384615384615,47.8076923076923,15.3846153846154,46.7307692307692"
"1639,""Gaylussacia oleifolia"",""Neotropical"",""forest"",""n"",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",17.8555333333333,1578.33333333333,83.0339,29.8146666666667,48.9896,12,37.8333333333333,6.33333333333333,28.3333333333333,51.6666666666667,15.3333333333333,47"
"1640,""Endlicheria sericea"",""Neotropical"",""forest"",""n"",20,NA,0.47,"""",""Zanneetal2009"",""FloradoBrasil"",23.8743,2632.66666666667,27.6927,0,0,19.5833333333333,34.4166666666667,7.75,54.3333333333333,50.0833333333333,27.5,38"
"1641,""Persea caerulea"",""Neotropical"",""forest"","""",12,NA,0.425,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",20.5613568627451,1723.66666666667,57.3760862745098,16.9234568627451,22.174031372549,24.3823529411765,33.5,11.7745098039216,41.7745098039216,57.0098039215686,27.5686274509804,38.9705882352941"
"1642,""Aiouea impressa"",""Neotropical"",""forest"","""",NA,NA,0.37,"""",""Zanneetal2009"","""",26.4333,2372,40.1397,0,0,6.5,39.5,3.5,16,42.5,19,42"
"1643,""Endlicheria paniculata"",""Neotropical"",""forest"",""n"",12,NA,0.682,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",20.3039806818182,1676.27272727273,46.4611180681818,12.5615382022472,13.5178684269663,11.9827586206897,35.867816091954,4.70114942528736,24.8965517241379,52.2011494252874,19.8448275862069,44.2931034482759"
"1644,""Endlicheria multiflora"",""Neotropical"",""forest"",""n"",20,NA,0.47,"""",""Zanneetal2009"",""FloradoBrasil"",26.5547,1912.75,62.6725875,24.0981375,6.4632,8.78571428571429,28.6428571428571,8.35714285714286,24,52.5,18.5714285714286,52.7142857142857"
"1645,""Beilschmiedia oblongifolia"",""Afrotropical"",""forest"","""",25,NA,0.6027,"""",""Zanneetal2009"",""CJB"",19.3875,1549,27.992,0,0,13.5,39,10,53.5,47,22,39"
"1646,""Ocotea cernua"",""Neotropical"",""forest"","""",NA,NA,0.453654102,"""",""Zanneetal2009"","""",24.5262552083333,2429.44791666667,54.2662302083333,14.8178368421053,14.8662565625,21.0212765957447,34.2978723404255,9.28191489361702,33.6595744680851,54.6595744680851,25.9574468085106,39.7925531914894"
"1647,""Ocotea ceanothifolia"",""Neotropical"",""forest"","""",NA,NA,0.37130213,"""",""Zanneetal2009"","""",26.4542,2477,43.5899,0,0,9,35,9.5,27,47.5,18.5,47"
"1648,""Ocotea catharinensis"",""Neotropical"",""forest"",""n"",25,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.3504428571429,1562.64285714286,30.1968367857143,3.25771071428571,8.09282857142857,13.1071428571429,36.2857142857143,2.96428571428571,28.8214285714286,51.6428571428571,21.3928571428571,42.1428571428571"
"1649,""Persea aurata"",""Neotropical"",""forest"","""",6,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.72416,1193.2,56.89564,16.12516,26.08416,17,31.8,3.5,20.5,54.4,17.3,50.8"
"1650,""Beilschmiedia mannii"",""Afrotropical"",""forest"",""n"",35,NA,0.569477775,"""",""Zanneetal2009"",""CJB"",24.3448333333333,2086.42857142857,71.5031380952381,37.3042571428571,15.0722904761905,13.047619047619,29.4285714285714,17.1666666666667,19,52.2142857142857,21.3571428571429,49.1904761904762"
"1651,""Ocotea canaliculata"",""Neotropical"",""forest"","""",NA,NA,0.479426667,"""",""Zanneetal2009"","""",25.01459,1827.1,56.34093,21.8557888888889,18.66369,10.1,31.85,4.5,14.2,50.35,19.55,48.7"
"1652,""Endlicheria formosa"",""Neotropical"",""forest"",""n"",30,NA,0.420852823,"""",""Zanneetal2009"",""FloradoBrasil"",23.6534666666667,2522.66666666667,33.6714166666667,0,0,17.6666666666667,31.9166666666667,6.91666666666667,51.75,49.0833333333333,26.4166666666667,41.6666666666667"
"1653,""Beilschmiedia louisii"",""Afrotropical"",""forest"","""",50,NA,0.738105827,"""",""Zanneetal2009"",""CJB"",24.3958,1800,30.5433,1.9848,26.85,6.5,27.5,6,17,44.5,3,69.5"
"1655,""Endlicheria bracteolata"",""Neotropical"",""forest"",""n"",20,NA,0.573,"""",""Zanneetal2009"",""FloradoBrasil"",26.1482142857143,2611.28571428571,44.0706857142857,5.11044285714286,10.7767142857143,9.14285714285714,28.7142857142857,5.14285714285714,22.9285714285714,47.1428571428571,20.7142857142857,50.6428571428571"
"1656,""Ocotea petalanthera"",""Neotropical"",""forest"","""",NA,NA,0.461775,"""",""Zanneetal2009"","""",26.6708,2307,42.5422,7.9448,13.8625,9,26.5,5,28,46,16.5,58"
"1657,""Beilschmiedia kweo"",""Afrotropical"",""forest"",""n"",30,NA,0.60354656,"""",""Zanneetal2009"",""JStorPlants"",18.6271,1261.25,83.4236,22.5855,25.4467,17.125,35.625,11.625,32.625,54,20.125,44.25"
"1658,""Ocotea percurrens"",""Neotropical"",""forest"",""n"",NA,NA,0.519,"""",""Zanneetal2009"","""",25.929175,2153.75,40.5215,11.430725,19.18195,10.375,32.75,5.375,26.375,49,22.625,44.75"
"1659,""Ocotea percoriacea"",""Neotropical"",""forest"",""n"",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.95260625,1076.375,57.3441,15.07429375,34.3436875,12.03125,32.875,6.125,18.78125,55.125,15.90625,51.28125"
"1660,""Beilschmiedia hutchinsoniana"",""Afrotropical"",""forest"","""",NA,NA,0.6027,"""",""Zanneetal2009"","""",24.1083,2910,64.3941,40.7704,6.52195,25,37,4.5,41.5,55,19,44"
"1661,""Ocotea benthamiana"",""Neotropical"",""forest"","""",NA,NA,0.45,"""",""Zanneetal2009"","""",14.677075,1450.875,32.6113,2.97765,7.327675,30.375,25.5,14.4375,86.3125,54.125,30.3125,44.25"
"1662,""Ocotea pauciflora"",""Neotropical"",""forest"","""",NA,NA,0.59,"""",""Zanneetal2009"","""",25.69918,1795.4,63.37968,10.72982,10.69428,8.1,27.4,1.1,13.9,48.3,25.7,47.2"
"1663,""Ocotea oppositifolia"",""Neotropical"",""forest"","""",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.0389,1434.33333333333,69.2526333333333,12.2386666666667,23.9627666666667,10,36.3333333333333,2.33333333333333,22.3333333333333,49.5,19.1666666666667,44"
"1664,""Ocotea atirrensis"",""Neotropical"",""forest"","""",NA,NA,0.48,"""",""Zanneetal2009"","""",22.8390957446809,3090.04255319149,49.6406957446808,9.16521276595745,7.41524531914894,30.0212765957447,31.9574468085106,10.1382978723404,52.031914893617,53.7021276595745,28.9148936170213,39.1276595744681"
"1665,""Ocotea odorifera"",""Neotropical"",""forest"",""n"",22,NA,0.77,"""",""Zanneetal2009"",""FloradoBrasil"",18.8317567567568,1612.18918918919,44.3407756756757,11.3591540540541,15.3352621621622,12.6351351351351,40.3378378378378,4.01351351351351,24.7702702702703,52.1621621621622,21.0945945945946,38.6216216216216"
"1666,""Beilschmiedia diversiflora"",""Afrotropical"",""forest"","""",20,NA,0.648582486,"""",""Zanneetal2009"",""CJB"",22.9125,1888,60.8121,0,0,9,46,9.5,32,48.5,13,41.5"
"1667,""Ocotea amazonica"",""Neotropical"",""forest"","""",NA,NA,0.443,"""",""Zanneetal2009"","""",23.78,2727.6,37.49008,71.01472,8.68384,16.5,33.8,6.9,40.3,49.8,22.3,43.8"
"1668,""Beilschmiedia corbisieri"",""Afrotropical"",""forest"","""",20,NA,0.662854723,"""",""Zanneetal2009"",""CJB"",25.2208,1808,29.546,6.9454,9.18571,8,28.5,8.5,27.5,47.5,15.5,56"
"1669,""Ocotea nigra"",""Neotropical"",""forest"","""",NA,NA,0.45,"""",""Zanneetal2009"","""",26.54585,2370,38.0902,0,0,14,29.5,7.66666666666667,54.3333333333333,48.8333333333333,25.5,45"
"1670,""Ocotea neesiana"",""Neotropical"",""forest"","""",NA,NA,0.55,"""",""Zanneetal2009"","""",25.4238142857143,2567.28571428571,43.0424142857143,5.96542857142857,5.11475571428571,11.3333333333333,29.25,8.25,29.9166666666667,50.0833333333333,25.1666666666667,45.8333333333333"
"1671,""Ocotea adenotrachelium"",""Neotropical"",""forest"","""",NA,16.36785624,0.543875099,""Dantasetal2013"",""Dantasetal2013"","""",24.94585,1727.5,47.05425,2.48525,5.86,15,41,7.5,20.25,48,23.25,36.5"
"1672,""Ocotea acutifolia"",""Neotropical"",""savanna"","""",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.2054538461538,1562.84615384615,17.8828276923077,23.3207538461538,9.91717153846154,15.6153846153846,40.3846153846154,4.19230769230769,21.3846153846154,56.3076923076923,24.9230769230769,34.6923076923077"
"1673,""Ocotea myriantha"",""Neotropical"",""forest"","""",NA,NA,0.611,"""",""Zanneetal2009"","""",26.1264,2760.33333333333,27.2607333333333,0,0,10.6666666666667,31.8333333333333,5.5,30.1666666666667,47.5,25.3333333333333,42.8333333333333"
"1674,""Chlorocardium rodiei"",""Neotropical"",""forest"","""",NA,NA,0.86237,"""",""Zanneetal2009"","""",26.3055666666667,2098,62.3464333333333,0.9935,2.16666666666667,9.16666666666667,31.8333333333333,9.16666666666667,22.3333333333333,47.5,20.6666666666667,47.3333333333333"
