Block,Species_source,Plant_Number,Rust_4th,Rust_17th,Height
5,7,Plant5,0,0,NA
5,35,Plant1,1,1,78
5,35,Plant2,1,1,76
5,35,Plant3,1,1,60
5,35,Plant4,2,2,67
5,35,Plant5,2,2,77
5,16,Plant1,0,0,NA
5,16,Plant2,0,0,NA
5,16,Plant3,0,0,55
5,16,Plant4,0,0,NA
5,16,Plant5,0,0,NA
5,6,Plant1,0,0,NA
5,6,Plant2,1,1,67
5,6,Plant3,0,0,NA
5,6,Plant4,0,0,NA
5,6,Plant5,0,0,NA
5,39,Plant1,0,0,NA
5,39,Plant2,0,0,NA
5,39,Plant3,0,0,NA
5,39,Plant4,1,1,45
5,39,Plant5,0,0,NA
5,21,Plant1,1,1,74
5,21,Plant2,0,0,59
5,21,Plant3,1,1,67
5,21,Plant4,0,0,78
5,21,Plant5,0,0,52
5,36,Plant1,0,0,NA
5,36,Plant2,0,0,NA
5,36,Plant3,0,0,NA
5,36,Plant4,0,0,53
5,36,Plant5,0,0,NA
5,26,Plant1,1,1,69
5,26,Plant2,0,0,NA
5,26,Plant3,0,0,68
5,26,Plant4,1,0,38
5,26,Plant5,2,1,68
5,38,Plant1,0,0,NA
5,38,Plant2,0,0,NA
5,38,Plant3,0,0,NA
5,38,Plant4,0,0,NA
5,38,Plant5,0,0,NA
5,27,Plant1,0,0,49
5,27,Plant2,1,1,69
5,27,Plant3,3,1,74
5,27,Plant4,0,0,NA
5,27,Plant5,3,2,73
5,3,Plant1,0,0,64
5,3,Plant2,0,0,56
5,3,Plant3,0,0,47
5,3,Plant4,0,0,NA
5,3,Plant5,0,0,NA
5,41,Plant1,0,0,76
5,41,Plant2,0,0,58
5,41,Plant3,0,0,60
5,41,Plant4,0,0,61
5,41,Plant5,0,0,75
5,15,Plant1,3,2,56
5,15,Plant2,0,0,NA
5,15,Plant3,0,0,NA
5,15,Plant4,0,0,NA
5,15,Plant5,2,1,76
5,5,Plant1,0,0,NA
5,5,Plant2,0,0,NA
5,5,Plant3,0,0,NA
5,5,Plant4,0,0,33
5,5,Plant5,0,0,40
5,34,Plant1,0,0,37
5,34,Plant2,0,0,30
5,34,Plant3,1,0,35
5,34,Plant4,1,0,67
5,34,Plant5,0,0,NA
5,2,Plant1,0,0,70
5,2,Plant2,0,0,75
5,2,Plant3,0,0,72
5,2,Plant4,0,0,65
5,2,Plant5,0,0,73
5,42,Plant1,0,0,NA
5,42,Plant2,0,0,51
5,42,Plant3,1,1,73
5,42,Plant4,1,0,74
5,42,Plant5,1,0,70
5,24,Plant1,1,1,75
5,24,Plant2,1,1,80
5,24,Plant3,1,1,69
5,24,Plant4,1,0,59
5,24,Plant5,1,1,64
5,19,Plant1,0,0,66
5,19,Plant2,3,2,58
5,19,Plant3,3,2,66
5,19,Plant4,3,2,78
5,19,Plant5,3,2,75
5,1,Plant1,0,0,NA
5,1,Plant2,0,0,NA
5,1,Plant3,0,0,35
5,1,Plant4,0,0,57
5,1,Plant5,0,0,56
5,4,Plant1,0,0,34
5,4,Plant2,0,0,24
5,4,Plant3,0,0,51
5,4,Plant4,0,0,NA
5,4,Plant5,0,0,NA
5,22,Plant1,0,0,NA
5,22,Plant2,0,0,NA
5,22,Plant3,0,0,37
5,22,Plant4,0,0,NA
5,22,Plant5,0,0,71
5,11,Plant1,1,0,81
5,11,Plant2,1,1,80
5,11,Plant3,1,0,62
5,11,Plant4,0,0,69
5,11,Plant5,0,0,NA
5,18,Plant1,0,0,NA
5,18,Plant2,0,0,24
5,18,Plant3,0,0,70
5,18,Plant4,0,0,NA
5,18,Plant5,1,0,77
5,13,Plant1,0,0,NA
5,13,Plant2,1,1,62
5,13,Plant3,1,1,78
5,13,Plant4,0,0,NA
5,13,Plant5,1,1,78
5,29,Plant1,2,2,78
5,29,Plant2,0,0,NA
5,29,Plant3,2,2,91
5,29,Plant4,2,2,84
5,29,Plant5,0,0,40
5,12,Plant1,1,0,62
5,12,Plant2,1,1,72
5,12,Plant3,1,0,46
5,12,Plant4,0,0,NA
5,12,Plant5,1,1,74
5,20,Plant1,0,0,NA
5,20,Plant2,1,1,58
5,20,Plant3,3,2,58
5,20,Plant4,3,3,64
5,20,Plant5,0,0,NA
6,29,Plant1,2,1,77
6,29,Plant2,2,1,78
6,29,Plant3,0,0,NA
6,29,Plant4,3,1,92
6,29,Plant5,0,0,NA
6,9,Plant1,0,0,NA
6,9,Plant2,0,0,NA
6,9,Plant3,0,0,NA
6,9,Plant4,0,0,NA
6,9,Plant5,0,0,NA
6,38,Plant1,0,0,NA
6,38,Plant2,0,0,NA
6,38,Plant3,0,0,NA
6,38,Plant4,0,0,NA
6,38,Plant5,0,0,NA
6,39,Plant1,0,0,64
6,39,Plant2,0,0,NA
6,39,Plant3,0,0,41
6,39,Plant4,0,0,NA
6,39,Plant5,0,0,NA
6,32,Plant1,0,0,74
6,32,Plant2,0,0,NA
6,32,Plant3,0,0,68
6,32,Plant4,0,0,80
6,32,Plant5,0,0,58
6,10,Plant1,1,1,60
6,10,Plant2,0,0,NA
6,10,Plant3,0,0,NA
6,10,Plant4,2,1,76
6,10,Plant5,0,0,NA
5,25,Plant1,0,0,29
5,25,Plant2,0,0,NA
5,25,Plant3,0,0,69
5,25,Plant4,0,0,27
5,25,Plant5,2,1,59
5,9,Plant1,3,3,72
5,9,Plant2,3,3,47
5,9,Plant3,4,4,68
5,9,Plant4,0,0,NA
5,9,Plant5,0,0,NA
6,42,Plant1,0,0,82
6,42,Plant2,0,0,51
6,42,Plant3,0,0,NA
6,42,Plant4,1,1,66
6,42,Plant5,0,0,NA
6,27,Plant1,0,0,NA
6,27,Plant2,0,0,NA
6,27,Plant3,0,0,NA
6,27,Plant4,3,2,87
6,27,Plant5,2,1,56
6,41,Plant1,0,0,63
6,41,Plant2,0,0,64
6,41,Plant3,0,0,76
6,41,Plant4,0,0,67
6,41,Plant5,0,0,70
6,30,Plant1,1,1,56
6,30,Plant2,2,1,55
6,30,Plant3,0,0,NA
6,30,Plant4,0,1,50
6,30,Plant5,0,0,NA
6,34,Plant1,0,0,NA
6,34,Plant2,1,1,66
6,34,Plant3,1,1,54
6,34,Plant4,0,0,25
6,34,Plant5,0,0,NA
6,4,Plant1,0,0,54
6,4,Plant2,0,0,59
6,4,Plant3,0,0,55
6,4,Plant4,0,0,NA
6,4,Plant5,0,0,46
6,36,Plant1,2,1,60
6,36,Plant2,0,0,NA
6,36,Plant3,0,0,NA
6,36,Plant4,0,0,NA
6,36,Plant5,0,0,NA
6,15,Plant1,0,0,NA
6,15,Plant2,0,0,NA
6,15,Plant3,2,2,56
6,15,Plant4,0,0,NA
6,15,Plant5,4,2,66
6,12,Plant1,0,0,65
6,12,Plant2,0,0,34
6,12,Plant3,1,1,55
6,12,Plant4,1,1,76
6,12,Plant5,1,1,45
6,6,Plant1,0,1,54
6,6,Plant2,1,1,68
6,6,Plant3,0,0,NA
6,6,Plant4,2,1,77
6,6,Plant5,1,1,67
6,13,Plant1,2,1,78
6,13,Plant2,1,1,56
6,13,Plant3,1,1,73
6,13,Plant4,1,0,77
6,13,Plant5,1,1,70
6,35,Plant1,0,0,70
6,35,Plant2,0,0,69
6,35,Plant3,1,1,74
6,35,Plant4,0,0,67
6,35,Plant5,1,0,76
6,20,Plant1,2,1,58
6,20,Plant2,1,1,60
6,20,Plant3,1,1,63
6,20,Plant4,0,0,NA
6,20,Plant5,1,0,59
6,8,Plant1,1,1,59
6,8,Plant2,0,0,NA
6,8,Plant3,0,0,NA
6,8,Plant4,1,0,55
6,8,Plant5,0,0,51
6,16,Plant1,1,1,83
6,16,Plant2,1,1,50
6,16,Plant3,2,1,65
6,16,Plant4,2,2,67
6,16,Plant5,2,1,59
6,40,Plant1,0,0,NA
6,40,Plant2,0,0,NA
6,40,Plant3,0,0,NA
6,40,Plant4,2,1,52
6,40,Plant5,0,0,NA
6,5,Plant1,0,0,NA
6,5,Plant2,0,0,NA
6,5,Plant3,1,0,55
6,5,Plant4,0,0,NA
6,5,Plant5,0,0,NA
6,2,Plant1,0,0,59
6,2,Plant2,0,0,64
6,2,Plant3,0,0,49
6,2,Plant4,0,0,62
6,2,Plant5,0,0,74
6,28,Plant1,1,0,79
6,28,Plant2,0,0,NA
6,28,Plant3,0,0,67
6,28,Plant4,0,0,NA
6,28,Plant5,1,1,90
6,21,Plant1,0,0,NA
6,21,Plant2,0,0,62
6,21,Plant3,0,0,25
6,21,Plant4,0,0,64
6,21,Plant5,1,0,52
6,1,Plant1,0,0,NA
6,1,Plant2,0,0,NA
6,1,Plant3,0,0,NA
6,1,Plant4,0,0,NA
6,1,Plant5,0,0,NA
6,18,Plant1,1,1,63
6,18,Plant2,1,1,69
6,18,Plant3,0,0,NA
6,18,Plant4,0,0,NA
6,18,Plant5,0,0,NA
6,11,Plant1,2,1,80
6,11,Plant2,1,0,73
6,11,Plant3,0,0,NA
6,11,Plant4,2,1,70
6,11,Plant5,0,0,NA
6,25,Plant1,0,0,41
6,25,Plant2,0,0,43
6,25,Plant3,0,0,38
6,25,Plant4,0,0,40
6,25,Plant5,1,1,70
6,3,Plant1,0,0,55
6,3,Plant2,0,0,59
6,3,Plant3,0,0,60
6,3,Plant4,0,0,NA
6,3,Plant5,0,0,66
6,7,Plant1,0,1,59
6,7,Plant2,0,0,NA
6,7,Plant3,0,0,NA
6,7,Plant4,0,0,67
6,7,Plant5,0,0,52
6,33,Plant1,0,0,NA
6,33,Plant2,0,0,NA
6,33,Plant3,1,1,78
6,33,Plant4,0,0,NA
6,33,Plant5,1,1,66
6,23,Plant1,0,0,NA
6,23,Plant2,2,1,59
6,23,Plant3,0,0,NA
6,23,Plant4,1,1,58
6,23,Plant5,0,0,NA
6,22,Plant1,2,1,59
6,22,Plant2,0,0,39
6,22,Plant3,1,1,47
6,22,Plant4,2,2,65
6,22,Plant5,1,1,82
6,14,Plant1,0,0,65
6,14,Plant2,0,0,61
6,14,Plant3,0,0,NA
6,14,Plant4,0,0,67
6,14,Plant5,0,0,62
6,26,Plant1,0,0,64
6,26,Plant2,0,0,NA
6,26,Plant3,1,0,55
6,26,Plant4,0,0,NA
6,26,Plant5,1,1,67
6,37,Plant1,1,0,52
6,37,Plant2,1,1,67
6,37,Plant3,0,0,NA
6,37,Plant4,0,0,NA
6,37,Plant5,4,4,63
7,13,Plant1,0,0,44
7,13,Plant2,0,0,78
7,13,Plant3,1,1,71
7,13,Plant4,1,1,74
7,13,Plant5,2,2,60
7,31,Plant1,0,0,NA
7,31,Plant2,0,0,75
7,31,Plant3,0,0,NA
7,31,Plant4,0,0,NA
7,31,Plant5,0,0,60
7,12,Plant1,0,0,NA
7,12,Plant2,0,0,NA
7,12,Plant3,1,1,56
7,12,Plant4,0,0,74
7,12,Plant5,2,1,69
7,11,Plant1,2,2,81
7,11,Plant2,2,1,81
7,11,Plant3,1,1,75
7,11,Plant4,0,0,NA
7,11,Plant5,0,0,NA
6,19,Plant1,0,0,NA
6,19,Plant2,1,1,73
6,19,Plant3,1,1,62
6,19,Plant4,1,1,67
6,19,Plant5,0,0,NA
6,17,Plant1,0,0,NA
6,17,Plant2,0,0,NA
6,17,Plant3,1,0,62
6,17,Plant4,2,0,74
6,17,Plant5,1,1,60
6,31,Plant1,0,0,69
6,31,Plant2,1,1,40
6,31,Plant3,1,1,60
6,31,Plant4,0,0,NA
6,31,Plant5,0,0,NA
6,24,Plant1,1,1,52
6,24,Plant2,0,0,NA
6,24,Plant3,3,2,59
6,24,Plant4,3,1,63
6,24,Plant5,2,1,47
7,25,Plant1,0,0,NA
7,25,Plant2,0,0,70
7,25,Plant3,0,1,63
7,25,Plant4,0,0,NA
7,25,Plant5,1,0,73
7,36,Plant1,1,1,57
7,36,Plant2,1,0,55
7,36,Plant3,1,1,64
7,36,Plant4,0,0,51
7,36,Plant5,1,1,65
7,26,Plant1,0,0,NA
7,26,Plant2,1,1,43
7,26,Plant3,3,1,65
7,26,Plant4,1,1,60
7,26,Plant5,2,1,75
7,18,Plant1,1,1,81
7,18,Plant2,3,0,80
7,18,Plant3,2,0,88
7,18,Plant4,2,1,57
7,18,Plant5,0,0,NA
7,10,Plant1,0,0,24
7,10,Plant2,1,1,49
7,10,Plant3,2,1,66
7,10,Plant4,3,1,48
7,10,Plant5,0,0,39
7,4,Plant1,0,0,43
7,4,Plant2,0,0,48
7,4,Plant3,0,0,NA
7,4,Plant4,0,0,NA
7,4,Plant5,0,0,NA
7,38,Plant1,0,0,43
7,38,Plant2,0,0,NA
7,38,Plant3,0,0,NA
7,38,Plant4,0,0,NA
7,38,Plant5,0,0,NA
7,17,Plant1,3,1,73
7,17,Plant2,0,0,53
7,17,Plant3,1,1,60
7,17,Plant4,4,2,48
7,17,Plant5,0,0,NA
7,15,Plant1,1,0,55
7,15,Plant2,1,0,72
7,15,Plant3,0,1,43
7,15,Plant4,2,2,59
7,15,Plant5,0,0,NA
7,41,Plant1,0,0,76
7,41,Plant2,0,0,63
7,41,Plant3,0,0,70
7,41,Plant4,0,0,67
7,41,Plant5,0,0,75
7,35,Plant1,1,0,77
7,35,Plant2,1,1,78
7,35,Plant3,1,1,67
7,35,Plant4,1,1,67
7,35,Plant5,0,0,NA
7,7,Plant1,0,1,73
7,7,Plant2,0,0,52
7,7,Plant3,0,0,48
7,7,Plant4,0,0,47
7,7,Plant5,0,0,60
7,2,Plant1,0,0,61
7,2,Plant2,0,0,65
7,2,Plant3,0,0,59
7,2,Plant4,0,0,72
7,2,Plant5,0,0,70
7,33,Plant1,0,0,NA
7,33,Plant2,0,0,NA
7,33,Plant3,0,0,58
7,33,Plant4,0,0,64
7,33,Plant5,0,0,NA
7,24,Plant1,0,0,NA
7,24,Plant2,0,0,59
7,24,Plant3,0,0,47
7,24,Plant4,0,0,46
7,24,Plant5,1,1,62
7,20,Plant1,0,0,NA
7,20,Plant2,0,0,NA
7,20,Plant3,0,0,NA
7,20,Plant4,0,0,NA
7,20,Plant5,1,0,44
7,30,Plant1,0,0,NA
7,30,Plant2,1,1,49
7,30,Plant3,1,1,41
7,30,Plant4,1,1,59
7,30,Plant5,0,0,NA
7,29,Plant1,0,0,NA
7,29,Plant2,NA,NA,NA
7,29,Plant3,2,1,88
7,29,Plant4,0,0,NA
7,29,Plant5,0,0,NA
7,19,Plant1,2,2,75
7,19,Plant2,2,2,70
7,19,Plant3,2,2,78
7,19,Plant4,3,2,80
7,19,Plant5,2,1,76
7,8,Plant1,0,0,65
7,8,Plant2,0,0,67
7,8,Plant3,0,0,49
7,8,Plant4,1,1,84
7,8,Plant5,0,0,66
7,21,Plant1,0,1,78
7,21,Plant2,0,0,83
7,21,Plant3,0,0,78
7,21,Plant4,0,0,85
7,21,Plant5,1,0,66
7,6,Plant1,0,0,NA
7,6,Plant2,0,0,NA
7,6,Plant3,0,0,NA
7,6,Plant4,0,0,NA
7,6,Plant5,0,0,NA
7,37,Plant1,1,1,55
7,37,Plant2,0,0,NA
7,37,Plant3,1,1,78
7,37,Plant4,1,1,65
7,37,Plant5,0,0,NA
7,32,Plant1,0,0,64
7,32,Plant2,0,0,NA
7,32,Plant3,0,0,57
7,32,Plant4,0,0,65
7,32,Plant5,0,0,68
7,1,Plant1,0,0,NA
7,1,Plant2,0,0,63
7,1,Plant3,0,0,NA
7,1,Plant4,0,0,NA
7,1,Plant5,0,0,65
7,40,Plant1,0,0,53
7,40,Plant2,1,0,61
7,40,Plant3,2,0,67
7,40,Plant4,1,1,85
7,40,Plant5,0,0,NA
7,16,Plant1,0,1,53
7,16,Plant2,0,1,48
7,16,Plant3,0,0,NA
7,16,Plant4,0,0,NA
7,16,Plant5,0,0,NA
7,34,Plant1,0,0,NA
7,34,Plant2,0,0,NA
7,34,Plant3,1,1,64
7,34,Plant4,0,0,NA
7,34,Plant5,0,0,63
7,39,Plant1,0,0,62
7,39,Plant2,0,0,NA
7,39,Plant3,1,1,62
7,39,Plant4,0,0,44
7,39,Plant5,1,0,42
7,27,Plant1,0,0,NA
7,27,Plant2,1,1,70
7,27,Plant3,0,0,NA
7,27,Plant4,2,1,73
7,27,Plant5,0,0,NA
7,42,Plant1,1,0,67
7,42,Plant2,0,0,NA
7,42,Plant3,1,0,74
7,42,Plant4,0,0,67
7,42,Plant5,1,1,69
7,23,Plant1,2,2,64
7,23,Plant2,1,0,50
7,23,Plant3,2,1,57
7,23,Plant4,1,1,60
7,23,Plant5,0,0,NA
8,36,Plant1,0,0,39
8,36,Plant2,1,1,63
8,36,Plant3,0,0,58
8,36,Plant4,0,0,47
8,36,Plant5,0,0,NA
8,5,Plant1,0,0,NA
8,5,Plant2,0,0,NA
8,5,Plant3,0,0,NA
8,5,Plant4,0,0,29
8,5,Plant5,0,0,55
7,9,Plant1,2,1,75
7,9,Plant2,1,1,63
7,9,Plant3,1,1,75
7,9,Plant4,0,0,NA
7,9,Plant5,1,1,58
7,28,Plant1,1,1,58
7,28,Plant2,0,0,NA
7,28,Plant3,0,0,61
7,28,Plant4,0,0,82
7,28,Plant5,0,0,66
7,22,Plant1,0,0,NA
7,22,Plant2,0,0,67
7,22,Plant3,0,0,77
7,22,Plant4,0,0,64
7,22,Plant5,0,0,69
7,3,Plant1,0,0,28
7,3,Plant2,0,0,NA
7,3,Plant3,0,0,NA
7,3,Plant4,0,0,NA
7,3,Plant5,0,0,NA
7,5,Plant1,0,0,NA
7,5,Plant2,0,0,NA
7,5,Plant3,0,0,NA
7,5,Plant4,0,0,NA
7,5,Plant5,0,0,NA
7,14,Plant1,0,0,NA
7,14,Plant2,1,1,59
7,14,Plant3,2,1,63
7,14,Plant4,0,0,NA
7,14,Plant5,1,1,49
8,22,Plant1,0,0,64
8,22,Plant2,0,0,53
8,22,Plant3,0,0,45
8,22,Plant4,0,0,30
8,22,Plant5,0,0,65
8,21,Plant1,0,0,87
8,21,Plant2,0,0,NA
8,21,Plant3,0,0,77
8,21,Plant4,0,0,61
8,21,Plant5,0,0,64
8,18,Plant1,1,1,84
8,18,Plant2,0,0,NA
8,18,Plant3,2,1,67
8,18,Plant4,0,0,NA
8,18,Plant5,1,1,79
8,19,Plant1,0,0,NA
8,19,Plant2,0,0,65
8,19,Plant3,0,0,NA
8,19,Plant4,0,0,NA
8,19,Plant5,2,1,68
8,34,Plant1,0,0,79
8,34,Plant2,0,0,NA
8,34,Plant3,1,1,63
8,34,Plant4,0,0,NA
8,34,Plant5,0,0,NA
8,28,Plant1,0,0,78
8,28,Plant2,0,0,71
8,28,Plant3,0,0,NA
8,28,Plant4,1,1,68
8,28,Plant5,1,1,77
8,24,Plant1,1,1,75
8,24,Plant2,1,1,71
8,24,Plant3,2,1,46
8,24,Plant4,2,1,67
8,24,Plant5,2,1,58
8,12,Plant1,0,0,NA
8,12,Plant2,0,0,NA
8,12,Plant3,1,0,63
8,12,Plant4,0,0,NA
8,12,Plant5,0,0,NA
8,7,Plant1,0,0,NA
8,7,Plant2,0,0,NA
8,7,Plant3,0,0,NA
8,7,Plant4,0,0,NA
8,7,Plant5,0,0,51
8,16,Plant1,1,0,67
8,16,Plant2,1,0,78
8,16,Plant3,0,0,NA
8,16,Plant4,0,0,75
8,16,Plant5,0,0,NA
8,15,Plant1,2,0,62
8,15,Plant2,3,2,68
8,15,Plant3,1,1,70
8,15,Plant4,0,0,NA
8,15,Plant5,0,0,NA
8,38,Plant1,0,0,NA
8,38,Plant2,0,0,NA
8,38,Plant3,0,0,NA
8,38,Plant4,0,0,NA
8,38,Plant5,0,0,NA
8,37,Plant1,0,0,NA
8,37,Plant2,1,0,78
8,37,Plant3,1,0,82
8,37,Plant4,2,1,66
8,37,Plant5,0,0,NA
8,17,Plant1,1,0,57
8,17,Plant2,1,1,70
8,17,Plant3,1,1,68
8,17,Plant4,0,0,44
8,17,Plant5,1,1,73
8,6,Plant1,1,0,74
8,6,Plant2,0,0,69
8,6,Plant3,0,0,NA
8,6,Plant4,1,0,70
8,6,Plant5,0,0,37
8,41,Plant1,0,0,69
8,41,Plant2,0,0,65
8,41,Plant3,0,0,43
8,41,Plant4,0,0,70
8,41,Plant5,0,0,70
8,4,Plant1,0,0,59
8,4,Plant2,0,0,NA
8,4,Plant3,0,0,NA
8,4,Plant4,0,0,NA
8,4,Plant5,0,0,NA
8,11,Plant1,2,1,82
8,11,Plant2,1,0,38
8,11,Plant3,1,0,74
8,11,Plant4,0,0,NA
8,11,Plant5,0,0,25
8,42,Plant1,0,0,52
8,42,Plant2,0,0,67
8,42,Plant3,0,0,65
8,42,Plant4,0,0,46
8,42,Plant5,0,0,66
8,31,Plant1,1,1,68
8,31,Plant2,0,0,54
8,31,Plant3,0,0,NA
8,31,Plant4,0,0,NA
8,31,Plant5,0,0,NA
8,10,Plant1,0,0,NA
8,10,Plant2,1,1,46
8,10,Plant3,1,1,78
8,10,Plant4,1,1,62
8,10,Plant5,0,0,NA
8,2,Plant1,0,0,61
8,2,Plant2,0,0,72
8,2,Plant3,0,0,60
8,2,Plant4,0,0,66
8,2,Plant5,0,0,66
8,8,Plant1,1,0,72
8,8,Plant2,0,0,43
8,8,Plant3,1,0,63
8,8,Plant4,NA,NA,NA
8,8,Plant5,0,0,NA
8,33,Plant1,0,0,NA
8,33,Plant2,0,0,NA
8,33,Plant3,0,0,NA
8,33,Plant4,0,0,42
8,33,Plant5,0,0,NA
8,20,Plant1,0,0,NA
8,20,Plant2,0,0,NA
8,20,Plant3,0,0,NA
8,20,Plant4,1,1,59
8,20,Plant5,0,0,NA
8,1,Plant1,0,0,25
8,1,Plant2,0,0,NA
8,1,Plant3,0,0,68
8,1,Plant4,0,0,54
8,1,Plant5,NA,NA,NA
8,35,Plant1,0,0,67
8,35,Plant2,0,0,60
8,35,Plant3,0,0,NA
8,35,Plant4,0,0,NA
8,35,Plant5,0,0,75
8,27,Plant1,0,0,NA
8,27,Plant2,0,0,75
8,27,Plant3,0,0,NA
8,27,Plant4,0,0,NA
8,27,Plant5,0,0,NA
8,25,Plant1,0,0,70
8,25,Plant2,0,0,NA
8,25,Plant3,0,0,NA
8,25,Plant4,0,0,NA
8,25,Plant5,0,0,74
8,13,Plant1,1,1,76
8,13,Plant2,1,0,60
8,13,Plant3,0,0,66
8,13,Plant4,0,0,71
8,13,Plant5,1,0,75
8,23,Plant1,3,1,61
8,23,Plant2,0,0,NA
8,23,Plant3,2,1,79
8,23,Plant4,2,1,60
8,23,Plant5,0,0,46
8,26,Plant1,1,1,58
8,26,Plant2,0,0,NA
8,26,Plant3,0,0,NA
8,26,Plant4,2,2,63
8,26,Plant5,0,0,NA
8,30,Plant1,1,0,47
8,30,Plant2,0,0,37
8,30,Plant3,0,0,NA
8,30,Plant4,0,0,56
8,30,Plant5,1,1,45
8,14,Plant1,0,0,39
8,14,Plant2,0,0,55
8,14,Plant3,0,0,NA
8,14,Plant4,0,0,34
8,14,Plant5,0,0,NA
8,3,Plant1,0,0,NA
8,3,Plant2,0,0,59
8,3,Plant3,0,0,46
8,3,Plant4,0,0,NA
8,3,Plant5,0,0,NA
8,29,Plant1,0,0,NA
8,29,Plant2,0,0,NA
8,29,Plant3,0,0,NA
8,29,Plant4,0,0,NA
8,29,Plant5,1,1,82
8,9,Plant1,0,0,66
8,9,Plant2,0,0,NA
8,9,Plant3,0,0,NA
8,9,Plant4,0,0,NA
8,9,Plant5,1,1,78
8,40,Plant1,1,0,62
8,40,Plant2,1,0,56
8,40,Plant3,1,1,80
8,40,Plant4,0,0,NA
8,40,Plant5,0,0,NA
8,32,Plant1,0,0,71
8,32,Plant2,0,0,63
8,32,Plant3,0,0,56
8,32,Plant4,0,0,77
8,32,Plant5,0,0,57
8,39,Plant1,0,0,48
8,39,Plant2,1,0,57
8,39,Plant3,0,0,NA
8,39,Plant4,0,0,NA
8,39,Plant5,1,0,67
