source,block,row,plot,rep,sd_wt_50_ct,num_seeds,notes
22,5,26,2,4,0.0932,NA,NA
22,6,31,5,1,0.17,NA,NA
22,6,31,5,2,0.1715,NA,NA
22,6,31,5,3,0.1724,NA,NA
22,6,31,5,4,0.1734,NA,NA
22,7,37,5,1,0.0895,NA,NA
22,7,37,5,2,0.0871,NA,NA
22,7,37,5,3,0.09,NA,NA
22,7,37,5,4,0.088,NA,NA
22,8,38,1,1,0.0671,NA,NA
22,8,38,1,2,0.068,NA,NA
22,8,38,1,3,0.0675,NA,NA
22,8,38,1,4,0.0671,NA,NA
23,1,1,5,1,0.1327,NA,NA
23,1,1,5,2,0.1327,NA,NA
23,1,1,5,3,0.1319,NA,NA
23,1,1,5,4,0.1336,NA,NA
23,2,8,5,1,0.1161,NA,NA
23,2,8,5,2,0.1163,NA,NA
23,2,8,5,3,0.1181,NA,NA
23,2,8,5,4,0.1191,NA,NA
23,3,12,2,1,0.138,NA,NA
23,3,12,2,2,0.1386,NA,NA
23,3,12,2,3,0.1393,NA,NA
23,3,12,2,4,0.139,NA,NA
23,4,18,3,1,0.0938,NA,NA
23,4,18,3,2,0.0932,NA,NA
23,4,18,3,3,0.0946,NA,NA
23,4,18,3,4,0.0949,NA,NA
23,5,23,1,1,0.1258,NA,NA
23,5,23,1,2,0.1263,NA,NA
23,5,23,1,3,0.1254,NA,NA
23,5,23,1,4,0.1248,NA,NA
23,6,31,4,1,0.1318,NA,NA
23,6,31,4,2,0.1297,NA,NA
23,6,31,4,3,0.1299,NA,NA
23,6,31,4,4,0.1318,NA,NA
23,7,36,8,1,0.1186,NA,NA
23,7,36,8,2,0.1179,NA,NA
23,7,36,8,3,0.1197,NA,NA
23,7,36,8,4,0.1178,NA,NA
23,8,41,7,1,0.1275,NA,NA
23,8,41,7,2,0.1282,NA,NA
23,8,41,7,3,0.1281,NA,NA
23,8,41,7,4,0.0737,28,28 seeds
24,1,2,2,1,0.1003,NA,NA
24,1,2,2,2,0.0999,NA,NA
24,1,2,2,3,0.101,NA,NA
24,1,2,2,4,0.099,NA,NA
24,2,8,1,1,0.1041,NA,NA
24,2,8,1,2,0.1037,NA,NA
24,2,8,1,3,0.1032,NA,NA
24,2,8,1,4,0.104,NA,NA
24,3,16,8,1,0.1097,NA,NA
24,3,16,8,2,0.1089,NA,NA
24,3,16,8,3,0.1086,NA,NA
24,3,16,8,4,0.1103,NA,NA
24,4,18,5,1,0.1026,NA,NA
24,4,18,5,2,0.103,NA,NA
24,4,18,5,3,0.1031,NA,NA
24,4,18,5,4,0.103,NA,NA
24,5,25,6,1,0.1064,NA,NA
24,5,25,6,2,0.107,NA,NA
24,5,25,6,3,0.1074,NA,NA
24,5,25,6,4,0.1062,NA,NA
24,6,32,8,1,0.1082,NA,NA
24,6,32,8,2,0.1066,NA,NA
24,6,32,8,3,0.1068,NA,NA
24,6,32,8,4,0.1084,NA,NA
24,7,34,7,1,0.1082,NA,NA
24,7,34,7,2,0.1097,NA,NA
24,7,34,7,3,0.1089,NA,NA
24,7,34,7,4,0.1094,NA,NA
24,8,38,7,1,0.1114,NA,NA
24,8,38,7,2,0.112,NA,NA
24,8,38,7,3,0.1115,NA,NA
24,8,38,7,4,0.1107,NA,NA
25,1,5,6,1,0.1326,NA,NA
25,1,5,6,2,0.1346,NA,NA
25,1,5,6,3,0.1335,NA,NA
25,1,5,6,4,0.1349,NA,NA
25,2,6,1,1,0.1287,NA,NA
25,2,6,1,2,0.1318,NA,NA
25,2,6,1,3,0.1319,NA,NA
25,2,6,1,4,0.1292,NA,NA
25,3,16,6,1,0.149,NA,NA
25,3,16,6,2,0.1483,NA,NA
25,3,16,6,3,0.1502,NA,NA
25,3,16,6,4,0.151,NA,NA
25,4,17,6,1,0.1079,NA,NA
25,4,17,6,2,0.1086,NA,NA
25,4,17,6,3,0.1086,NA,NA
25,4,17,6,4,0.1097,NA,NA
25,5,27,7,1,0.1186,NA,NA
25,5,27,7,2,0.1205,NA,NA
25,5,27,7,3,0.1194,NA,NA
25,5,27,7,4,0.1197,NA,NA
25,6,30,8,1,0.1212,NA,NA
25,6,30,8,2,0.1209,NA,NA
25,6,30,8,3,0.1206,NA,NA
25,6,30,8,4,0.1217,NA,NA
25,7,33,1,1,0.1345,NA,NA
25,7,33,1,2,0.1345,NA,NA
25,7,33,1,3,0.1335,NA,NA
25,7,33,1,4,0.1349,NA,NA
25,8,41,5,1,0.1215,NA,NA
25,8,41,5,2,0.1217,NA,NA
25,8,41,5,3,0.1234,NA,NA
25,8,41,5,4,0.1234,NA,NA
26,1,4,6,1,0.1668,NA,NA
26,1,4,6,2,0.1654,NA,NA
26,1,4,6,3,0.1656,NA,NA
26,1,4,6,4,0.1644,NA,NA
26,2,9,4,1,0.1776,NA,NA
26,2,9,4,2,0.1748,NA,NA
26,2,9,4,3,0.1739,NA,NA
26,2,9,4,4,0.1747,NA,NA
26,3,15,2,1,0.1339,NA,NA
26,3,15,2,2,0.1336,NA,NA
26,3,15,2,3,0.1341,NA,NA
26,3,15,2,4,0.1337,NA,NA
26,4,21,2,1,0.1634,NA,NA
26,4,21,2,2,0.1624,NA,NA
26,4,21,2,3,0.1635,NA,NA
26,4,21,2,4,0.1627,NA,NA
26,5,24,4,1,0.1707,NA,NA
26,5,24,4,2,0.1706,NA,NA
26,5,24,4,3,0.1692,NA,NA
26,5,24,4,4,0.1695,NA,NA
26,6,31,7,1,0.1568,NA,NA
26,6,31,7,2,0.1575,NA,NA
26,6,31,7,3,0.1575,NA,NA
26,6,31,7,4,0.1576,NA,NA
26,7,33,3,1,0.1549,NA,NA
26,7,33,3,2,0.0773,25,25 seeds
26,7,33,3,3,NA,NA,NA
26,7,33,3,4,NA,NA,NA
26,8,41,8,1,0.1502,NA,NA
26,8,41,8,2,0.1511,NA,NA
26,8,41,8,3,0.151,NA,NA
26,8,41,8,4,0.1507,NA,NA
27,1,5,5,1,0.1438,NA,NA
27,1,5,5,2,0.1447,NA,NA
27,1,5,5,3,0.1451,NA,NA
27,1,5,5,4,0.1434,NA,NA
27,2,9,3,1,0.1359,NA,NA
27,2,9,3,2,0.1365,NA,NA
27,2,9,3,3,0.1367,NA,NA
27,2,9,3,4,0.137,NA,NA
27,3,14,8,1,0.1371,NA,NA
27,3,14,8,2,0.136,NA,NA
27,3,14,8,3,0.1375,NA,NA
27,3,14,8,4,0.1367,NA,NA
27,4,20,6,1,0.153,NA,NA
27,4,20,6,2,0.1521,NA,NA
27,4,20,6,3,0.1526,NA,NA
27,4,20,6,4,0.1523,NA,NA
27,5,24,6,1,0.1565,NA,NA
27,5,24,6,2,0.1585,NA,NA
27,5,24,6,3,0.1561,NA,NA
27,5,24,6,4,0.156,NA,NA
27,6,28,2,1,0.1364,NA,NA
27,6,28,2,2,0.1364,NA,NA
27,6,28,2,3,0.136,NA,NA
27,6,28,2,4,0.1363,NA,NA
27,7,36,6,1,0.1599,NA,NA
27,7,36,6,2,0.1594,NA,NA
27,7,36,6,3,0.1588,NA,NA
27,7,36,6,4,0.1585,NA,NA
27,8,41,4,1,0.1527,NA,NA
27,8,41,4,2,0.153,NA,NA
27,8,41,4,3,0.1524,NA,NA
27,8,41,4,4,0.152,NA,NA
28,2,11,7,1,0.1317,NA,NA
28,2,11,7,2,0.1323,NA,NA
28,2,11,7,3,0.1317,NA,NA
28,2,11,7,4,0.1318,NA,NA
28,3,12,8,1,0.1333,NA,NA
28,3,12,8,2,0.1338,NA,NA
28,3,12,8,3,0.1329,NA,NA
28,3,12,8,4,0.1329,NA,NA
28,4,19,1,1,0.132,NA,NA
28,4,19,1,2,0.1327,NA,NA
28,4,19,1,3,0.1339,NA,NA
28,4,19,1,4,0.1334,NA,NA
28,5,23,4,1,0.1492,NA,NA
28,5,23,4,2,0.1493,NA,NA
28,5,23,4,3,0.15,NA,NA
28,5,23,4,4,0.1514,NA,NA
28,6,30,3,1,0.1312,NA,NA
28,6,30,3,2,0.1317,NA,NA
28,6,30,3,3,0.1311,NA,NA
28,6,30,3,4,0.1309,NA,NA
28,7,37,4,1,0.1183,NA,NA
28,7,37,4,2,0.1156,NA,NA
28,7,37,4,3,0.1152,NA,NA
28,7,37,4,4,0.1171,NA,NA
28,8,38,6,1,0.1416,NA,NA
28,8,38,6,2,0.1426,NA,NA
28,8,38,6,3,0.1416,NA,NA
28,8,38,6,4,0.1403,NA,NA
29,1,5,1,1,0.1929,NA,NA
29,1,5,1,2,0.1928,NA,NA
29,1,5,1,3,0.1935,NA,NA
29,1,5,1,4,0.1925,NA,NA
29,2,7,7,1,0.1648,NA,NA
29,2,7,7,2,0.1688,NA,NA
29,2,7,7,3,0.1689,NA,NA
29,2,7,7,4,0.1678,NA,NA
29,3,16,7,1,0.1763,NA,NA
29,3,16,7,2,0.1743,NA,NA
29,3,16,7,3,0.1759,NA,NA
29,3,16,7,4,0.1763,NA,NA
29,4,20,1,1,0.1473,NA,NA
29,4,20,1,2,0.1484,NA,NA
29,4,20,1,3,0.1488,NA,NA
29,4,20,1,4,0.1467,NA,NA
29,5,26,6,1,0.1646,NA,NA
29,5,26,6,2,0.1651,NA,NA
29,5,26,6,3,0.164,NA,NA
29,5,26,6,4,0.163,NA,NA
29,6,27,1,1,0.1658,NA,NA
29,6,27,1,2,0.1668,NA,NA
29,6,27,1,3,0.1672,NA,NA
29,6,27,1,4,0.1675,NA,NA
29,7,35,2,1,0.1854,NA,NA
29,7,35,2,2,0.1868,NA,NA
29,7,35,2,3,0.1862,NA,NA
29,7,35,2,4,0.1868,NA,NA
29,8,42,4,1,0.1298,NA,ave.
29,8,42,4,2,0.1303,NA,ave.
29,8,42,4,3,0.1286,NA,ave.
29,8,42,4,4,0.1568,NA,all lg seed
30,1,3,6,1,0.1207,NA,NA
30,1,3,6,2,0.1237,NA,NA
30,1,3,6,3,0.1231,NA,NA
30,1,3,6,4,0.036,15,15 seeds
30,2,6,4,1,0.1346,NA,NA
30,2,6,4,2,0.1351,NA,NA
30,2,6,4,3,0.136,NA,NA
30,2,6,4,4,0.1356,NA,NA
30,3,14,7,1,0.1165,NA,NA
30,3,14,7,2,0.1164,NA,NA
30,3,14,7,3,0.1176,NA,NA
30,3,14,7,4,0.1175,NA,NA
30,4,20,5,1,0.1237,NA,NA
30,4,20,5,2,0.1242,NA,NA
30,4,20,5,3,0.126,NA,NA
30,4,20,5,4,0.1249,NA,NA
30,5,23,2,1,0.1191,NA,NA
30,5,23,2,2,0.1185,NA,NA
30,5,23,2,3,0.1177,NA,NA
30,5,23,2,4,0.1183,NA,NA
30,6,28,4,1,0.1188,NA,NA
30,6,28,4,2,0.1184,NA,NA
30,6,28,4,3,0.1178,NA,NA
30,6,28,4,4,0.1187,NA,NA
30,7,35,1,1,0.1231,NA,NA
30,7,35,1,2,0.1223,NA,NA
30,7,35,1,3,0.122,NA,NA
30,7,35,1,4,0.123,NA,NA
30,8,42,1,1,0.1196,NA,NA
30,8,42,1,2,0.1193,NA,NA
30,8,42,1,3,0.1188,NA,NA
30,8,42,1,4,0.119,NA,NA
31,1,2,5,1,0.1233,NA,NA
31,1,2,5,2,0.1237,NA,NA
31,1,2,5,3,0.1242,NA,NA
31,1,2,5,4,0.1232,NA,NA
31,2,9,2,1,0.1326,NA,NA
31,2,9,2,2,0.1328,NA,NA
31,2,9,2,3,0.1326,NA,NA
31,2,9,2,4,0.1318,NA,NA
31,3,12,3,1,0.133,NA,NA
31,3,12,3,2,0.1313,NA,NA
31,3,12,3,3,0.1326,NA,NA
31,3,12,3,4,0.132,NA,NA
31,4,21,8,1,0.1548,NA,NA
31,4,21,8,2,0.1552,NA,NA
31,4,21,8,3,0.1566,NA,NA
31,4,21,8,4,0.1545,NA,NA
31,5,22,3,1,0.128,NA,NA
31,5,22,3,2,0.1293,NA,NA
31,5,22,3,3,0.127,NA,NA
31,5,22,3,4,0.1298,NA,NA
31,6,32,7,1,0.1387,NA,NA
31,6,32,7,2,0.1383,NA,NA
31,6,32,7,3,0.139,NA,NA
31,6,32,7,4,0.1397,NA,NA
31,7,32,2,1,0.131,NA,NA
31,7,32,2,2,0.13,NA,NA
31,7,32,2,3,0.129,NA,NA
31,7,32,2,4,NA,NA,NA
31,8,40,4,1,0.1627,NA,NA
31,8,40,4,2,0.1618,NA,NA
31,8,40,4,3,0.1628,NA,NA
31,8,40,4,4,0.1629,NA,NA
32,1,4,5,1,0.0899,NA,NA
32,1,4,5,2,0.0896,NA,NA
32,1,4,5,3,0.09,NA,NA
32,1,4,5,4,0.0907,NA,NA
32,2,11,6,1,0.0722,NA,NA
32,2,11,6,2,0.074,NA,NA
32,2,11,6,3,0.0736,NA,NA
32,2,11,6,4,0.073,NA,NA
32,3,14,5,1,0.0778,NA,NA
32,3,14,5,2,0.0772,NA,NA
32,3,14,5,3,0.0786,NA,NA
32,3,14,5,4,0.0783,NA,NA
32,4,21,7,1,0.0775,NA,NA
32,4,21,7,2,0.077,NA,NA
32,4,21,7,3,0.0776,NA,NA
32,4,21,7,4,0.0769,NA,NA
32,5,22,1,1,0.0764,NA,NA
32,5,22,1,2,0.0748,NA,NA
32,5,22,1,3,0.0748,NA,NA
32,5,22,1,4,0.0765,NA,NA
32,6,27,5,1,0.0759,NA,NA
32,6,27,5,2,0.077,NA,NA
32,6,27,5,3,0.0758,NA,NA
32,6,27,5,4,0.0762,NA,NA
32,7,35,8,1,0.0544,NA,NA
32,7,35,8,2,0.0537,NA,NA
32,7,35,8,3,0.0543,NA,NA
32,7,35,8,4,0.0533,NA,NA
33,1,4,1,1,0.12,NA,NA
33,1,4,1,2,0.1212,NA,NA
33,1,4,1,3,0.1212,NA,NA
33,1,4,1,4,0.1214,NA,NA
33,2,6,5,1,0.1278,NA,NA
33,2,6,5,2,0.1273,NA,NA
33,2,6,5,3,0.127,NA,NA
33,2,6,5,4,0.1275,NA,NA
33,3,16,3,1,0.136,NA,NA
33,3,16,3,2,0.1368,NA,NA
33,3,16,3,3,0.1375,NA,NA
33,3,16,3,4,0.1364,NA,NA
33,4,20,2,1,0.1256,NA,NA
33,4,20,2,2,0.126,NA,NA
33,4,20,2,3,0.1263,NA,NA
33,4,20,2,4,0.1254,NA,NA
33,5,22,7,1,0.1364,NA,NA
33,5,22,7,2,0.1356,NA,NA
33,5,22,7,3,0.1352,NA,NA
33,5,22,7,4,0.1367,NA,NA
33,6,31,3,1,0.1441,NA,NA
33,6,31,3,2,0.1455,NA,NA
33,6,31,3,3,0.1455,NA,NA
33,6,31,3,4,0.1464,NA,NA
33,7,34,6,1,0.1265,NA,NA
33,7,34,6,2,0.1245,NA,NA
33,7,34,6,3,0.1255,NA,NA
33,7,34,6,4,0.1254,NA,NA
33,8,40,8,1,0.1283,NA,NA
33,8,40,8,2,0.129,NA,NA
33,8,40,8,3,0.1284,NA,NA
33,8,40,8,4,0.1285,NA,NA
34,2,10,4,1,0.1162,NA,NA
34,2,10,4,2,0.1164,NA,NA
34,2,10,4,3,0.1159,NA,NA
34,2,10,4,4,0.0739,32,32 seeds
34,3,11,4,1,0.1141,NA,NA
34,3,11,4,2,0.114,NA,NA
34,3,11,4,3,0.1137,NA,NA
34,3,11,4,4,0.114,NA,NA
34,4,19,7,1,0.1023,NA,NA
34,4,19,7,2,0.1024,NA,NA
34,4,19,7,3,0.1029,NA,NA
34,4,19,7,4,0.1044,NA,NA
34,5,25,3,1,0.1184,NA,NA
34,5,25,3,2,0.1195,NA,NA
34,5,25,3,3,0.1185,NA,NA
34,5,25,3,4,0.1182,NA,NA
34,6,28,5,1,0.111,NA,NA
34,6,28,5,2,0.1106,NA,NA
34,6,28,5,3,0.1112,NA,NA
34,6,28,5,4,0.1117,NA,NA
34,7,36,4,1,0.1332,NA,NA
34,7,36,4,2,0.1325,NA,NA
34,7,36,4,3,0.1323,NA,NA
34,7,36,4,4,0.133,NA,NA
34,8,38,5,1,0.1145,NA,NA
34,8,38,5,2,0.1153,NA,NA
34,8,38,5,3,0.1148,NA,NA
34,8,38,5,4,0.114,NA,NA
35,1,1,7,1,0.1157,NA,NA
35,1,1,7,2,0.1166,NA,NA
35,1,1,7,3,0.116,NA,NA
35,1,1,7,4,0.1174,NA,NA
35,2,7,8,1,0.1061,NA,NA
35,2,7,8,2,0.1065,NA,NA
35,2,7,8,3,0.1066,NA,NA
35,2,7,8,4,0.107,NA,NA
35,3,15,8,1,0.1206,NA,NA
35,3,15,8,2,0.1218,NA,NA
35,3,15,8,3,0.121,NA,NA
35,3,15,8,4,0.1209,NA,NA
35,4,21,5,1,0.1132,NA,NA
35,4,21,5,2,0.1129,NA,NA
35,4,21,5,3,0.1127,NA,NA
35,4,21,5,4,0.1125,NA,NA
35,5,23,6,1,0.1115,NA,NA
35,5,23,6,2,0.1105,NA,NA
35,5,23,6,3,0.1119,NA,NA
35,5,23,6,4,0.1101,NA,NA
35,6,29,4,1,0.1073,NA,NA
35,6,29,4,2,0.1071,NA,NA
35,6,29,4,3,0.1073,NA,NA
35,6,29,4,4,0.1069,NA,NA
35,7,34,3,1,0.119,NA,NA
35,7,34,3,2,0.117,NA,NA
35,7,34,3,3,0.1176,NA,NA
35,7,34,3,4,0.1196,NA,NA
35,8,41,3,1,0.0952,NA,NA
35,8,41,3,2,0.0952,NA,NA
35,8,41,3,3,0.0934,NA,NA
35,8,41,3,4,0.0945,NA,NA
36,1,5,4,1,0.1014,NA,NA
36,1,5,4,2,0.1016,NA,NA
36,1,5,4,3,0.1014,NA,NA
36,1,5,4,4,0.1018,NA,NA
36,2,10,1,1,0.1133,NA,NA
36,2,10,1,2,0.1113,NA,NA
36,2,10,1,3,0.1119,NA,NA
36,2,10,1,4,0.1122,NA,NA
36,3,14,4,1,0.1073,NA,NA
36,3,14,4,2,0.1084,NA,NA
36,3,14,4,3,0.1072,NA,NA
36,3,14,4,4,0.1083,NA,NA
36,4,16,1,1,0.1206,NA,NA
36,4,16,1,2,0.1186,NA,NA
36,4,16,1,3,0.1201,NA,NA
36,4,16,1,4,0.119,NA,NA
36,5,24,3,1,0.115,NA,NA
36,5,24,3,2,0.1152,NA,NA
36,5,24,3,3,0.1147,NA,NA
36,5,24,3,4,0.1156,NA,NA
36,6,28,7,1,0.11,NA,NA
36,6,28,7,2,0.1113,NA,NA
36,6,28,7,3,0.1105,NA,NA
36,6,28,7,4,0.1105,NA,NA
36,7,33,2,1,0.1019,NA,NA
36,7,33,2,2,0.1019,NA,NA
36,7,33,2,3,0.102,NA,NA
36,7,33,2,4,0.1024,NA,NA
36,8,37,1,1,0.0885,NA,NA
36,8,37,1,2,0.0893,NA,NA
36,8,37,1,3,0.0915,NA,NA
36,8,37,1,4,0.0893,NA,NA
37,1,6,8,1,0.1711,NA,NA
37,1,6,8,2,0.1713,NA,NA
37,1,6,8,3,0.1715,NA,NA
37,1,6,8,4,0.1709,NA,NA
37,2,10,8,1,0.1793,NA,NA
37,2,10,8,2,0.1846,NA,NA
37,2,10,8,3,0.1818,NA,NA
37,2,10,8,4,0.1788,NA,NA
37,3,11,3,1,0.1668,NA,NA
37,3,11,3,2,0.1683,NA,NA
37,3,11,3,3,0.1664,NA,NA
37,3,11,3,4,0.1681,NA,NA
37,4,19,6,1,0.1642,NA,NA
37,4,19,6,2,0.1624,NA,NA
37,4,19,6,3,0.1652,NA,NA
37,4,19,6,4,0.1637,NA,NA
37,5,22,6,1,0.1715,NA,NA
37,5,22,6,2,0.1724,NA,NA
37,5,22,6,3,0.1723,NA,NA
37,5,22,6,4,0.173,NA,NA
37,6,31,8,1,0.1298,NA,NA
37,6,31,8,2,0.1352,NA,NA
37,6,31,8,3,0.1308,NA,NA
37,6,31,8,4,0.1351,NA,NA
37,7,35,7,1,0.1605,NA,NA
37,7,35,7,2,0.1603,NA,NA
37,7,35,7,3,0.1631,NA,NA
37,7,35,7,4,0.1631,NA,NA
37,8,39,5,1,0.1631,NA,NA
37,8,39,5,2,0.1625,NA,NA
37,8,39,5,3,0.1645,NA,NA
37,8,39,5,4,0.1625,NA,NA
38,2,7,6,1,0.1146,NA,NA
38,2,7,6,2,0.1135,NA,NA
38,2,7,6,3,0.1138,NA,NA
38,2,7,6,4,0.1132,NA,NA
38,3,12,1,1,0.1333,NA,NA
38,3,12,1,2,0.1343,NA,NA
38,3,12,1,3,0.1337,NA,NA
38,3,12,1,4,0.1342,NA,NA
38,7,33,7,1,0.109,NA,NA
38,7,33,7,2,0.1076,NA,NA
38,7,33,7,3,0.1078,NA,NA
38,7,33,7,4,0.1093,NA,NA
39,1,2,4,1,0.1115,NA,NA
39,1,2,4,2,0.1136,NA,NA
39,1,2,4,3,0.1086,NA,NA
39,1,2,4,4,0.0449,20,20 seeds
39,2,7,1,1,0.1077,NA,NA
39,2,7,1,2,0.1089,NA,NA
39,2,7,1,3,0.1084,NA,NA
39,2,7,1,4,0.1084,NA,NA
39,3,13,2,1,0.0916,NA,NA
39,3,13,2,2,0.0924,NA,NA
39,3,13,2,3,0.0924,NA,NA
39,3,13,2,4,0.0921,NA,NA
39,4,17,2,1,0.1033,NA,NA
39,4,17,2,2,0.1034,NA,NA
39,4,17,2,3,NA,NA,NA
39,4,17,2,4,NA,NA,NA
39,5,24,1,1,0.0896,NA,NA
39,5,24,1,2,0.092,NA,NA
39,5,24,1,3,0.093,NA,NA
39,5,24,1,4,NA,NA,NA
39,6,27,4,1,0.0989,NA,NA
39,6,27,4,2,0.0984,NA,NA
39,6,27,4,3,0.099,NA,NA
39,6,27,4,4,0.1013,NA,NA
39,7,36,5,1,0.0735,NA,NA
39,7,36,5,2,0.0733,NA,NA
39,7,36,5,3,0.0716,NA,NA
39,7,36,5,4,0.072,NA,NA
39,8,42,8,1,0.0797,NA,NA
39,8,42,8,2,0.0805,NA,NA
39,8,42,8,3,0.0802,NA,NA
39,8,42,8,4,0.0796,NA,NA
40,1,1,4,1,0.1428,NA,NA
40,1,1,4,2,0.1425,NA,NA
40,1,1,4,3,0.1423,NA,NA
40,1,1,4,4,0.1431,NA,NA
40,2,11,5,1,0.1583,NA,NA
40,2,11,5,2,0.1578,NA,NA
40,2,11,5,3,0.1585,NA,NA
40,2,11,5,4,0.1592,NA,NA
40,3,14,2,1,0.1593,NA,NA
40,3,14,2,2,0.1606,NA,NA
40,3,14,2,3,0.1606,NA,NA
40,3,14,2,4,0.1611,NA,NA
40,4,18,8,1,0.1568,NA,NA
40,4,18,8,2,0.1584,NA,NA
40,4,18,8,3,0.1572,NA,NA
40,4,18,8,4,0.1558,NA,NA
40,5,22,2,1,0.1575,NA,NA
40,5,22,2,2,0.1584,NA,NA
40,5,22,2,3,0.157,NA,NA
40,5,22,2,4,0.1571,NA,NA
40,6,29,8,1,0.1206,NA,NA
40,6,29,8,2,0.1211,NA,NA
40,6,29,8,3,0.1206,NA,NA
40,6,29,8,4,0.12,NA,NA
40,7,36,2,1,0.111,NA,NA
40,7,36,2,2,0.1121,NA,NA
40,7,36,2,3,0.1124,NA,NA
40,7,36,2,4,0.1126,NA,NA
40,8,42,6,1,0.1644,NA,NA
40,8,42,6,2,0.1665,NA,NA
40,8,42,6,3,0.165,NA,NA
40,8,42,6,4,0.1651,NA,NA
41,1,5,8,1,0.0843,NA,NA
41,1,5,8,2,0.084,NA,NA
41,1,5,8,3,0.0846,NA,NA
41,1,5,8,4,0.0851,NA,NA
41,2,8,2,1,0.0743,NA,NA
41,2,8,2,2,0.0747,NA,NA
41,2,8,2,3,0.0746,NA,NA
41,2,8,2,4,0.0743,NA,NA
41,3,13,7,1,0.0678,NA,NA
41,3,13,7,2,0.0685,NA,NA
41,3,13,7,3,0.0677,NA,NA
41,3,13,7,4,0.0681,NA,NA
41,4,19,5,1,0.0789,NA,NA
41,4,19,5,2,0.0793,NA,NA
41,4,19,5,3,0.0794,NA,NA
41,4,19,5,4,0.08,NA,NA
41,5,24,8,1,0.0785,NA,NA
41,5,24,8,2,0.0794,NA,NA
41,5,24,8,3,0.0792,NA,NA
41,5,24,8,4,0.0786,NA,NA
41,6,28,3,1,0.0725,NA,NA
41,6,28,3,2,0.0726,NA,NA
41,6,28,3,3,0.0725,NA,NA
41,6,28,3,4,0.0724,NA,NA
41,7,34,2,1,0.0777,NA,NA
41,7,34,2,2,0.0771,NA,NA
41,7,34,2,3,0.0772,NA,NA
41,7,34,2,4,0.0777,NA,NA
41,8,39,8,1,0.077,NA,NA
41,8,39,8,2,0.0771,NA,NA
41,8,39,8,3,0.0772,NA,NA
41,8,39,8,4,0.078,NA,NA
42,1,2,7,1,0.1067,NA,NA
42,1,2,7,2,0.1061,NA,NA
42,1,2,7,3,0.1067,NA,NA
42,1,2,7,4,0.1068,NA,NA
42,2,8,6,1,0.1191,NA,NA
42,2,8,6,2,0.1197,NA,NA
42,2,8,6,3,0.1202,NA,NA
42,2,8,6,4,0.1153,NA,NA
42,3,13,3,1,0.1083,NA,NA
42,3,13,3,2,0.1077,NA,NA
42,3,13,3,3,0.1076,NA,NA
42,3,13,3,4,0.1079,NA,NA
42,4,17,8,1,0.1219,NA,NA
42,4,17,8,2,0.1229,NA,NA
42,4,17,8,3,0.1231,NA,NA
42,4,17,8,4,0.1235,NA,NA
42,5,25,5,1,0.114,NA,NA
42,5,25,5,2,0.1137,NA,NA
42,5,25,5,3,0.1144,NA,NA
42,5,25,5,4,0.1151,NA,NA
42,6,28,1,1,0.128,NA,NA
42,6,28,1,2,0.1283,NA,NA
42,6,28,1,3,0.1293,NA,NA
42,6,28,1,4,0.1298,NA,NA
42,7,36,7,1,0.1279,NA,NA
42,7,36,7,2,0.1283,NA,NA
42,7,36,7,3,0.1292,NA,NA
42,7,36,7,4,0.1289,NA,NA
42,8,40,3,1,0.1146,NA,NA
42,8,40,3,2,0.1148,NA,NA
42,8,40,3,3,0.1155,NA,NA
42,8,40,3,4,0.1154,NA,NA
