UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Mortality_per_yr,Longevity_yr,Temperature_C,Trophic,Group,Family,Genus,Reference,Notes_source,Lifespan_measure,Notes_measure,Common name
3737,5,7,Bird,Gruiformes,Gallirallus australis,899.3,0.18115942,5.52,,,Non passerine,Rallidae,Gallirallus,AnAge Data,HAGRID: 615; Refs: 575;820,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Weka
3738,5,7,Bird,Gruiformes,Grus americana,7500,0.0625,16,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 603; Refs: 316;437;444;445;732,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Whooping crane
3739,5,7,Bird,Gruiformes,Grus americana,5.83E+03,0.084,11.9047619,40,,Non passerine,,Grus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3740,5,7,Bird,Gruiformes,Grus americana,5.83E+03,0.355,2.816901408,40,,Non passerine,,Grus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3741,5,7,Bird,Gruiformes,Grus antigone,8663,0.059808612,16.72,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 604; Refs: 986,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sarus crane
3742,5,7,Bird,Gruiformes,Grus canadensis,3890,0.027322404,36.6,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 605; Refs: 61;427;437;444;445;700,wild,wild; medium sample size; acceptable quality,Sandhill crane
3743,5,7,Bird,Gruiformes,Grus canadensis,3.17E+03,0.118,8.474576271,40,,Non passerine,,Grus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3744,5,7,Bird,Gruiformes,Grus canadensis,3.17E+03,0.131,7.633587786,40,,Non passerine,,Grus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3745,5,7,Bird,Gruiformes,Grus canadensis,3.17E+03,0.139,7.194244604,40,,Non passerine,,Grus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3746,5,7,Bird,Gruiformes,Grus grus,5500,0.023255814,43,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 606; Refs: 444;729;732;820,wild,wild; medium sample size; acceptable quality,Common crane
3747,5,7,Bird,Gruiformes,Grus japonensis,8500,0.099206349,10.08,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 607; Refs: 438;575;732,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Red-crowned crane
3748,5,7,Bird,Gruiformes,Grus leucogeranus,5931,0.069060773,14.48,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 608; Refs: 575;732;820,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Siberian crane
3749,5,7,Bird,Gruiformes,Grus monacha,3700,0.104166667,9.6,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 609; Refs: 448;575;732,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Hooded crane
3750,5,7,Bird,Gruiformes,Grus rubicunda,6250.5,0.075757576,13.2,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 610; Refs: 575;820,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Brolga
3751,5,7,Bird,Gruiformes,Grus vipio,5400,0.055555556,18,,,Non passerine,Gruidae,Grus,AnAge Data,HAGRID: 611; Refs: 448;732,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,White-naped crane
3752,5,7,Bird,Gruiformes,Laterallus jamicensis,3.39E+01,1.163,0.859845228,40,,Non passerine,,Laterallus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3753,5,7,Bird,Gruiformes,Rallus aquaticus,111.5,0.112359551,8.9,,,Non passerine,Rallidae,Rallus,AnAge Data,HAGRID: 616; Refs: 450;729;732;820,wild,wild; medium sample size; acceptable quality,Water rail
3754,5,7,Bird,Gruiformes,Rallus longirostris,308,0.133333333,7.5,,,Non passerine,Rallidae,Rallus,AnAge Data,HAGRID: 617; Refs: 444;445;576,wild,wild; medium sample size; acceptable quality,Clapper rail
3755,5,7,Bird,Gruiformes,Rallus longirostris,3.23E+02,0.345,2.898550725,40,,Non passerine,,Rallus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3756,5,7,Bird,Musophagiformes,Tauraco leucotis,265,0.201612903,4.96,,,Non passerine,Musophagidae,Tauraco,AnAge Data,HAGRID: 618; Refs: 575;820,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,White-cheeked turaco
3757,5,7,Bird,Otidiformes,Otis tarda,7895.5,0.088339223,11.32,,,Non passerine,Otididae,Otis,AnAge Data,HAGRID: 620; Refs: 575;732;820,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Great bustard
3758,5,7,Bird,Passeriformes,Acanthis flammea,14.2,0.081967213,12.2,,,Passerine,Fringillidae,Acanthis,AnAge Data,HAGRID: 747; Refs: 425;444;445;450;729;000,wild,wild; medium sample size; acceptable quality,Common redpoll
3759,5,7,Bird,Passeriformes,Acanthis hornemanni,19.25,0.147058824,6.8,,,Passerine,Fringillidae,Acanthis,AnAge Data,HAGRID: 748; Refs: 427;444;445,wild,wild; medium sample size; acceptable quality,Hoary redpoll
3760,5,7,Bird,Passeriformes,Acridotheres cristatellus,116.5,0.192307692,5.2,,,Passerine,Sturnidae,Acridotheres,AnAge Data,HAGRID: 961; Refs: 444;445;510;575;820,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Crested myna
3761,5,7,Bird,Passeriformes,Acridotheres cristatellus,1.13E+02,0.228,4.385964912,40,,Passerine,,Acridotheres,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3762,5,7,Bird,Passeriformes,Acrocephalus arundinaceus,30,0.099009901,10.1,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 622; Refs: 435;450;729;820,wild,wild; medium sample size; acceptable quality,Great reed-warbler
3763,5,7,Bird,Passeriformes,Acrocephalus dumetorum,11.2,0.128205128,7.8,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 623; Refs: 450;820,wild,wild; medium sample size; acceptable quality,Blyth's reed-warbler
3764,5,7,Bird,Passeriformes,Acrocephalus melanopogon,10.9,0.089285714,11.2,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 625; Refs: 450;729;820,wild,wild; medium sample size; acceptable quality,Moustached warbler
3765,5,7,Bird,Passeriformes,Acrocephalus palustris,11.5,0.102040816,9.8,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 626; Refs: 510;729;820,wild,wild; medium sample size; acceptable quality,Marsh warbler
3766,5,7,Bird,Passeriformes,Acrocephalus schoenobaenus,11.8,0.084745763,11.8,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 627; Refs: 450;510;729;820,wild,wild; medium sample size; acceptable quality,Sedge warbler
3767,5,7,Bird,Passeriformes,Acrocephalus scirpaceus,12.3,0.071428571,14,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 628; Refs: 450;729;732;820,wild,wild; medium sample size; acceptable quality,Eurasian reed-warbler
3768,5,7,Bird,Passeriformes,Acrocephalus sechellensis,15.9,0.058823529,17,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 629; Refs: 48;748;788;803;820;100;000;000;000,wild,wild; medium sample size; acceptable quality,Seychelles warbler
3769,5,7,Bird,Passeriformes,Acrocephalus stentoreus,24.2,0.094339623,10.6,,,Passerine,Acrocephalidae,Acrocephalus,AnAge Data,HAGRID: 630; Refs: 450;820,wild,wild; medium sample size; acceptable quality,Indian great reed warbler
3770,5,7,Bird,Passeriformes,Aegithalos caudatus,8.6,0.09009009,11.1,,,Passerine,Aegithalidae,Aegithalos,AnAge Data,HAGRID: 634; Refs: 450;510;729;820,wild,wild; medium sample size; acceptable quality,Long-tailed tit
3771,5,7,Bird,Passeriformes,Agelaius phoeniceus,56.7,0.05,20,,,Passerine,Icteridae,Agelaius,AnAge Data,HAGRID: 799; Refs: 61;444;445;732,unknown,unknown; medium sample size; acceptable quality,Red-winged blackbird
3772,5,7,Bird,Passeriformes,Agelaius phoeniceus,6.36E+01,0.161,6.211180124,40,,Passerine,,Agelaius,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3773,5,7,Bird,Passeriformes,Agelaius tricolor,56.5,0.075757576,13.2,,,Passerine,Icteridae,Agelaius,AnAge Data,HAGRID: 800; Refs: 427;444;445,wild,wild; medium sample size; acceptable quality,Tricolored blackbird
3774,5,7,Bird,Passeriformes,Agelaius xanthomus,38.4,0.079365079,12.6,,,Passerine,Icteridae,Agelaius,AnAge Data,HAGRID: 801; Refs: 427;820,wild,wild; medium sample size; acceptable quality,Yellow-shouldered blackbird
3775,5,7,Bird,Passeriformes,Aimophila aestivalis,1.97E+01,0.909,1.100110011,40,,Passerine,,Aimophila,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3776,5,7,Bird,Passeriformes,Aimophila quinquestriata,1.91E+01,0.667,1.499250375,40,,Passerine,,Aimophila,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3777,5,7,Bird,Passeriformes,Aimophila ruficeps,18.8,0.196078431,5.1,,,Passerine,Emberizidae,Aimophila,AnAge Data,HAGRID: 699; Refs: 427;444;445,wild,wild; medium sample size; acceptable quality,Rufous-crowned sparrow
3778,5,7,Bird,Passeriformes,Aimophila ruficeps,1.87E+01,0.847,1.180637544,40,,Passerine,,Aimophila,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3779,5,7,Bird,Passeriformes,Alauda arvensis,37.5,0.099009901,10.1,,,Passerine,Alaudidae,Alauda,AnAge Data,HAGRID: 636; Refs: 435;444;445;450;729;000,wild,wild; medium sample size; acceptable quality,Eurasian skylark
3780,5,7,Bird,Passeriformes,Ammodramus caudacutus,16.5,0.1,10,,,Passerine,Emberizidae,Ammodramus,AnAge Data,HAGRID: 701; Refs: 1;444;445;732,wild,wild; medium sample size; acceptable quality,Saltmarsh sharp-tailed sparrow
3781,5,7,Bird,Passeriformes,Ammodramus caudacutus,1.78E+01,0.435,2.298850575,40,,Passerine,,Ammodramus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3782,5,7,Bird,Passeriformes,Ammodramus caudacutus,2.07E+01,0.256,3.90625,40,,Passerine,,Ammodramus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3783,5,7,Bird,Passeriformes,Ammodramus henslowii,12.5,0.153846154,6.5,,,Passerine,Emberizidae,Ammodramus,AnAge Data,HAGRID: 702; Refs: 427;445,wild,wild; medium sample size; acceptable quality,Henslow's sparrow
3784,5,7,Bird,Passeriformes,Ammodramus maritimus,20,0.111111111,9,,,Passerine,Emberizidae,Ammodramus,AnAge Data,HAGRID: 704; Refs: 1;444;445;732,wild,wild; medium sample size; acceptable quality,Seaside sparrow
3785,5,7,Bird,Passeriformes,Ammodramus maritimus,2.23E+01,0.286,3.496503497,40,,Passerine,,Ammodramus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3786,5,7,Bird,Passeriformes,Ammodramus maritimus,2.33E+01,0.289,3.460207612,40,,Passerine,,Ammodramus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3787,5,7,Bird,Passeriformes,Ammodramus maritimus,2.42E+01,0.286,3.496503497,40,,Passerine,,Ammodramus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3788,5,7,Bird,Passeriformes,Ammodramus nelsoni,15.2,0.14084507,7.1,,,Passerine,Emberizidae,Ammodramus,AnAge Data,HAGRID: 705; Refs: 427;820,wild,wild; medium sample size; acceptable quality,Nelson's sharp-tailed sparrow
3789,5,7,Bird,Passeriformes,Ammodramus savannarum,17.6,0.10989011,9.1,,,Passerine,Emberizidae,Ammodramus,AnAge Data,HAGRID: 706; Refs: 427;435;444;445;552;000,wild,wild; medium sample size; acceptable quality,Grasshopper sparrow
3790,5,7,Bird,Passeriformes,Ammodramus savannarum,1.70E+01,0.877,1.140250855,40,,Passerine,,Ammodramus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3791,5,7,Bird,Passeriformes,Amphispiza bilineata,13.5,0.166666667,6,,,Passerine,Emberizidae,Amphispiza,AnAge Data,HAGRID: 707; Refs: 435;444;445;580;820,wild,wild; medium sample size; acceptable quality,Black-throated sparrow
3792,5,7,Bird,Passeriformes,Amphispiza bilineata,1.35E+01,0.435,2.298850575,40,,Passerine,,Amphispiza,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3793,5,7,Bird,Passeriformes,Anthus cervinus,20.9,0.222222222,4.5,,,Passerine,Motacillidae,Anthus,AnAge Data,HAGRID: 842; Refs: 450;820,wild,wild; medium sample size; acceptable quality,Red-throated pipit
3794,5,7,Bird,Passeriformes,Anthus petrosus,22.4,0.091743119,10.9,,,Passerine,Motacillidae,Anthus,AnAge Data,HAGRID: 843; Refs: 450;729;820,wild,wild; medium sample size; acceptable quality,Rock pipit
3795,5,7,Bird,Passeriformes,Anthus pratensis,18.4,0.113636364,8.8,,,Passerine,Motacillidae,Anthus,AnAge Data,HAGRID: 844; Refs: 450;510;729;820,wild,wild; medium sample size; acceptable quality,Meadow pipit
3796,5,7,Bird,Passeriformes,Anthus rubescens,20.8,0.196078431,5.1,,,Passerine,Motacillidae,Anthus,AnAge Data,HAGRID: 845; Refs: 445;578;820;977,wild,wild; tiny sample size; acceptable quality,American pipit
3797,5,7,Bird,Passeriformes,Anthus rubescens,2.09E+01,0.515,1.941747573,40,,Passerine,,Anthus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3798,5,7,Bird,Passeriformes,Anthus spinoletta,21.2,0.113636364,8.8,,,Passerine,Motacillidae,Anthus,AnAge Data,HAGRID: 846; Refs: 4;447;321;143,wild,wild; medium sample size; acceptable quality,Water pipit
3799,5,7,Bird,Passeriformes,Anthus spinoletta,2.39E+01,0.515,1.941747573,40,,Passerine,,Anthus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3800,5,7,Bird,Passeriformes,Anthus trivialis,23.4,0.113636364,8.8,,,Passerine,Motacillidae,Anthus,AnAge Data,HAGRID: 847; Refs: 450;510;729;820,wild,wild; medium sample size; acceptable quality,Tree pipit
3801,5,7,Bird,Passeriformes,Aphelocoma californica,88.7,0.063291139,15.8,,,Passerine,Corvidae,Aphelocoma,AnAge Data,HAGRID: 668; Refs: 445,wild,wild; medium sample size; acceptable quality,Western scrub jay
3802,5,7,Bird,Passeriformes,Aphelocoma coerulescens,78.7,0.066666667,15,,,Passerine,Corvidae,Aphelocoma,AnAge Data,HAGRID: 669; Refs: 4;124;274;374;444;450;000;000,wild,wild; medium sample size; acceptable quality,Scrub jay
3803,5,7,Bird,Passeriformes,Aphelocoma coerulescens,8.02E+01,0.161,6.211180124,40,,Passerine,,Aphelocoma,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3804,5,7,Bird,Passeriformes,Aphelocoma insularis,114,0.065359477,15.3,,,Passerine,Corvidae,Aphelocoma,AnAge Data,HAGRID: 670; Refs: 445,wild,wild; medium sample size; acceptable quality,Island scrub jay
3805,5,7,Bird,Passeriformes,Aphelocoma ultramarina,130,0.1,10,,,Passerine,Corvidae,Aphelocoma,AnAge Data,HAGRID: 671; Refs: 1;444;445;972,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Mexican jay
3806,5,7,Bird,Passeriformes,Aphelocoma ultramarina,1.24E+02,0.133,7.518796992,40,,Passerine,,Aphelocoma,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3807,5,7,Bird,Passeriformes,Aphelocoma ultramarina,1.24E+02,0.144,6.944444444,40,,Passerine,,Aphelocoma,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3808,5,7,Bird,Passeriformes,Aphelocoma ultramarina,1.24E+02,0.237,4.219409283,40,,Passerine,,Aphelocoma,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3809,5,7,Bird,Passeriformes,Arremonops rufivirgatus,22.4,0.12195122,8.2,,,Passerine,Emberizidae,Arremonops,AnAge Data,HAGRID: 708; Refs: 427;445;820,wild,wild; medium sample size; acceptable quality,Olive sparrow
3810,5,7,Bird,Passeriformes,Artemisiospiza belli,17.1,0.10989011,9.1,,,Passerine,Emberizidae,Artemisiospiza,AnAge Data,HAGRID: 709; Refs: 427;820,wild,wild; medium sample size; acceptable quality,Sage sparrow
3811,5,7,Bird,Passeriformes,Auriparis flaviceps,6.80E+00,0.467,2.141327623,40,,Passerine,,Auriparis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3812,5,7,Bird,Passeriformes,Auriparus flaviceps,6.8,0.178571429,5.6,,,Passerine,Remizidae,Auriparus,AnAge Data,HAGRID: 954; Refs: 444;445;578;818;820,wild,wild; medium sample size; acceptable quality,Verdin
3813,5,7,Bird,Passeriformes,Baeolophus bicolor,21,0.07518797,13.3,,,Passerine,Paridae,Baeolophus,AnAge Data,HAGRID: 872; Refs: 444;445;579;818,wild,wild; medium sample size; acceptable quality,Tufted titmouse
3814,5,7,Bird,Passeriformes,Baeolophus inornatus,15.9,0.111111111,9,,,Passerine,Paridae,Baeolophus,AnAge Data,HAGRID: 873; Refs: 427;444;445,wild,wild; medium sample size; acceptable quality,Plain titmouse or oak titmouse
3815,5,7,Bird,Passeriformes,Baeolophus wollweberi,10.4,0.151515152,6.6,,,Passerine,Paridae,Baeolophus,AnAge Data,HAGRID: 874; Refs: 445;579,wild,wild; medium sample size; acceptable quality,Bridled titmouse
3816,5,7,Bird,Passeriformes,Bombycilla cedrorum,30,0.12195122,8.2,,,Passerine,Bombycillidae,Bombycilla,AnAge Data,HAGRID: 640; Refs: 427;444;445;732,wild,wild; medium sample size; acceptable quality,Cedar waxwing
3817,5,7,Bird,Passeriformes,Bombycilla cedrorum,3.19E+01,0.37,2.702702703,40,,Passerine,,Bombycilla,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3818,5,7,Bird,Passeriformes,Bombycilla garrulus,54.5,0.074074074,13.5,,,Passerine,Bombycillidae,Bombycilla,AnAge Data,HAGRID: 641; Refs: 444;445;450;510;729;000,wild,wild; medium sample size; acceptable quality,Bohemian waxwing
3819,5,7,Bird,Passeriformes,Bombycilla garrulus,5.64E+01,0.45,2.222222222,40,,Passerine,,Bombycilla,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3820,5,7,Bird,Passeriformes,Bubalornis albirostris,61.9,0.125,8,,,Passerine,Ploceidae,Bubalornis,AnAge Data,HAGRID: 943; Refs: 575;820,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,African ox birds
3821,5,7,Bird,Passeriformes,Calamospiza melanocorys,32.6,0.208333333,4.8,,,Passerine,Emberizidae,Calamospiza,AnAge Data,HAGRID: 710; Refs: 427;444;445,wild,wild; medium sample size; acceptable quality,Lark bunting
3822,5,7,Bird,Passeriformes,Calamospiza melanocorys,3.76E+01,0.667,1.499250375,40,,Passerine,,Calamospiza,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3823,5,7,Bird,Passeriformes,Calcarius lapponicus,28.35,0.166666667,6,,,Passerine,Calcariidae,Calcarius,AnAge Data,HAGRID: 642; Refs: 444;445;580;732,wild,wild; medium sample size; acceptable quality,Lapland longspur
3824,5,7,Bird,Passeriformes,Calcarius lapponicus,2.73E+01,0.526,1.901140684,40,,Passerine,,Calcarius,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3825,5,7,Bird,Passeriformes,Calcarius pictus,26.65,0.2,5,,,Passerine,Calcariidae,Calcarius,AnAge Data,HAGRID: 643; Refs: 1;444;445,wild,wild; medium sample size; acceptable quality,Smith's longspur
3826,5,7,Bird,Passeriformes,Calcarius pictus,2.50E+00,0.526,1.901140684,40,,Passerine,,Calcarius,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3827,5,7,Bird,Passeriformes,Calcarius pictus,2.43E+01,0.667,1.499250375,40,,Passerine,,Calcarius,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3828,5,7,Bird,Passeriformes,Camptostoma imberbe,7.4,0.172413793,5.8,,,Passerine,Tyrannidae,Camptostoma,AnAge Data,HAGRID: 1003; Refs: 445;577,wild,wild; medium sample size; acceptable quality,Northern beardless tyrannulet
3829,5,7,Bird,Passeriformes,Camptostoma imberbe,7.40E+00,0.549,1.821493625,40,,Passerine,,Camptostoma,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3830,5,7,Bird,Passeriformes,Campylorhynchus brunneicapillus,38.9,0.136986301,7.3,,,Passerine,Troglodytidae,Campylorhynchus,AnAge Data,HAGRID: 979; Refs: 427;444;445;732,wild,wild; small sample size; acceptable quality,Cactus wren
3831,5,7,Bird,Passeriformes,Campylorhynchus brunneicapillus,3.89E+01,0.413,2.421307506,40,,Passerine,,Campylorhynchus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3832,5,7,Bird,Passeriformes,Cardellina canadensis,10,0.125,8,,,Passerine,Parulidae,Cardellina,AnAge Data,HAGRID: 888; Refs: 444;445;577,wild,wild; medium sample size; acceptable quality,Canada warbler
3833,5,7,Bird,Passeriformes,Cardellina pusilla,7,0.112359551,8.9,,,Passerine,Parulidae,Cardellina,AnAge Data,HAGRID: 889; Refs: 427;444;445,wild,wild; medium sample size; acceptable quality,Wilson's warbler
3834,5,7,Bird,Passeriformes,Cardellina rubrifrons,9.8,0.333333333,3,,,Passerine,Parulidae,Cardellina,AnAge Data,HAGRID: 890; Refs: 1;445,wild,wild; medium sample size; acceptable quality,Red-faced warbler
3835,5,7,Bird,Passeriformes,Cardellina rubrifrons,9.80E+00,0.909,1.100110011,40,,Passerine,,Cardellina,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3836,5,7,Bird,Passeriformes,Cardinalis cardinalis,42.6,0.035087719,28.5,,,Passerine,Cardinalidae,Cardinalis,AnAge Data,HAGRID: 646; Refs: 435;444;445;732;820,unknown,unknown; medium sample size; acceptable quality,Northern cardinal
3837,5,7,Bird,Passeriformes,Cardinalis cardinalis,4.39E+01,0.161,6.211180124,40,,Passerine,,Cardinalis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3838,5,7,Bird,Passeriformes,Cardinalis sinuatus,3.67E+01,0.45,2.222222222,40,,Passerine,,Cardinalis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3839,5,7,Bird,Passeriformes,Carduelis carduelis,16,0.037037037,27,,,Passerine,Fringillidae,Carduelis,AnAge Data,HAGRID: 749; Refs: 405;729,unknown,unknown; medium sample size; acceptable quality,European goldfinch
3840,5,7,Bird,Passeriformes,Carduelis flammea,1.30E+01,0.45,2.222222222,40,,Passerine,,Carduelis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3841,5,7,Bird,Passeriformes,Carduelis hornemanni,1.27E+01,0.575,1.739130435,40,,Passerine,,Carduelis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3842,5,7,Bird,Passeriformes,Carduelis pinus,1.46E+01,0.273,3.663003663,40,,Passerine,,Carduelis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3843,5,7,Bird,Passeriformes,Carduelis psaltria,9.50E+00,0.459,2.178649237,40,,Passerine,,Carduelis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3844,5,7,Bird,Passeriformes,Carduelis tristis,1.29E+01,0.233,4.291845494,40,,Passerine,,Carduelis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3845,5,7,Bird,Passeriformes,Carduelis tristis,1.29E+01,0.276,3.623188406,40,,Passerine,,Carduelis,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3846,5,7,Bird,Passeriformes,Carpodacus cassinii,2.65E+01,0.37,2.702702703,40,,Passerine,,Carpodacus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3847,5,7,Bird,Passeriformes,Carpodacus erythrinus,24,0.111111111,9,,,Passerine,Fringillidae,Carpodacus,AnAge Data,HAGRID: 751; Refs: 510;729;820,wild,wild; medium sample size; acceptable quality,Common rosefinch
3848,5,7,Bird,Passeriformes,Carpodacus mexicanus,2.14E+01,0.22,4.545454545,40,,Passerine,,Carpodacus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3849,5,7,Bird,Passeriformes,Carpodacus mexicanus,2.14E+01,2.941,0.340020401,40,,Passerine,,Carpodacus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3850,5,7,Bird,Passeriformes,Carpodacus purpureus,2.49E+01,0.216,4.62962963,40,,Passerine,,Carpodacus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3851,5,7,Bird,Passeriformes,Catharus bicknelli,27.5,0.084033613,11.9,,,Passerine,Turdidae,Catharus,AnAge Data,HAGRID: 984; Refs: 427;445,wild,wild; medium sample size; acceptable quality,Bicknell's thrush
3852,5,7,Bird,Passeriformes,Catharus fuscescens,28.8,0.099009901,10.1,,,Passerine,Turdidae,Catharus,AnAge Data,HAGRID: 985; Refs: 1;444;445;732,wild,wild; small sample size; acceptable quality,Veery
3853,5,7,Bird,Passeriformes,Catharus fuscescens,3.12E+01,0.254,3.937007874,40,,Passerine,,Catharus,Carey 2000; Dunning 1993; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
