UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Mortality_per_yr,Longevity_yr,Temperature_C,Trophic,Group,Family,Genus,Reference,Notes_source,Lifespan_measure,Notes_measure,Common name
1,1,2,Mammal,Afrosoricida,Echinops telfairi,180,0.131578947,7.6,34.85,Carnivore,Eutherian,Tenrecidae,Echinops,AnAge Data,HAGRID: 1542; Refs: 3;614;843;445;554;260;000;000;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Lesser hedgehog tenrec
2,1,2,Mammal,Afrosoricida,Echinops telfairi,1.80E+02,2.632,0.37993921,38,Carnivore,Eutherian,Tenrecidae,Echinops,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
3,1,2,Mammal,Afrosoricida,Hemicentetes semispinosus,180,0.925925926,1.08,35.15,Carnivore,Eutherian,Tenrecidae,Hemicentetes,AnAge Data,HAGRID: 1544; Refs: 36;420;434;436;455;500;000;000;000;000,captivity,captivity; small sample size; questionable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Streaked tenrec
4,1,2,Mammal,Afrosoricida,Hemicentetes semispinosus,1.12E+02,1.02,0.980392157,38,Carnivore,Eutherian,Tenrecidae,Hemicentetes,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
5,1,2,Mammal,Afrosoricida,Microgale dobsoni,37.8,0.446428571,2.24,31.05,Carnivore,Eutherian,Tenrecidae,Microgale,AnAge Data,HAGRID: 1545; Refs: 36;420;434;455;610;600;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Dobson's shrew tenrec
6,1,2,Mammal,Afrosoricida,Microgale dobsoni,3.90E+01,0.467,2.141327623,38,Carnivore,Eutherian,Tenrecidae,Microgale,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
7,1,2,Mammal,Afrosoricida,Microgale talazaci,50,0.431034483,2.32,30.95,Carnivore,Eutherian,Tenrecidae,Microgale,AnAge Data,HAGRID: 1546; Refs: 36;420;434;455;731,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Talazac's shrew tenrec
8,1,2,Mammal,Afrosoricida,Microgale talazaci,5.00E+01,0.45,2.222222222,38,Carnivore,Eutherian,Tenrecidae,Microgale,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
9,1,9,Mammal,Afrosoricida,Setifer setosus,225,0.177304965,5.64,32.35,Omnivore,Eutherian,Tenrecidae,Setifer,AnAge Data,HAGRID: 1547; Refs: 364;204;344;556;106;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Greater hedgehog tenrec
10,1,2,Mammal,Afrosoricida,Tenrec ecaudatus,900,0.287356322,3.48,33.15,Carnivore,Eutherian,Tenrecidae,Tenrec,AnAge Data,HAGRID: 1548; Refs: 36;420;434;436;455;500;000;000;000;000;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Tenrec
11,1,1,Mammal,Artiodactyla,Addax nasomaculatus,92500,0.089285714,11.2,,Herbivore,Eutherian,Bovidae,Addax,AnAge Data,HAGRID: 1550; Refs: 434;455;538;610;671;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Addax
12,1,1,Mammal,Artiodactyla,Aepyceros melampus,52500,0.09765625,10.24,,Herbivore,Eutherian,Bovidae,Aepyceros,AnAge Data,HAGRID: 1551; Refs: 4;344;556;106;716;760;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Impala
13,1,1,Mammal,Artiodactyla,Aepyceros melampus,5.25E+04,0.196,5.102040816,38,Herbivore,Eutherian,,Aepyceros,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
14,1,1,Mammal,Artiodactyla,Aepyceros melampus,5.25E+04,0.169,5.917159763,38,Herbivore,Eutherian,,Aepyceros,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
15,1,1,Mammal,Artiodactyla,Alcelaphus buselaphus,159000,0.111111111,9,,Herbivore,Eutherian,Bovidae,Alcelaphus,AnAge Data,HAGRID: 1552; Refs: 455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Hartebeest
16,1,1,Mammal,Artiodactyla,Alcelaphus buselaphus,1.71E+05,0.127,7.874015748,38,Herbivore,Eutherian,,Alcelaphus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
17,1,1,Mammal,Artiodactyla,Alces alces,3.59E+05,0.159,6.289308176,38,Herbivore,Eutherian,,Alces,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
18,1,1,Mammal,Artiodactyla,Alces alces,3.59E+05,0.093,10.75268817,38,Herbivore,Eutherian,,Alces,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
19,1,1,Mammal,Artiodactyla,Ammotragus lervia,92500,0.115207373,8.68,,Herbivore,Eutherian,Bovidae,Ammotragus,AnAge Data,HAGRID: 1554; Refs: 434;455;610;671;677;000;000,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Aoudad
20,1,1,Mammal,Artiodactyla,Ammotragus lervia,8.38E+04,0.256,3.90625,38,Herbivore,Eutherian,,Ammotragus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
21,1,1,Mammal,Artiodactyla,Antidorcas marsupialis,39000,0.126262626,7.92,39.55,Herbivore,Eutherian,Bovidae,Antidorcas,AnAge Data,HAGRID: 1555; Refs: 4;344;484;555;426;710;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Springbok
22,1,1,Mammal,Artiodactyla,Antidorcas marsupialis,3.90E+04,0.127,7.874015748,38,Herbivore,Eutherian,,Antidorcas,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
23,1,1,Mammal,Artiodactyla,Antilocapra americana,46100,0.161290323,6.2,38.15,Herbivore,Eutherian,Antilocapridae,Antilocapra,AnAge Data,HAGRID: 1549; Refs: 3;642;043;444;145;550;000;000;000;000;000;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Pronghorn
24,1,1,Mammal,Artiodactyla,Antilocapra americana,4.61E+04,0.256,3.90625,38,Herbivore,Eutherian,,Antilocapra,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
25,1,1,Mammal,Artiodactyla,Antilocapra americana,4.61E+04,0.256,3.90625,38,Herbivore,Eutherian,,Antilocapra,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
26,1,1,Mammal,Artiodactyla,Antilope cervicapra,37500,0.10460251,9.56,,Herbivore,Eutherian,Bovidae,Antilope,AnAge Data,HAGRID: 1556; Refs: 434;455;610;671;951,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Blackbuck
27,1,1,Mammal,Artiodactyla,Antilope cervicapra,3.70E+04,0.169,5.917159763,38,Herbivore,Eutherian,,Antilope,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
28,1,1,Mammal,Artiodactyla,Antilope cervicapra,3.70E+04,0.141,7.092198582,38,Herbivore,Eutherian,,Antilope,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
29,1,1,Mammal,Artiodactyla,Axis axis,36000,0.120192308,8.32,39.35,Herbivore,Eutherian,Cervidae,Axis,AnAge Data,HAGRID: 1666; Refs: 455;671;951;996,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Chital
30,1,1,Mammal,Artiodactyla,Axis calamianensis,40500,0.145348837,6.88,,Herbivore,Eutherian,Cervidae,Axis,AnAge Data,HAGRID: 1667; Refs: 671;730;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Calamian deer
31,1,1,Mammal,Artiodactyla,Axis kuhlii,55000,0.140449438,7.12,,Herbivore,Eutherian,Cervidae,Axis,AnAge Data,HAGRID: 1668; Refs: 671;730;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Bawean deer
32,1,1,Mammal,Artiodactyla,Axis porcinus,43000,0.109170306,9.16,,Herbivore,Eutherian,Cervidae,Axis,AnAge Data,HAGRID: 1669; Refs: 434;455;542;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Hog deer
33,1,1,Mammal,Artiodactyla,Babyrousa babyrussa,71500,0.109170306,9.16,,Herbivore,Eutherian,Suidae,Babyrousa,AnAge Data,HAGRID: 1706; Refs: 1;434;455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Babirusa
34,1,1,Mammal,Artiodactyla,Babyrousa babyrussa,1.00E+05,0.105,9.523809524,38,Herbivore,Eutherian,,Babyrousa,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
35,1,1,Mammal,Artiodactyla,Bison bison,630000,0.074626866,13.4,38.85,Herbivore,Eutherian,Bovidae,Bison,AnAge Data,HAGRID: 1558; Refs: 80;82;434;441;455;542;610;671;680;951;1058;1142;1143,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,American bison
36,1,1,Mammal,Artiodactyla,Bison bison,5.79E+05,0.101,9.900990099,38,Herbivore,Eutherian,,Bison,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
37,1,1,Mammal,Artiodactyla,Bison bison,5.79E+05,0.076,13.15789474,38,Herbivore,Eutherian,,Bison,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
38,1,1,Mammal,Artiodactyla,Bison bonasus,610000,0.09469697,10.56,38.5,Herbivore,Eutherian,Bovidae,Bison,AnAge Data,HAGRID: 1559; Refs: 4;344;555;426;106;710;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,European bison
39,1,1,Mammal,Artiodactyla,Bison bonasus,8.00E+05,0.093,10.75268817,38,Herbivore,Eutherian,,Bison,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
40,1,1,Mammal,Artiodactyla,Bos frontalis,825000,0.095419847,10.48,,Herbivore,Eutherian,Bovidae,Bos,AnAge Data,HAGRID: 1560; Refs: 4;344;556;716;801;130,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Gaur
41,1,1,Mammal,Artiodactyla,Bos grunniens,667000,0.095057034,10.52,38.15,Herbivore,Eutherian,Bovidae,Bos,AnAge Data,HAGRID: 1561; Refs: 1;061;074;344;555;410;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Yak
42,1,1,Mammal,Artiodactyla,Bos grunniens,1.00E+06,0.101,9.900990099,38,Herbivore,Eutherian,,Bos,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
43,1,1,Mammal,Artiodactyla,Bos javanicus,700000,0.092250923,10.84,38.95,Herbivore,Eutherian,Bovidae,Bos,AnAge Data,HAGRID: 1562; Refs: 43;445;567;168;010;400;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Banteng
44,1,1,Mammal,Artiodactyla,Bos taurus,750000,0.125,8,38.15,Herbivore,Eutherian,Bovidae,Bos,AnAge Data,HAGRID: 1564; Refs: 36;189;434;436;715;700;000;000;000;000;000,captivity,captivity; large sample size; questionable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Domestic cattle
45,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,180000,0.115207373,8.68,,Herbivore,Eutherian,Bovidae,Boselaphus,AnAge Data,HAGRID: 1565; Refs: 455;671;951,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Nilgai
46,1,1,Mammal,Artiodactyla,Bubalus bubalis,725000,0.071633238,13.96,38.25,Herbivore,Eutherian,Bovidae,Bubalus,AnAge Data,HAGRID: 1566; Refs: 81;82;434;455;610;671;1013,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Water buffalo
47,1,1,Mammal,Artiodactyla,Bubalus depressicornis,155000,0.069252078,14.44,,Herbivore,Eutherian,Bovidae,Bubalus,AnAge Data,HAGRID: 1567; Refs: 434;448;455;610;671;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Anoa
48,1,1,Mammal,Artiodactyla,Bubalus quarlesi,150000,0.085616438,11.68,,Herbivore,Eutherian,Bovidae,Bubalus,AnAge Data,HAGRID: 1569; Refs: 671;730;978,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Mountain anoa
49,1,1,Mammal,Artiodactyla,Budorcas taxicolor,180000,0.114155251,8.76,,Herbivore,Eutherian,Bovidae,Budorcas,AnAge Data,HAGRID: 1570; Refs: 434;448;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Takin
50,1,1,Mammal,Artiodactyla,Camelus bactrianus,475000,0.070621469,14.16,,Herbivore,Eutherian,Camelidae,Camelus,AnAge Data,HAGRID: 1658; Refs: 434;436;455;671,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Bactrian camel
51,1,1,Mammal,Artiodactyla,Camelus dromedarius,434000,0.088028169,11.36,37.65,Herbivore,Eutherian,Camelidae,Camelus,AnAge Data,HAGRID: 1659; Refs: 3;630;230;343;445;560;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Dromedary
52,1,1,Mammal,Artiodactyla,Camelus dromedarius,8.00E+05,0.063,15.87301587,38,Herbivore,Eutherian,,Camelus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
53,1,1,Mammal,Artiodactyla,Capra caucasica,70000,0.129533679,7.72,,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1571; Refs: 434;455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,West Caucasian tur
54,1,1,Mammal,Artiodactyla,Capra cylindricornis,50000,0.123762376,8.08,,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1572; Refs: 434;455;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,East Caucasian tur
55,1,1,Mammal,Artiodactyla,Capra cylindricornis,8.00E+04,0.115,8.695652174,38,Herbivore,Eutherian,,Capra,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
56,1,1,Mammal,Artiodactyla,Capra falconeri,41000,0.130890052,7.64,,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1573; Refs: 434;455;610;671,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Markhor
57,1,1,Mammal,Artiodactyla,Capra falconeri,9.50E+04,0.213,4.694835681,38,Herbivore,Eutherian,,Capra,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
58,1,1,Mammal,Artiodactyla,Capra falconeri,9.50E+04,0.196,5.102040816,38,Herbivore,Eutherian,,Capra,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
59,1,1,Mammal,Artiodactyla,Capra hircus,61000,0.120192308,8.32,39.45,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1574; Refs: 13;343;445;551;161;000;000;000;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Domestic goat
60,1,1,Mammal,Artiodactyla,Capra ibex,82500,0.119617225,8.36,,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1575; Refs: 43;445;561;067;167;700;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Ibex
61,1,1,Mammal,Artiodactyla,Capra nubiana,46250,0.111607143,8.96,,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1576; Refs: 730;978,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Nubian ibex
62,1,1,Mammal,Artiodactyla,Capra sibirica,130000,0.112107623,8.92,,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1578; Refs: 671;730;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Siberian ibex
63,1,1,Mammal,Artiodactyla,Capreolus capreolus,21666.7,0.142857143,7,38.15,Herbivore,Eutherian,Cervidae,Capreolus,AnAge Data,HAGRID: 1671; Refs: 36;86;420;455;542;610;671;676;677;680;800;882;1135;1143;1150;1206,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Western roe deer
64,1,1,Mammal,Artiodactyla,Capreolus capreolus,3.00E+04,0.169,5.917159763,38,Herbivore,Eutherian,,Capreolus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
65,1,1,Mammal,Artiodactyla,Capricornis crispus,80000,0.104166667,9.6,,Herbivore,Eutherian,Bovidae,Capricornis,AnAge Data,HAGRID: 1579; Refs: 434;448;455;610;671;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Japanese serow
66,1,1,Mammal,Artiodactyla,Capricornis sumatraensis,95000,0.135135135,7.4,,Herbivore,Eutherian,Bovidae,Capricornis,AnAge Data,HAGRID: 1580; Refs: 434;542;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Serow
67,1,1,Mammal,Artiodactyla,Cephalophus dorsalis,11600,0.142857143,7,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1581; Refs: 455;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Bay duiker
68,1,1,Mammal,Artiodactyla,Cephalophus jentinki,70000.3,0.119047619,8.4,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1582; Refs: 671;730;978,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Jentink's duiker
69,1,1,Mammal,Artiodactyla,Cephalophus monticola,6.25E+03,0.213,4.694835681,38,Herbivore,Eutherian,,Cephalophus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
70,1,1,Mammal,Artiodactyla,Cephalophus natalensis,10000,0.164473684,6.08,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1583; Refs: 455;610;671;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Natal duiker
71,1,1,Mammal,Artiodactyla,Cephalophus niger,18100,0.168918919,5.92,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1584; Refs: 434;455;610;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Black duiker
72,1,1,Mammal,Artiodactyla,Cephalophus nigrifrons,13900,0.139664804,7.16,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1585; Refs: 434;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Black-fronted duiker
73,1,1,Mammal,Artiodactyla,Cephalophus rufilatus,13000,0.164473684,6.08,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1586; Refs: 434;448;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Red-flanked duiker
74,1,1,Mammal,Artiodactyla,Cephalophus silvicultor,62000,0.111111111,9,,Herbivore,Eutherian,Bovidae,Cephalophus,AnAge Data,HAGRID: 1587; Refs: 434;455;610;671;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Yellow-backed duiker
75,1,1,Mammal,Artiodactyla,Cervus elaphus,200000,0.079365079,12.6,35.35,Herbivore,Eutherian,Cervidae,Cervus,AnAge Data,HAGRID: 1673; Refs: 36;86;145;146;147;434;455;671;676;677;680;731;789;790;791;900;1009;1135;1143;1150,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Red deer
76,1,1,Mammal,Artiodactyla,Cervus elaphus,5.00E+04,0.05,20,38,Herbivore,Eutherian,,Cervus,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
77,1,1,Mammal,Artiodactyla,Cervus elaphus,5.00E+04,0.025,40,38,Herbivore,Eutherian,,Cervus,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
78,1,1,Mammal,Artiodactyla,Cervus elaphus,1.20E+05,0.127,7.874015748,38,Herbivore,Eutherian,,Cervus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
79,1,1,Mammal,Artiodactyla,Cervus elaphus,1.20E+05,0.094,10.63829787,38,Herbivore,Eutherian,,Cervus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
80,1,1,Mammal,Artiodactyla,Cervus elaphus,1.56E+05,0.127,7.874015748,38,Herbivore,Eutherian,,Cervus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
81,1,1,Mammal,Artiodactyla,Cervus elaphus,1.56E+05,0.094,10.63829787,38,Herbivore,Eutherian,,Cervus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
82,1,1,Mammal,Artiodactyla,Cervus elaphus,2.18E+05,0.127,7.874015748,38,Herbivore,Eutherian,,Cervus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
83,1,1,Mammal,Artiodactyla,Cervus elaphus,2.18E+05,0.094,10.63829787,38,Herbivore,Eutherian,,Cervus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
84,1,1,Mammal,Artiodactyla,Cervus nippon,42000,0.095057034,10.52,39.95,Herbivore,Eutherian,Cervidae,Cervus,AnAge Data,HAGRID: 1674; Refs: 4;344;556;106;716;770;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sika deer
85,1,1,Mammal,Artiodactyla,Connochaetes gnou,132250,0.114678899,8.72,,Herbivore,Eutherian,Bovidae,Connochaetes,AnAge Data,HAGRID: 1590; Refs: 455;610;671;951,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Black wildebeest
86,1,1,Mammal,Artiodactyla,Connochaetes taurinus,164500,0.102880658,9.72,38.15,Herbivore,Eutherian,Bovidae,Connochaetes,AnAge Data,HAGRID: 1591; Refs: 364;204;556;106;716;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Blue wildebeest
87,1,1,Mammal,Artiodactyla,Dama dama,70000,0.118483412,8.44,,Herbivore,Eutherian,Cervidae,Dama,AnAge Data,HAGRID: 1675; Refs: 861;791;804;344;555;000;000;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Fallow deer
88,1,1,Mammal,Artiodactyla,Dama dama,4.85E+04,0.101,9.900990099,38,Herbivore,Eutherian,,Dama,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
89,1,1,Mammal,Artiodactyla,Damaliscus korrigum,9.80E+04,0.182,5.494505495,38,Herbivore,Eutherian,,Damaliscus,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
90,1,1,Mammal,Artiodactyla,Damaliscus korrigum,9.80E+04,0.166,6.024096386,38,Herbivore,Eutherian,,Damaliscus,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
91,1,1,Mammal,Artiodactyla,Damaliscus lunatus,110000,0.105932203,9.44,,Herbivore,Eutherian,Bovidae,Damaliscus,AnAge Data,HAGRID: 1592; Refs: 4;344;555;426;716;760;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Topi
92,1,1,Mammal,Artiodactyla,Damaliscus pygargus,84500,0.108695652,9.2,,Herbivore,Eutherian,Bovidae,Damaliscus,AnAge Data,HAGRID: 1593; Refs: 434;455;671;677;680;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sassaby or blesbok
93,1,1,Mammal,Artiodactyla,Elaphodus cephalophus,33500,0.110132159,9.08,,Herbivore,Eutherian,Cervidae,Elaphodus,AnAge Data,HAGRID: 1676; Refs: 448;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Tufted deer
