site,Leaf_N_g/kg,Leaf_P_g/kg,NPP_kgCm-2y-1,Mean_annual_temperature_°„C,Thornthwaite_moisture_index,Soil_total_N_Concentration_g/kg,Soil_total_P_Concentration_g/kg,Type
YN043,13.39013298,1.726444757,0.79855,13.77316917,44.11729813,0.81708175,2.55143943,Shrub community
YN044,14.29293218,0.84448744,0.6102,14.07893833,38.79686737,1.16234743,0.57157795,Shrub community
YN045,14.12272255,1.474205777,0.707075,14.11937667,40.26102829,1.18571719,0.64264625,Shrub community
YN046,12.95330524,1.142396578,0.498825,7.121508333,209.8829803,4.94822203,1.01339675,Shrub community
YN047,13.8621098,2.469684947,0.5459,7.995410167,144.8303833,8.23470579,1.98399024,Shrub community
YN048,14.54612573,1.286615483,0.576975,8.913755,106.2813034,11.43836709,2.82253563,Shrub community
YN049,13.36157401,0.959641164,0.5477,9.15212,92.96056366,7.66764016,1.69554414,Shrub community
YN050,16.49475244,1.175440587,0.5823,13.27584,10.30150223,0.89249381,0.79069121,Shrub community
YN051,22.41657734,1.883657863,0.634,13.60623917,7.070198059,0.95846836,0.45204726,Shrub community
YN052,12.13522078,0.859711708,0.639325,13.20193167,9.849634171,0.56006778,0.39890243,Shrub community
YN053,27.64261091,1.84426798,0.405875,12.82374083,37.34925461,2.89050523,0.9025881,Shrub community
YN054,23.23720199,3.205143895,0.4827,14.3027825,25.64769554,1.32756081,0.74757076,Shrub community
YN055,31.27045314,2.356257693,0.394725,13.16911167,48.45147324,1.96057689,0.44816733,Shrub community
YN056,24.44426378,1.899106143,0.5888,12.33880917,48.58178711,0.72555805,0.3391262,Shrub community
YN057,17.88659732,1.928726232,0.5829,15.70530167,12.67387962,0.57979709,0.77290145,Shrub community
YN058,14.22235233,0.991217774,0.60915,13.49696083,65.36810303,0.78742775,2.25861128,Shrub community
YN059,9.708350819,0.706565591,0.60915,13.49696083,65.36810303,1.43761004,1.15143645,Shrub community
YN060,19.72075042,1.448520114,0.7777,13.99283583,69.33314514,2.04755204,1.78393095,Shrub community
YN061,19.90138545,1.824471443,0.5781,13.99283583,69.34442139,2.11887286,0.71871347,Shrub community
YN062,18.9755173,1.392885119,0.908775,15.87014,64.58862305,1.69604594,0.44925809,Shrub community
YN063,27.14787204,1.747704837,0.54225,16.323485,44.78939438,2.47088648,0.61664594,Shrub community
YN064,28.06751657,1.815409481,0.54225,16.323485,44.78946304,2.4898827,0.59846503,Shrub community
YN065,22.68208449,2.485356977,0.736475,20.86894167,8.406682014,1.219299,0.37214216,Shrub community
YN066,12.73500382,1.039899307,0.7501,20.8358,11.5007534,1.14968597,0.37605788,Shrub community
YN067,8.249183695,0.798734185,0.928875,16.5746475,61.87161255,0.69153688,0.22270407,Shrub community
YN068,14.55948702,1.428215701,0.869025,15.89599917,64.32336426,2.21002712,2.06105434,Shrub community
YN069,26.15067553,2.534289183,0.80685,15.70787083,37.15736771,2.92152042,0.77663155,Shrub community
YN070,17.96288282,3.775794182,0.720425,16.58950333,11.12226391,3.30268855,2.89307977,Shrub community
YN071,12.06041936,0.811880113,1.121375,17.52704167,16.97663116,0.804661,0.31522366,Shrub community
YN072,17.89622863,1.501978959,NA,8.55481,117.3400497,8.00462755,1.47297018,Shrub community
YN073,16.3800464,1.627162203,NA,8.665190833,116.1951065,4.73219996,1.1629831,Shrub community
YN074,15.39548526,1.533354186,0.87315,9.4109725,97.50055695,3.06393236,0.67086957,Shrub community
YN075,17.20459035,1.64034294,0.813925,8.489560833,115.1878281,6.4937205,1.68418092,Shrub community
YN076,16.66698735,1.596086684,1.04545,11.03818917,76.69541168,2.00681478,0.51921038,Shrub community
YN077,8.962417573,1.06660191,0.76555,11.3895925,56.33533096,0.98583753,0.60502887,Shrub community
YN078,13.70254905,1.478136318,0.7794,10.77393917,62.55742264,0.75025622,0.88401609,Shrub community
YN079,8.049812312,1.07062861,0.66005,9.668579167,71.72036743,1.01421275,0.65146647,Shrub community
YN080,11.94717387,1.34508845,0.742,9.0209575,80.34175873,3.41344939,1.57112616,Shrub community
YN081,26.69476024,1.735930332,0.632825,12.88585083,54.04775238,1.02433105,0.79337847,Shrub community
YN082,14.32129772,2.391521358,1.06155,11.4319625,69.92312622,2.39054872,0.97861941,Shrub community
ZJ011,16.77638847,0.782347799,0.577075,15.6704175,45.89038086,0.88882252,0.21971202,Shrub community
ZJ012,15.9357026,0.970118434,0.544775,15.04934,52.42448044,1.12755392,0.2234448,Shrub community
ZJ013,12.69900351,0.698730036,0.6716,14.93883,68.92034912,2.00727917,0.42070894,Shrub community
ZJ014,15.7122954,0.814718192,0.56245,15.08055,65.76374817,1.46586763,0.33715087,Shrub community
ZJ015,15.33986862,0.677314781,0.575075,15.16029917,66.77148438,2.23461082,0.4920829,Shrub community
ZJ016,15.25171998,0.623979353,0.524075,15.85114167,56.9993248,1.18611879,0.18513625,Shrub community
ZJ017,11.29601911,0.50895127,0.625125,14.91488,75.49351501,1.03404337,0.13905206,Shrub community
ZJ018,16.44084831,0.907776375,0.59025,14.11899833,85.79803467,2.23405749,0.6663567,Shrub community
ZJ019,22.47825872,1.327584291,0.72115,14.41028833,95.79789734,0.36534427,0.35776808,Shrub community
ZJ020,18.19063337,1.17769442,0.680375,15.82223667,87.21411896,2.31841869,0.48707325,Shrub community
ZJ021,17.09280615,0.948629229,NA,16.311315,93.16164398,0.93061044,0.19896287,Shrub community
ZJ022,14.90087429,0.826790316,0.54045,15.86030583,76.67736816,1.14367868,0.1717164,Shrub community
ZJ023,15.99637732,0.851755356,0.490925,16.32592333,63.54356003,1.13712997,0.20092006,Shrub community
ZJ024,19.19401928,1.209212659,0.603975,16.11051667,66.58456421,2.07682017,0.49627812,Shrub community
ZJ025,17.4104527,0.981834088,0.596675,15.40210167,86.80510712,0.70266452,0.15663884,Shrub community
ZJ026,16.27626869,0.910199094,0.687425,14.94128333,116.5148849,1.45852235,0.17358387,Shrub community
ZJ027,13.07319763,1.001115351,0.594975,15.6701125,103.0437317,0.75733973,0.14065041,Shrub community
ZJ028,17.12716928,1.050010643,0.587375,16.56076417,119.1049347,1.03446253,0.12507395,Shrub community
ZJ029,14.20596696,1.051729808,0.75935,16.795005,98.27514648,1.08972604,0.1912098,Shrub community
ZJ030,13.93698022,0.810880184,0.6535,17.2087225,82.12818909,1.38520896,0.16277129,Shrub community
ZJ031,12.95673056,0.758089384,0.774775,16.703635,98.22901917,1.27993059,0.20501763,Shrub community
ZJ032,14.18215299,0.948516044,0.7622,15.948425,119.9993744,1.50314675,0.2336111,Shrub community
ZJ033,18.22034778,1.156039756,0.6472,14.695815,131.9649353,1.50297269,0.25792753,Shrub community
ZZS,15.25455744,1.33217389,0.561275,16.36351167,52.79509735,0.95685595,0.22319229,Shrub community
110002F,5.855,1.468035131,0.341675,4.190687,-32.48036575,2.60975464,0.23688813,Tree community
110010F,12.91,1.196477155,0.45,-5.075246,16.17765999,3.144824618,0.327789556,Tree community
110018F,11.62,1.904118956,0.5356,-1.922828,-2.515026569,2.883240711,0.563119213,Tree community
110028F,8.47,2.918116936,0.429525,-2.299867,0.290754318,3.148552729,0.550327964,Tree community
110031F,10.05,2.563565973,0.455025,-1.804143,15.7668972,1.423868006,0.427258838,Tree community
110032F,6.43,3.622288458,0.46585,-1.804143,15.7668972,2.789201466,0.615212481,Tree community
110034F,20.81142857,1.923445025,0.689025,2.238843,0,5.078472176,0.944680548,Tree community
110035F,20.278,1.928280529,0.689025,2.238843,0,1.384659365,0.222687906,Tree community
110036F,15.232,2.052153264,0.463225,2.238843,0,2.816934671,0.60077922,Tree community
110037F,6.423333333,1.631262997,0.729775,3.489808,7.986764908,3.809383357,0.43067696,Tree community
110038F,14.365,1.839760965,0.729775,3.489808,8.986473083,3.531022789,0.383337989,Tree community
110039F,11.61333333,1.219801894,0.729775,3.489808,8.986958504,3.017595912,0.384320786,Tree community
110040F,12.69,2.95880429,NA,3.545274,5.207790852,3.447608383,0.490388507,Tree community
110044F,24.19666667,2.610645178,0.6504,2.325198,0,4.378485028,0.439354536,Tree community
110046F,9.795,2.442279054,0.47445,1.631927,-5.102039814,3.081726688,0.830732247,Tree community
110047F,8.11,2.640990129,0.6688,1.631927,-5.102354527,5.430154745,1.323699396,Tree community
110048F,11.65,2.169098853,0.47445,1.631927,-5.102410316,2.732903987,0.860868949,Tree community
110049F,17.685,1.981016294,0.372925,0.555628,-7.642544746,1.564397731,0.39456556,Tree community
110050F,12.01,1.348523937,0.372925,0.555628,-7.642544746,3.889210458,0.545889126,Tree community
110051F,12.59,1.605855904,0.372925,0.555628,-7.642544746,2.968721088,0.433604532,Tree community
110052F,16.35,2.417873433,0.47805,-2.582524,19.65277481,2.282526814,0.529134002,Tree community
110053F,12.81333333,2.645171049,0.47805,-2.582524,19.65337563,2.844803928,0.802008999,Tree community
110054F,19.85,2.351730962,0.47805,-2.611128,19.9050312,1.456518239,0.428247116,Tree community
110055F,17.55666667,1.075537182,0.426625,-0.748842,0,4.355828972,0.313094031,Tree community
110057F,13.89,2.579886868,0.4505,-0.762518,0,1.827267911,0.482511158,Tree community
110060F,14.53,1.831093698,0.4454,0.365323,0,2.111868989,0.616480212,Tree community
110066F,17.45,1.026641164,0.458775,2.601537,-7.927657127,1.657253345,0.255779737,Tree community
110067F,7.51,1.46399824,0.426675,3.968936,-10.09699059,1.578167165,0.275080807,Tree community
110068F,8.39,1.363226156,0.426675,3.968936,-10.09695911,1.334386632,0.206672537,Tree community
110070F,10.88,1.597973971,0.47855,3.476423,-6.164542198,3.610484137,0.926144961,Tree community
110071F,11.75666667,1.385882166,0.77695,3.150417,-4.964570045,1.626440499,0.561832178,Tree community
110088F,4.85,1.542869195,0.45825,3.008855,-11.00580406,2.757977897,0.496680533,Tree community
110090F,9.04,2.066774337,0.45825,3.008855,-11.00586891,2.244367464,0.955693711,Tree community
110100F,16.34333333,1.611715351,0.43955,2.652568,-10.10186577,2.935070148,0.52348222,Tree community
110103F,22.556,2.570329419,0.51785,0.121373,13.68357182,2.674401438,0.592244161,Tree community
110109F,22.9925,3.049775277,0.504825,0.774345,9.094244003,3.549194689,0.686078126,Tree community
110110F,23.38,1.931759948,0.543175,0.774345,9.093587875,2.367188442,0.528792598,Tree community
110111F,26.58333333,2.365835582,0.543175,0.774345,9.093844414,2.077775975,0.522278861,Tree community
110112F,19.31,2.201241675,0.548225,0.262728,10.89380646,1.935929567,0.376104576,Tree community
110113F,18.89666667,2.07568761,0.548225,0.262728,10.80963135,1.415632848,0.36342408,Tree community
110114F,32.95,2.576066881,0.548225,0.262728,10.89331055,1.806958338,0.228580821,Tree community
110117F,7.042,2.090712443,0.574,0.449577,9.769369125,2.06335042,0.508528651,Tree community
120001F,49.68133333,3.049,0.75015,4.132133,13.28524971,0.338760816,0.562831193,Tree community
120002F,54.20533333,4.404666667,0.75015,4.132133,13.28540039,0.269135101,0.306912392,Tree community
120003F,53.26133333,6.406666667,0.75015,4.132133,13.28510189,0.329032406,0.592204409,Tree community
120004F,25.912,7.58,0.770575,3.302714,22.33033371,0.375003883,0.670815887,Tree community
120005F,43.362,6.81,0.770575,2.957128,24.46217346,0.44283941,0.629814865,Tree community
120006F,28.24,8.13,0.770575,3.302714,22.33071136,0.373682249,0.785045247,Tree community
120007F,9.28,6.735,0.527425,3.365208,-11.34138775,0.279683326,0.85294834,Tree community
120008F,22.07,6.206,0.527425,3.365208,-11.34102631,0.476159371,1.118954576,Tree community
120009F,43.01,6.837,0.527425,3.365208,-11.34173298,0.181997673,0.583068648,Tree community
120010F,30.5,0.89,0.413025,3.936709,0,0.114193045,0.300473635,Tree community
120011F,30.41,1.456,0.810075,4.16723,18.81926155,0.157731718,0.177227802,Tree community
120012F,36.64,4.272,0.808925,4.16723,18.81894684,0.154747003,0.244352008,Tree community
120013F,44.9925,4.487,0.7474,3.1034,0,0.38627121,0.62736973,Tree community
120014F,33.66333333,7.673666667,0.7474,3.634189,-1.053630352,0.324178024,0.704355151,Tree community
120015F,24.76,3.3705,0.7474,3.634189,-1.053372264,0.38607336,0.661286388,Tree community
120016F,19.91,2.859,0.51795,4.163807,0,0.501,0.384581524,Tree community
120017F,18.39,2.332,0.51795,4.163807,0,0.274059459,0.269096053,Tree community
120018F,22.97,1.854,0.51795,4.163807,0,0.374,0.417790614,Tree community
120019F,14.7,5.409,0.569525,2.25478,-4.568423271,0.380671472,0.630078057,Tree community
120020F,17.77,6.444,0.569525,2.25478,-4.568122387,0.360112131,0.376608761,Tree community
120021F,13.31666667,5.749,0.569525,2.25478,-4.568230629,0.11494196,0.5940687,Tree community
120022F,25.44,5.235,0.54295,0.7858,115.3701248,0.023617961,0.262890595,Tree community
120023F,22.24,2.534,0.54295,0.7858,115.3686829,NA,NA,Tree community
120024F,15.27,2.64,0.54295,0.7858,115.3703842,0.13778249,0.206474308,Tree community
120025F,15.995,0.715,0.570125,2.127243,-6.665725708,0.134400276,0.394355406,Tree community
120026F,13.8,1.9755,0.570125,2.127243,-6.665709496,0.301399727,0.514244129,Tree community
120027F,13.065,2.49,0.570125,2.127243,-6.781938076,0.455741979,0.483601478,Tree community
120028F,20.97666667,1.209,0.591475,2.974807,36.56563568,0.453370663,0.604927705,Tree community
120029F,24.35,4.59,0.591475,2.974807,36.56594467,0.664481972,1.100336969,Tree community
120030F,23.46,1.233,0.591475,2.974807,36.85934448,0.268842192,0.269312633,Tree community
120031F,26.1,4.5755,0.566425,1.878128,-4.705031395,0.390287783,0.766516319,Tree community
120032F,23.2,4.209,0.566425,1.984208,-5.23845768,0.270824503,0.571487828,Tree community
120033F,19.38,6.451,0.562475,1.873862,-4.345803261,0.305097856,0.619507129,Tree community
120034F,12.23,4.511,0.601875,3.003359,46.16119003,0.253564103,0.580412724,Tree community
120035F,13.06,4.243,0.601875,3.003359,46.66958237,0.571744109,0.510993222,Tree community
120036F,3.851,3.101,0.601875,3.003359,46.67024994,0.207128736,0.346953508,Tree community
120037F,18.37,3.235333333,0.582425,1.956465,-3.094762087,NA,NA,Tree community
120038F,18.61333333,3.617333333,0.582425,1.696673,-1.783536553,0.276844212,0.404163254,Tree community
120039F,16.75666667,1.993333333,0.582425,1.956465,-3.095235825,0.207273711,0.292984602,Tree community
120040F,28.0765,1.2715,0.596475,2.871682,48.10688782,0.112104633,0.21972704,Tree community
120041F,11.826,0.581,0.582475,2.672499,49.60455322,0.219857377,0.316122953,Tree community
120042F,20.649,0.264,0.582475,2.672499,49.6048584,0.257547915,0.410327804,Tree community
120043F,17.479,1.641,0.2208,5.536393,-40.60746765,0.106687543,0.097091473,Tree community
120044F,9.94,1.406,0.2208,5.536393,-40.6076622,0.153895023,0.089296859,Tree community
120045F,9.618,0.86,0.24295,5.540921,-40.72082901,NA,NA,Tree community
120046F,13.03,0.814,0.641825,3.770927,48.66407776,NA,NA,Tree community
120047F,10.74,5.532,0.6275,3.770927,48.66350174,0.236263525,0.504599108,Tree community
120048F,16.085,5.0625,0.63055,3.770927,48.66405487,0.285341887,0.417122988,Tree community
120082F,34.542,1.606179,0.53565,2.893203,-4.954325199,1.126745132,1.427201681,Tree community
120088F,24.76563,1.167406,0.5626,1.978025,-3.688645601,1.501968437,1.312749919,Tree community
120091F,19.80001,1.421392,0.51325,4.234558,-5.638504505,1.509282596,0.791960878,Tree community
120092F,7.645842,1.331893,0.51325,4.234558,-5.638453484,1.531303855,0.362645195,Tree community
120094F,22.26852,1.585938,0.562475,1.878128,-4.702811241,1.373263153,0.189744191,Tree community
120099F,21.541155,1.3486605,0.48875,3.89811,9.432562828,1.265297067,0.578255951,Tree community
120100F,21.24333,1.411188,NA,NA,NA,1.193828247,0.508157229,Tree community
120101F,37.39333,1.650401,0.77665,4.231342,26.10434723,1.252802322,0.78920171,Tree community
120103F,23.30421,1.2145,0.5538,3.837319,9.451065063,2.005543572,1.154036043,Tree community
120106F,17.84648,1.368743,0.553225,4.066881,27.66290474,0.911762929,0.880673682,Tree community
120124F,19.2143,1.13168,0.5394,4.056669,23.89403725,1.588448692,0.101504862,Tree community
120125F,17.82703,1.063657,0.5394,4.151703,23.2960453,1.219670949,0.160154787,Tree community
120126F,18.26652,1.550257,0.5394,4.056669,23.8840332,0.736958525,0.178713847,Tree community
120129F,41.03784,1.143034,0.5391,3.332698,12.7932024,2.330550793,0.964221588,Tree community
120130F,35.14529333,1.854537667,0.531475,3.754882,25.03118515,2.554294523,0.656727859,Tree community
120131F,25.81971,1.774454,0.531475,3.922126,23.76708031,1.922266035,0.55615917,Tree community
120139F,39.02772,0.994109,0.54185,3.462211,12.97315311,3.333742188,0.307517606,Tree community
130001F,4.067006731,1.092207212,0.359875,7.575332,-23.27772522,3.476836081,0.525166389,Tree community
130002F,30.55536875,0.544077679,0.34315,7.633681,-23.50780678,4.26708994,0.605872194,Tree community
130003F,1.109183654,1.238435577,0.34315,7.606792,-23.38833618,2.152408969,0.511927103,Tree community
130004F,8.848844628,1.085216694,0.324625,7.575332,-23.41106224,2.773881345,0.542845315,Tree community
130005F,10.95756053,1.492292294,0.358575,7.575332,-23.41107941,2.600717581,0.553589013,Tree community
130006F,14.5788436,1.15233327,0.358575,7.756704,-24.58246803,11.05131103,0.722520397,Tree community
130007F,14.5788436,1.15233327,0.343875,7.837793,-21.40860176,4.212640475,0.665585514,Tree community
130008F,9.859410256,1.175363034,0.343875,7.837793,-21.40809631,4.235938,0.618793124,Tree community
130009F,19.75779051,2.183641067,0.343875,7.837793,-21.40752792,5.016626931,0.587282933,Tree community
130010F,22.60437252,1.860708011,0.7448,4.59665,27.29613304,5.967417445,0.690880087,Tree community
130011F,15.61747933,1.476012821,0.7448,4.608156,27.21968269,4.48087134,0.664529168,Tree community
130012F,18.20478269,1.640777979,0.76195,4.608156,27.2193222,4.857359957,0.678762481,Tree community
130013F,15.56748988,1.098234043,0.76195,4.608156,27.48455048,5.932020271,0.749878122,Tree community
130014F,20.66048507,1.77114393,0.76195,4.745342,26.6405468,8.060715707,0.738876415,Tree community
130015F,5.4931,1.685925429,0.77385,4.857291,24.16804314,5.409771227,0.660106861,Tree community
130016F,15.43210219,1.843586866,0.564075,4.358458,63.22715378,4.506391691,1.030078,Tree community
130017F,11.12715278,2.051222831,0.546875,4.7636,60.24227905,2.51904433,1.534088687,Tree community
130018F,80.5,1.82,0.55145,4.7636,60.2415657,2.191358316,15.93738725,Tree community
130019F,8.720665441,1.185245705,0.4875,5.191185,45.38496017,3.871662921,8.456327569,Tree community
130020F,44.5,1.44,0.5036,5.594551,36.28472519,6.916601321,0.716325893,Tree community
