verbatim_taxon_name,taxonomic_group,is_extinct,is_mesotherm,metabolic_mass_g,metabolic_rate_W,ta_c,final_adult_mass_g,gmax_g_per_day,r2_growth_curve,n_growth_obs,curve_only,equation_only,source_id,source_display_name,source_doi,source_data_note
Coturnix coturnix,Neornithes (precocial),FALSE,FALSE,115,0.978,,118.9,2.229,0.99,16,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Dendragapus obscurus,Neornithes (precocial),FALSE,FALSE,1131,4.957,,748.7,11.5,0.84,46,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Gallus gallus,Neornithes (precocial),FALSE,FALSE,121.8,0.8919,,904.8,7.854,0.99,96,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Meleagris gallopavo,Neornithes (precocial),FALSE,FALSE,3700,8.91,6600,40.42,1,,59,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Numida meleagris,Neornithes (precocial),FALSE,FALSE,1669,,,17.69,1,,46,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pavo cristatus,Neornithes (precocial),FALSE,FALSE,,,,3439,10.38,0.96,162,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Phasianus colchicus,Neornithes (precocial),FALSE,FALSE,,,,1187,6.05,0.94,213,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tetrao tetrix,Neornithes (precocial),FALSE,FALSE,,,,1172,14.07,0.98,12,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tetrao urogallus,Neornithes (precocial),FALSE,FALSE,4010,11.63,,2442,34.94,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tympanuchus pallidicinctus,Neornithes (precocial),FALSE,FALSE,,,,796.8,10.53,0.95,60,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Apteryx mantelli,Neornithes (precocial),FALSE,FALSE,2380,4.029,,2154,4.291,0.95,366,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Casuarius bennetti,Neornithes (precocial),FALSE,FALSE,17600,24.99,17600,89.19,1,,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Casuarius casuarius,Neornithes (precocial),FALSE,FALSE,44000,,,146.3,1,,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Dromaius novaehollandiae,Neornithes (precocial),FALSE,FALSE,40700,33,,46660,117.7,0.97,37,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhea americana,Neornithes (precocial),FALSE,FALSE,21800,34.69,,21740,113.6,0.93,246,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhynchotus rufescens,Neornithes (precocial),FALSE,FALSE,672.8,,,5.895,1,,236,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Struthio camelus,Neornithes (precocial),FALSE,FALSE,1e+05,63.05,,101600,287.8,0.99,7,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus acronotus,Sharks,FALSE,FALSE,650,0.6085,28,16.59,1,,35,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus brevipinna,Sharks,FALSE,FALSE,,,,194600,27.03,0.95,21,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus falciformis,Sharks,FALSE,FALSE,,,,144700,27.41,0.87,197,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus leucas,Sharks,FALSE,FALSE,,,,136100,20.78,0.94,23,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus limbatus,Sharks,FALSE,FALSE,,,,40600,11.22,0.86,61,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus plumbeus,Sharks,FALSE,FALSE,3279,1.153,24,54090,12.65,0.58,226,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus signatus,Sharks,FALSE,FALSE,,,,98200,12.31,0.88,215,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus sorrah,Sharks,FALSE,FALSE,,,,22030,14.99,0.73,176,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Carcharhinus tilstoni,Sharks,FALSE,FALSE,,,,44060,8.723,0.84,335,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Galeocerdo cuvier,Sharks,FALSE,FALSE,,,,331600,82.8,0.98,25,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Negaprion brevirostris,Sharks,FALSE,FALSE,1600,0.9588,25,183700,25.97,0.99,90,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Prionace glauca,Sharks,FALSE,FALSE,,,,121400,31.18,0.87,13,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhizoprionodon lalandii,Sharks,FALSE,FALSE,,,,1295,0.403,0.99,7,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhizoprionodon porosus,Sharks,FALSE,FALSE,4045,,,0.868,1,,6,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhizoprionodon taylori,Sharks,FALSE,FALSE,,,,717.3,0.864,0.9,135,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scoliodon laticaudus,Sharks,FALSE,FALSE,2361,,,0.681,1,,12,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sphyrna lewini,Sharks,FALSE,FALSE,700,0.5182,24.5,49400,6.695,0.8,233,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sphyrna tiburo,Sharks,FALSE,FALSE,1100,0.6721,25,1424,1.097,0.7,110,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Isurus oxyrinchus,Sharks,FALSE,TRUE,6016,2.922,18.3,141300,20.89,0.95,56,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cretoxyrhina mantelli,Sharks,TRUE,FALSE,3249000,,,327.4,1,,16,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Chiloscyllium plagiosum,Sharks,FALSE,FALSE,880,0.1609,23,3840,0.793,0.73,312,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhincodon typus,Sharks,FALSE,FALSE,,,,15640000,668.4,0.92,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Agama impalearis,Squamata,FALSE,FALSE,,,,60,0.39,0.75,148,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Basiliscus basiliscus,Squamata,FALSE,FALSE,,,,124.4,0.204,0.8,89,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Ctenosaura pectinata,Squamata,FALSE,FALSE,209,,,0.529,1,,54,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Liolaemus lutzae,Squamata,FALSE,FALSE,,,,,13.78,0.021,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sceloporus grammicus,Squamata,FALSE,FALSE,,,,9.7,0.019,0.98,59,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sceloporus mucronatus,Squamata,FALSE,FALSE,,,,32.82,0.014,0.91,192,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sceloporus scalaris,Squamata,FALSE,FALSE,,,,8.45,0.022,0.97,62,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Microlophus occipitalis,Squamata,FALSE,FALSE,,,,9.37,0.025,0.8,194,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tropidurus itambere,Squamata,FALSE,FALSE,,,,21.61,0.039,0.97,33,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tropidurus torquatus,Squamata,FALSE,FALSE,,,,,49.55,0.105,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Uranoscodon superciliosus,Squamata,FALSE,FALSE,,,,120.2,0.086,0.99,23,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Xenosaurus grandis,Squamata,FALSE,FALSE,,,,68.03,0.028,0.96,117,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acrochordus arafurae,Squamata,FALSE,FALSE,1048,0.1579,27,1693,0.766,0.95,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acanthophis praelongus,Squamata,FALSE,FALSE,105.5,0.03004,27,60.42,0.074,0.98,8,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Eublepharis macularius,Squamata,FALSE,FALSE,48.8,0.02207,26.5,50.48,0.058,0.8,131,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Coleonyx brevis,Squamata,FALSE,FALSE,2.1,0.00178,31.8,2.27,0.01,0.91,27,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Coleonyx elegans,Squamata,FALSE,FALSE,9.3,0.00384,23.8,14.28,0.012,0.82,75,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Coleonyx mitratus,Squamata,FALSE,FALSE,11.3,0.0036,25.7,10.6,0.012,0.88,142,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Heloderma suspectum,Squamata,FALSE,FALSE,463.9,0.1476,25,238.8,0.148,0.99,23,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Liasis fuscus,Squamata,FALSE,FALSE,1307,0.1299,27,2642,1.483,0.92,300,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Morelia viridis,Squamata,FALSE,FALSE,,,,1230,0.469,0.97,84,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Oligosoma suteri,Squamata,FALSE,FALSE,,,,4.8,0.01,0.99,7,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Varanus indicus,Squamata,FALSE,FALSE,,,,1809,2.093,0.88,622,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Varanus komodoensis,Squamata,FALSE,FALSE,,,,63350,6.146,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Varanus niloticus,Squamata,FALSE,FALSE,32.5,0.01736,25,14530,4.672,0.66,290,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Varanus semiremex,Squamata,FALSE,FALSE,279.3,,,0.639,1,,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tenualosa toli,Teleost Fish,FALSE,FALSE,,,,7608,4.598,0.78,60,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Labeo cylindricus,Teleost Fish,FALSE,FALSE,,,,200.9,0.115,0.95,9,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Poecilia latipinna,Teleost Fish,FALSE,FALSE,,,,2.4,0.012,0.99,25,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Poecilia reticulata,Teleost Fish,FALSE,FALSE,0.53,0.00104,25,0.002,1,,15,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Xiphophorus maculatus,Teleost Fish,FALSE,FALSE,1.8,0.00129,25,0.65,0.002,0.97,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acanthurus lineatus,Teleost Fish,FALSE,FALSE,,,,269.6,0.107,0.52,81,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acanthurus olivaceus,Teleost Fish,FALSE,FALSE,,,,442.8,0.426,0.6,55,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Ctenochaetus striatus,Teleost Fish,FALSE,FALSE,,,,194.2,0.115,0.44,101,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Naso brevirostris,Teleost Fish,FALSE,FALSE,,,,871.2,0.166,0.85,79,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Naso tuberosus,Teleost Fish,FALSE,FALSE,,,,2015,1.507,0.84,55,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Zebrasoma scopas,Teleost Fish,FALSE,FALSE,,,,109.8,0.053,0.48,43,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Salarias patzneri,Teleost Fish,FALSE,FALSE,,,,2.44,0.01,0.51,101,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Chaetodon larvatus,Teleost Fish,FALSE,FALSE,,,,38.2,0.061,0.53,109,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cichla intermedia,Teleost Fish,FALSE,FALSE,,,,1083,1.702,0.69,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cichla orinocensis,Teleost Fish,FALSE,FALSE,,,,1620,0.997,0.64,36,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cichla temensis,Teleost Fish,FALSE,FALSE,,,,5107,2.78,0.46,44,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Oreochromis macrochir,Teleost Fish,FALSE,FALSE,,,,177.8,0.1,0.97,12,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pharyngochromis darlingi,Teleost Fish,FALSE,FALSE,68.22,,,0.052,1,,17,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pseudocrenilabrus philander,Teleost Fish,FALSE,FALSE,8.76,,,0.017,1,,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Amblygobius bynoensis,Teleost Fish,FALSE,FALSE,,,,98.68,0.092,0.61,120,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Amblygobius phalaena,Teleost Fish,FALSE,FALSE,,,,23.27,0.043,0.83,99,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Asterropteryx semipunctatus,Teleost Fish,FALSE,FALSE,,,,7.3,0.01,0.91,67,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Istigobius goldmanni,Teleost Fish,FALSE,FALSE,,,,18.6,0.019,0.87,71,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Valenciennea muralis,Teleost Fish,FALSE,FALSE,,,,7.27,0.024,0.67,106,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cheilinus undulatus,Teleost Fish,FALSE,FALSE,,,,12560,1.492,0.59,89,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Lutjanus erythropterus,Teleost Fish,FALSE,FALSE,,,,2770,1.609,0.91,84,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Lutjanus malabaricus,Teleost Fish,FALSE,FALSE,,,,5527,2.146,0.86,44,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Lutjanus sebae,Teleost Fish,FALSE,FALSE,,,,9996,2.309,0.71,65,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pristipomoides multidens,Teleost Fish,FALSE,FALSE,,,,4387,1.099,0.99,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pristipomoides typus,Teleost Fish,FALSE,FALSE,2599,,,0.855,1,,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Notothenia neglecta,Teleost Fish,FALSE,FALSE,32.38,0.00267,0,1241,0.231,0.99,19,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Notothenia rossi,Teleost Fish,FALSE,FALSE,761.1,0.045,3,9706,1.196,0.96,28,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Trematomus bernacchii,Teleost Fish,FALSE,FALSE,178.1,0.0346,-1.5,168.4,0.094,0.96,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Trematomus hansoni,Teleost Fish,FALSE,FALSE,547.8,0.02405,,3,477.8,0.093,,FALSE,TRUE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Trematomus loennbergii,Teleost Fish,FALSE,FALSE,158.1,0.02155,-1.5,292,0.054,0.99,24,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Stegastes fuscus,Teleost Fish,FALSE,FALSE,,,,35.42,0.008,0.64,162,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Chlorurus gibbus,Teleost Fish,FALSE,FALSE,,,,3952,1.084,0.67,64,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Chlorurus sordidus,Teleost Fish,FALSE,FALSE,,,,368,0.237,0.57,63,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scarus frenatus,Teleost Fish,FALSE,FALSE,,,,685.2,0.431,0.63,76,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scarus niger,Teleost Fish,FALSE,FALSE,,,,670.8,0.358,0.73,65,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scarus psittacus,Teleost Fish,FALSE,FALSE,,,,228.7,0.211,0.72,31,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scarus rivulatus,Teleost Fish,FALSE,FALSE,,,,3231,0.529,0.75,72,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scarus schlegeli,Teleost Fish,FALSE,FALSE,,,,704.5,0.245,0.89,43,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Euthynnus affinis,Teleost Fish,FALSE,TRUE,1278,1.9,25,10000,6.798,,,FALSE,TRUE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Katsuwonus pelamis,Teleost Fish,FALSE,TRUE,594,0.93,25,8.498,1,,9,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Thunnus albacares,Teleost Fish,FALSE,TRUE,1129,1.14,25,23.65,1,,8,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Thunnus obesus,Teleost Fish,FALSE,TRUE,2030,2.56,25,74670,31.95,0.97,15,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Thunnus tongol,Teleost Fish,FALSE,TRUE,,,,26500,15.91,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Epinephelus fuscoguttatus,Teleost Fish,FALSE,FALSE,,,,8953,1.176,0.82,119,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
