verbatim_taxon_name,taxonomic_group,is_extinct,is_mesotherm,metabolic_mass_g,metabolic_rate_W,ta_c,final_adult_mass_g,gmax_g_per_day,r2_growth_curve,n_growth_obs,curve_only,equation_only,source_id,source_display_name,source_doi,source_data_note
Eulemur coronatus,Placental Mammals,FALSE,FALSE,,,,1743,2.28,0.75,226,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Eulemur macaco,Placental Mammals,FALSE,FALSE,,,,2551,4.848,0.73,358,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Eulemur mongoz,Placental Mammals,FALSE,FALSE,,,,1740,2.648,0.69,355,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Eulemur rubriventer,Placental Mammals,FALSE,FALSE,,,,2024,5.198,0.92,120,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Eulemur rufus,Placental Mammals,FALSE,FALSE,2374,4.239,,2201,3.436,0.69,134,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Galago senegalensis,Placental Mammals,FALSE,FALSE,171.5,0.764,,148.2,1.234,0.99,13,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Hapalemur griseus,Placental Mammals,FALSE,FALSE,,,,993.2,2.003,0.67,230,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Loris tardigradus,Placental Mammals,FALSE,FALSE,284,0.714,186.5,0.908,1,,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Microcebus murinus,Placental Mammals,FALSE,FALSE,115,0.594,,51.14,1.317,0.94,33,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Nycticebus coucang,Placental Mammals,FALSE,FALSE,1129,1.504,1398,7.136,1,,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Otolemur crassicaudatus,Placental Mammals,FALSE,FALSE,993.5,2.595,1130,8.14,1,,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Propithecus diadema,Placental Mammals,FALSE,FALSE,,,,5729,7.817,0.94,35,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Propithecus tattersalli,Placental Mammals,FALSE,FALSE,,,,3460,6.18,0.85,44,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Propithecus verreauxi,Placental Mammals,FALSE,FALSE,3350,3.738,,3572,8.534,0.81,47,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Varecia variegata,Placental Mammals,FALSE,FALSE,,,,3577,5.437,0.77,227,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Elephas maximus,Placental Mammals,FALSE,FALSE,3672000,2336,,3311000,420.3,0.99,40,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Loxodonta africana,Placental Mammals,FALSE,FALSE,,,,3865000,374.4,0.91,205,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acomys cahirinus,Placental Mammals,FALSE,FALSE,35.89,,,0.761,1,,17,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Akodon lindberghi,Placental Mammals,FALSE,FALSE,,,,,20.8,0.241,,FALSE,TRUE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Apodemus semotus,Placental Mammals,FALSE,FALSE,29.65,,,0.498,1,,46,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Arvicanthis niloticus,Placental Mammals,FALSE,FALSE,,,,61.07,0.803,0.99,24,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Ctenomys mendocinus,Placental Mammals,FALSE,FALSE,165.2,,,2.266,1,,13,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Dipodomys stephensi,Placental Mammals,FALSE,FALSE,,,,47.91,1.467,0.99,29,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Eligmodontia typus,Placental Mammals,FALSE,FALSE,17.5,0.167,,15.56,0.499,0.99,8,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Funisciurus congicus,Placental Mammals,FALSE,FALSE,,,,,104.7,0.923,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Gerbillus perpallidus,Placental Mammals,FALSE,FALSE,49.53,,,0.832,1,,34,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Heterocephalus glaber,Placental Mammals,FALSE,FALSE,35.3,0.128,,42.98,0.293,0.98,57,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Hoplomys gymnurus,Placental Mammals,FALSE,FALSE,288.4,,,2.481,1,,17,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Mastomys coucha,Placental Mammals,FALSE,FALSE,,,,36.66,0.407,0.99,64,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Mastomys natalensis,Placental Mammals,FALSE,FALSE,41.5,0.183,,42.88,0.503,0.99,50,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Microtus cabrerae,Placental Mammals,FALSE,FALSE,,,,35.89,0.797,0.91,209,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Neotoma cinerea,Placental Mammals,FALSE,FALSE,,,,287.2,4.012,0.97,40,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Otomys unisulcatus,Placental Mammals,FALSE,FALSE,96,0.595,,85.56,1.475,,15,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Paraxerus cepapi,Placental Mammals,FALSE,FALSE,223.6,0.811,,223.8,2.43,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Paraxerus palliatus,Placental Mammals,FALSE,FALSE,274.8,1.191,,366,2.353,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Peromyscus eremicus,Placental Mammals,FALSE,FALSE,21,,,0.173,24.02,0.376,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Peromyscus interparietalis,Placental Mammals,FALSE,FALSE,,,,,15.86,0.281,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Peromyscus leucopus,Placental Mammals,FALSE,FALSE,22.3,,,0.213,17.53,0.406,34,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Peromyscus maniculatus,Placental Mammals,FALSE,FALSE,20.5,0.219,,15.11,0.377,0.98,25,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Proechimys semispinosus,Placental Mammals,FALSE,FALSE,291.2,,,2.43,1,,34,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scotinomys teguina,Placental Mammals,FALSE,FALSE,12,0.174,,15.23,0.351,0.99,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Scotinomys xerampelinus,Placental Mammals,FALSE,FALSE,15.2,0.178,,15.36,0.277,0.99,10,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Spermophilus armatus,Placental Mammals,FALSE,FALSE,313.2,0.915,440.2,7.979,1,,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Spermophilus columbianus,Placental Mammals,FALSE,FALSE,,,,370.6,9.208,0.96,47,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Spermophilus elegans,Placental Mammals,FALSE,FALSE,,,,486.4,7.95,0.99,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Spermophilus richardsonii,Placental Mammals,FALSE,FALSE,266.3,0.788,,325.5,7.562,0.99,15,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tupaia belangeri,Placental Mammals,FALSE,FALSE,,,,167.8,2.751,0.99,13,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Antechinus flavipes,Marsupials,FALSE,FALSE,46.5,0.252,,24.62,0.255,0.96,68,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Antechinus stuartii,Marsupials,FALSE,FALSE,25,0.189,,32.64,0.148,0.85,448,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Didelphis virginiana,Marsupials,FALSE,FALSE,2847,5.299,,2350,8.82,0.98,26,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Bettongia lesueur,Marsupials,FALSE,FALSE,,,,1233,8.465,0.99,135,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Macropus giganteus,Marsupials,FALSE,FALSE,,,,35850,43.05,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Macropus parma,Marsupials,FALSE,FALSE,3331,,,11.48,1,,50,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Macropus robustus,Marsupials,FALSE,FALSE,,,,30960,28.5,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Macropus rufus,Marsupials,FALSE,FALSE,28500,31.35,,44430,22.21,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Petaurus breviceps,Marsupials,FALSE,FALSE,129.3,0.517,,211.8,1.18,0.96,58,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Petaurus norfolcensis,Marsupials,FALSE,FALSE,,,,178.1,1.697,0.99,47,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Phascolarctos cinereus,Marsupials,FALSE,FALSE,4732,5.744,,3211,7.85,0.92,380,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pseudocheirus peregrinus,Marsupials,FALSE,FALSE,859.3,2.27,,850.9,5.136,0.97,164,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Thylogale billardierii,Marsupials,FALSE,FALSE,,,,4795,17.39,0.98,94,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Trichosurus caninus,Marsupials,FALSE,FALSE,,,,2646,4.761,0.96,34,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Trichosurus vulpecula,Marsupials,FALSE,FALSE,1994,3.8,,2241,10.16,0.99,33,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Wallabia bicolor,Marsupials,FALSE,FALSE,,,,17140,11,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Isoodon macrourus,Marsupials,FALSE,FALSE,1551,3.202,,1274,6.051,0.99,57,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Isoodon obesulus,Marsupials,FALSE,FALSE,,,,883.7,3.672,0.94,69,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Perameles gunnii,Marsupials,FALSE,FALSE,837,2.343,,847.4,3.896,0.89,90,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Ornithorhynchus anatinus,Monotremata,FALSE,FALSE,1315,2.665,,1650,5.441,0.94,33,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tachyglossus aculeatus,Monotremata,FALSE,TRUE,2909,2.327,,4078,2.92,0.81,71,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Aquila chrysaetos,Neornithes (altricial),FALSE,FALSE,,,,3458,106,0.99,22,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Haliaeetus leucocephalus,Neornithes (altricial),FALSE,FALSE,,,,4501,124.7,0.99,119,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Archilochus alexandri,Neornithes (altricial),FALSE,FALSE,,,,4.46,0.427,0.97,58,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Selasphorus rufus,Neornithes (altricial),FALSE,FALSE,,,,3.57,0.345,0.97,21,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sternoclyta cyanopectus,Neornithes (altricial),FALSE,FALSE,,,,8.51,0.541,0.81,93,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Geococcyx californianus,Neornithes (altricial),FALSE,FALSE,342.5,,,12.09,1,,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Buteo jamaicensis,Neornithes (altricial),FALSE,FALSE,1138,,,37.16,1,,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Buteo swainsoni,Neornithes (altricial),FALSE,FALSE,,,,686,33.65,0.98,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cathartes aura,Neornithes (altricial),FALSE,FALSE,,,,2062,51.96,0.97,26,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Coragyps atratus,Neornithes (altricial),FALSE,FALSE,,,,2049,43.78,0.96,81,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Falco mexicanus,Neornithes (altricial),FALSE,FALSE,,,,566.5,27.41,0.99,8,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acrocephalus arundinaceus,Neornithes (altricial),FALSE,FALSE,21.9,0.257,,29.22,3.87,0.89,78,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acrocephalus melanopogon,Neornithes (altricial),FALSE,FALSE,,,,12.25,1.389,0.84,120,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acrocephalus palustris,Neornithes (altricial),FALSE,FALSE,10.8,0.203,,12.81,1.523,0.92,45,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Acrocephalus scirpaceus,Neornithes (altricial),FALSE,FALSE,,,,12.16,1.473,0.78,106,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Aimophila carpalis,Neornithes (altricial),FALSE,FALSE,13.6,,,1.689,1,,11,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
brunneicapillus,Neornithes (altricial),FALSE,FALSE,,,,34.8,2.31,0.91,49,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Corvus brachyrhynchos,Neornithes (altricial),FALSE,FALSE,384.8,3.283,,436.1,23.91,0.99,13,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Corvus corax,Neornithes (altricial),FALSE,FALSE,1203,5.534,,973.4,51.01,0.98,20,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Corvus cryptoleucus,Neornithes (altricial),FALSE,FALSE,,,,476.2,26.18,,,TRUE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Parus caeruleus,Neornithes (altricial),FALSE,FALSE,,,,12.62,1.16,0.99,15,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Passer domesticus,Neornithes (altricial),FALSE,FALSE,25.5,0.334,,26.13,3.898,0.96,30,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Pica pica,Neornithes (altricial),FALSE,FALSE,,,,197.5,13.33,0.98,25,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Spizella passerina,Neornithes (altricial),FALSE,FALSE,11.9,0.194,,11.42,1.744,0.98,16,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Spizella pusilla,Neornithes (altricial),FALSE,FALSE,13,0.264,,12.51,1.692,0.99,8,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sturnus vulgaris,Neornithes (altricial),FALSE,FALSE,75,0.877,,76.63,8.889,0.98,22,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Amazona aestiva,Neornithes (altricial),FALSE,FALSE,,,,332.4,10.5,0.86,55,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Amazona agilis,Neornithes (altricial),FALSE,FALSE,,,,191.5,9.867,0.89,162,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Ara macao,Neornithes (altricial),FALSE,FALSE,,,,1017,28.35,0.91,1320,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Cyanoliseus patagonus,Neornithes (altricial),FALSE,FALSE,,,,289.1,21.36,0.46,294,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Myiopsitta monachus,Neornithes (altricial),FALSE,FALSE,,,,105,6.917,0.96,34,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Nymphicus hollandicus,Neornithes (altricial),FALSE,FALSE,,,,77.9,3.913,0.81,138,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Poicephalus cryptoxanthus,Neornithes (altricial),FALSE,FALSE,,,,125.7,5.29,0.99,65,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Megascops asio,Neornithes (altricial),FALSE,FALSE,,,,128,6.405,0.99,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Tyto alba,Neornithes (altricial),FALSE,FALSE,626.7,,,20.85,1,,10,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Aix galericulata,Neornithes (precocial),FALSE,FALSE,,,,559.4,9.994,0.99,24,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Anas rubripes,Neornithes (precocial),FALSE,FALSE,1115,,,26.44,1,,9,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Aythya affinis,Neornithes (precocial),FALSE,FALSE,,,,564.1,16.95,0.99,9,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Aythya americana,Neornithes (precocial),FALSE,FALSE,,,,877.4,19.57,0.99,27,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Aythya valisineria,Neornithes (precocial),FALSE,FALSE,,,,1204,25.57,0.98,107,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Branta hutchinsii,Neornithes (precocial),FALSE,FALSE,,,,1269,36.06,0.96,54,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Chen caerulescens,Neornithes (precocial),FALSE,FALSE,,,,2383,55.16,0.9,133,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Dendrocygna autumnalis,Neornithes (precocial),FALSE,FALSE,,,,729.5,12.15,0.93,87,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Alectoris chukar,Neornithes (precocial),FALSE,FALSE,475,1.961,528.8,8.174,1,,10,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Alectura lathami,Neornithes (precocial),FALSE,FALSE,,,,1860,10.91,0.99,34,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Coturnix chinensis,Neornithes (precocial),FALSE,FALSE,,,,58.09,1.328,0.99,68,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
