"species";"island";"islandgroup";"Native";"Cultivated";"family";"order";"dataset";"Invasive";"Original_name";"reference";"refid";"latitude";"longitude"
"Philodendron erubescens";"Guam";"Mariana";0;"0.5";"Araceae";"Alismatales";"glon";0;"Philodendron erubescens C.Koch & Augustin";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"NA";"Guam";"Mariana";0,102;"0.5";"NA";"NA";"glonpier";1;"Philodendron cf. hastatum C.Koch & H. Sello";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334,195,1065,1066,1067,1068,1069,1070,1071,1072,1073,40,149";"13.443537";"144.777038"
"Philodendron wendlandii";"Guam";"Mariana";0;"0.5";"Araceae";"Alismatales";"glon";0;"Philodendron wendlandii Schott";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Pistia stratiotes";"Guam";"Mariana";0;"0";"Araceae";"Alismatales";"glonpier";1;"Pistia stratiotes L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Rhaphidophora korthalsii";"Guam";"Mariana";0;"0.5";"Araceae";"Alismatales";"glon";0;"Rhaphidophora celatocaulis (N.E.Br.) F.Knoll";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Syngonium angustatum";"Guam";"Mariana";0,125;"0.5";"Araceae";"Alismatales";"glonpier";0,5;"Syngonium angustatum Schott";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,334,7329";"13.443537";"144.777038"
"Xanthosoma sagittifolium";"Guam";"Mariana";0;"0";"Araceae";"Alismatales";"glonpier";0,5;"Xanthosoma nigrum (Vell.) Stellfeld";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Ananas comosus";"Guam";"Mariana";0;"0.5";"Bromeliaceae";"Poales";"glon";0;"Ananas comosus (L.) Merr.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Tillandsia usneoides";"Guam";"Mariana";0;"0.5";"Bromeliaceae";"Poales";"glonpier";0,5;"Tillandsia usneoides L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,334";"13.443537";"144.777038"
"Commelina benghalensis";"Guam";"Mariana";0,333;"0";"Commelinaceae";"Commelinales";"glonpier";0,5;"Commelina benghalensis L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Commelina diffusa";"Guam";"Mariana";0,4;"0";"Commelinaceae";"Commelinales";"glonpier";0,5;"Commelina diffusa Burm.f.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334,2466,2467";"13.443537";"144.777038"
"Cyanotis axillaris";"Guam";"Mariana";0;"0.5";"Commelinaceae";"Commelinales";"glon";0;"Cyanotis axillaris (L.) Sweet";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Cyanotis cristata";"Guam";"Mariana";0,133;"0.5";"Commelinaceae";"Commelinales";"glonpier";0,5;"Cyanotis cristata (L.) Sweet";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Gibasis geniculata";"Guam";"Mariana";0;"0.5";"Commelinaceae";"Commelinales";"glon";0;"Gibasis geniculata";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Tradescantia spathacea";"Guam";"Mariana";0,2;"0.5";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea Sw.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334,7592,7593";"13.443537";"144.777038"
"Tradescantia pallida";"Guam";"Mariana";0;"0.5";"Commelinaceae";"Commelinales";"glon";0;"Setcreasea purpurea Boom";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Tradescantia zebrina";"Guam";"Mariana";0;"0.5";"Commelinaceae";"Commelinales";"glonpier";0,5;"Zebrina pendula Schnizl.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Eichhornia crassipes";"Guam";"Mariana";0;"0";"Pontederiaceae";"Commelinales";"glonpier";1;"Eichhornia crassipes (Mart. & Zucc.) Solms-Laub.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334,198";"13.443537";"144.777038"
"Agave cocui";"Guam";"Mariana";0;"0.5";"Agavaceae";"Asparagales";"glon";0;"Agave cf. americana L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Agave angustifolia";"Guam";"Mariana";0;"0.5";"Agavaceae";"Asparagales";"glon";0;"Agave rigida Mill. var. rigida";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Dracaena concinna";"Guam";"Mariana";0;"0.5";"Ruscaceae";"Asparagales";"glon";0;"Dracaena concinna Kunth";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Chrysodracon fernaldii";"Guam";"Mariana";0;"0.5";"Ruscaceae";"Asparagales";"glon";0;"Dracaena hawaiiensis (St. John) Fosb.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Furcraea foetida";"Guam";"Mariana";0;"0.5";"Agavaceae";"Asparagales";"glonpier";0,5;"Furcraea foetida (L.) Haw.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,334";"13.443537";"144.777038"
"Agave amica";"Guam";"Mariana";0;"0.5";"Agavaceae";"Asparagales";"glon";0;"Polianthes tuberosa L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Yucca gloriosa";"Guam";"Mariana";0;"0.5";"Agavaceae";"Asparagales";"glon";0;"Yucca gloriosa L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Allium cepa";"Guam";"Mariana";0;"0.5";"Alliaceae";"Asparagales";"glon";0;"Allium cepa L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Allium sativum";"Guam";"Mariana";0;"0.5";"Alliaceae";"Asparagales";"glon";0;"Allium sativum L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Asparagus densiflorus";"Guam";"Mariana";0,125;"0.5";"Asparagaceae";"Asparagales";"glonpier";0,5;"Asparagus densiflorus (Kunth.) Jessop";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334,981";"13.443537";"144.777038"
"Asparagus officinalis";"Guam";"Mariana";0;"0.5";"Asparagaceae";"Asparagales";"glon";0;"Asparagus officinalis L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Asparagus setaceus";"Guam";"Mariana";0;"0.5";"Asparagaceae";"Asparagales";"glonpier";0,5;"Asparagus setaceus (Kunth) Jessop";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Chlorophytum comosum";"Guam";"Mariana";0;"0.5";"Anthericaceae";"Asparagales";"glonpier";0,5;"Chlorophytum comosum (Thunb.) Jacques";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Crinum asiaticum";"Guam";"Mariana";0,25;"0.5";"Amaryllidaceae";"Asparagales";"glonpier";0,5;"Crinum asiaticum L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Crinum latifolium";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Crinum latifolium var. zeylanicum (L.) Hook. ex Trimen";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Scadoxus multiflorus";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Haemanthus multiflorus Martyn";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Hymenocallis littoralis";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Hymenocallis littoralis (Jacq.) Salisb.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Ophiopogon japonicus";"Guam";"Mariana";0;"0.5";"Ruscaceae";"Asparagales";"glon";0;"Ophiopogon japonicus (Thunb.) Ker-Gawl.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Proiphys amboinensis";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Eurycles amboin-ensis (L.) Lindl.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Sprekelia formosissima";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Sprekelia formosissima (L.) Herb.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Zephyranthes atamasco";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Zephyranthes atamosco (L.) Herb.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Zephyranthes candida";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Zephyranthes candida Herb.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Zephyranthes rosea";"Guam";"Mariana";0;"0.5";"Amaryllidaceae";"Asparagales";"glon";0;"Zephyranthes rosea Lindl.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Aloe arborescens";"Guam";"Mariana";0;"0.5";"Asphodelaceae";"Asparagales";"glon";0;"Aloe arborescens Mill.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Tacca chantrieri";"Guam";"Mariana";0;"0.5";"Taccaceae";"Dioscoreales";"glonpier";0,5;"Tacca chantrieri Andre";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,334";"13.443537";"144.777038"
"Dioscorea alata";"Guam";"Mariana";0;"0.5";"Dioscoreaceae";"Dioscoreales";"glon";0;"Dioscorea alata L.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Dioscorea esculenta";"Guam";"Mariana";0;"0.5";"Dioscoreaceae";"Dioscoreales";"glon";0;"Dioscorea esculenta (Lour.) Burk. var. esculenta";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Dioscorea bulbifera";"Guam";"Mariana";0,667;"0.5";"Dioscoreaceae";"Dioscoreales";"glonpier";0,5;"Dioscorea latifolia Benth.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Dioscorea nummularia";"Guam";"Mariana";0;"0.5";"Dioscoreaceae";"Dioscoreales";"glon";0;"Dioscorea nummularia Lam.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Ensete ventricosum";"Guam";"Mariana";0;"0.5";"Musaceae";"Zingiberales";"glon";0;"Ensete ventricosum (Welw.) E.E.Cheesm.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Musa textilis";"Guam";"Mariana";0;"0.5";"Musaceae";"Zingiberales";"glon";0;"Musa textilis Nees";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Heliconia psittacorum";"Guam";"Mariana";0;"0.5";"Heliconiaceae";"Zingiberales";"glon";0;"Heliconia humilis (Aublet) Jacq.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Heliconia latispatha";"Guam";"Mariana";0;"0.5";"Heliconiaceae";"Zingiberales";"glon";0;"Heliconia latispatha Benth.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Heliconia pendula";"Guam";"Mariana";0;"0.5";"Heliconiaceae";"Zingiberales";"glon";0;"Heliconia pendula Wawra";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Heliconia rostrata";"Guam";"Mariana";0;"0.5";"Heliconiaceae";"Zingiberales";"glon";0;"Heliconia rostrata R.&P.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Heliconia wagneriana";"Guam";"Mariana";0;"0.5";"Heliconiaceae";"Zingiberales";"glon";0;"Heliconia wagneriana Pet.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Ravenala madagascariensis";"Guam";"Mariana";0;"0.5";"Strelitziaceae";"Zingiberales";"glonpier";0,5;"Ravenala madagascariensis Gmel.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,334";"13.443537";"144.777038"
"Strelitzia nicolai";"Guam";"Mariana";0;"0.5";"Strelitziaceae";"Zingiberales";"glon";0;"Strelitzia nicolai Regel & Korn.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Strelitzia reginae";"Guam";"Mariana";0;"0.5";"Strelitziaceae";"Zingiberales";"glon";0;"Strelitzia reginae Ait.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Alpinia purpurata";"Guam";"Mariana";0,3;"0.5";"Zingiberaceae";"Zingiberales";"glonpier";0,5;"Alpinia purpurata (Viell.) Kaneh.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,723,724";"13.443537";"144.777038"
"Alpinia vittata";"Guam";"Mariana";0;"0.5";"Zingiberaceae";"Zingiberales";"glon";0;"Alpinia sanderae Hort. Sand.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Alpinia zerumbet";"Guam";"Mariana";0;"0.5";"Zingiberaceae";"Zingiberales";"glon";0;"Alpinia zerumbet (Pers.) Burtt & Smith";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Curcuma zedoaria";"Guam";"Mariana";0;"0.5";"Zingiberaceae";"Zingiberales";"glon";0;"Curcuma zedoaria (Christm.) Roscoe";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Hedychium coronarium";"Guam";"Mariana";0;"0.5";"Zingiberaceae";"Zingiberales";"glonpier";0,5;"Hedychium coronarium Koen.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334";"13.443537";"144.777038"
"Hedychium flavescens";"Guam";"Mariana";0;"0.5";"Zingiberaceae";"Zingiberales";"glonpier";0,5;"Hedychium flavescens Carey ex Roscoe";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,334";"13.443537";"144.777038"
"Zingiber officinale";"Guam";"Mariana";0;"0.5";"Zingiberaceae";"Zingiberales";"glon";0;"Zingiber officinale Roscoe";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Canna indica";"Guam";"Mariana";0,167;"0.5";"Cannaceae";"Zingiberales";"glonpier";0,5;"Canna edulis Ker-Gawl.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,57,334,1405,1406";"13.443537";"144.777038"
"Goeppertia latifolia";"Guam";"Mariana";0;"0.5";"Marantaceae";"Zingiberales";"glon";0;"Calathea lanceolata Boom";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Goeppertia ornata";"Guam";"Mariana";0;"0.5";"Marantaceae";"Zingiberales";"glon";0;"Calathea ornata Koern.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Goeppertia veitchiana";"Guam";"Mariana";0;"0.5";"Marantaceae";"Zingiberales";"glon";0;"Calathea veitchiana Veitch ex Hook.f.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Calathea zebrina";"Guam";"Mariana";0;"0.5";"Marantaceae";"Zingiberales";"glon";0;"Calathea zebrina Lindl.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Maranta leuconeura";"Guam";"Mariana";0;"0.5";"Marantaceae";"Zingiberales";"glon";0;"Maranta leuconeura var. kerchoviana E.Morr.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7";"13.443537";"144.777038"
"Arundina graminifolia";"Guam";"Mariana";0;"0.5";"Orchidaceae";"Asparagales";"glonpier";0,5;"Arundina graminifolia (D.Don) Hochr.";"Raulerson, L. 2006. Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1ñ69.";"7,40";"13.443537";"144.777038"
