"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid"
"38637";"Semecarpus anacardium";"O'ahu";"Hawaiian";0,5;"0.5";"Anacardiaceae";"Sapindales";"pier";0,5;"Semecarpus anacardium";"Bishop Museum (U.S.A. Hawaii. Honolulu.),NA,Voucher specimen #BISH22928(Rock, J.F.C. s.n.)";"Semecarpus anacardium_Hawaiian";"Semecarpus anacardium_O'ahu";"pier";0,5;0,5;"6614"
"38638";"Semecarpus anacardium";NA;"Solomon_Bismark";1;"0.5";"Anacardiaceae";"Sapindales";"pier";0,5;"Semecarpus anacardium";"Hancock, I. R./Henderson, C. P. 1988. Flora of the Solomon Islands. Research Bulletin No. 7. Ministry of Agriculture and Lands, Honiara. 203 pp.";"Semecarpus anacardium_Solomon_Bismark";"Semecarpus anacardium_NA";"pier";1;0,5;"113"
"38658";"Senna alata";"Babeldaob";"Northern Palau";0,116666666666667;"0";"Fabaceae";"Fabales";"pier";1;"Senna alata";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna alata_Northern Palau";"Senna alata_Babeldaob";"pier";0,166666666666667;0,5;"40,184,6615"
"38664";"Senna alata";"Dublon";"Chuuk";0,119444444444444;"0";"Fabaceae";"Fabales";"pier";0,5;"Senna alata";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna alata_Chuuk";"Senna alata_Dublon";"pier";0,166666666666667;0,5;"40,192,6617"
"38671";"Senna alata";"Guadalcanal";"Solomon_Bismark";0,5;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna alata";"Bishop Museum (Honolulu),1945,Voucher specimen #BISH&nbsp;153628 (Riley, J.C. 3)";"Senna alata_Solomon_Bismark";"Senna alata_Guadalcanal";"pier";0,5;0,5;"6618,6619,6620,6621"
"38681";"Senna alata";"Kapingamarangi";"Pohnpei";0,325;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna alata";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna alata_Pohnpei";"Senna alata_Kapingamarangi";"pier";0,25;0,5;"40,6624"
"38689";"Senna alata";"Kosrae";"Kosrae";0,1;"0";"Fabaceae";"Fabales";"pier";1;"Senna alata";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna alata_Kosrae";"Senna alata_Kosrae";"pier";0,1;0,5;"40,66,67,168,6628"
"38694";"Senna alata";"Kwajalein";"Marshall";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna alata";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna alata_Marshall";"Senna alata_Kwajalein";"pier";0;0,5;"40,419"
"38697";"Senna alata";"Lifuka";"Ha'apai";0;"1";"Fabaceae";"Fabales";"pier";1;"Senna alata";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"Senna alata_Ha'apai";"Senna alata_Lifuka";"pier";0;1;"201"
"38707";"Senna alata";"Nauru";"Nauru";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna alata";"Thaman, R. R./Fosberg, F. R./Manner, H. I./Hassall, D. C. 1994. The flora of Nauru. Smithsonian Institution, Washington. Atoll Research Bulletin 392:1-223.";"Senna alata_Nauru";"Senna alata_Nauru";"pier";0;0;"356"
"38710";"Senna alata";"Niue";"Niue";0;"1";"Fabaceae";"Fabales";"pier";0,5;"Senna alata";"Sykes, W. R. 1970. Contributions to the flora of Niue. New Zealand Department of Scientific and Industrial Research Bulletin 200, Wellington. 321 pp.";"Senna alata_Niue";"Senna alata_Niue";"pier";0;0,5;"73,75,76,170"
"38720";"Senna alata";"Ovalau";"Fiji";0,354166666666667;"1";"Fabaceae";"Fabales";"pier";1;"Senna alata";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna alata_Fiji";"Senna alata_Ovalau";"pier";0,333333333333333;1;"154,6634,6635"
"38740";"Senna alata";"Rarotonga";"Southern Cook";0,333333333333333;"1";"Fabaceae";"Fabales";"pier";1;"Senna alata";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"Senna alata_Southern Cook";"Senna alata_Rarotonga";"pier";0,333333333333333;0,5;"31,72,6643"
"38774";"Senna alata";"Vava'u";"Vava'u";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna alata";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"Senna alata_Vava'u";"Senna alata_Vava'u";"pier";0;0;"201"
"38784";"Senna alata";"Yap";"Yap";0,25;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna alata";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna alata_Yap";"Senna alata_Yap";"pier";0,25;0,5;"40,6661"
"38786";"Senna bicapsularis";NA;"Solomon_Bismark";0,25;"1";"Fabaceae";"Fabales";"pier";1;"Senna bicapsularis";"Peekel, P. G. [translated by E. E. Henty]. 1984. Flora of the Bismarck Archipelago for naturalists. Office of Forests, Division of Botany, Lae, Papua New Guinea. 638 pp. ISBN 9980-66-000-7.";"Senna bicapsularis_Solomon_Bismark";"Senna bicapsularis_NA";"pier";0,25;0,5;"48,209"
"38790";"Senna bicapsularis";"Lifou";"Loyaute";0;"1";"Fabaceae";"Fabales";"pier";1;"Senna bicapsularis";"MacKee, H. S. 1994. Catalogue des plantes introduites et cultivÈes en Nouvelle-CalÈdonie. MusÈum National d'Histoire Naturelle, Paris, 164 p.";"Senna bicapsularis_Loyaute";"Senna bicapsularis_Lifou";"pier";0;1;"56"
"38799";"Senna hirsuta";NA;"Solomon_Bismark";0,25;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna hirsuta";"ILDIS Co-ordinating Centre. 2013. International Legume Database & Information Service. Online searchable database.";"Senna hirsuta_Solomon_Bismark";"Senna hirsuta_NA";"pier";0,25;0,5;"343,48,210"
"38805";"Senna hirsuta";"Ovalau";"Fiji";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna hirsuta";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna hirsuta_Fiji";"Senna hirsuta_Ovalau";"pier";0;1;"154"
"38816";"Senna multijuga";"Tahiti";"Society";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna multijuga";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna multijuga_Society";"Senna multijuga_Tahiti";"pier";0;0;"38"
"38817";"Senna multijuga";"Viti Levu";"Fiji";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna multijuga";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna multijuga_Fiji";"Senna multijuga_Viti Levu";"pier";0;0;"154"
"38818";"Senna obtusifolia";"Babeldaob";"Northern Palau";0,0555555555555556;"0";"Fabaceae";"Fabales";"pier";1;"Senna obtusifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna obtusifolia_Northern Palau";"Senna obtusifolia_Babeldaob";"pier";0,166666666666667;0,5;"40,184,6665"
"38821";"Senna obtusifolia";NA;"Chuuk";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna obtusifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna obtusifolia_Chuuk";"Senna obtusifolia_NA";"pier";0;0,5;"40"
"38825";"Senna obtusifolia";"Hao";"Tuamotu";0,125;"0";"Fabaceae";"Fabales";"pier";1;"Senna obtusifolia";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna obtusifolia_Tuamotu";"Senna obtusifolia_Hao";"pier";0;1;"38"
"38834";"Senna obtusifolia";"Nuku Hiva";"Marquesas";0,25;"0";"Fabaceae";"Fabales";"pier";1;"Senna obtusifolia";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna obtusifolia_Marquesas";"Senna obtusifolia_Nuku Hiva";"pier";0,25;1;"38,6669"
"38840";"Senna obtusifolia";"Pohnpei";"Pohnpei";0,166666666666667;"0";"Fabaceae";"Fabales";"pier";1;"Senna obtusifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna obtusifolia_Pohnpei";"Senna obtusifolia_Pohnpei";"pier";0,166666666666667;0,5;"40,85,6670"
"38843";"Senna obtusifolia";"Raiatea";"Society";0,291666666666667;"0";"Fabaceae";"Fabales";"pier";1;"Senna obtusifolia";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna obtusifolia_Society";"Senna obtusifolia_Raiatea";"pier";0,25;1;"38,6671"
"38853";"Senna obtusifolia";"Yap";"Yap";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna obtusifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna obtusifolia_Yap";"Senna obtusifolia_Yap";"pier";0;0,5;"40"
"38860";"Senna occidentalis";"Isabela";"Galapagos";1;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna occidentalis";"Charles Darwin Research Station. 2005. CDRS Herbarium records.";"Senna occidentalis_Galapagos";"Senna occidentalis_Isabela";"pier";1;0,5;"432"
"38862";"Senna occidentalis";"Angaur";"Northern Palau";0,125;"0";"Fabaceae";"Fabales";"pier";0,5;"Senna occidentalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna occidentalis_Northern Palau";"Senna occidentalis_Angaur";"pier";0;0,5;"40"
"38869";"Senna occidentalis";"Butaritari";"Tungaru";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna occidentalis_Tungaru";"Senna occidentalis_Butaritari";"pier";0;0,5;"40,414"
"38872";"Senna occidentalis";"Dublon";"Chuuk";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna occidentalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna occidentalis_Chuuk";"Senna occidentalis_Dublon";"pier";0;0,5;"40"
"38877";"Senna occidentalis";"Fais";"Yap";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna occidentalis_Yap";"Senna occidentalis_Fais";"pier";0;0,5;"40,54"
"38894";"Senna occidentalis";"Huahine";"Society";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Welsh, S. L. 1998. Flora Societensis: A summary revision of the flowering plants of the Society Islands. E.P.S. Inc., Orem, Utah. 420 pp.";"Senna occidentalis_Society";"Senna occidentalis_Huahine";"pier";0;0,5;"100,38"
"38896";"Senna occidentalis";"Jaluit";"Marshall";0,0833333333333333;"0";"Fabaceae";"Fabales";"pier";0,5;"Senna occidentalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna occidentalis_Marshall";"Senna occidentalis_Jaluit";"pier";0;0,5;"40"
"38902";"Senna occidentalis";"Kosrae";"Kosrae";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Josekutty, P. C./Wakuk, E. E./Joseph, M. J. 2002. Invasive/weedy angiosperms in Kosrae, Federated States of Micronesia. In: Invasive species and their management. Micronesica Suppl. 6:61-65.";"Senna occidentalis_Kosrae";"Senna occidentalis_Kosrae";"pier";0;1;"168"
"38904";"Senna occidentalis";"Lakeba";"Fiji";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna occidentalis_Fiji";"Senna occidentalis_Lakeba";"pier";0;1;"154"
"38905";"Senna occidentalis";"Lifuka";"Ha'apai";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Yuncker, T. G. 1959. Plants of Tonga. Bishop Museum Bull. 220. Bishop Museum Press, Honolulu. 343 pp.";"Senna occidentalis_Ha'apai";"Senna occidentalis_Lifuka";"pier";0;1;"33"
"38910";"Senna occidentalis";"Makatea";"Tuamotu";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna occidentalis_Tuamotu";"Senna occidentalis_Makatea";"pier";0;1;"38"
"38914";"Senna occidentalis";"Olosega";"Samoa";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Whistler, W. A. 1990. The weeds of Manuëa [unpublished checklist]. 18 pp.";"Senna occidentalis_Samoa";"Senna occidentalis_Olosega";"pier";0;1;"79"
"38919";"Senna occidentalis";"Mokil";"Pohnpei";0;"0";"Fabaceae";"Fabales";"pier";0,5;"Senna occidentalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna occidentalis_Pohnpei";"Senna occidentalis_Mokil";"pier";0;0,5;"40"
"38926";"Senna occidentalis";"Niue";"Niue";0,0714285714285714;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Sykes, W. R. 1970. Contributions to the flora of Niue. New Zealand Department of Scientific and Industrial Research Bulletin 200, Wellington. 321 pp.";"Senna occidentalis_Niue";"Senna occidentalis_Niue";"pier";0,0714285714285714;1;"73,74,75,160,76,170,6680"
"38944";"Senna occidentalis";"Pitcairn";"Pitcairn";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna occidentalis_Pitcairn";"Senna occidentalis_Pitcairn";"pier";0;1;"38"
"38949";"Senna occidentalis";"Raivavae";"Tubuai";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna occidentalis_Tubuai";"Senna occidentalis_Raivavae";"pier";0;1;"38"
"38962";"Senna occidentalis";"Tabuaeran";"Line";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Wester, Lyndon. 1985. Checklist of the vascular plants of the northern Line Islands. Smithsonian Institution, Washington. Atoll Reseach Bulletin 287:1-38.";"Senna occidentalis_Line";"Senna occidentalis_Tabuaeran";"pier";0;1;"180,178"
"38972";"Senna occidentalis";"Tiga";"Loyaute";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"MacKee, H. S. 1994. Catalogue des plantes introduites et cultivÈes en Nouvelle-CalÈdonie. MusÈum National d'Histoire Naturelle, Paris, 164 p.";"Senna occidentalis_Loyaute";"Senna occidentalis_Tiga";"pier";0;1;"56"
"38986";"Senna occidentalis";"Wallis";"Wallis and Futuna";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna occidentalis";"Meyer, Jean-Yves. 2007. Rapport de mission sur l'Ile d'Uvea (Wallis & Futuna) du 6 au 17 Novembre 2007: Inventaire preliminaire de la flore vasculaire secondaire [unpublished report]. DÈlÈgation ‡ la Recherche, MinistËre de l'Education, l'Enseignement SupÈrieur et la Recherche, B.P. 20981 Papeete, Tahiti, PolynÈsie franÁaise. 39 pp.";"Senna occidentalis_Wallis and Futuna";"Senna occidentalis_Wallis";"pier";0;1;"167"
"39002";"Senna septemtrionalis";NA;"Kermadec";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna septemtrionalis";"Webb, C. J./Sykes, W. R./Garnock-Jones, P. J. 1988. Flora of New Zealand, Volume IV: Naturalised pteridophytes, gymnosperms, dicotyledons. Botany Division, DSIR, Christchurch. 1365 pp.";"Senna septemtrionalis_Kermadec";"Senna septemtrionalis_NA";"pier";0;1;"298"
"39004";"Senna septemtrionalis";"Lord Howe";"Lord Howe";0;"1";"Fabaceae";"Fabales";"pier";1;"Senna septemtrionalis";"Orchard, Anthony E., ed. 1994. Flora of Australia. Vol. 49, Oceanic islands 1. Australian Government Publishing Service, Canberra.";"Senna septemtrionalis_Lord Howe";"Senna septemtrionalis_Lord Howe";"pier";0;1;"171"
"39010";"Senna septemtrionalis";"Pitcairn";"Pitcairn";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna septemtrionalis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna septemtrionalis_Pitcairn";"Senna septemtrionalis_Pitcairn";"pier";0;1;"38"
"39014";"Senna septemtrionalis";"Viti Levu";"Fiji";0,428571428571429;"1";"Fabaceae";"Fabales";"pier";1;"Senna septemtrionalis";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna septemtrionalis_Fiji";"Senna septemtrionalis_Viti Levu";"pier";0,428571428571429;1;"154,6681,6682,6683,6684,6685,6686"
"39021";"Senna siamea";"Atiu";"Southern Cook";0,333333333333333;"1";"Fabaceae";"Fabales";"pier";0,5;"Senna siamea";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"Senna siamea_Southern Cook";"Senna siamea_Atiu";"pier";0,333333333333333;0,5;"31,72,6687"
"39024";"Senna siamea";"Babeldaob";"Northern Palau";0,305555555555556;"1";"Fabaceae";"Fabales";"pier";0;"Senna siamea";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"Senna siamea_Northern Palau";"Senna siamea_Babeldaob";"pier";0;0;"184"
"39030";"Senna siamea";"Isabela";"Galapagos";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna siamea";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Senna siamea_Galapagos";"Senna siamea_Isabela";"pier";0;0;"153"
"39039";"Senna siamea";"Niue";"Niue";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna siamea";"Space, James C./Waterhouse, Barbara M./Newfield, Melanie/Bull, Cate. 2004. Report to the Government of Niue and the United Nations Development Programme: Invasive plant species on Niue following Cyclone Heta. UNDP NIU/98/G31 - Niue Enabling Activity. 80 pp.";"Senna siamea_Niue";"Senna siamea_Niue";"pier";0;0;"170"
"39044";"Senna siamea";"Pohnpei";"Pohnpei";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna siamea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna siamea_Pohnpei";"Senna siamea_Pohnpei";"pier";0;0,5;"40,85"
"39046";"Senna siamea";"Rurutu";"Tubuai";0,25;"1";"Fabaceae";"Fabales";"pier";0,5;"Senna siamea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna siamea_Tubuai";"Senna siamea_Rurutu";"pier";0,25;0;"38,6694"
"39049";"Senna siamea";"Sand";"NW Hawaiian";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna siamea";"Starr, Forest/Starr, Kim/Loope, Lloyd. 2008. Botanical survey of Midway Atoll. Prepared for: United States Fish and Wildlife Service. 27 pp. plus appendices.";"Senna siamea_NW Hawaiian";"Senna siamea_Sand";"pier";0;0;"173"
"39053";"Senna siamea";"Tahiti";"Society";0,2;"0";"Fabaceae";"Fabales";"pier";1;"Senna siamea";"Welsh, S. L. 1998. Flora Societensis: A summary revision of the flowering plants of the Society Islands. E.P.S. Inc., Orem, Utah. 420 pp.";"Senna siamea_Society";"Senna siamea_Tahiti";"pier";0,2;1;"100,6695,38,6696,6697"
"39058";"Senna siamea";"Ua Huka";"Marquesas";0,166666666666667;"1";"Fabaceae";"Fabales";"pier";0,5;"Senna siamea";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"Senna siamea_Marquesas";"Senna siamea_Ua Huka";"pier";0,166666666666667;0;"151,38,6698"
"39061";"Senna siamea";"Viti Levu";"Fiji";0,333333333333333;"1";"Fabaceae";"Fabales";"pier";1;"Senna siamea";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna siamea_Fiji";"Senna siamea_Viti Levu";"pier";0,333333333333333;1;"154,6699,6700"
"39064";"Senna siamea";"Yap";"Yap";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna siamea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna siamea_Yap";"Senna siamea_Yap";"pier";0;0,5;"40"
"39072";"Senna sophera";"Fais";"Yap";0;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna sophera";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna sophera_Yap";"Senna sophera_Fais";"pier";0;0,5;"40"
"39079";"Senna sophera";"Lifou";"Loyaute";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna sophera";"MacKee, H. S. 1994. Catalogue des plantes introduites et cultivÈes en Nouvelle-CalÈdonie. MusÈum National d'Histoire Naturelle, Paris, 164 p.";"Senna sophera_Loyaute";"Senna sophera_Lifou";"pier";0;1;"56"
"39089";"Senna sophera";"Tafahi";"Vava'u";0,5;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna sophera";"Yuncker, T. G. 1959. Plants of Tonga. Bishop Museum Bull. 220. Bishop Museum Press, Honolulu. 343 pp.";"Senna sophera_Vava'u";"Senna sophera_Tafahi";"pier";0,5;0,5;"33"
"39096";"Senna sophera";"Viti Levu";"Fiji";0,8;"0";"Fabaceae";"Fabales";"pier";0;"Senna sophera";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Senna sophera_Fiji";"Senna sophera_Viti Levu";"pier";0,8;0;"154"
"39112";"Senna spectabilis";"Tahiti";"Society";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna spectabilis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna spectabilis_Society";"Senna spectabilis_Tahiti";"pier";0;0;"38"
"39113";"Senna spectabilis";"Tubuai";"Tubuai";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna spectabilis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Senna spectabilis_Tubuai";"Senna spectabilis_Tubuai";"pier";0;0;"38"
"39114";"Senna surattensis";"Atiu";"Southern Cook";0;"1";"Fabaceae";"Fabales";"pier";0;"Senna surattensis";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"Senna surattensis_Southern Cook";"Senna surattensis_Atiu";"pier";0;0;"31"
"39115";"Senna surattensis";"Arno";"Marshall";0;"0";"Fabaceae";"Fabales";"pier";0;"Senna surattensis";"Vander Velde, Nancy/Vander Velde, Brian. 2007. Arno plants [preliminary working listing of plant species]. Unpublished checklist, 13 pp.";"Senna surattensis_Marshall";"Senna surattensis_Arno";"pier";0;0;"700"
"39116";"Senna surattensis";"Babeldaob";"Northern Palau";0,25;"1";"Fabaceae";"Fabales";"pier";0,5;"Senna surattensis";"Space, James C./Lorence, David H./LaRosa, Anne Marie. 2009. Report to the Republic of Palau: 2008 update on Invasive Plant Species. USDA Forest Service, Hilo, Hawaiëi. 227 pp.";"Senna surattensis_Northern Palau";"Senna surattensis_Babeldaob";"pier";0,25;0;"47,6705"
"39118";"Senna surattensis";NA;"Solomon_Bismark";0,25;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Senna surattensis";"Peekel, P. G. [translated by E. E. Henty]. 1984. Flora of the Bismarck Archipelago for naturalists. Office of Forests, Division of Botany, Lae, Papua New Guinea. 638 pp. ISBN 9980-66-000-7.";"Senna surattensis_Solomon_Bismark";"Senna surattensis_NA";"pier";0,25;0,5;"48,343"
"39121";"Senna surattensis";"Guam";"Mariana";0,125;"0";"Fabaceae";"Fabales";"pier";0;"Senna surattensis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna surattensis_Mariana";"Senna surattensis_Guam";"pier";0;0;"40"
"39125";"Senna surattensis";"Kosrae";"Kosrae";0;"0";"Fabaceae";"Fabales";"pier";1;"Senna surattensis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Senna surattensis_Kosrae";"Senna surattensis_Kosrae";"pier";0;0;"40,67,168"
