"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid";"latitude";"longitude"
"3994";"Crassocephalum crepidioides";"Ofu";"Samoa";0,167;"0";"Asteraceae";"Asterales";"glonpier";1;"Crassocephalum crepidioides (Benth.) S.Moore";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Crassocephalum crepidioides_Samoa";"Crassocephalum crepidioides_Ofu";"glonpier";0;0;"1,208,79";"-14.172184";"-169.663731"
"3995";"Eleutheranthera ruderalis";"Ofu";"Samoa";0,25;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Eleutheranthera ruderalis (Sw.) Schultz-Bip.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eleutheranthera ruderalis_Samoa";"Eleutheranthera ruderalis_Ofu";"glonpier";0;0;"1,3532";"-14.172184";"-169.663731"
"3996";"Synedrella nodiflora";"Ofu";"Samoa";0,25;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Synedrella nodiflora (L.) Gaertn.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Synedrella nodiflora_Samoa";"Synedrella nodiflora_Ofu";"glonpier";0;0;"1,79,446,7322";"-14.172184";"-169.663731"
"3998";"Parinari insularum";"Ofu";"Samoa";0;"0";"Chrysobalanaceae";"Malpighiales";"glon";0;"Parinari insularum A.Gray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Parinari insularum_Samoa";"Parinari insularum_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3999";"Terminalia catappa";"Ofu";"Samoa";1;"0";"Combretaceae";"Myrtales";"glon";0;"Terminalia catappa L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Terminalia catappa_Samoa";"Terminalia catappa_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"4000";"Stictocardia tiliifolia";"Ofu";"Samoa";0,333;"0";"Convolvulaceae";"Solanales";"glonpier";0,5;"Stictocardia tiliifolia (Desr.) Hall.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Stictocardia tiliifolia_Samoa";"Stictocardia tiliifolia_Ofu";"glonpier";0;0;"1,79,80";"-14.172184";"-169.663731"
"4001";"Cucumis melo";"Ofu";"Samoa";0;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Cucumis melo L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cucumis melo_Samoa";"Cucumis melo_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"4002";"Aleurites moluccanus";"Ofu";"Samoa";0,375;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Aleurites moluccana (L.) Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Aleurites moluccanus_Samoa";"Aleurites moluccanus_Ofu";"glonpier";0;0;"1,150,80,582";"-14.172184";"-169.663731"
"4003";"Euphorbia heterophylla";"Ofu";"Samoa";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Euphorbia cyathophora Murray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia heterophylla_Samoa";"Euphorbia heterophylla_Ofu";"glonpier";0;0;"1,79";"-14.172184";"-169.663731"
"4005";"Desmodium heterocarpon";"Ofu";"Samoa";0,667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium heterocarpon (L.) DC. var. strigosum V.Meeuw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Desmodium heterocarpon_Samoa";"Desmodium heterocarpon_Ofu";"glonpier";1;0;"1,79,80";"-14.172184";"-169.663731"
"4006";"Senna alata";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Senna alata (L.) Roxb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Senna alata_Samoa";"Senna alata_Ofu";"glonpier";0;0;"1,208,446";"-14.172184";"-169.663731"
"4007";"Urena lobata";"Ofu";"Samoa";0,333;"0";"Malvaceae";"Malvales";"glonpier";1;"Urena lobata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Urena lobata_Samoa";"Urena lobata_Ofu";"glonpier";0;0;"1,208,79,80,7891,7892";"-14.172184";"-169.663731"
"4008";"Clidemia hirta";"Ofu";"Samoa";0;"0";"Melastomataceae";"Myrtales";"glonpier";1;"Clidemia hierta (L.) D.Don";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clidemia hirta_Samoa";"Clidemia hirta_Ofu";"glonpier";0;0;"1,208";"-14.172184";"-169.663731"
"4009";"Syzygium samarangense";"Ofu";"Samoa";1;"0";"Myrtaceae";"Myrtales";"glon";0;"Syzygium samarangense (Bl.) Merr. & Perry";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Syzygium samarangense_Samoa";"Syzygium samarangense_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"4010";"Boerhavia repens";"Ofu";"Samoa";1;"0";"Nyctaginaceae";"Caryophyllales";"glon";0;"Boerhavia repens L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Boerhavia repens_Samoa";"Boerhavia repens_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"4011";"Oxalis corniculata";"Ofu";"Samoa";0,167;"0";"Oxalidaceae";"Oxalidales";"glonpier";0,5;"Oxalis corniculata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oxalis corniculata_Samoa";"Oxalis corniculata_Ofu";"glonpier";0;0;"1,79,80";"-14.172184";"-169.663731"
"4012";"Spermacoce exilis";"Ofu";"Samoa";0;"0";"Rubiaceae";"Gentianales";"glonpier";0;"Spermacoce mauritiana Gideon";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Spermacoce exilis_Samoa";"Spermacoce exilis_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"4013";"Citrus hystrix";"Ofu";"Samoa";0;"0";"Rutaceae";"Sapindales";"glon";0;"Citrus macroptera Montr.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Citrus hystrix_Samoa";"Citrus hystrix_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"4014";"Euodia hortensis";"Ofu";"Samoa";0;"0";"Rutaceae";"Sapindales";"glon";0;"Euodia hortensis Forst.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euodia hortensis_Samoa";"Euodia hortensis_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"4016";"Solanum americanum";"Ofu";"Samoa";0,75;"0";"Solanaceae";"Solanales";"glonpier";0,5;"Solanum americanum Mill.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Solanum americanum_Samoa";"Solanum americanum_Ofu";"glonpier";1;0;"1,79";"-14.172184";"-169.663731"
"4017";"Solanum viride";"Ofu";"Samoa";1;"0";"Solanaceae";"Solanales";"glon";0;"Solanum viride Forst.f. ex Spreng.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Solanum viride_Samoa";"Solanum viride_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"4018";"Laportea interrupta";"Ofu";"Samoa";0,333;"0";"Urticaceae";"Rosales";"glonpier";0,5;"Laportea interrupta (L.) Chew";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Laportea interrupta_Samoa";"Laportea interrupta_Ofu";"glonpier";0;0;"1,79,80";"-14.172184";"-169.663731"
"4019";"Pilea microphylla";"Ofu";"Samoa";0,333;"0";"Urticaceae";"Rosales";"glonpier";0,5;"Pilea microphylla (L.) Liebm.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Pilea microphylla_Samoa";"Pilea microphylla_Ofu";"glonpier";0;0;"1,210,79";"-14.172184";"-169.663731"
"4020";"Cyperus compressus";"Ofu";"Samoa";0,333;"0";"Cyperaceae";"Poales";"glonpier";0,5;"Cyperus compressus L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cyperus compressus_Samoa";"Cyperus compressus_Ofu";"glonpier";0;0;"1,79,80";"-14.172184";"-169.663731"
"4021";"Cynodon dactylon";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Cynodon dactylon (L.) Pers.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cynodon dactylon_Samoa";"Cynodon dactylon_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"4022";"Digitaria henryi";"Ofu";"Samoa";0,25;"0";"Poaceae";"Poales";"glonpier";0,5;"Digitaria henryi Rendle";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Digitaria henryi_Samoa";"Digitaria henryi_Ofu";"glonpier";0;0;"1,80";"-14.172184";"-169.663731"
"4023";"Echinochloa colona";"Ofu";"Samoa";0,167;"0";"Poaceae";"Poales";"glonpier";0,5;"Echinochloa colona (L.) Link";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Echinochloa colona_Samoa";"Echinochloa colona_Ofu";"glonpier";0;0;"1,446,3177";"-14.172184";"-169.663731"
"4024";"Pennisetum purpureum";"Ofu";"Samoa";0,167;"0";"Poaceae";"Poales";"glonpier";0,5;"Pennisetum purpureum Schumacher";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Pennisetum purpureum_Samoa";"Pennisetum purpureum_Ofu";"glonpier";0;0;"1,446,5851";"-14.172184";"-169.663731"
"4025";"Adenostemma viscosum";"Ofu";"Samoa";1;"0";"Asteraceae";"Asterales";"glon";0;"Adenostemma viscosum Forst.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Adenostemma viscosum_Samoa";"Adenostemma viscosum_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"4026";"Leucas decemdentata";"Ofu";"Samoa";1;"0";"Lamiaceae";"Lamiales";"glon";0;"Leucas decemdentata (Forst.f.) Sm.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Leucas decemdentata_Samoa";"Leucas decemdentata_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"4027";"Clerodendrum buchananii";"Ofu";"Samoa";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Clerodendrum buchananii (Roxb.) Walp. var. fallax (Lindl.) Bakh.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clerodendrum buchananii_Samoa";"Clerodendrum buchananii_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"4029";"Adenanthera pavonina";"Olosega";"Samoa";0,25;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Adenanthera pavonina L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Adenanthera pavonina_Samoa";"Adenanthera pavonina_Olosega";"glonpier";0;0;"1,80";"-14.178551";"-169.620375"
"4030";"Amaranthus viridis";"Olosega";"Samoa";0,75;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0,5;"Amaranthus viridis L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Amaranthus viridis_Samoa";"Amaranthus viridis_Olosega";"glonpier";1;0;"1,80";"-14.178551";"-169.620375"
"4031";"Achyranthes aspera";"Olosega";"Samoa";0,667;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0,5;"Achyranthes aspera L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Achyranthes aspera_Samoa";"Achyranthes aspera_Olosega";"glonpier";1;0;"1,150,314";"-14.178551";"-169.620375"
"4032";"Mikania micrantha";"Olosega";"Samoa";0;"0";"Asteraceae";"Asterales";"glon";0;"Mikania micrantha H.B.K.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Mikania micrantha_Samoa";"Mikania micrantha_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4033";"Luffa cylindrica";"Olosega";"Samoa";1;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Luffa cylindrica (L.) Roemer";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Luffa cylindrica_Samoa";"Luffa cylindrica_Olosega";"glon";1;0;"1";"-14.178551";"-169.620375"
"4034";"Bischofia javanica";"Olosega";"Samoa";0,5;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Bischofia javanica Bl.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Bischofia javanica_Samoa";"Bischofia javanica_Olosega";"glonpier";0;0;"1,150,80,1201,1202";"-14.178551";"-169.620375"
"4035";"Desmodium incanum";"Olosega";"Samoa";0;"0";"Fabaceae";"Fabales";"glonpier";0;"Desmodium incanum DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Desmodium incanum_Samoa";"Desmodium incanum_Olosega";"glonpier";0;0;"1";"-14.178551";"-169.620375"
"4036";"Inocarpus fagifer";"Olosega";"Samoa";0;"0";"Fabaceae";"Fabales";"glon";0;"Inocarpus fagifer (Parkinson) Fosb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Inocarpus fagifer_Samoa";"Inocarpus fagifer_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4037";"Leucaena leucocephala";"Olosega";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";1;"Leucaena leucocephala (Lam.) de Wit";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Leucaena leucocephala_Samoa";"Leucaena leucocephala_Olosega";"glonpier";0;0;"1,208,150";"-14.178551";"-169.620375"
"4038";"Pueraria montana";"Olosega";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";1;"Pueraria lobata (Willd.) Ohwi";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Pueraria montana_Samoa";"Pueraria montana_Olosega";"glonpier";0;0;"1,208,6320";"-14.178551";"-169.620375"
"4039";"Sida rhombifolia";"Olosega";"Samoa";0,333;"0";"Malvaceae";"Malvales";"glonpier";0,5;"Sida rhombifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Sida rhombifolia_Samoa";"Sida rhombifolia_Olosega";"glonpier";0;0;"1,79,80";"-14.178551";"-169.620375"
"4040";"Portulaca oleracea";"Olosega";"Samoa";0,25;"0";"Portulacaceae";"Caryophyllales";"glonpier";0,5;"Portulaca oleracea L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Portulaca oleracea_Samoa";"Portulaca oleracea_Olosega";"glonpier";0;0;"1,150";"-14.178551";"-169.620375"
"4041";"Morinda citrifolia";"Olosega";"Samoa";1;"0";"Rubiaceae";"Gentianales";"glon";0;"Morinda citrifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Morinda citrifolia_Samoa";"Morinda citrifolia_Olosega";"glon";1;0;"1";"-14.178551";"-169.620375"
"4042";"Triumfetta rhomboidea";"Olosega";"Samoa";0,3;"0";"Sparrmanniaceae";"Malvales";"glonpier";1;"Triumfetta rhomboidea Jacq.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Triumfetta rhomboidea_Samoa";"Triumfetta rhomboidea_Olosega";"glonpier";0;0;"1,208,79,80,7789";"-14.178551";"-169.620375"
"4043";"Premna serratifolia";"Olosega";"Samoa";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Premna serratifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Premna serratifolia_Samoa";"Premna serratifolia_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4044";"Commelina diffusa";"Olosega";"Samoa";0,333;"0";"Commelinaceae";"Commelinales";"glonpier";0,5;"Commelina diffusa Burm.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Commelina diffusa_Samoa";"Commelina diffusa_Olosega";"glonpier";0;0;"1,79,80,446,2479,2480";"-14.178551";"-169.620375"
"4045";"Kyllinga nemoralis";"Olosega";"Samoa";0;"0";"Cyperaceae";"Poales";"glonpier";0;"Kyllinga nemoralis (Forst.) Dandy ex Hutch. & Dalziel";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Kyllinga nemoralis_Samoa";"Kyllinga nemoralis_Olosega";"glonpier";0;0;"1";"-14.178551";"-169.620375"
"4046";"Dioscorea bulbifera";"Olosega";"Samoa";0,3;"0";"Dioscoreaceae";"Dioscoreales";"glonpier";0,5;"Dioscorea bulbifera L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Dioscorea bulbifera_Samoa";"Dioscorea bulbifera_Olosega";"glonpier";0;0;"1,150,446,3119,3120";"-14.178551";"-169.620375"
"4047";"Urochloa glumaris";"Olosega";"Samoa";0,25;"0";"Poaceae";"Poales";"glonpier";0,5;"Brachiaria paspaloides (Presl) C.E.Hubb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Urochloa glumaris_Samoa";"Urochloa glumaris_Olosega";"glonpier";0;0;"1,79";"-14.178551";"-169.620375"
"4048";"NA";"Olosega";"Samoa";1;"0";"NA";"NA";"glonpier";0;"Centosteca lappacea (L.) Desv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"NA_Samoa";"NA_Olosega";"glonpier";1;0;"1";"-14.178551";"-169.620375"
"4049";"Cyrtococcum oxyphyllum";"Olosega";"Samoa";1;"0";"Poaceae";"Poales";"glonpier";0;"Cyrtococcum oxyphyllum Stapf";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cyrtococcum oxyphyllum_Samoa";"Cyrtococcum oxyphyllum_Olosega";"glonpier";1;0;"1";"-14.178551";"-169.620375"
"4050";"Oplismenus hirtellus";"Olosega";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Oplismenus hirtellus (L.) Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oplismenus hirtellus_Samoa";"Oplismenus hirtellus_Olosega";"glonpier";0;0;"1";"-14.178551";"-169.620375"
"4051";"Tacca leontopetaloides";"Olosega";"Samoa";1;"0";"Taccaceae";"Dioscoreales";"glon";0;"Tacca leontopetaloides (L.) Kuntze";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Tacca leontopetaloides_Samoa";"Tacca leontopetaloides_Olosega";"glon";1;0;"1";"-14.178551";"-169.620375"
"4052";"Zingiber zerumbet";"Olosega";"Samoa";0;"0";"Zingiberaceae";"Zingiberales";"glon";0;"Zingiber zerumbet (L.) Smith";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Zingiber zerumbet_Samoa";"Zingiber zerumbet_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4053";"Schizostachyum glaucifolium";"Olosega";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Schizostachyum glaucifolium (Rupr.) Munro";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Schizostachyum glaucifolium_Samoa";"Schizostachyum glaucifolium_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4054";"Terminalia catappa";"Olosega";"Samoa";1;"0";"Combretaceae";"Myrtales";"glon";0;"Terminalia catappa L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Terminalia catappa_Samoa";"Terminalia catappa_Olosega";"glon";1;0;"1";"-14.178551";"-169.620375"
"4055";"Stictocardia tiliifolia";"Olosega";"Samoa";0,25;"0";"Convolvulaceae";"Solanales";"glonpier";0,5;"Stictocardia tiliifolia (Desr.) Hall.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Stictocardia tiliifolia_Samoa";"Stictocardia tiliifolia_Olosega";"glonpier";0;0;"1,79";"-14.178551";"-169.620375"
"4056";"Aleurites moluccanus";"Olosega";"Samoa";0,375;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Aleurites moluccana (L.) Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Aleurites moluccanus_Samoa";"Aleurites moluccanus_Olosega";"glonpier";0;0;"1,150,80,583";"-14.178551";"-169.620375"
"4057";"Euphorbia heterophylla";"Olosega";"Samoa";0,333;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Euphorbia cyathophora Murray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia heterophylla_Samoa";"Euphorbia heterophylla_Olosega";"glonpier";0;0;"1,79,3630";"-14.178551";"-169.620375"
"4058";"Desmodium heterocarpon";"Olosega";"Samoa";0,625;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium heterocarpon (L.) DC. var. strigosum V.Meeuw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Desmodium heterocarpon_Samoa";"Desmodium heterocarpon_Olosega";"glonpier";1;0;"1,79,2981,2982";"-14.178551";"-169.620375"
"4059";"Clidemia hirta";"Olosega";"Samoa";0,125;"0";"Melastomataceae";"Myrtales";"glonpier";1;"Clidemia hierta (L.) D.Don";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clidemia hirta_Samoa";"Clidemia hirta_Olosega";"glonpier";0;0;"1,208,446,2345";"-14.178551";"-169.620375"
"4060";"Syzygium samarangense";"Olosega";"Samoa";1;"0";"Myrtaceae";"Myrtales";"glon";0;"Syzygium samarangense (Bl.) Merr. & Perry";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Syzygium samarangense_Samoa";"Syzygium samarangense_Olosega";"glon";1;0;"1";"-14.178551";"-169.620375"
"4061";"Boerhavia repens";"Olosega";"Samoa";1;"0";"Nyctaginaceae";"Caryophyllales";"glon";0;"Boerhavia repens L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Boerhavia repens_Samoa";"Boerhavia repens_Olosega";"glon";1;0;"1";"-14.178551";"-169.620375"
"4062";"Oxalis corniculata";"Olosega";"Samoa";0,167;"0";"Oxalidaceae";"Oxalidales";"glonpier";0,5;"Oxalis corniculata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oxalis corniculata_Samoa";"Oxalis corniculata_Olosega";"glonpier";0;0;"1,79,80";"-14.178551";"-169.620375"
"4063";"Euodia hortensis";"Olosega";"Samoa";0;"0";"Rutaceae";"Sapindales";"glon";0;"Euodia hortensis Forst.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euodia hortensis_Samoa";"Euodia hortensis_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4064";"Digitaria henryi";"Olosega";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Digitaria henryi Rendle";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Digitaria henryi_Samoa";"Digitaria henryi_Olosega";"glonpier";0;0;"1";"-14.178551";"-169.620375"
"4065";"Clerodendrum buchananii";"Olosega";"Samoa";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Clerodendrum buchananii (Roxb.) Walp. var. fallax (Lindl.) Bakh.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clerodendrum buchananii_Samoa";"Clerodendrum buchananii_Olosega";"glon";0;0;"1";"-14.178551";"-169.620375"
"4066";"Abelmoschus moschatus";"Olosega";"Samoa";0,333;"0";"Malvaceae";"Malvales";"glonpier";1;"Hibiscus abelmoschus L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Abelmoschus moschatus_Samoa";"Abelmoschus moschatus_Olosega";"glonpier";0;0;"1,79,80,81,82,83";"-14.178551";"-169.620375"
"4067";"Paspalum vaginatum";"Olosega";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum vaginatum Sw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum vaginatum_Samoa";"Paspalum vaginatum_Olosega";"glonpier";0;0;"1";"-14.178551";"-169.620375"
