"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid";"latitude";"longitude"
"425831";"Stephania japonica";"Ua Pou";"Marquesas";1;"0.5";"Menispermaceae";"Ranunculales";"pier";0,5;"Stephania japonica";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"Stephania japonica_Marquesas";"Stephania japonica_Ua Pou";"pier";1;0,5;"151,38";"-9.397857";"-140.073942"
"425861";"Stephania japonica";"Vava'u";"Vava'u";1;"0.5";"Menispermaceae";"Ranunculales";"pier";0,5;"Stephania japonica";"Whistler, W. A. 1992. Flora of Tonga [unpublished checklist]. 107 pp.";"Stephania japonica_Vava'u";"Stephania japonica_Vava'u";"pier";1;0,5;"32";"NA";"NA"
"425901";"Stictocardia tiliifolia";"Alamagan";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Alamagan";"pier";1;0,5;"40,41";"17.599608";"145.832867"
"425921";"Stictocardia tiliifolia";"Isabela";"Galapagos";0,4;"0";"Convolvulaceae";"Solanales";"pier";1;"Stictocardia tiliifolia";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Stictocardia tiliifolia_Galapagos";"Stictocardia tiliifolia_Isabela";"pier";0,4;1;"153";"-0.559293";"-91.184344"
"425931";"Stictocardia tiliifolia";"Anatahan";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Anatahan";"pier";1;0,5;"40,41";"16.352246";"145.676876"
"425971";"Stictocardia tiliifolia";"Grande Terre";"New Caledonia";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Heine, Heino. 1984. 13. ConvolvulacÈes. In: Morat, Ph.. et H. S. MacKee. Flore de la Nouvelle-CalÈdonie et DÈpendances. MusÈum National d'Histoire Naturelle, Paris.";"Stictocardia tiliifolia_New Caledonia";"Stictocardia tiliifolia_Grande Terre";"pier";1;0,5;"2641";"-21.326703";"165.492509"
"425981";"Stictocardia tiliifolia";"Guam";"Mariana";0,5;"0";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Stone, Benjamin C. 1970. The flora of Guam. Micronesica 6:1-659.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Guam";"pier";0;0;"57,40";"13.443537";"144.777038"
"426001";"Stictocardia tiliifolia";"Guguan";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Ohba, T. 1994. Flora and vegetation of the northern Mariana Islands, Micronesia. Biological Expedition to the Northern Mariana Islands, Micronesia. In A. Asakua & T. Furuki, eds.  Natural History Research, Special issue no. 1, Chiba, Japan: Natural History Museum and Institute. pp. 13-69.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Guguan";"pier";1;0,5;"42";"17.309782";"145.841331"
"426051";"Stictocardia tiliifolia";"Koror";"Northern Palau";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Stictocardia tiliifolia_Northern Palau";"Stictocardia tiliifolia_Koror";"pier";1;0,5;"40";"7.337466";"134.493649"
"426061";"Stictocardia tiliifolia";"Maug";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Ohba, T. 1994. Flora and vegetation of the northern Mariana Islands, Micronesia. Biological Expedition to the Northern Mariana Islands, Micronesia. In A. Asakua & T. Furuki, eds.  Natural History Research, Special issue no. 1, Chiba, Japan: Natural History Museum and Institute. pp. 13-69.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Maug";"pier";1;0,5;"42";"20.021491";"145.224532"
"426151";"Stictocardia tiliifolia";"Pohnpei";"Pohnpei";0,5;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"National Tropical Botanical Garden (U.S.A. Hawaii. Kalaheo.),2002,Voucher specimen #PTBG47555 (P. Raynor 125)";"Stictocardia tiliifolia_Pohnpei";"Stictocardia tiliifolia_Pohnpei";"pier";0,5;0,5;"7295";"6.885612";"158.232582"
"426171";"Stictocardia tiliifolia";"Rota";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Raulerson, L. 2006. Checklist of Plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1-69. .";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Rota";"pier";1;0,5;"195";"14.157435";"145.214092"
"426181";"Stictocardia tiliifolia";"Saipan";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Saipan";"pier";1;0,5;"40";"15.189129";"145.753963"
"426191";"Stictocardia tiliifolia";"San Cristobal";"Galapagos";0,4;"0";"Convolvulaceae";"Solanales";"pier";1;"Stictocardia tiliifolia";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Stictocardia tiliifolia_Galapagos";"Stictocardia tiliifolia_San Cristobal";"pier";0,4;1;"153";"-0.826798";"-89.43056"
"426201";"Stictocardia tiliifolia";"Santa Cruz";"Galapagos";0,4;"0";"Convolvulaceae";"Solanales";"pier";1;"Stictocardia tiliifolia";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Stictocardia tiliifolia_Galapagos";"Stictocardia tiliifolia_Santa Cruz";"pier";0,4;1;"153";"-0.627248";"-90.358406"
"426211";"Stictocardia tiliifolia";"Sarigan";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Sarigan";"pier";1;0,5;"40,41,42";"16.70451";"145.779159"
"426251";"Stictocardia tiliifolia";"Tinian";"Mariana";1;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Raulerson, L. 2006. Checklist of Plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1-69. .";"Stictocardia tiliifolia_Mariana";"Stictocardia tiliifolia_Tinian";"pier";1;0,5;"195";"15.013351";"145.631566"
"426261";"Stictocardia tiliifolia";"Tongatapu";"Tongatapu";0,5;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Yuncker, T. G. 1959. Plants of Tonga. Bishop Museum Bull. 220. Bishop Museum Press, Honolulu. 343 pp.";"Stictocardia tiliifolia_Tongatapu";"Stictocardia tiliifolia_Tongatapu";"pier";0,5;0,5;"33";"-21.174082";"-175.191861"
"426271";"Stictocardia tiliifolia";"Vanua Levu";"Fiji";1;"1";"Convolvulaceae";"Solanales";"pier";0;"Stictocardia tiliifolia";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"Stictocardia tiliifolia_Fiji";"Stictocardia tiliifolia_Vanua Levu";"pier";1;0;"330";"-16.601168";"179.245343"
"426291";"Stictocardia tiliifolia";"Vava'u";"Vava'u";0,5;"0.5";"Convolvulaceae";"Solanales";"pier";0,5;"Stictocardia tiliifolia";"Whistler, W. A. 1992. Flora of Tonga [unpublished checklist]. 107 pp.";"Stictocardia tiliifolia_Vava'u";"Stictocardia tiliifolia_Vava'u";"pier";0,5;0,5;"32,33,7296";"NA";"NA"
"426321";"Stictocardia tiliifolia";"Viti Levu";"Fiji";1;"1";"Convolvulaceae";"Solanales";"pier";0;"Stictocardia tiliifolia";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"Stictocardia tiliifolia_Fiji";"Stictocardia tiliifolia_Viti Levu";"pier";1;0;"330";"-17.837692";"177.964564"
"426341";"Stictocardia tiliifolia";"Wolf";"Galapagos";0,4;"0";"Convolvulaceae";"Solanales";"pier";1;"Stictocardia tiliifolia";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Stictocardia tiliifolia_Galapagos";"Stictocardia tiliifolia_Wolf";"pier";0,4;1;"153";"1.382373";"-91.8191"
"426351";"Striga asiatica";"Babeldaob";"Northern Palau";0,25;"0";"Orobanchaceae";"Lamiales";"pier";1;"Striga asiatica";"Space, James C./Lorence, David H./LaRosa, Anne Marie. 2009. Report to the Republic of Palau: 2008 update on Invasive Plant Species. USDA Forest Service, Hilo, Hawaiëi. 227 pp.";"Striga asiatica_Northern Palau";"Striga asiatica_Babeldaob";"pier";0;1;"47,7297";"7.499906";"134.565821"
"426371";"Striga asiatica";"Koror";"Northern Palau";0;"0";"Orobanchaceae";"Lamiales";"pier";1;"Striga asiatica";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Striga asiatica_Northern Palau";"Striga asiatica_Koror";"pier";0;1;"40";"7.337466";"134.493649"
"426431";"Strobilanthes hamiltoniana";"Tahiti";"Society";0;"1";"Acanthaceae";"Lamiales";"pier";0;"Strobilanthes hamiltoniana";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Strobilanthes hamiltoniana_Society";"Strobilanthes hamiltoniana_Tahiti";"pier";0;0;"38";"-17.677486";"-149.400753"
"426451";"Strophanthus amboensis";"Kaua'i";"Hawaiian";0,5;"0.5";"Apocynaceae";"Gentianales";"pier";0,5;"Strophanthus amboensis";"Bishop Museum (U.S.A. Hawaii. Honolulu.),1994,Voucher specimen #BISH639963(D.H.Lorence 7599)";"Strophanthus amboensis_Hawaiian";"Strophanthus amboensis_Kaua'i";"pier";0,5;0,5;"7298";"22.058363";"-159.524241"
"426461";"Struchium sparganophorum";"Ovalau";"Fiji";0;"0";"Asteraceae";"Asterales";"pier";1;"Struchium sparganophorum";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"Struchium sparganophorum_Fiji";"Struchium sparganophorum_Ovalau";"pier";0;1;"330";"-17.679396";"178.789052"
"426471";"Struchium sparganophorum";"Vanua Levu";"Fiji";0;"0";"Asteraceae";"Asterales";"pier";1;"Struchium sparganophorum";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"Struchium sparganophorum_Fiji";"Struchium sparganophorum_Vanua Levu";"pier";0;1;"330";"-16.601168";"179.245343"
"426481";"Struchium sparganophorum";"Viti Levu";"Fiji";0;"0";"Asteraceae";"Asterales";"pier";1;"Struchium sparganophorum";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"Struchium sparganophorum_Fiji";"Struchium sparganophorum_Viti Levu";"pier";0;1;"330";"-17.837692";"177.964564"
"426571";"Stylosanthes guianensis";"Babeldaob";"Northern Palau";0,3;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes guianensis";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"Stylosanthes guianensis_Northern Palau";"Stylosanthes guianensis_Babeldaob";"pier";0;1;"184,47,7301,7302,7303";"7.499906";"134.565821"
"426691";"Stylosanthes guianensis";"Niue";"Niue";0;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes guianensis";"Sykes, W. R. 1970. Contributions to the flora of Niue. New Zealand Department of Scientific and Industrial Research Bulletin 200, Wellington. 321 pp.";"Stylosanthes guianensis_Niue";"Stylosanthes guianensis_Niue";"pier";0;0,5;"73,75";"-19.052414";"-169.858549"
"426731";"Stylosanthes guianensis";"Tahiti";"Society";0;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes guianensis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Stylosanthes guianensis_Society";"Stylosanthes guianensis_Tahiti";"pier";0;1;"38";"-17.677486";"-149.400753"
"426741";"Stylosanthes guianensis";"Tubuai";"Tubuai";0,25;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes guianensis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Stylosanthes guianensis_Tubuai";"Stylosanthes guianensis_Tubuai";"pier";0;1;"38,7305";"-23.3726";"-149.479618"
"426761";"Stylosanthes guianensis";"Upolu";"Samoa";0,5;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Stylosanthes guianensis";"Bishop Museum (Honolulu),1972,Voucher specimen #BISH&nbsp;83907 (Whistler, W.A. W213)";"Stylosanthes guianensis_Samoa";"Stylosanthes guianensis_Upolu";"pier";0,5;0,5;"7306";"-13.930642";"-171.758385"
"426771";"Stylosanthes guianensis";"Viti Levu";"Fiji";0,375;"1";"Fabaceae";"Fabales";"pier";0,5;"Stylosanthes guianensis";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Stylosanthes guianensis_Fiji";"Stylosanthes guianensis_Viti Levu";"pier";0;0;"154,7307,7308,7309";"-17.837692";"177.964564"
"426811";"Stylosanthes guianensis";"Wallis";"Wallis and Futuna";0;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes guianensis";"Meyer, Jean-Yves. 2007. Rapport de mission sur l'Ile d'Uvea (Wallis & Futuna) du 6 au 17 Novembre 2007: Inventaire preliminaire de la flore vasculaire secondaire [unpublished report]. DÈlÈgation ‡ la Recherche, MinistËre de l'Education, l'Enseignement SupÈrieur et la Recherche, B.P. 20981 Papeete, Tahiti, PolynÈsie franÁaise. 39 pp.";"Stylosanthes guianensis_Wallis and Futuna";"Stylosanthes guianensis_Wallis";"pier";0;1;"167";"-13.285184";"-176.20431"
"42683";"Stylosanthes humilis";"Guam";"Mariana";0,5;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Stylosanthes humilis";"Wagner, W. L./ Herbst, D. R./Weitzman, A./Lorence, D.H. 2013. Flora of Micronesia. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"Stylosanthes humilis_Mariana";"Stylosanthes humilis_Guam";"pier";0,5;0,5;"149";"13.443537";"144.777038"
"42685";"Stylosanthes humilis";"Raiatea";"Society";0;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes humilis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Stylosanthes humilis_Society";"Stylosanthes humilis_Raiatea";"pier";0;1;"38";"-16.822012";"-151.436886"
"42686";"Stylosanthes humilis";"Savai'i";"Samoa";0,5;"0.5";"Fabaceae";"Fabales";"pier";0,5;"Stylosanthes humilis";"National Tropical Botanical Garden (U.S.A. Hawaii. Kalaheo.),2002,Voucher specimen #PTBG286(Tim Flynn 6956)";"Stylosanthes humilis_Samoa";"Stylosanthes humilis_Savai'i";"pier";0,5;0,5;"7310";"-13.62081";"-172.447131"
"42687";"Stylosanthes humilis";"Tahiti";"Society";0;"0";"Fabaceae";"Fabales";"pier";1;"Stylosanthes humilis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Stylosanthes humilis_Society";"Stylosanthes humilis_Tahiti";"pier";0;1;"38";"-17.677486";"-149.400753"
"42688";"Stylosanthes humilis";"Viti Levu";"Fiji";0;"1";"Fabaceae";"Fabales";"pier";1;"Stylosanthes humilis";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Stylosanthes humilis_Fiji";"Stylosanthes humilis_Viti Levu";"pier";0;1;"154";"-17.837692";"177.964564"
"42700";"Swietenia macrophylla";"Babeldaob";"Northern Palau";0;"0.5";"Meliaceae";"Sapindales";"pier";0,5;"Swietenia macrophylla";"Raulerson, L./Rinehart, A. F./Falanruw, M. C. 1996. A botanical reconnaissance of the proposed Compact-impact road alignment on Babeldaob Island, Republic of Palau. U. of Guam Herbarium Cont. No. 32. 78 pp.";"Swietenia macrophylla_Northern Palau";"Swietenia macrophylla_Babeldaob";"pier";0;0,5;"46";"7.499906";"134.565821"
"42703";"Swietenia macrophylla";"Isabela";"Galapagos";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Swietenia macrophylla_Galapagos";"Swietenia macrophylla_Isabela";"pier";0;0;"153";"-0.559293";"-91.184344"
"42704";"Swietenia macrophylla";"Kayangel";"Northern Palau";0,167;"1";"Meliaceae";"Sapindales";"pier";1;"Swietenia macrophylla";"Space, James C./Lorence, David H./LaRosa, Anne Marie. 2009. Report to the Republic of Palau: 2008 update on Invasive Plant Species. USDA Forest Service, Hilo, Hawaiëi. 227 pp.";"Swietenia macrophylla_Northern Palau";"Swietenia macrophylla_Kayangel";"pier";0;0;"47,7312,30";"8.074961";"134.715052"
"42707";"Swietenia macrophylla";"Koror";"Northern Palau";0;"0.5";"Meliaceae";"Sapindales";"pier";0,5;"Swietenia macrophylla";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Swietenia macrophylla_Northern Palau";"Swietenia macrophylla_Koror";"pier";0;0,5;"40";"7.337466";"134.493649"
"42708";"Swietenia macrophylla";"Kosrae";"Kosrae";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Lorence, David H./Flynn, Timothy. 2010. Checklist of the plants of Kosrae. Unpublished checklist. National Tropical Botanical Garden, Lawai, Hawaiëi. 26 pp.";"Swietenia macrophylla_Kosrae";"Swietenia macrophylla_Kosrae";"pier";0;0;"67";"5.310596";"162.977112"
"42709";"Swietenia macrophylla";"Ma'uke";"Southern Cook";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"Swietenia macrophylla_Southern Cook";"Swietenia macrophylla_Ma'uke";"pier";0;0;"31";"-20.16117";"-157.341429"
"42710";"Swietenia macrophylla";"Mangaia";"Southern Cook";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"Swietenia macrophylla_Southern Cook";"Swietenia macrophylla_Mangaia";"pier";0;0;"31";"-21.928127";"-157.919429"
"42712";"Swietenia macrophylla";"Niue";"Niue";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Sykes, W. R. 1970. Contributions to the flora of Niue. New Zealand Department of Scientific and Industrial Research Bulletin 200, Wellington. 321 pp.";"Swietenia macrophylla_Niue";"Swietenia macrophylla_Niue";"pier";0;0;"73";"-19.052414";"-169.858549"
"42715";"Swietenia macrophylla";"Pohnpei";"Pohnpei";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Herrera, Katherine/Lorence, David H./Flynn, Timothy/Balick, Michael J. 2010. Checklist of the vascular plants of Pohnpei with local names and uses. Allertonia, in press. National Tropical Botanical Garden, Lawai, Hawaiëi. 146 pp.";"Swietenia macrophylla_Pohnpei";"Swietenia macrophylla_Pohnpei";"pier";0;0;"85";"6.885612";"158.232582"
"42716";"Swietenia macrophylla";"Raiatea";"Society";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Swietenia macrophylla_Society";"Swietenia macrophylla_Raiatea";"pier";0;0;"38";"-16.822012";"-151.436886"
"42717";"Swietenia macrophylla";"Rarotonga";"Southern Cook";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"Swietenia macrophylla_Southern Cook";"Swietenia macrophylla_Rarotonga";"pier";0;0;"31";"-21.234623";"-159.777546"
"42718";"Swietenia macrophylla";"Saipan";"Mariana";0;"0.5";"Meliaceae";"Sapindales";"glonpier";0,5;"Swietenia macrophylla";"Raulerson, L. 2006. Checklist of Plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1-69. .";"Swietenia macrophylla_Mariana";"Swietenia macrophylla_Saipan";"glonpier";0;0,5;"195";"15.189129";"145.753963"
"42719";"Swietenia macrophylla";"San Cristobal";"Galapagos";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Swietenia macrophylla_Galapagos";"Swietenia macrophylla_San Cristobal";"pier";0;0;"153";"-0.826798";"-89.43056"
"42720";"Swietenia macrophylla";"Santa Cruz";"Galapagos";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"Swietenia macrophylla_Galapagos";"Swietenia macrophylla_Santa Cruz";"pier";0;0;"153";"-0.627248";"-90.358406"
"42723";"Swietenia macrophylla";"Taha'a";"Society";0,5;"0.5";"Meliaceae";"Sapindales";"pier";0,5;"Swietenia macrophylla";"Fosberg, F. R. 1997. Preliminary checklist of the flowering plants and ferns of the Society Islands. Ed. by David R. Stoddart. U. Cal. Berkeley.";"Swietenia macrophylla_Society";"Swietenia macrophylla_Taha'a";"pier";0,5;0,5;"158";"-16.622985";"-151.493671"
"42724";"Swietenia macrophylla";"Tahiti";"Society";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Swietenia macrophylla_Society";"Swietenia macrophylla_Tahiti";"pier";0;0;"38";"-17.677486";"-149.400753"
"42725";"Swietenia macrophylla";"Ua Huka";"Marquesas";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"Swietenia macrophylla_Marquesas";"Swietenia macrophylla_Ua Huka";"pier";0;0;"38";"-8.909323";"-139.551964"
"42726";"Swietenia macrophylla";"Viti Levu";"Fiji";0;"1";"Meliaceae";"Sapindales";"pier";0;"Swietenia macrophylla";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Swietenia macrophylla_Fiji";"Swietenia macrophylla_Viti Levu";"pier";0;0;"154";"-17.837692";"177.964564"
"42727";"Swietenia macrophylla";"Weno";"Chuuk";0;"0.5";"Meliaceae";"Sapindales";"pier";0,5;"Swietenia macrophylla";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Swietenia macrophylla_Chuuk";"Swietenia macrophylla_Weno";"pier";0;0,5;"40";"7.443211";"151.859156"
"42728";"Swietenia macrophylla";"Yap";"Yap";0,5;"0.5";"Meliaceae";"Sapindales";"pier";0,5;"Swietenia macrophylla";"Wagner, W. L./ Herbst, D. R./Weitzman, A./Lorence, D.H. 2013. Flora of Micronesia. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"Swietenia macrophylla_Yap";"Swietenia macrophylla_Yap";"pier";0,5;0,5;"149";"9.522211";"138.100256"
"42736";"Syncarpia glomulifera";"Raoul";"Kermadec";0;"1";"Myrtaceae";"Myrtales";"pier";0;"Syncarpia glomulifera";"Sykes, W. R. 1977. Kermadec Islands flora: an annotated checklist. New Zealand Department of Scientific and Industrial Research Bulletin 219, Wellington. 216 pp.";"Syncarpia glomulifera_Kermadec";"Syncarpia glomulifera_Raoul";"pier";0;0;"457";"-29.265721";"-177.929422"
"42737";"Syncarpia glomulifera";"Rarotonga";"Southern Cook";0,5;"0.5";"Myrtaceae";"Myrtales";"pier";0,5;"Syncarpia glomulifera";"Bishop Museum (Honolulu),1929,Voucher specimen #BISH&nbsp;166435 (Wilder, G.P. 1025)";"Syncarpia glomulifera_Southern Cook";"Syncarpia glomulifera_Rarotonga";"pier";0,5;0,5;"7313";"-21.234623";"-159.777546"
"42740";"Syncarpia glomulifera";"Viti Levu";"Fiji";0,25;"1";"Myrtaceae";"Myrtales";"pier";0,5;"Syncarpia glomulifera";"Smith, Albert C. 1985. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 3. 758 pp.";"Syncarpia glomulifera_Fiji";"Syncarpia glomulifera_Viti Levu";"pier";0;0;"154,7314";"-17.837692";"177.964564"
"42750";"Synedrella nodiflora";"Angaur";"Northern Palau";0;"0";"Asteraceae";"Asterales";"pier";1;"Synedrella nodiflora";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"Synedrella nodiflora_Northern Palau";"Synedrella nodiflora_Angaur";"pier";0;0,5;"40,184,47";"6.907422";"134.137238"
