mapped_total,plot_survey,gbif_aggregator,inaturalist,human_observation,specimen,other,pct_plot_survey,pct_gbif_aggregator,pct_inaturalist,pct_human_observation,pct_specimen,pct_other
14022,6074,415,4652,1781,1100,0,43.31764370275282,2.95963485950649,33.17643702752817,12.701469119954357,7.844815290258166,0
