site,site,subsite, shrub_num, year,shoot_length, pi, pi_full, latitude, longitude, elevation,speciescode, species
Spiekeroog,SP,D,87,2017,46.21,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,87,2016,69.36,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,87,2015,18.38,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,88,2017,23.72,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,88,2016,46.18,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,88,2015,32.77,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,88,2014,34.42,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,89,2017,34.94,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,89,2016,35.68,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,89,2015,36.57,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,89,2014,41.38,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,90,2017,52.13,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,90,2016,40.6,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,90,2015,52.11,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,90,2014,46.39,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,91,2017,36.69,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,91,2016,39.73,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,91,2015,62.19,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,92,2017,56.27,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,92,2016,26.57,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,93,2017,31.38,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,93,2016,39.86,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,93,2015,33.28,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,94,2017,46.18,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,94,2016,48.49,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,95,2017,31.18,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,95,2016,44.67,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,95,2015,32.35,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,95,2014,41.49,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,96,2017,50.78,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,96,2016,29.06,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,97,2017,30.44,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,97,2016,31.54,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,98,2017,33.81,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,98,2016,20.79,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,98,2015,22.76,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,99,2017,49.18,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,99,2016,52.85,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,99,2015,29.34,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,100,2017,36.13,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,100,2016,34.31,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,100,2015,31.44,KZ,Katharina Zech,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,A,101,2014,49.01,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,101,2013,71.15,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,101,2012,86.12,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,102,2014,13.86,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,102,2013,33.64,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,102,2012,34.7,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,102,2011,26.08,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,102,2010,36.43,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,103,2014,38.16,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,103,2013,22.09,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,103,2012,46.84,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,103,2011,36.59,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,104,2014,31.59,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,104,2013,95.41,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,104,2012,24.49,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,104,2011,86.63,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,105,2014,34.46,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,105,2013,39.99,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,105,2012,65.76,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,105,2011,47.14,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,106,2014,33.57,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,106,2013,62.17,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,106,2012,29.5,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,106,2011,61.6,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,107,2014,17.22,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,107,2013,13.79,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,107,2012,37.01,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,107,2011,12.95,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,107,2010,42.88,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,108,2014,50.3,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,108,2013,39.88,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,108,2012,73.76,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,108,2011,58.05,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,109,2014,19.35,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,109,2013,33.37,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,109,2012,28.52,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,109,2011,33.92,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,109,2010,37.19,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,110,2014,34.59,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,110,2013,84.59,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,110,2012,25.43,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,111,2014,33.98,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,111,2013,31.22,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,111,2012,43.25,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,111,2011,27.62,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,111,2010,37.48,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,112,2014,40.47,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,112,2013,30.9,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,112,2012,42.81,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,112,2011,43.07,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,113,2014,35.27,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,113,2013,39.01,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,113,2012,61.92,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,113,2011,41.92,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,113,2010,38.37,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,114,2014,21.11,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,114,2013,25.86,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,114,2012,21.32,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,114,2011,63.03,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,115,2014,43.73,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,115,2013,33.11,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,115,2012,38.35,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,116,2014,31.08,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,116,2013,28.67,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,116,2012,80.33,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,116,2011,57.71,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,117,2014,60.01,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,117,2013,34.51,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,117,2012,80.81,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,117,2011,43.48,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,118,2014,19.1,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,118,2013,28.3,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,118,2012,61.55,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,118,2011,33.78,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,119,2014,19.5,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,119,2013,23.5,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,119,2012,22.21,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,119,2011,15.4,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,120,2014,17.5,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,120,2013,20.49,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,120,2012,26.85,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,120,2011,23.92,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,120,2010,34.23,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,121,2014,27.62,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,121,2013,23.85,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,121,2012,33.48,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,121,2011,42.05,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,121,2010,45.74,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,122,2014,28.14,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,122,2013,21.91,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,122,2012,19.29,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,122,2011,46.95,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,122,2010,34.4,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,123,2014,39.79,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,123,2013,35.67,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,123,2012,32.87,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,123,2011,42.59,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,124,2014,50.3,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,124,2013,39.88,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,124,2012,73.76,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,124,2011,58.05,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,125,2014,39.67,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,125,2013,23.57,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,125,2012,35.34,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,A,125,2011,42.2,JM,Julia Merkelbach,53.7734,7.7238,4,EN,Empetrum nigrum
Spiekeroog,SP,B,126,2014,16.51,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,126,2013,7.85,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,126,2012,17.99,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,126,2011,12.88,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,126,2010,35.8,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,127,2014,20.53,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,127,2013,41.78,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,127,2012,35.75,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,127,2011,41.2,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,128,2014,42.21,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,128,2013,20.22,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,128,2012,41.18,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,129,2014,43.92,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,129,2013,50.77,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,129,2012,47.02,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,129,2011,57.53,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,130,2014,36.03,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,130,2013,12.51,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,130,2012,20.91,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,130,2011,24.12,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,131,2014,22.38,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,131,2013,44.87,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,131,2012,58.07,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,131,2011,74.19,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,132,2014,49.33,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,132,2013,50.64,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,132,2012,43.24,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,133,2014,21.88,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,133,2013,14.16,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,133,2012,45.09,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,133,2011,16.89,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,133,2010,42.95,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,134,2014,25.78,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,134,2013,29.44,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,134,2012,40.65,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,134,2011,62.46,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,135,2014,36.08,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,135,2013,14.35,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,135,2012,28.65,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,135,2011,31.94,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,136,2014,28.84,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,136,2013,79.06,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,136,2012,37.3,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,137,2014,23.01,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,137,2013,60.66,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,137,2012,35.55,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,137,2011,52.26,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,138,2014,65.39,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,138,2013,79.49,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,138,2012,69.8,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,139,2014,47.2,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,139,2013,80.18,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,139,2012,60.22,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,140,2014,37.43,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,140,2013,41.64,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,140,2012,37.93,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,140,2011,57.28,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,141,2014,27.16,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,141,2013,15.02,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,141,2012,39.22,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,141,2011,46.5,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,142,2014,18.44,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,142,2013,26.1,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,142,2012,22.74,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,143,2014,31.61,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,143,2013,37.13,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,143,2012,65.15,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,144,2014,33.07,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,144,2013,61.63,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,144,2012,70.94,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,144,2011,50.19,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,144,2010,47.63,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,145,2014,21.4,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,145,2013,11.13,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,145,2012,50.94,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,145,2011,52.06,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,146,2014,40.1,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,146,2013,25.43,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,146,2012,41.97,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,146,2011,31.93,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,147,2014,35.33,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,147,2013,39.73,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,147,2012,42.98,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,147,2011,43,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,148,2014,31.51,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,148,2013,18.72,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
