site,site,subsite, shrub_num, year,shoot_length, pi, pi_full, latitude, longitude, elevation,speciescode, species
Spiekeroog,SP,B,148,2012,46.88,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,148,2011,27.02,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,149,2014,41.57,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,149,2013,37.81,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,149,2012,45.13,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,150,2014,28.99,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,150,2013,29.51,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,B,150,2012,47.66,JM,Julia Merkelbach,53.7718,7.7187,5,EN,Empetrum nigrum
Spiekeroog,SP,C,151,2014,16.24,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,151,2013,11.61,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,151,2012,27.12,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,151,2011,24.08,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,151,2010,16.18,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,152,2014,19.41,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,152,2013,13.41,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,152,2012,14.97,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,152,2011,22.61,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,152,2010,17.9,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,153,2014,19.55,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,153,2013,14.6,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,153,2012,20.95,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,153,2011,18.42,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,153,2010,22.64,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,154,2014,19.12,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,154,2013,33.89,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,154,2012,18.01,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,154,2011,57.48,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,155,2014,16.31,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,155,2013,23.83,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,155,2012,24.83,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,155,2011,14.79,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,156,2014,18.32,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,156,2013,20.99,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,156,2012,27.89,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,156,2011,18.98,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,156,2010,28.79,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,157,2014,19.1,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,157,2013,20.14,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,157,2012,22.86,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,157,2011,15.7,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,158,2014,29.24,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,158,2013,33.63,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,158,2012,42.88,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,158,2011,31.72,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,159,2014,27.62,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,159,2013,39.04,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,159,2012,53.17,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,159,2011,42.01,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,160,2014,22.29,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,160,2013,24.72,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,160,2012,23.99,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,160,2011,28.04,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,161,2014,23.89,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,161,2013,37.59,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,161,2012,47.97,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,161,2011,69.89,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,162,2014,14.98,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,162,2013,24.51,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,162,2012,41.71,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,162,2011,38.81,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,162,2010,23.09,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,163,2014,20.8,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,163,2013,17.95,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,163,2012,26.95,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,163,2011,29.77,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,164,2014,22.83,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,164,2013,11.97,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,164,2012,36.77,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,164,2011,18.82,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,164,2010,23.84,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,165,2014,36.25,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,165,2013,14.15,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,165,2012,42.23,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,165,2011,23.09,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,166,2014,20.53,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,166,2013,25.16,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,166,2012,34.5,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,166,2011,30.04,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,167,2014,32.53,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,167,2013,35.11,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,167,2012,23.02,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,168,2014,25.07,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,168,2013,39.55,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,168,2012,26.75,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,168,2011,40.03,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,169,2014,18.1,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,169,2013,20.87,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,169,2012,39.99,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,169,2011,38.75,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,170,2014,30.6,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,170,2013,57.93,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,170,2012,42.88,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,170,2011,42.53,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,171,2014,13.64,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,171,2013,23.41,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,171,2012,32.62,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,171,2011,30.06,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,172,2014,42.23,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,172,2013,37.56,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,172,2012,47.55,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,173,2014,33.86,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,173,2013,28.74,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,173,2012,32.77,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,173,2011,22.51,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,174,2014,28.13,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,174,2013,30.95,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,174,2012,41.34,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,174,2011,35.78,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,174,2010,41.57,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,175,2014,25.86,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,175,2013,35.16,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,175,2012,54.82,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,C,175,2011,32.62,JM,Julia Merkelbach,53.7695,7.7183,4,EN,Empetrum nigrum
Spiekeroog,SP,D,176,2014,22.54,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,176,2013,31.9,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,176,2012,25.93,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,176,2011,24.15,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,176,2010,30.62,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,177,2014,28.23,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,177,2013,20.04,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,177,2012,22.26,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,177,2011,18.3,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,178,2014,9.5,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,178,2013,6.99,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,178,2012,12.28,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,178,2011,11.83,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,178,2010,11.96,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,179,2014,23.67,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,179,2013,9.72,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,179,2012,19.68,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,179,2011,11.77,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,179,2010,16.87,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,180,2014,21.37,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,180,2013,23.37,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,180,2012,15.06,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,180,2011,18.31,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,181,2014,20.98,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,181,2013,17.25,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,181,2012,11,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,181,2011,17.74,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,181,2010,24.75,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,182,2014,13.98,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,182,2013,12.74,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,182,2012,25.02,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,182,2011,15.8,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,182,2010,28.21,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,183,2014,26.13,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,183,2013,23.53,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,183,2012,15.27,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,183,2011,55.22,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,184,2014,32.78,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,184,2013,13.56,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,184,2012,37.34,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,184,2011,12.07,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,185,2014,18.47,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,185,2013,14.88,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,185,2012,18.49,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,185,2011,17.2,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,186,2014,20.15,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,186,2013,31.13,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,186,2012,30.39,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,186,2011,22.32,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,187,2014,26.15,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,187,2013,15.28,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,187,2012,25.63,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,187,2011,15.85,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,187,2010,14.78,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,188,2014,21.87,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,188,2013,31.21,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,188,2012,22.16,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,188,2011,20.06,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,189,2014,19.9,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,189,2013,15.96,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,189,2012,19.08,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,189,2011,17.5,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,189,2010,22.15,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,190,2014,25.3,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,190,2013,16.68,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,190,2012,29.69,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,191,2014,33.49,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,191,2013,11.5,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,191,2012,27.52,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,191,2011,14.91,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,192,2014,42.7,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,192,2013,16.43,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,192,2012,31.46,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,192,2011,22.25,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,192,2010,46.44,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,193,2014,26.93,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,193,2013,19.2,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,193,2012,30.83,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,193,2011,59.22,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,194,2014,24.53,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,194,2013,21.54,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,194,2012,29.37,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,194,2011,21.41,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,194,2010,37.46,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,195,2014,17.78,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,195,2013,29.88,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,195,2012,24.54,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,195,2011,15.61,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,195,2010,18.36,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,196,2014,13.61,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,196,2013,7.88,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,196,2012,25.65,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,196,2011,24.19,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,197,2014,10.65,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,197,2013,9.62,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,197,2012,14.27,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,197,2011,27.38,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,197,2010,15.18,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,198,2014,17.72,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,198,2013,19.59,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,198,2012,43.5,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,198,2011,40.57,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,199,2014,19.1,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,199,2013,20.38,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,199,2012,22.42,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,199,2011,25.02,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,200,2014,19.84,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,200,2013,8.54,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,200,2012,18.61,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,200,2011,19.05,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
Spiekeroog,SP,D,200,2010,33.2,JM,Julia Merkelbach,53.7612,7.6734,1,EN,Empetrum nigrum
