species,quad,year_t,trackID,x_t,y_t,survives_tplus1,nearEdge_t
Sphaeralcea coccinea,gzgz_11,1999,1,0.838439139,0.062218766,1,FALSE
Sphaeralcea coccinea,gzgz_11,2000,2,0.676852699,0.37619107,1,FALSE
Sphaeralcea coccinea,gzgz_11,2000,1,0.84530797,0.067051005,1,FALSE
Sphaeralcea coccinea,gzgz_11,2001,2,0.667509367,0.371923968,1,FALSE
Sphaeralcea coccinea,gzgz_11,2001,1,0.842447316,0.061359966,0,FALSE
Sphaeralcea coccinea,gzgz_11,2002,2,0.677669553,0.367665401,1,FALSE
Sphaeralcea coccinea,gzgz_11,2002,3,0.218685357,0.134785542,1,FALSE
Sphaeralcea coccinea,gzgz_11,2003,3,0.2309,0.145099997,1,FALSE
Sphaeralcea coccinea,gzgz_11,2003,2,0.677599999,0.377699997,1,FALSE
Sphaeralcea coccinea,gzgz_11,2004,5,0.589600001,0.996899999,0,TRUE
Sphaeralcea coccinea,gzgz_11,2004,3,0.214600002,0.1474,1,FALSE
Sphaeralcea coccinea,gzgz_11,2004,4,0.5456,0.487699999,0,FALSE
Sphaeralcea coccinea,gzgz_11,2005,3,0.216999999,0.14535,1,FALSE
Sphaeralcea coccinea,gzgz_11,2005,2,0.664399999,0.391000002,1,FALSE
Sphaeralcea coccinea,gzgz_11,2006,3,0.217600001,0.147000002,0,FALSE
Sphaeralcea coccinea,gzgz_11,2006,7,0.4759,0.959,1,TRUE
Sphaeralcea coccinea,gzgz_11,2006,6,0.5283,0.190700002,1,FALSE
Sphaeralcea coccinea,gzgz_11,2007,8,0.208599997,0.392199999,0,FALSE
Sphaeralcea coccinea,gzgz_11,2007,2,0.6744,0.394449998,1,FALSE
Sphaeralcea coccinea,gzgz_11,2007,7,0.461350001,0.9557,1,TRUE
Sphaeralcea coccinea,gzgz_11,2008,2,0.660159678,0.375169888,1,FALSE
Sphaeralcea coccinea,gzgz_11,2008,10,0.132145679,0.422199472,0,FALSE
Sphaeralcea coccinea,gzgz_11,2008,9,0.848278023,0.076196083,1,FALSE
Sphaeralcea coccinea,gzgz_11,2008,6,0.528232524,0.179416866,0,FALSE
Sphaeralcea coccinea,gzgz_11,2008,7,0.466238978,0.917231684,1,FALSE
Sphaeralcea coccinea,gzgz_11,2009,13,0.198320313,0.832105996,0,FALSE
Sphaeralcea coccinea,gzgz_11,2009,9,0.838375791,0.058861536,0,TRUE
Sphaeralcea coccinea,gzgz_11,2009,2,0.671510326,0.362253295,1,FALSE
Sphaeralcea coccinea,gzgz_11,2009,12,0.301473512,0.626810906,0,FALSE
Sphaeralcea coccinea,gzgz_11,2009,11,0.343847227,0.224715696,0,FALSE
Sphaeralcea coccinea,gzgz_11,2009,7,0.490587704,0.927168748,1,FALSE
Sphaeralcea coccinea,gzgz_19,1997,2,0.078072497,0.189965914,0,FALSE
Sphaeralcea coccinea,gzgz_19,1997,1,0.613026875,0.056375141,1,FALSE
Sphaeralcea coccinea,gzgz_19,1997,5,0.555535018,0.762574989,0,FALSE
Sphaeralcea coccinea,gzgz_19,1997,3,0.326766679,0.338274894,1,FALSE
Sphaeralcea coccinea,gzgz_19,1997,4,0.015542597,0.516463711,0,TRUE
Sphaeralcea coccinea,gzgz_19,1997,9,0.61599105,0.977601818,0,TRUE
Sphaeralcea coccinea,gzgz_19,1997,8,0.652712741,0.970118122,0,TRUE
Sphaeralcea coccinea,gzgz_19,1997,6,0.525866312,0.872416191,0,FALSE
Sphaeralcea coccinea,gzgz_19,1997,7,0.040195359,0.945748564,1,TRUE
Sphaeralcea coccinea,gzgz_19,1998,3,0.316515416,0.349028167,1,FALSE
Sphaeralcea coccinea,gzgz_19,1998,7,0.060177143,0.944943528,1,FALSE
Sphaeralcea coccinea,gzgz_19,1998,1,0.597645452,0.062191529,1,FALSE
Sphaeralcea coccinea,gzgz_19,1998,10,0.679221073,0.726770811,0,FALSE
Sphaeralcea coccinea,gzgz_19,1998,12,0.021352734,0.870624464,0,TRUE
Sphaeralcea coccinea,gzgz_19,1998,11,0.029315274,0.768207039,0,TRUE
Sphaeralcea coccinea,gzgz_19,2000,3,0.314775198,0.337657252,1,FALSE
Sphaeralcea coccinea,gzgz_19,2000,7,0.04359,0.94633936,1,TRUE
Sphaeralcea coccinea,gzgz_19,2000,15,0.912570306,0.606862995,1,FALSE
Sphaeralcea coccinea,gzgz_19,2000,1,0.608724117,0.056574784,1,FALSE
Sphaeralcea coccinea,gzgz_19,2000,14,0.385045816,0.496013572,1,FALSE
Sphaeralcea coccinea,gzgz_19,2000,13,0.089117442,0.215920829,1,FALSE
Sphaeralcea coccinea,gzgz_19,2000,16,0.286073113,0.776106315,1,FALSE
Sphaeralcea coccinea,gzgz_19,2001,14,0.390547058,0.496697757,1,FALSE
Sphaeralcea coccinea,gzgz_19,2001,7,0.044101399,0.950208256,1,TRUE
Sphaeralcea coccinea,gzgz_19,2001,3,0.319843861,0.340140684,1,FALSE
Sphaeralcea coccinea,gzgz_19,2001,1,0.604676734,0.067327349,1,FALSE
Sphaeralcea coccinea,gzgz_19,2001,18,0.704671254,0.552250269,0,FALSE
Sphaeralcea coccinea,gzgz_19,2001,15,0.913750705,0.605782687,1,FALSE
Sphaeralcea coccinea,gzgz_19,2001,17,0.91981098,0.192573013,0,FALSE
Sphaeralcea coccinea,gzgz_19,2001,16,0.287522403,0.77244022,1,FALSE
Sphaeralcea coccinea,gzgz_19,2002,1,0.598640967,0.062470223,1,FALSE
Sphaeralcea coccinea,gzgz_19,2002,15,0.917922713,0.596209858,1,FALSE
Sphaeralcea coccinea,gzgz_19,2002,13,0.076856217,0.210213866,1,FALSE
Sphaeralcea coccinea,gzgz_19,2002,3,0.309441552,0.337963856,1,FALSE
Sphaeralcea coccinea,gzgz_19,2002,14,0.388309779,0.489554884,1,FALSE
Sphaeralcea coccinea,gzgz_19,2002,16,0.28578502,0.759875715,0,FALSE
Sphaeralcea coccinea,gzgz_19,2002,7,0.04592485,0.941811039,0,TRUE
Sphaeralcea coccinea,gzgz_19,2003,15,0.906100001,0.616200001,1,FALSE
Sphaeralcea coccinea,gzgz_19,2003,3,0.321500002,0.359599999,1,FALSE
Sphaeralcea coccinea,gzgz_19,2003,21,0.016699997,0.705299997,0,TRUE
Sphaeralcea coccinea,gzgz_19,2003,19,0.516399998,0.1018,0,FALSE
Sphaeralcea coccinea,gzgz_19,2003,20,0.774099999,0.571200002,1,FALSE
Sphaeralcea coccinea,gzgz_19,2004,24,0.9707,0.318400001,0,TRUE
Sphaeralcea coccinea,gzgz_19,2004,23,0.368099999,0.230799998,0,FALSE
Sphaeralcea coccinea,gzgz_19,2004,15,0.896699997,0.6193,0,FALSE
Sphaeralcea coccinea,gzgz_19,2004,3,0.322049998,0.34545,1,FALSE
Sphaeralcea coccinea,gzgz_19,2004,22,0.668799999,0.138800003,0,FALSE
Sphaeralcea coccinea,gzgz_19,2004,14,0.380399996,0.499199998,1,FALSE
Sphaeralcea coccinea,gzgz_19,2004,13,0.0886,0.228599998,1,FALSE
Sphaeralcea coccinea,gzgz_19,2004,20,0.7609,0.560899999,1,FALSE
Sphaeralcea coccinea,gzgz_19,2004,1,0.599300003,0.071499999,1,FALSE
Sphaeralcea coccinea,gzgz_19,2005,3,0.308,0.351,0,FALSE
Sphaeralcea coccinea,gzgz_19,2005,13,0.071900001,0.215199999,1,FALSE
Sphaeralcea coccinea,gzgz_19,2005,20,0.752799999,0.589900001,1,FALSE
Sphaeralcea coccinea,gzgz_19,2005,14,0.385000003,0.497900001,0,FALSE
Sphaeralcea coccinea,gzgz_19,2005,1,0.594700001,0.070100001,1,FALSE
Sphaeralcea coccinea,gzgz_19,2007,20,0.762699999,0.5666,1,FALSE
Sphaeralcea coccinea,gzgz_19,2007,1,0.596449999,0.062450001,1,FALSE
Sphaeralcea coccinea,gzgz_19,2007,13,0.077999999,0.2151,1,FALSE
Sphaeralcea coccinea,gzgz_19,2008,20,0.759413547,0.574590353,1,FALSE
Sphaeralcea coccinea,gzgz_19,2008,25,0.020711649,0.76440869,0,TRUE
Sphaeralcea coccinea,gzgz_19,2008,1,0.601698535,0.067848282,1,FALSE
Sphaeralcea coccinea,gzgz_19,2008,13,0.087671885,0.223980277,1,FALSE
Sphaeralcea coccinea,gzgz_19,2009,27,0.723867022,0.649348965,1,FALSE
Sphaeralcea coccinea,gzgz_19,2009,28,0.668219175,0.805781254,0,FALSE
Sphaeralcea coccinea,gzgz_19,2009,26,0.115326877,0.586899712,0,FALSE
Sphaeralcea coccinea,gzgz_19,2009,1,0.579800926,0.042478254,0,TRUE
Sphaeralcea coccinea,gzgz_19,2009,20,0.771167695,0.551037767,0,FALSE
Sphaeralcea coccinea,gzgz_19,2009,13,0.090594499,0.202620397,1,FALSE
Sphaeralcea coccinea,gzgz_24,1997,4,0.803643383,0.39341249,0,FALSE
Sphaeralcea coccinea,gzgz_24,1997,1,0.827043397,0.134708632,0,FALSE
Sphaeralcea coccinea,gzgz_24,1997,5,0.070921806,0.9797932,1,TRUE
Sphaeralcea coccinea,gzgz_24,1997,3,0.712261083,0.263735681,0,FALSE
Sphaeralcea coccinea,gzgz_24,1997,2,0.726223605,0.239512343,0,FALSE
Sphaeralcea coccinea,gzgz_24,1998,6,0.42130081,0.768709192,1,FALSE
Sphaeralcea coccinea,gzgz_24,1999,5,0.042135555,0.979466001,1,TRUE
Sphaeralcea coccinea,gzgz_24,2000,6,0.435290824,0.751196919,1,FALSE
Sphaeralcea coccinea,gzgz_24,2000,7,0.568414042,0.891122055,1,FALSE
Sphaeralcea coccinea,gzgz_24,2000,5,0.0514684,0.967886536,1,TRUE
Sphaeralcea coccinea,gzgz_24,2001,8,0.521284393,0.581979276,0,FALSE
Sphaeralcea coccinea,gzgz_24,2001,10,0.197457239,0.719508279,1,FALSE
Sphaeralcea coccinea,gzgz_24,2001,7,0.567127394,0.900929516,1,FALSE
Sphaeralcea coccinea,gzgz_24,2001,9,0.224767964,0.716582127,1,FALSE
Sphaeralcea coccinea,gzgz_24,2001,5,0.058952855,0.97700939,0,TRUE
Sphaeralcea coccinea,gzgz_24,2001,6,0.423746093,0.746819004,1,FALSE
Sphaeralcea coccinea,gzgz_24,2002,6,0.432062617,0.759035772,1,FALSE
Sphaeralcea coccinea,gzgz_24,2002,9,0.211879322,0.720870669,0,FALSE
Sphaeralcea coccinea,gzgz_24,2002,10,0.201114806,0.720870669,0,FALSE
Sphaeralcea coccinea,gzgz_24,2003,6,0.415399998,0.760199997,1,FALSE
Sphaeralcea coccinea,gzgz_24,2003,7,0.557399999,0.899799999,0,FALSE
Sphaeralcea coccinea,gzgz_24,2004,6,0.447500003,0.741700001,1,FALSE
Sphaeralcea coccinea,gzgz_24,2005,11,0.071800002,0.8136,1,FALSE
Sphaeralcea coccinea,gzgz_24,2005,6,0.424100002,0.7764,1,FALSE
Sphaeralcea coccinea,gzgz_24,2006,6,0.424,0.746599998,0,FALSE
Sphaeralcea coccinea,gzgz_24,2006,11,0.066300001,0.7991,1,FALSE
Sphaeralcea coccinea,gzgz_24,2006,12,0.353200001,0.772999999,0,FALSE
Sphaeralcea coccinea,gzgz_24,2007,14,0.5676,0.916200002,1,FALSE
Sphaeralcea coccinea,gzgz_24,2007,13,0.271399999,0.604999999,0,FALSE
Sphaeralcea coccinea,gzgz_24,2007,11,0.047400002,0.811400001,1,TRUE
Sphaeralcea coccinea,gzgz_24,2008,14,0.571671165,0.903598211,1,FALSE
Sphaeralcea coccinea,gzgz_24,2008,11,0.048293316,0.80276395,0,TRUE
Sphaeralcea coccinea,gzgz_24,2009,16,0.048059201,0.34064099,1,TRUE
Sphaeralcea coccinea,gzgz_24,2009,15,0.115946072,0.263496822,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1997,1,0.288205235,0.825836922,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1998,6,0.652905318,0.531148553,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1998,2,0.596462651,0.032865759,1,TRUE
Sphaeralcea coccinea,gzgz_5a,1998,10,0.007126028,0.940473963,1,TRUE
Sphaeralcea coccinea,gzgz_5a,1998,1,0.281012441,0.821989452,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1998,3,0.585919152,0.042357848,0,TRUE
Sphaeralcea coccinea,gzgz_5a,1998,11,0.407225192,0.986845198,1,TRUE
Sphaeralcea coccinea,gzgz_5a,1998,5,0.049563497,0.481676689,0,TRUE
Sphaeralcea coccinea,gzgz_5a,1998,8,0.859469075,0.859607621,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1998,4,0.460035205,0.105167064,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1998,9,0.868197044,0.916857434,1,FALSE
Sphaeralcea coccinea,gzgz_5a,1998,7,0.792567378,0.563692386,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,22,0.729441308,0.24062293,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,9,0.87132585,0.902750784,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,24,0.668058637,0.296974236,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,20,0.125677309,0.157102242,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,28,0.499004713,0.469046976,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,27,0.064294633,0.468040704,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,39,0.737491493,0.905769604,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,23,0.32793825,0.280873865,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,25,0.865288209,0.344269085,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,2,0.587556768,0.039871401,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2001,11,0.406427566,0.987277743,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2001,21,0.138758859,0.225528831,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,38,0.580512857,0.890675506,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,29,0.066307182,0.483134802,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,12,0.203160355,0.102763484,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,37,0.124671037,0.856462211,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,7,0.802899261,0.544517478,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,40,0.10253302,0.938976622,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,1,0.263536754,0.825267737,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,8,0.864281932,0.87457513,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,18,0.517117637,0.075594103,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,6,0.637870435,0.525398282,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,36,0.912583053,0.728665495,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,19,0.506048627,0.123895224,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,26,0.236367373,0.434833686,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,17,0.95585281,0.055468635,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2001,13,0.815980816,0.209428456,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,34,0.458753782,0.707533756,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,32,0.848181562,0.533448472,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,33,0.389320921,0.698477298,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,35,0.447684776,0.714577669,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,31,0.034106436,0.502253998,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2001,14,0.790823979,0.37043219,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,16,0.167940788,0.02326789,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2001,30,0.3410198,0.489172443,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2001,15,0.527180366,0.007167519,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2002,39,0.731038362,0.894067792,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,42,0.455658127,0.095948235,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,36,0.896266502,0.730772145,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,41,0.463388095,0.079522045,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,33,0.371594683,0.690672916,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,37,0.119404364,0.853485444,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,8,0.859066012,0.872327248,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,40,0.108775652,0.907595243,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,47,0.774519449,0.631248761,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,50,0.331012335,0.825464296,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,49,0.355168497,0.808071859,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,15,0.529092856,0.011884796,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2002,30,0.335843567,0.49114303,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,32,0.833460483,0.525444776,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,9,0.865346614,0.903730257,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,43,0.264341332,0.128800611,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,46,0.6257175,0.453459417,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,51,0.786114407,0.858316676,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,38,0.588033887,0.867012892,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,48,0.545519041,0.786814436,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,45,0.461455602,0.323982392,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,7,0.802540597,0.543320336,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,26,0.239218923,0.429303255,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,31,0.020847227,0.514332941,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2002,44,0.036307171,0.323016146,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2002,28,0.48657801,0.486311797,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,12,0.201535311,0.096914482,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,1,0.258543851,0.817734324,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,22,0.7159005,0.228646077,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,27,0.056598347,0.476649333,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,24,0.659536122,0.294028756,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,25,0.854717903,0.340408583,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,18,0.52522787,0.090150756,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,23,0.32424861,0.283400045,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,21,0.126168089,0.226391502,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,6,0.634896839,0.529309762,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,14,0.775485696,0.366497238,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,13,0.808338076,0.209965316,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,2,0.581753284,0.037973446,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2002,20,0.112640638,0.174214196,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,16,0.166750437,0.055365883,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,11,0.400582077,0.981029971,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2002,52,0.275936285,0.930785158,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2002,17,0.960038766,0.063095855,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,30,0.31215,0.486899999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,31,0.0186,0.51725,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,28,0.483699998,0.474800001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,48,0.5495,0.804250002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,32,0.834849999,0.523250001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,26,0.223600001,0.455699999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,25,0.852599999,0.334300002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,72,0.6396,0.743699999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,7,0.809900002,0.546800002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,27,0.044600001,0.474300002,0,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,73,0.491200001,0.760999998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,9,0.861400001,0.901000002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,71,0.798799998,0.684199999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,8,0.845449997,0.842599999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,33,0.376300002,0.6839,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,45,0.460000001,0.3347,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,39,0.7349,0.89,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,24,0.669399999,0.289500002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,47,0.790199999,0.608600001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,70,0.181399999,0.582699999,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,46,0.6218,0.430333333,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,44,0.042925001,0.337725001,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,69,0.566499999,0.580400001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,36,0.889400001,0.708799999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,58,0.465799999,0.198500001,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,67,0.160600001,0.505200001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,68,0.9642,0.571599999,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,57,0.183200002,0.172700001,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,22,0.716499999,0.227400001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,66,0.534200003,0.422700001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,56,0.616600001,0.141599998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,18,0.514300002,0.0858,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,1,0.261199999,0.8154,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,17,0.960499997,0.068200001,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,38,0.569266666,0.873,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,37,0.105799997,0.854900003,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,59,0.021100001,0.207800002,0,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,40,0.109400003,0.928499999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,23,0.331,0.291999999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,55,0.718699997,0.129000001,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,16,0.1923,0.045799998,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,15,0.523399999,0.004599999,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,54,0.692200004,0.1273,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,21,0.130199997,0.2348,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,65,0.490699997,0.376800001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,11,0.393099999,0.977600003,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,50,0.339800002,0.862199998,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,42,0.460900003,0.093599999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,12,0.193333334,0.112033333,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,64,0.133299998,0.3062,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,63,0.521200003,0.292199997,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,6,0.636799999,0.5163,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,2,0.580299998,0.025499999,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,52,0.273800001,0.927699999,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,53,0.463399999,0.006600001,0,TRUE
Sphaeralcea coccinea,gzgz_5a,2003,62,0.257899999,0.2565,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,41,0.458199999,0.073799999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,61,0.3755,0.240700003,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,13,0.811799997,0.213500002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,51,0.774399998,0.864600001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,60,0.276000002,0.2324,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2003,14,0.779599999,0.3583,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,72,0.633450001,0.76605,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,69,0.568799998,0.5834,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,68,0.944499999,0.585400002,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,7,0.786400001,0.5546,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,71,0.7828,0.695249998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,62,0.272100002,0.2512,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,17,0.953699999,0.049999999,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2004,67,0.164399999,0.502300001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,18,0.5051,0.088999998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,64,0.130499999,0.288799998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,37,0.117100002,0.856399999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,33,0.383,0.686999999,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,65,0.480500001,0.3709,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,2,0.555400001,0.020300002,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2004,36,0.880133333,0.7418,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,11,0.394299999,0.993899997,1,TRUE
Sphaeralcea coccinea,gzgz_5a,2004,6,0.629299998,0.528999998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,73,0.488699998,0.770200001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,56,0.5996,0.1445,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,26,0.236200001,0.423199999,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,45,0.459999999,0.317500002,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,28,0.479499998,0.480699998,0,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,54,0.683750001,0.133150001,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,48,0.5431,0.7845,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,46,0.624200003,0.452999998,1,FALSE
Sphaeralcea coccinea,gzgz_5a,2004,60,0.271099999,0.215299999,0,FALSE
