Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
hieracium_albiflorum,hieracium_albiflorum,HIEALB,Dicot,Perennial,Forb/herb,asteraceae,s,5.9,237.5,0.87,13.7,NA,0.43,Wind,1,0,0,0,0,0,0,0,0,0
hieracium_scouleri,hieracium_scouleri,HIESCO,Dicot,Perennial,Forb/herb,asteraceae,s,6,195.3,0.86,13.5,NA,0.53,Wind,1,0,0,0,0,0,0,0,0,0
holocarpha_virgata,holocarpha_virgata,HOLVIR,Dicot,Annual,Forb/herb,asteraceae,n,24.3,146.7,0.71,18,NA,1.25,UnassistedWind,1,1,0,0,0,0,0,0,0,0
holocarpha_virgata,holocarpha_virgata,HOLVIR,Dicot,Annual,Forb/herb,asteraceae,s,39,184.4,0.83,14.1,NA,1.25,UnassistedWind,1,1,0,0,0,0,0,0,0,0
holodiscus_discolor,holodiscus_discolor,HOLDIS,Dicot,Perennial,Shrub,rosaceae,n,141.4,347.4,0.72,17.6,0.83,0.23,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
holodiscus_dumosus,holodiscus_dumosus,HOLDUM,Dicot,Perennial,Shrub,rosaceae,s,106,90.1,0.48,25.1,0.79,NA,Wind,1,0,0,0,0,0,0,0,0,0
hordeum_brachyantherum,hordeum_brachyantherum,HORBRA,Monocot,Perennial,Graminoid,poaceae,n,54.8,183.6,0.59,42.9,NA,2.58,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_brachyantherum,hordeum_brachyantherum,HORBRA,Monocot,Perennial,Graminoid,poaceae,s,62.8,325.5,0.74,28.6,NA,2.58,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_marinum,hordeum_marinum,HORMAR,Monocot,Annual,Graminoid,poaceae,n,17,252.8,0.67,22.9,NA,0.88,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_marinum,hordeum_marinum,HORMAR,Monocot,Annual,Graminoid,poaceae,s,15,263.3,0.71,18.9,NA,0.88,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_murinum,hordeum_murinum,HORMUR,Monocot,Annual,Graminoid,poaceae,n,42.4,390.8,0.73,22.9,NA,3.24,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_murinum,hordeum_murinum,HORMUR,Monocot,Annual,Graminoid,poaceae,s,45.8,305.1,0.75,18.9,NA,3.24,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
horkelia_sericata,horkelia_sericata,HORSER,Dicot,Perennial,Forb/herb,rosaceae,s,5.8,92.9,0.69,22.2,NA,2.17,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrophyllum_fendleri,hydrophyllum_fendleri,HYDFEN,Dicot,Perennial,Forb/herb,boraginaceae,n,22,477.1,0.91,8.9,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
hydrophyllum_occidentale,hydrophyllum_occidentale,HYDOCC,Dicot,Perennial,Forb/herb,boraginaceae,n,18.4,494.4,0.91,11.5,NA,11.12,Unassisted,0,1,0,0,0,0,0,0,0,0
hypericum_concinnum,hypericum_concinnum,HYPCON,Dicot,Perennial,"Subshrub, Forb/herb",clusiaceae,n,26.3,177.4,0.7,30.1,NA,0.26,WindMammal,1,0,0,0,0,0,0,0,1,0
hypericum_concinnum,hypericum_concinnum,HYPCON,Dicot,Perennial,"Subshrub, Forb/herb",clusiaceae,s,17.7,206.2,0.75,20.6,NA,0.26,WindMammal,1,0,0,0,0,0,0,0,1,0
hypericum_perforatum,hypericum_perforatum,HYPPER,Dicot,Perennial,Forb/herb,clusiaceae,n,39.3,297.8,0.76,14.5,NA,0.2,WindMammal,1,0,0,0,0,0,0,0,1,0
hypericum_perforatum,hypericum_perforatum,HYPPER,Dicot,Perennial,Forb/herb,clusiaceae,s,59.8,252,0.73,20.8,NA,0.2,WindMammal,1,0,0,0,0,0,0,0,1,0
hypochaeris_glabra,hypochaeris_glabra,HYPGLA,Dicot,Annual,Forb/herb,asteraceae,n,5.1,222.7,0.9,18,NA,0.69,Wind,1,0,0,0,0,0,0,0,0,0
hypochaeris_glabra,hypochaeris_glabra,HYPGLA,Dicot,Annual,Forb/herb,asteraceae,s,2.3,236.3,0.88,20.1,NA,0.69,Wind,1,0,0,0,0,0,0,0,0,0
hypochaeris_radicata,hypochaeris_radicata,HYPRAD,Dicot,Perennial,Forb/herb,asteraceae,n,9.5,229.5,0.89,19.1,NA,0.8,Wind,1,0,0,0,0,0,0,0,0,0
hypochaeris_radicata,hypochaeris_radicata,HYPRAD,Dicot,Perennial,Forb/herb,asteraceae,s,14.2,246.8,0.9,16.8,NA,0.8,Wind,1,0,0,0,0,0,0,0,0,0
iris_bracteata,iris_bracteata,IRIBRA,Monocot,Perennial,Forb/herb,iridaceae,s,27.8,47.6,0.63,39.7,NA,9.72,Water,0,0,0,0,0,1,0,0,0,0
iris_chrysophylla,iris_chrysophylla,IRICHR,Monocot,Perennial,Forb/herb,iridaceae,n,9.6,182.8,0.75,17.1,NA,8.45,Water,0,0,0,0,0,1,0,0,0,0
iris_chrysophylla,iris_chrysophylla,IRICHR,Monocot,Perennial,Forb/herb,iridaceae,s,21.9,74.6,0.74,31.1,NA,8.45,Water,0,0,0,0,0,1,0,0,0,0
iris_douglasiana,iris_douglasiana,IRIDOU,Monocot,Perennial,Forb/herb,iridaceae,s,21.7,111.2,0.75,25.7,NA,20.85,Water,0,0,0,0,0,1,0,0,0,0
iris_macrosiphon,iris_macrosiphon,IRIMAC,Monocot,Perennial,Forb/herb,iridaceae,n,32,91.3,0.73,21.2,NA,NA,Water,0,0,0,0,0,1,0,0,0,0
iris_macrosiphon,iris_macrosiphon,IRIMAC,Monocot,Perennial,Forb/herb,iridaceae,s,28.6,94.5,0.69,26.8,NA,NA,Water,0,0,0,0,0,1,0,0,0,0
isocoma_menziesii,isocoma_menziesii,ISOMEN,Dicot,Perennial,Subshrub,asteraceae,s,30.3,84.8,0.69,21.8,0.52,0.56,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
juniperus_californica,juniperus_californica,JUNCAL,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,n,403,26.5,0.12,NA,1.25,62.8,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
juniperus_californica,juniperus_californica,JUNCAL,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,s,341,44.2,0.13,43,0.66,62.8,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
juniperus_communis,juniperus_communis,JUNCOM,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,s,16.5,42.1,0.37,60.3,0.64,23.3,Bird,0,0,0,0,0,0,0,1,0,0
juniperus_occidentalis,juniperus_occidentalis,JUNOCC,Gymnosperm,Perennial,Tree,cupressaceae,s,810,22.1,0.12,30.4,0.72,60,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
keckiella_breviflora,keckiella_breviflora,KECBRE,Dicot,Perennial,"Shrub, Subshrub",scrophulariaceae,n,106.6,130.9,0.62,37.5,0.46,0.15,Unassisted,0,1,0,0,0,0,0,0,0,0
keckiella_lemonii,keckiella_lemonii,KECLEM,Dicot,Perennial,shrub,scrophulariaceae,s,101.1,138.5,0.62,42.5,0.49,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
koeleria_macrantha,koeleria_macrantha,KOEMAC,Monocot,Perennial,Graminoid,poaceae,s,54.8,182.6,0.69,32.1,NA,0.3,Adhesive,0,0,1,0,0,0,0,0,0,0
lactuca_serriola,lactuca_serriola,LACSER,Dicot,"Annual, Biennial",Forb/herb,asteraceae,n,18.4,317.1,0.87,20.8,NA,0.58,Wind,1,0,0,0,0,0,0,0,0,0
lactuca_serriola,lactuca_serriola,LACSER,Dicot,"Annual, Biennial",Forb/herb,asteraceae,s,26.3,313,0.85,13.3,NA,0.58,Wind,1,0,0,0,0,0,0,0,0,0
lagophylla_minor,lagophylla_minor,LAGMIN,Dicot,Annual,Forb/herb,asteraceae,n,15.2,213.6,0.82,18.8,NA,0.26,Unassisted,0,1,0,0,0,0,0,0,0,0
lagophylla_minor,lagophylla_minor,LAGMIN,Dicot,Annual,Forb/herb,asteraceae,s,9.5,177,0.84,23.4,NA,0.26,Unassisted,0,1,0,0,0,0,0,0,0,0
lasthenia_californica,lasthenia_californica,LASCAL,Dicot,"Annual, Perennial",Forb/herb,asteraceae,n,17.5,433.9,0.88,NA,NA,0.08,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
lasthenia_californica,lasthenia_californica,LASCAL,Dicot,"Annual, Perennial",Forb/herb,asteraceae,s,9.1,257,0.85,16.3,NA,0.08,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
lathyrus_polyphyllus,lathyrus_polyphyllus,LATPOL,Dicot,Perennial,"Vine, Forb/herb",fabaceae,n,48.8,351.5,0.79,7.7,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
lathyrus_vestitus,lathyrus_vestitus,LATVES,Dicot,Perennial,"Vine, Forb/herb",fabaceae,n,96.6,248.2,0.79,8.2,NA,22.71,Unassisted,0,1,0,0,0,0,0,0,0,0
lathyrus_vestitus,lathyrus_vestitus,LATVES,Dicot,Perennial,"Vine, Forb/herb",fabaceae,s,35,213,0.74,13.6,NA,22.71,Unassisted,0,1,0,0,0,0,0,0,0,0
layia_chrysanthemoides,layia_chrysanthemoides,LAYCHR,Dicot,Annual,Forb/herb,asteraceae,n,17,300.9,0.85,24.4,NA,0.74,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
layia_platyglossa,layia_platyglossa,LAYPLA,Dicot,Annual,Forb/herb,asteraceae,n,14.4,316.4,0.85,19.2,NA,0.75,Wind,1,0,0,0,0,0,0,0,0,0
layia_platyglossa,layia_platyglossa,LAYPLA,Dicot,Annual,Forb/herb,asteraceae,s,37.7,327,0.87,20.1,NA,0.75,Wind,1,0,0,0,0,0,0,0,0,0
lepidium_nitidum,lepidium_nitidum,LEPNIT,Dicot,Annual,Forb/herb,brassicaceae,n,5.1,311.2,0.81,16.5,NA,0.62,Unassisted,0,1,0,0,0,0,0,0,0,0
lepidium_nitidum,lepidium_nitidum,LEPNIT,Dicot,Annual,Forb/herb,brassicaceae,s,10.8,159.4,0.79,19.5,NA,0.62,Unassisted,0,1,0,0,0,0,0,0,0,0
lessingia_filaginifolia_var_californica,lessingia_filaginifolia,LESFIL,Dicot,,Forb/herb,asteraceae,n,3.7,171.8,0.68,22.7,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lessingia_ramulosa,lessingia_ramulosa,LESRAM,Dicot,Annual,Forb/herb,asteraceae,s,19.6,227.7,0.76,17.4,NA,0.7,TumblingWind,1,0,0,0,0,0,1,0,0,0
lewisia_oppositifolia,lewisia_oppositifolia,LEWOPP,Dicot,Perennial,Forb/herb,portulacaceae,s,12.3,104,0.91,26.2,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
ligusticum_apiifolium,ligusticum_apiifolium,LIGAPI,Dicot,Perennial,Forb/herb,apiaceae,s,38.2,109.4,0.74,19.8,NA,5.08,Wind,1,0,0,0,0,0,0,0,0,0
ligusticum_grayii,ligusticum_grayii,LIGGRA,Dicot,,Forb/herb,apiaceae,n,27.9,177,0.79,12,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
lilium_bolanderi,lilium_bolanderi,LILBOL,Monocot,Perennial,Forb/herb,liliaceae,s,41.5,214.9,0.87,18.7,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
lilium_columbianum,lilium_columbianum,LILCOL,Monocot,Perennial,Forb/herb,liliaceae,n,66.5,369.7,0.89,14.1,NA,2.54,Wind,1,0,0,0,0,0,0,0,0,0
linanthus_bicolor,linanthus_bicolor,LINBIC,Dicot,Annual,Forb/herb,polemoniaceae,n,7.6,283.6,0.81,19.7,NA,0.96,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_bicolor,linanthus_bicolor,LINBIC,Dicot,Annual,Forb/herb,polemoniaceae,s,3.8,268.2,0.74,NA,NA,0.96,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_ciliatus,linanthus_ciliatus,LINCIL,Dicot,Annual,Forb/herb,polemoniaceae,n,14.4,132.8,0.8,17.3,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_dichotomus,linanthus_dichotomus,LINDIC,Dicot,Annual,Forb/herb,polemoniaceae,s,8.3,183.2,0.82,20.5,NA,0.16,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_parviflorus,linanthus_parviflorus,LINPAR,Dicot,Annual,Forb/herb,polemoniaceae,s,5.6,252.2,0.81,19.6,NA,0.26,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
linnaea_borealis_var_longiflora,linnaea_borealis,LINBOR,Dicot,Perennial,"Forb/herb, Subshrub",caprifoliaceae,n,7.6,188.4,0.67,41.4,NA,NA,Adhesive,0,0,1,0,0,0,0,0,0,0
listera_cordata,listera_cordata,LISCOR,Monocot,Perennial,Forb/herb,orchidaceae,n,13.1,518.8,0.91,15.1,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
lithocarpus_densiflora,lithocarpus_densiflora,LITDEN,Dicot,Perennial,Shrub_Tree,fagaceae,n,7.1,63.3,0.5,47.9,1.43,NA,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
lithocarpus_densiflora_var_echinoides,lithocarpus_densiflora,LITDEN,Dicot,Perennial,Shrub_Tree,fagaceae,s,0.9,45.7,0.43,49.8,0.65,NA,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
lithophragma_heterophyllum,lithophragma_heterophyllum,LITHET,Dicot,Perennial,Forb/herb,saxifragaceae,n,35.8,412.8,0.87,16.5,NA,0.02,UnassistedWind,1,1,0,0,0,0,0,0,0,0
lithospermum_californicum,lithospermum_californicum,LITCAL,Dicot,Perennial,Forb/herb,boraginaceae,s,14.6,120.1,0.79,17.7,NA,13.68,Unassisted,0,1,0,0,0,0,0,0,0,0
lolium_multiflorum,lolium_multiflorum,LOLMUL,Monocot,Annual,Graminoid,poaceae,n,53.5,252.3,0.72,21.2,NA,2.9,AdhesiveBirdUnassisted,0,1,1,0,0,0,0,1,0,0
lolium_multiflorum,lolium_multiflorum,LOLMUL,Monocot,Annual,Graminoid,poaceae,s,49.7,220.5,0.7,NA,NA,2.9,AdhesiveBirdUnassisted,0,1,1,0,0,0,0,1,0,0
lolium_perenne,lolium_perenne,LOLPER,Monocot,"Perennial, Annual",Graminoid,poaceae,s,23.4,279.3,0.76,25.9,NA,2,AdhesiveBirdUnassisted,0,1,1,0,0,0,0,1,0,0
lomatium_dasycarpum,lomatium_dasycarpum,LOMDAS,Dicot,Perennial,Forb/herb,apiaceae,n,25.3,72.2,0.74,16.9,NA,5,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_dasycarpum,lomatium_dasycarpum,LOMDAS,Dicot,Perennial,Forb/herb,apiaceae,s,29.4,127.7,0.83,14.9,NA,5,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_howellii,lomatium_howellii,LOMHOW,Dicot,Perennial,Forb/herb,apiaceae,s,8.6,122.5,0.82,18.3,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_macrocarpum,lomatium_macrocarpum,LOMMAC,Dicot,Perennial,Forb/herb,apiaceae,s,34.6,130.5,0.78,16.4,NA,9.2,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_marginatum,lomatium_marginatum,LOMMAR,Dicot,Perennial,Forb/herb,apiaceae,n,12.2,163.4,0.72,25.2,NA,10.17,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_marginatum,lomatium_marginatum,LOMMAR,Dicot,Perennial,Forb/herb,apiaceae,s,21,84.8,0.77,13,NA,10.17,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_triternatum,lomatium_triternatum,LOMTRI,Dicot,Perennial,Forb/herb,apiaceae,s,26.7,120.9,0.7,18.8,NA,8.64,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_utriculatum,lomatium_utriculatum,LOMUTR,Dicot,Perennial,Forb/herb,apiaceae,n,19.9,145.9,0.79,15.3,NA,4.15,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_utriculatum,lomatium_utriculatum,LOMUTR,Dicot,Perennial,Forb/herb,apiaceae,s,11.9,84.9,0.8,15.7,NA,4.15,Wind,1,0,0,0,0,0,0,0,0,0
lonicera_conjugialis,lonicera_conjugialis,LONCON,Dicot,Perennial,Shrub,caprifoliaceae,n,107.5,376.8,0.81,16.1,0.33,4.91,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_hispidula,lonicera_hispidula,LONHIS,Dicot,Perennial,Vine,caprifoliaceae,n,0.5,146.1,0.64,NA,0.7,6.88,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_hispidula,lonicera_hispidula,LONHIS,Dicot,Perennial,Vine,caprifoliaceae,s,150.8,158.7,0.65,25.4,0.49,6.88,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_interrupta,lonicera_interrupta,LONINT,Dicot,Perennial,"Vine, Shrub",caprifoliaceae,n,56.9,131.8,0.66,32.7,0.57,NA,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_interrupta,lonicera_interrupta,LONINT,Dicot,Perennial,"Vine, Shrub",caprifoliaceae,s,157.5,108.9,0.63,29,NA,NA,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_subspicata,lonicera_subspicata,LONSUB,Dicot,Perennial,"Vine, Shrub",caprifoliaceae,s,125.5,80,0.55,41.5,0.62,3.28,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lotus_grandiflorus,lotus_grandiflorus,LOTGRA,Dicot,Perennial,"Subshrub, Forb/herb",fabaceae,n,14.4,139.2,0.76,12.4,NA,NA,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_humistratus,lotus_humistratus,LOTHUM,Dicot,Annual,Forb/herb,fabaceae,n,5.6,162.7,0.78,18.9,NA,NA,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_humistratus,lotus_humistratus,LOTHUM,Dicot,Annual,Forb/herb,fabaceae,s,7.5,138.1,0.82,15.8,NA,NA,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_micranthus,lotus_micranthus,LOTMIC,Dicot,Annual,Forb/herb,fabaceae,n,13.6,267.1,0.78,8.8,NA,2.29,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_micranthus,lotus_micranthus,LOTMIC,Dicot,Annual,Forb/herb,fabaceae,s,15.9,292.1,0.82,13.3,NA,2.29,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_purshianus,lotus_purshianus,LOTPUR,Dicot,Annual,Forb/herb,fabaceae,s,16.8,333.1,0.82,15.4,NA,2.63,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_scoparius,lotus_scoparius,LOTSCO,Dicot,Perennial,Subshrub,fabaceae,s,56,57.9,0.75,17.4,NA,0.73,Unassisted,0,1,0,0,0,0,0,0,0,0
lotus_wrangelianus,lotus_wrangelianus,LOTWRA,Dicot,Annual,Forb/herb,fabaceae,n,9.7,238.3,0.86,11.2,NA,1.08,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_wrangelianus,lotus_wrangelianus,LOTWRA,Dicot,Annual,Forb/herb,fabaceae,s,5.9,195.7,0.83,12.5,NA,1.08,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lupinus_albicaulis,lupinus_albicaulis,LUPALB,Dicot,Annual,Forb/herb,fabaceae,n,35.1,252.7,0.85,8.2,NA,NA,Ballistic,0,0,0,0,0,0,0,0,0,1
lupinus_albifrons,lupinus_albifrons,LUPALB2,Dicot,Perennial,"Subshrub, Shrub",fabaceae,n,58,84.4,0.73,20.2,0.52,27.52,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_albifrons,lupinus_albifrons,LUPALB2,Dicot,Perennial,"Subshrub, Shrub",fabaceae,s,74.5,111.7,0.78,11.8,0.23,27.52,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_bicolor,lupinus_bicolor,LUPBIC,Dicot,Annual,Forb/herb,fabaceae,n,35.8,166.3,0.82,11.5,NA,8.53,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_bicolor,lupinus_bicolor,LUPBIC,Dicot,Annual,Forb/herb,fabaceae,s,15.9,149.3,0.82,10.5,NA,8.53,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_microcarpus,lupinus_microcarpus,LUPMIC,Dicot,Annual,Forb/herb,fabaceae,n,29.2,237.4,0.87,9.5,NA,18.48,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_microcarpus,lupinus_microcarpus,LUPMIC,Dicot,Annual,Forb/herb,fabaceae,s,14.2,NA,NA,10.4,NA,18.48,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_nanus,lupinus_nanus,LUPNAN,Dicot,Annual,Forb/herb,fabaceae,n,38.8,180.3,0.88,10,NA,9.22,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_succulentus,lupinus_succulentus,LUPSUC,Dicot,Annual,Forb/herb,fabaceae,n,46.3,140.8,0.86,9.4,NA,24.8,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_succulentus,lupinus_succulentus,LUPSUC,Dicot,Annual,Forb/herb,fabaceae,s,16.9,145.1,0.86,10.3,NA,24.8,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
luzula_comosa,luzula_comosa,LUZCOM,Monocot,Perennial,Graminoid,juncaceae,n,28.4,348.7,0.78,15.8,NA,0.72,WindAnt,1,0,0,0,1,0,0,0,0,0
luzula_comosa,luzula_comosa,LUZCOM,Monocot,Perennial,Graminoid,juncaceae,s,24.5,263,0.8,44.9,NA,0.72,WindAnt,1,0,0,0,1,0,0,0,0,0
luzula_parviflora,luzula_parviflora,LUZPAR,Monocot,Perennial,Graminoid,juncaceae,n,20.5,465,0.86,12.8,NA,0.25,WindAnt,1,0,0,0,1,0,0,0,0,0
madia_elegans,madia_elegans,MADELE,Dicot,Annual,Forb/herb,asteraceae,n,30.6,209.8,0.84,28.7,NA,1.2,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_elegans,madia_elegans,MADELE,Dicot,Annual,Forb/herb,asteraceae,s,35.2,186.5,0.79,20.1,NA,1.2,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_exigua,madia_exigua,MADEXI,Dicot,Annual,Forb/herb,asteraceae,n,11.3,222.4,0.77,28.6,NA,0.59,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_exigua,madia_exigua,MADEXI,Dicot,Annual,Forb/herb,asteraceae,s,15.9,250.8,0.83,30.8,NA,0.59,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_gracilis,madia_gracilis,MADGRA,Dicot,Annual,Forb/herb,asteraceae,n,30.7,242.5,0.84,20.3,NA,1.9,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_gracilis,madia_gracilis,MADGRA,Dicot,Annual,Forb/herb,asteraceae,s,37.1,171.8,0.81,27.7,NA,1.9,BirdMammal,0,0,0,0,0,0,0,1,1,0
malacothrix_clevelandii,malacothrix_clevelandii,MALCLE,Dicot,Annual,Forb/herb,asteraceae,s,20,177.9,0.86,17.8,NA,0.05,Unassisted,0,1,0,0,0,0,0,0,0,0
malacothrix_floccifera,malacothrix_floccifera,MALFLO,Dicot,Annual,Forb/herb,asteraceae,s,20,208.7,0.89,23.1,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
medicago_polymorpha,medicago_polymorpha,MEDPOL,Dicot,"Annual, Perennial",Forb/herb,fabaceae,n,19.5,271.1,0.78,10,NA,2.82,Adhesive,0,0,1,0,0,0,0,0,0,0
medicago_polymorpha,medicago_polymorpha,MEDPOL,Dicot,"Annual, Perennial",Forb/herb,fabaceae,s,15.9,198.9,0.75,10.3,NA,2.82,Adhesive,0,0,1,0,0,0,0,0,0,0
melica_californica,melica_californica,MELCAL,Monocot,Perennial,Graminoid,poaceae,n,43.2,131.9,0.56,26.8,NA,1.42,UnassistedWindAnt,1,1,0,0,1,0,0,0,0,0
melica_californica,melica_californica,MELCAL,Monocot,Perennial,Graminoid,poaceae,s,63.7,111.5,0.49,19.3,NA,1.42,UnassistedWindAnt,1,1,0,0,1,0,0,0,0,0
melica_geyeri,melica_geyeri,MELGEY,Monocot,Perennial,Graminoid,poaceae,n,78.2,123.7,0.68,25.2,NA,0.93,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melica_geyeri,melica_geyeri,MELGEY,Monocot,Perennial,Graminoid,poaceae,s,63.7,95.3,0.69,21.8,NA,0.93,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melica_subulata,melica_subulata,MELSUB,Monocot,Perennial,Graminoid,poaceae,n,34.2,384.9,0.74,19,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
melica_torreyana,melica_torreyana,MELTOR,Monocot,Perennial,Graminoid,poaceae,n,52,397.4,0.65,18.4,NA,NA,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melica_torreyana,melica_torreyana,MELTOR,Monocot,Perennial,Graminoid,poaceae,s,50,283,0.58,29,NA,NA,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melilotus_indica,melilotus_indica,MELIND,Dicot,Annual,Forb/herb,fabaceae,n,74.6,169.5,0.78,13.5,NA,2.8,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melilotus_indica,melilotus_indica,MELIND,Dicot,Annual,Forb/herb,fabaceae,s,24.5,238.6,0.78,11,NA,2.8,UnassistedWind,1,1,0,0,0,0,0,0,0,0
mentzelia_dispersa,mentzelia_dispersa,MENDIS,Dicot,Annual,Forb/herb,loasaceae,n,9.1,230.5,0.8,27.4,NA,0.2,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
mertensia_bella,mertensia_bella,MERBEL,Dicot,Perennial,Forb/herb,boraginaceae,n,9,837.5,0.92,7.7,NA,NA,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
micropus_californicus,micropus_californicus,MICCAL,Dicot,Annual,Forb/herb,asteraceae,n,18.9,417.9,0.77,16.7,NA,0.52,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micropus_californicus,micropus_californicus,MICCAL,Dicot,Annual,Forb/herb,asteraceae,s,13.7,282.2,0.75,15.1,NA,0.52,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microseris_douglasii,microseris_douglasii,MICDOU,Dicot,Annual,Forb/herb,asteraceae,n,8.6,663.7,0.85,19.3,NA,1.94,Wind,1,0,0,0,0,0,0,0,0,0
microseris_douglasii,microseris_douglasii,MICDOU,Dicot,Annual,Forb/herb,asteraceae,s,6,278.2,0.84,16.7,NA,1.94,Wind,1,0,0,0,0,0,0,0,0,0
microseris_laciniata,microseris_laciniata,MICLAC,Dicot,Perennial,Forb/herb,asteraceae,s,10.9,105.6,0.84,15.1,NA,1.43,Wind,1,0,0,0,0,0,0,0,0,0
mimulus_aurantiacus,mimulus_aurantiacus,MIMAUR,Dicot,Perennial,Shrub,scrophulariaceae,n,107.6,125,0.66,34.1,0.24,0.06,Unassisted,0,1,0,0,0,0,0,0,0,0
