Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
mimulus_aurantiacus,mimulus_aurantiacus,MIMAUR,Dicot,Perennial,Shrub,scrophulariaceae,s,44.9,107.3,0.68,34.8,NA,0.06,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_douglasii,mimulus_douglasii,MIMDOU,Dicot,Annual,Forb/herb,scrophulariaceae,s,1.2,207.5,0.82,26.6,NA,0.1,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_guttatus,mimulus_guttatus,MIMGUT,Dicot,"Annual, Perennial",Forb/herb,scrophulariaceae,n,13.6,572.6,0.9,12.7,NA,0.02,UnassistedWindWater,1,1,0,0,0,1,0,0,0,0
mimulus_guttatus,mimulus_guttatus,MIMGUT,Dicot,"Annual, Perennial",Forb/herb,scrophulariaceae,s,9.6,314.5,0.89,11,NA,0.02,UnassistedWindWater,1,1,0,0,0,1,0,0,0,0
mimulus_layneae,mimulus_layneae,MIMLAY,Dicot,Annual,Forb/herb,scrophulariaceae,s,4,1832.6,0.85,19.5,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_nudatus,mimulus_nudatus,MIMNUD,Dicot,Annual,Forb/herb,scrophulariaceae,s,10.4,279.8,0.87,19.1,NA,0.01,Unassisted,0,1,0,0,0,0,0,0,0,0
minuartia_californica,minuartia_californica,MINCAL,Dicot,Annual,Forb/herb,caryophyllaceae,s,3.6,297.5,0.64,20,NA,NA,UnassistedAnt,0,1,0,0,1,0,0,0,0,0
minuartia_douglasii,minuartia_douglasii,MINDOU,Dicot,Annual,Forb/herb,caryophyllaceae,s,11.3,123.7,0.81,30.6,NA,NA,UnassistedAnt,0,1,0,0,1,0,0,0,0,0
mitella_breweri,mitella_breweri,MITBRE,Dicot,Perennial,Forb/herb,saxifragaceae,n,9.7,243.7,0.83,11.9,NA,0.14,WindBallistic,1,0,0,0,0,0,0,0,0,1
mitella_diversifolia,mitella_diversifolia,MITDIV,Dicot,Perennial,Forb/herb,saxifragaceae,n,6.4,331,0.84,13.1,NA,NA,WindBallistic,1,0,0,0,0,0,0,0,0,1
mitella_spp,mitella_spp,MITSPP,Dicot,,,saxifragaceae,n,15.9,288.3,0.83,19,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moehringia_macrophylla,moehringia_macrophylla,MOEMAC,Dicot,Perennial,Forb/herb,caryophyllaceae,n,7.3,338,0.86,13.1,NA,NA,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
monardella_odoratissima,monardella_odoratissima,MONODO,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,n,20.4,216.4,0.81,18.1,NA,0.52,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monardella_odoratissima,monardella_odoratissima,MONODO,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,s,6.6,124.2,0.76,27.8,NA,0.52,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monardella_sheltonii,monardella_sheltonii,MONSHE,Dicot,Perennial,"Forb/herb, Subshrub",lamiaceae,n,30.2,68.9,0.47,80.3,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monardella_villosa,monardella_villosa,MONVIL,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,s,31.8,72.3,0.62,45.3,NA,0.48,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monardella_viridis,monardella_viridis,MONVIR,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,s,20.9,50.3,0.71,37.4,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
montia_parviflora,montia_parviflora,MONPAR,Dicot,,Forb/herb,portulacaceae,n,3.5,118.8,0.9,NA,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nassella_lepida,nassella_lepida,NASLEP,Monocot,Perennial,Graminoid,poaceae,n,48,154.3,0.57,37.7,NA,1.17,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
nassella_lepida,nassella_lepida,NASLEP,Monocot,Perennial,Graminoid,poaceae,s,89.6,97.4,0.48,44.5,NA,1.17,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
nassella_pulchra,nassella_pulchra,NASPUL,Monocot,Perennial,Graminoid,poaceae,n,50,157.6,0.65,41.5,NA,4.83,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
nassella_pulchra,nassella_pulchra,NASPUL,Monocot,Perennial,Graminoid,poaceae,s,46,78.4,0.52,37.2,NA,4.83,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
navarretia_jepsonii,navarretia_jepsonii,NAVJEP,Dicot,Annual,Forb/herb,polemoniaceae,s,9.1,186,0.81,32.8,NA,NA,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
navarretia_mellita,navarretia_mellita,NAVMEL,Dicot,Annual,Forb/herb,polemoniaceae,n,6.4,152.7,0.65,41.7,NA,0.11,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
navarretia_pubescens,navarretia_pubescens,NAVPUB,Dicot,Annual,Forb/herb,polemoniaceae,s,11.3,170.6,0.8,26.9,NA,NA,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
navarretia_tagetina,navarretia_tagetina,NAVTAG,Dicot,Annual,Forb/herb,polemoniaceae,n,10.6,175.5,0.73,31.7,NA,NA,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
nemophila_heterophylla,nemophila_heterophylla,NEMHET,Dicot,Annual,Forb/herb,boraginaceae,n,31.1,414.8,0.85,14.8,NA,NA,Ant,0,0,0,0,1,0,0,0,0,0
nemophila_menziesii,nemophila_menziesii,NEMMEN,Dicot,Annual,Forb/herb,boraginaceae,n,10.5,258,0.84,22.7,NA,1.69,Ant,0,0,0,0,1,0,0,0,0,0
nemophila_menziesii,nemophila_menziesii,NEMMEN,Dicot,Annual,Forb/herb,boraginaceae,s,16.6,346.7,0.87,27.7,NA,1.69,Ant,0,0,0,0,1,0,0,0,0,0
nemophila_parviflora,nemophila_parviflora,NEMPAR,Dicot,Annual,Forb/herb,boraginaceae,n,10,384.1,0.88,12.2,NA,4.54,Ant,0,0,0,0,1,0,0,0,0,0
nemophilla_pedunculata,nemophilla_pedunculata,NEMPED,Dicot,,Forb/herb,hydrophyllaceae,n,6.4,267.2,0.87,15.8,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nemophilla_pedunculata,nemophilla_pedunculata,NEMPED,,,Forb/herb,,s,5.9,251.7,0.88,13.7,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nothochelone_nemorosa,nothochelone_nemorosa,NOTNEM,Dicot,Perennial,Subshrub,scrophulariaceae,n,37.4,NA,NA,13.7,NA,0.59,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oemleria_cerasiformis,oemleria_cerasiformis,OEMCER,Dicot,Perennial,"Tree, Shrub",rosaceae,s,97.5,109.7,0.67,21,0.65,197.59,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oemleria_cerasiformis,oemleria_cerasiformis,OEMCER,Dicot,Perennial,"Tree, Shrub",rosaceae,n,147.2,218.9,0.73,21.2,0.61,197.59,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
olea_europea,olea_europea,OLEEUR,,Perennial,tree,#N/A,n,6.9,38.3,0.46,40.7,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orthilia_secunda,orthilia_secunda,ORTSEC,Dicot,Perennial,Subshrub,ericaceae,n,7.4,143.7,0.67,26.5,NA,0,Unassisted,0,1,0,0,0,0,0,0,0,0
osmorhiza_berteroi,osmorhiza_berteroi,OSMBER,Dicot,Perennial,Forb/herb,apiaceae,n,21.9,398.7,0.83,13.1,NA,5.88,Adhesive,0,0,1,0,0,0,0,0,0,0
osmorhiza_occidentalis,osmorhiza_occidentalis,OSMOCC,Dicot,Perennial,Forb/herb,apiaceae,n,53.7,483.2,0.85,11.9,NA,13.1,Adhesive,0,0,1,0,0,0,0,0,0,0
packera_cana,packera_cana,PACCAN,Dicot,Perennial,"Forb/herb, Subshrub",asteraceae,s,7.4,66.7,0.73,52.5,NA,0.33,Wind,1,0,0,0,0,0,0,0,0,0
paxistima_myrsinites,paxistima_myrsinites,PAXMYR,Dicot,Perennial,Shrub,celastraceae,n,43.2,109.4,0.58,37.1,0.8,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pectocarya_pusilla,pectocarya_pusilla,PECPUS,Dicot,Annual,Forb/herb,boraginaceae,n,12.3,280.9,0.76,39.3,NA,NA,Adhesive,0,0,1,0,0,0,0,0,0,0
pedicularis_densiflora,pedicularis_densiflora,PEDDEN,Dicot,Perennial,Forb/herb,scrophulariaceae,n,25.7,174.3,0.78,18.5,NA,3.38,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
pedicularis_densiflora,pedicularis_densiflora,PEDDEN,Dicot,Perennial,Forb/herb,scrophulariaceae,s,14.6,80.1,0.72,23.4,NA,3.38,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
pedicularis_racemosa,pedicularis_racemosa,PEDRAC,Dicot,Perennial,"Subshrub, Forb/herb",scrophulariaceae,n,9.2,370.2,0.85,10.7,NA,1.21,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
pellaea_andromedifolia,pellaea_andromedifolia,PELAND,Fern,Perennial,Forb/herb,pteridaceae,n,20.9,233,0.77,22.6,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
penstemon_heterophyllus,penstemon_heterophyllus,PENHET,Dicot,Perennial,"Subshrub, Forb/herb",scrophulariaceae,s,30.3,101.1,0.73,42.2,NA,0.5,Unassisted,0,1,0,0,0,0,0,0,0,0
penstemon_roezlii,penstemon_roezlii,PENROE,Dicot,Perennial,"Forb/herb, Subshrub",scrophulariaceae,s,26.2,99.2,0.68,32.2,NA,1.02,Unassisted,0,1,0,0,0,0,0,0,0,0
pentagramma_triangularis,pentagramma_triangularis,PENTRI,Fern,Perennial,Forb/herb,pteridaceae,n,23.6,137.9,0.73,21.8,NA,NA,WindWater,1,0,0,0,0,1,0,0,0,0
pentagramma_triangularis,pentagramma_triangularis,PENTRI,Fern,Perennial,Forb/herb,pteridaceae,s,9.6,79.2,0.68,35.3,NA,NA,WindWater,1,0,0,0,0,1,0,0,0,0
perideridia_kelloggii,perideridia_kelloggii,PERKEL,Dicot,Perennial,Forb/herb,apiaceae,n,112.8,132.5,0.83,14.4,NA,5.7,Wind,1,0,0,0,0,0,0,0,0,0
perideridia_kelloggii,perideridia_kelloggii,PERKEL,Dicot,Perennial,Forb/herb,apiaceae,s,76.7,163.1,0.78,16.5,NA,5.7,Wind,1,0,0,0,0,0,0,0,0,0
perideridia_oregana,perideridia_oregana,PERORE,Dicot,Perennial,Forb/herb,apiaceae,s,61.4,49.3,0.67,44,NA,1.85,Wind,1,0,0,0,0,0,0,0,0,0
petasites_frigidus_var_palmatus,petasites_frigidus,PETFRI,Dicot,Perennial,Forb/herb,asteraceae,n,28.8,282.5,0.91,13.1,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
petrorhagia_dubia,petrorhagia_dubia,PETDUB,Dicot,Annual,Forb/herb,caryophyllaceae,n,21.3,163.2,0.72,55.3,NA,NA,Adhesive,0,0,1,0,0,0,0,0,0,0
petrorhagia_prolifera,petrorhagia_prolifera,PETPRO,Dicot,Annual,Forb/herb,caryophyllaceae,n,57.9,123.4,0.73,57.4,NA,0.33,Adhesive,0,0,1,0,0,0,0,0,0,0
petrorhagia_prolifera,petrorhagia_prolifera,PETPRO,Dicot,Annual,Forb/herb,caryophyllaceae,s,21.6,165.6,0.73,34.5,NA,0.33,Adhesive,0,0,1,0,0,0,0,0,0,0
phacelia_corymbosa,phacelia_corymbosa,PHACOR,Dicot,Perennial,Forb/herb,boraginaceae,s,41.4,135.3,0.77,14.2,NA,1.7,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_distans,phacelia_distans,PHADIS,Dicot,"Annual, Perennial",Forb/herb,boraginaceae,n,40.1,232.5,0.84,14.8,NA,0.73,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_distans,phacelia_distans,PHADIS,Dicot,"Annual, Perennial",Forb/herb,boraginaceae,s,42.4,165.6,0.78,14.9,NA,0.73,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_hastata_ssp_hastata,phacelia_hastata,PHAHAS,Dicot,Perennial,Forb/herb,boraginaceae,n,59.4,150.2,0.75,19.4,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_hastata_ssp_hastata,phacelia_hastata,PHAHAS,Dicot,Perennial,Forb/herb,boraginaceae,s,6.7,111,0.79,22.9,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_heterophylla,phacelia_heterophylla,PHAHET,Dicot,"Biennial, Perennial",Forb/herb,boraginaceae,n,21.3,378.1,0.86,12,NA,1,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_imbricata,phacelia_imbricata,PHAIMB,Dicot,"Annual, Perennial","Subshrub, Forb/herb",boraginaceae,n,41.9,114.3,0.69,23.9,NA,0.48,Unassisted,0,1,0,0,0,0,0,0,0,0
philadelphus_lewisii,philadelphus_lewisii,PHILEW,Dicot,Perennial,Shrub,hydrangeaceae,n,1.7,533.4,0.84,13.6,0.97,0.1,Wind,1,0,0,0,0,0,0,0,0,0
phlox_adsurgens,phlox_adsurgens,PHLADS,Dicot,Perennial,"Subshrub, Shrub, Forb/herb",polemoniaceae,n,6.5,228.4,0.78,33.2,NA,NA,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_diffusa,phlox_diffusa,PHLDIF,Dicot,Perennial,"Subshrub, Forb/herb",polemoniaceae,s,2.5,139.7,0.72,33.7,NA,5.01,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_gracilis,phlox_gracilis,PHLGRA,Dicot,Annual,Forb/herb,polemoniaceae,n,8.3,235.6,0.84,19.5,NA,1.19,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_gracilis,phlox_gracilis,PHLGRA,Dicot,Annual,Forb/herb,polemoniaceae,s,6.2,204.2,0.88,NA,NA,1.19,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_speciosa,phlox_speciosa,PHLSPE,Dicot,Perennial,"Subshrub, Shrub, Forb/herb",polemoniaceae,s,10.8,218.2,0.83,14.7,NA,6.59,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phoradendron_densum,phoradendron_densum,PHODEN,Dicot,Perennial,"Shrub, Subshrub",santalaceae,s,15.3,22.9,0.61,58.8,NA,0.89,BirdAdhesive,0,0,1,0,0,0,0,1,0,0
phoradendron_libocedri,phoradendron_libocedri,PHOLIB,Dicot,Perennial,"Shrub, Subshrub",santalaceae,s,790,41.2,0.24,36.1,NA,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
picea_breweriana,picea_breweriana,PICBRE,Gymnosperm,Perennial,Tree,pinaceae,n,1600,30.3,0.5,62,0.73,8.5,UnassistedWind,1,1,0,0,0,0,0,0,0,0
pickeringia_montana,pickeringia_montana,PICMON,Dicot,Perennial,Shrub,fabaceae,s,70.5,108.7,0.71,18.2,0.73,8.48,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pickeringia_montana,pickeringia_montana,PICMON,Dicot,Perennial,Shrub,fabaceae,n,111.9,99.8,0.66,15.3,0.69,8.48,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
picris_echioides,picris_echioides,PICECH,Dicot,Annual,Forb/herb,asteraceae,n,62.8,227.9,0.89,18.6,NA,0.84,Wind,1,0,0,0,0,0,0,0,0,0
pinus_albicaulis,pinus_albicaulis,PINALB,Gymnosperm,Perennial,Tree,pinaceae,s,870,32.6,0.52,51.3,0.65,149,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinus_attenuata,pinus_attenuata,PINATT,Gymnosperm,Perennial,Tree,pinaceae,s,1769,82.1,0.53,39.7,0.55,16,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pinus_balfouriana,pinus_balfouriana,PINBAL,Gymnosperm,Perennial,Tree,pinaceae,s,1154.5,30.8,0.49,33.3,0.59,27,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinus_coulteri,pinus_coulteri,PINCOU,Gymnosperm,Perennial,Tree,pinaceae,s,740,26.8,0.49,53.5,0.5,286,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinus_coulteri,pinus_coulteri,PINCOU,Gymnosperm,Perennial,Tree,pinaceae,n,1200,26.1,0.53,37.4,NA,286,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinus_jeffreyi,pinus_jeffreyi,PINJEF,Gymnosperm,Perennial,Tree,pinaceae,s,889,31.8,0.52,47.8,0.58,126,WindBirdMammal,1,0,0,0,0,0,0,1,1,0
pinus_lambertiana,pinus_lambertiana,PINLAM,Gymnosperm,Perennial,Tree,pinaceae,n,3450,47.6,0.53,53.5,0.53,210,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pinus_monticola,pinus_monticola,PINMON,Gymnosperm,Perennial,Tree,pinaceae,s,690.5,49.5,0.5,50.4,0.57,21,Wind,1,0,0,0,0,0,0,0,0,0
pinus_ponderosa,pinus_ponderosa,PINPON,Gymnosperm,Perennial,Tree,pinaceae,n,1980,38.5,0.53,36.8,0.52,34.5,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pinus_radiata,pinus_radiata,PINRAD,Gymnosperm,Perennial,Tree,pinaceae,s,1040,52.6,0.67,39.6,0.58,32,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinus_radiata,pinus_radiata,PINRAD,Gymnosperm,Perennial,Tree,pinaceae,n,1410,52.7,0.64,37.8,0.52,32,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinus_sabiniana,pinus_sabiniana,PINSAB,Gymnosperm,Perennial,Tree,pinaceae,s,13.7,37.3,0.51,42.7,0.59,714,WindBirdMammalWater,1,0,0,0,0,1,0,1,1,0
pinus_sabiniana,pinus_sabiniana,PINSAB,Gymnosperm,Perennial,Tree,pinaceae,n,11.8,30.2,0.53,28,0.55,714,WindBirdMammalWater,1,0,0,0,0,1,0,1,1,0
piperia_unalascensis,piperia_unalascensis,PIPUNA,Monocot,Perennial,Forb/herb,orchidaceae,n,3.7,367.1,0.94,13.5,NA,NA,Wind,1,0,0,0,0,0,0,0,0,0
plagiobothrys_nothofulvus,plagiobothrys_nothofulvus,PLANOT,Dicot,Annual,Forb/herb,boraginaceae,n,24.6,377.3,0.84,19.9,NA,1.29,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
plagiobothrys_nothofulvus,plagiobothrys_nothofulvus,PLANOT,Dicot,Annual,Forb/herb,boraginaceae,s,20.1,312.8,0.86,20.5,NA,1.29,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
plantago_erecta,plantago_erecta,PLAERE,Dicot,Annual,Forb/herb,plantaginaceae,n,6.6,137.2,0.73,35.2,NA,1.39,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
plantago_erecta,plantago_erecta,PLAERE,Dicot,Annual,Forb/herb,plantaginaceae,s,8,148.1,0.77,28.9,NA,1.39,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
plantago_lanceolata,plantago_lanceolata,PLALAN,Dicot,"Annual, Biennial, Perennial",Forb/herb,plantaginaceae,n,50.6,164.7,0.84,21.4,NA,1.3,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
platystemon_californicus,platystemon_californicus,PLACAL,Dicot,Annual,Forb/herb,papaveraceae,s,21.8,374.4,0.87,15.6,NA,0.51,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
plectritis_ciliosa,plectritis_ciliosa,PLECIL,Dicot,Annual,Forb/herb,valerianaceae,n,18.1,347.8,0.84,20.7,NA,0.39,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plectritis_ciliosa,plectritis_ciliosa,PLECIL,Dicot,Annual,Forb/herb,valerianaceae,s,9.9,349.7,0.87,NA,NA,0.39,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poa_annua,poa_annua,POAANN,Monocot,Annual,Graminoid,poaceae,n,10.6,374.7,0.72,12.7,NA,0.3,Unassisted,0,1,0,0,0,0,0,0,0,0
poa_bulbosa,poa_bulbosa,POABUL,Monocot,Perennial,Graminoid,poaceae,n,40,228.4,0.69,33.5,NA,0.9,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
poa_howellii,poa_howellii,POAHOW,Monocot,Annual,Graminoid,poaceae,n,40.7,387.7,0.68,40.7,NA,NA,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
poa_secunda,poa_secunda,POASEC,Monocot,Perennial,Graminoid,poaceae,n,56.1,360.7,0.68,41.5,NA,0.37,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
poa_secunda,poa_secunda,POASEC,Monocot,Perennial,Graminoid,poaceae,s,36.3,173.1,0.66,29,NA,0.37,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
polygala_californica,polygala_californica,POLCALI,Dicot,Perennial,"Subshrub, Forb/herb",polygalaceae,n,8.4,347.7,0.79,NA,NA,NA,Ant,0,0,0,0,1,0,0,0,0,0
polygala_californica,polygala_californica,POLCALI,Dicot,Perennial,"Subshrub, Forb/herb",polygalaceae,s,6.4,340.3,0.79,14.8,NA,NA,Ant,0,0,0,0,1,0,0,0,0,0
polygala_cornuta,polygala_cornuta,POLCOR,Dicot,Perennial,"Subshrub, Shrub",polygalaceae,s,13.3,174,0.68,21.9,0.47,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
polygonum_phytolaccifolium,polygonum_phytolaccifolium,POLPHY,Dicot,Perennial,Forb/herb,polygonaceae,n,78,397.2,0.86,10.5,NA,NA,UnassistedWater,0,1,0,0,0,1,0,0,0,0
polypodium_californicum,polypodium_californicum,POLCAL,Fern,Perennial,Forb/herb,polypodiaceae,n,12.7,193.5,0.74,23.8,NA,NA,WindAnt,1,0,0,0,1,0,0,0,0,0
polypogon_monspeliensis,polypogon_monspeliensis,POLMON,Monocot,Annual,Graminoid,poaceae,n,12.1,220.9,0.66,48.3,NA,0.1,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
polypogon_monspeliensis,polypogon_monspeliensis,POLMON,Monocot,Annual,Graminoid,poaceae,s,27.8,163.8,0.67,53.7,NA,0.1,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
polystichum_munitum,polystichum_munitum,POLMUN,Fern,Perennial,Forb/herb,dryopteridaceae,n,31.7,52.1,0.24,31.9,NA,NA,WindWater,1,0,0,0,0,1,0,0,0,0
potentilla_fruticosa,potentilla_fruticosa,POTFRU,Dicot,Perennial,shrub,rosaceae,s,23,129.1,0.67,16.8,0.6,0.25,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
potentilla_glandulosa,potentilla_glandulosa,POTGLA,Dicot,Perennial,"Subshrub, Forb/herb",rosaceae,n,20.3,141.5,0.63,32,NA,0.08,Unassisted,0,1,0,0,0,0,0,0,0,0
prosartes_hookeri,prosartes_hookeri,PROHOO,Monocot,Perennial,Forb/herb,liliaceae,n,18.7,613.3,0.87,9.6,NA,NA,BirdMammal,0,0,0,0,0,0,0,1,1,0
prosartes_hookeri,prosartes_hookeri,PROHOO,Monocot,Perennial,Forb/herb,liliaceae,s,13.4,241.9,0.78,16,NA,NA,BirdMammal,0,0,0,0,0,0,0,1,1,0
prunus_emarginata,prunus_emarginata,PRUEMA,Dicot,Perennial,"Tree, Shrub",rosaceae,n,185,132.6,0.61,18.8,0.61,49.71,Bird,0,0,0,0,0,0,0,1,0,0
prunus_illicifolia,prunus_illicifolia,PRUILL,Dicot,Perennial,tree,rosaceae,s,295,56.2,0.54,29.5,0.61,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pseudotsuga_macrocarpa,pseudotsuga_macrocarpa,PSEMAC,Gymnosperm,Perennial,Tree,pinaceae,n,20.6,53.1,0.57,45.5,0.64,88.2,WindMammal,1,0,0,0,0,0,0,0,1,0
pseudotsuga_menziesii_var_menziesii,pseudotsuga_menziesii,PSEMEN,Gymnosperm,Perennial,Tree,pinaceae,s,1800,53,0.5,51.5,0.63,NA,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pseudotsuga_menziesii_var_menziesii,pseudotsuga_menziesii,PSEMEN,Gymnosperm,Perennial,Tree,pinaceae,n,3830,69.5,0.56,42.6,0.57,NA,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
psilocarphus_tenellus,psilocarphus_tenellus,PSITEN,Dicot,Annual,Forb/herb,asteraceae,n,0.2,222,0.42,15,NA,0.03,BirdMammal,0,0,0,0,0,0,0,1,1,0
pterdium_aquilinum,pterdium_aquilinum,PTEAQU,Fern,,Fern,dennstaedtiaceae,n,43.5,102.9,0.75,16.2,NA,NA,WindWater,1,0,0,0,0,1,0,0,0,0
pteridium_aquilinum_var_pubescens,pteridium_aquilinum,PTEAQUP,Fern,Perennial,Forb/herb,dennstaedtiaceae,n,75.8,NA,NA,16.2,NA,NA,WindWater,1,0,0,0,0,1,0,0,0,0
purshia_tridentata_var_glandulosa,purshia_tridentata,PURTRI,Dicot,Perennial,Shrub,rosaceae,n,25,85.4,0.5,25,0.62,NA,No_Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pyrola_picta,pyrola_picta,PYRPIC,Dicot,Perennial,Subshrub,ericaceae,n,7.1,142.7,0.73,26.2,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
pyrola_picta,pyrola_picta,PYRPIC,Dicot,Perennial,Subshrub,ericaceae,s,7.4,68.4,0.64,46,NA,NA,Unassisted,0,1,0,0,0,0,0,0,0,0
pyrrocoma_racemosa,pyrrocoma_racemosa,PYRRAC,Dicot,Perennial,Forb/herb,asteraceae,s,13.7,76.9,0.7,25,NA,NA,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
quercus_agrifolia,quercus_agrifolia,QUEAGR,Dicot,Perennial,Tree_Shrub,fagaceae,n,930,60.4,0.47,28.2,0.77,2270.48,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_berberidifolia,quercus_berberidifolia,QUEBER,Dicot,Perennial,Tree_Shrub,fagaceae,n,306,62.9,0.44,36.2,0.79,NA,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_berberidifolia,quercus_berberidifolia,QUEBER,Dicot,Perennial,Tree_Shrub,fagaceae,s,185.7,86.5,0.49,31.5,0.78,NA,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_chrysolepis,quercus_chrysolepis,QUECHR,Dicot,Perennial,Tree_Shrub,fagaceae,n,820,65.7,0.5,43.6,0.82,3220.26,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_douglasii,quercus_douglasii,QUEDOU,Dicot,Perennial,Tree,fagaceae,n,792.5,88.7,0.54,22.1,0.71,4540.46,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
