blk,plt,cable,heating,wtr,ftr,tr,PFT,decidu,evergr,betula,salix,ledum,vacci,ind,spp_abbr,tot_bio,wood_bio,leaf_bio,LDMC1,LDMC2,LDMC,LA1,LA2,LA,SLA1,SLA2,SLA,LNC,LPC,CN_ratio,height,SSD,bark,XD,SWC
BLK3,WE17,cY,hN,Ca,F,CaF,everg,dN,eY,N,N,N,Y,Sp102,Vacv,0.151,0.029,0.122,0.5,0.5,0.502,0.6871,0.7923,0.7397,114.517,99.038,106.778,9.4247,0.641,52.894,6,0.945,0.23,0.7,NA
BLK3,WE17,cY,hN,Ca,F,CaF,everg,dN,eY,N,N,N,Y,Sp103,Vacv,0.145,0.033,0.105,0.526,0.667,0.493,0.8053,0.8376,0.8215,80.53,83.76,82.145,13.288,1.015,38.192,4.8,1.496,0.15,0.6,NA
BLK3,WE17,cY,hN,Ca,F,CaF,everg,dN,eY,N,N,N,Y,Sp104,Vacv,NA,NA,NA,0.458,0.458,NA,0.8481,0.9174,0.8828,77.1,83.4,80.25,NA,NA,NA,8.3,NA,0.11,0.7,NA
BLK3,WE17,cY,hN,Ca,F,CaF,everg,dN,eY,N,N,N,Y,Sp105,Vacv,NA,NA,NA,0.357,0.313,NA,0.4938,0.5394,0.5166,98.76,107.88,103.32,NA,NA,NA,3,NA,0.13,0.6,NA
BLK3,WE17,cY,hN,Ca,F,CaF,everg,dN,eY,N,N,N,Y,Sp106,Vacv,NA,NA,NA,0.333,0.333,NA,0.4606,0.3969,0.4288,115.15,99.225,107.188,NA,NA,NA,8.1,NA,0.17,1,NA
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,Y,N,N,N,Sp201,Betn,4.413,3.331,0.946,0.9,0.833,0.417,1.1626,1.036,1.0993,129.178,207.2,168.189,34.197,3.377,14.642,24.4,0.665,0.39,4.6,73.7
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,Y,N,N,N,Sp202,Betn,20.509,16.248,3.595,0.889,0.889,0.423,0.849,0.993,0.921,106.125,124.125,115.125,38.928,5.145,12.609,26,0.529,0.45,5.1,53
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,Y,N,N,N,Sp203,Betn,5.047,3.993,0.91,0.9,0.643,0.487,1.221,1.2816,1.2513,135.667,142.4,139.034,35.449,3.037,14.225,16.5,0.719,0.69,4.4,40.5
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,Y,N,N,N,Sp204,Betn,NA,NA,NA,0.333,0.375,NA,1.214,1.091,1.1525,151.75,181.833,166.792,NA,NA,NA,26.5,NA,0.76,4.8,NA
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,Y,N,N,N,Sp205,Betn,NA,NA,NA,0.421,0.444,NA,0.9666,1.0754,1.021,120.825,134.425,127.625,NA,NA,NA,16.3,NA,0.4,3.5,NA
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,Y,N,N,N,Sp206,Betn,NA,NA,NA,0.5,0.375,NA,1.0632,1.0519,1.0576,151.886,175.317,163.602,NA,NA,NA,24,NA,0.58,3.5,NA
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,Y,N,Sp501,Ledp,0.649,0.267,0.373,0.579,0.611,0.454,0.7081,0.7602,0.7342,64.373,69.109,66.741,19.043,1.39,28.175,20.1,0.483,NA,NA,71.1
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,Y,N,Sp502,Ledp,2.545,1.344,1.188,0.5,0.667,0.458,0.5221,0.4137,0.4679,65.263,51.713,58.488,18.388,1.662,28.28,10.2,0.524,0.16,3,43.8
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,Y,N,Sp503,Ledp,1.732,0.796,0.824,0.615,0.615,0.452,0.4368,0.4014,0.4191,54.6,50.175,52.388,18.545,1.492,28.825,19.4,0.499,0.13,2.6,52.6
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,Y,N,Sp504,Ledp,NA,NA,NA,0.444,0.625,NA,0.3017,0.3145,0.3081,75.425,62.9,69.163,NA,NA,NA,12.5,NA,NA,NA,NA
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,Y,N,Sp505,Ledp,NA,NA,NA,0.538,0.538,NA,0.3837,0.372,0.3779,54.814,53.143,53.979,NA,NA,NA,27.5,NA,0.23,5.1,NA
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,Y,N,Sp506,Ledp,NA,NA,NA,0.5,0.545,NA,0.6,0.33,0.465,54.545,55,54.773,NA,NA,NA,15.4,NA,0.15,2.8,NA
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,N,Y,N,N,Sp801,Salp,6.759,5.133,1.561,0.723,0.671,0.386,10.7346,4.8538,7.7942,85.877,103.272,94.575,33.704,1.869,14.483,18.2,0.552,1.64,6.2,63.3
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,N,Y,N,N,Sp802,Salp,8.454,6.76,1.647,0.66,0.738,0.498,4.2566,3.443,3.8498,128.988,111.065,120.027,24,2.089,19.649,13.3,1.029,1.12,6.1,46.9
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,N,Y,N,N,Sp803,Salp,1.752,1.222,0.514,0.662,0.717,0.4,6.0155,3.9157,4.9656,117.951,103.045,110.498,31.421,1.545,15.441,16,0.673,0.99,3.4,81.8
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,N,Y,N,N,Sp804,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,N,Y,N,N,Sp805,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK3,WE18,cY,hY,W,F,WF,decid,dY,eN,N,Y,N,N,Sp806,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,N,Y,Sp101,Vacv,0.05,0.007,0.042,0.5,0.462,0.429,0.5462,0.5581,0.5522,78.029,93.017,85.523,11.739,1.211,40.946,6,0.905,0.1,0.5,50
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,N,Y,Sp102,Vacv,0.177,0.029,0.147,0.588,0.412,0.415,0.5418,0.4679,0.5049,54.18,66.843,60.512,12.077,1.018,40.515,5.9,0.945,0.12,0.7,80
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,N,Y,Sp103,Vacv,0.14,0.021,0.113,0.5,0.438,0.45,0.5099,0.5443,0.5271,63.738,77.757,70.748,11.09,0.962,44.052,2.8,1.099,NA,NA,50
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,N,Y,Sp104,Vacv,NA,NA,NA,0.467,0.467,NA,0.7875,0.5066,0.6471,56.25,72.371,64.311,NA,NA,NA,6.3,NA,0.09,0.5,NA
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,N,Y,Sp105,Vacv,NA,NA,NA,0.444,0.471,NA,0.6512,0.5577,0.6045,81.4,69.713,75.557,NA,NA,NA,7.3,NA,0.1,0.6,NA
BLK3,WE18,cY,hY,W,F,WF,everg,dN,eY,N,N,N,Y,Sp106,Vacv,NA,NA,NA,0.357,0.333,NA,0.4689,0.6114,0.5402,93.78,101.9,97.84,NA,NA,NA,6.8,NA,0.09,0.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,Y,N,N,N,Sp201,Betn,3.695,3.145,0.459,0.75,0.7,0.577,1.1161,0.9834,1.0498,124.011,140.486,132.249,22.409,1.887,21.833,13.7,0.663,0.41,4,46
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,Y,N,N,N,Sp202,Betn,1.81,1.476,0.295,0.8,0.889,0.625,1.0721,0.7655,0.9188,134.013,95.688,114.851,21.434,1.969,22.899,14.6,0.953,0.51,3.1,32
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,Y,N,N,N,Sp203,Betn,6.108,5.025,0.863,0.714,0.5,0.521,0.7588,1.1451,0.952,151.76,163.586,157.673,23.352,2.484,21.212,13.3,1.028,0.53,4.7,30.3
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,Y,N,N,N,Sp204,Betn,NA,NA,NA,0.444,0.5,NA,0.7728,0.8281,0.8005,96.6,118.3,107.45,NA,NA,NA,11.4,NA,0.71,4.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,Y,N,N,N,Sp205,Betn,NA,NA,NA,0.429,0.5,NA,0.8129,1.1099,0.9614,90.322,110.99,100.656,NA,NA,NA,10,NA,0.69,3.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,Y,N,N,N,Sp206,Betn,NA,NA,NA,0.438,0.357,NA,1.2045,0.8737,1.0391,172.071,174.74,173.406,NA,NA,NA,12,NA,0.77,3.7,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,Y,N,Sp501,Ledp,0.706,0.412,0.285,0.714,0.5,0.589,0.2159,0.2639,0.2399,43.18,65.975,54.578,12.256,0.811,42.352,12.6,0.722,0.17,2.9,28.2
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,Y,N,Sp502,Ledp,0.51,0.336,0.174,0.545,0.6,0.58,0.2366,0.2456,0.2411,39.433,40.933,40.183,12.009,0.944,42.05,11,0.714,0.14,2.1,52.1
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,Y,N,Sp503,Ledp,1.053,0.674,0.362,0.75,0.7,0.554,0.2118,0.164,0.1879,35.3,23.429,29.365,13.112,0.915,39.603,11.4,0.686,0.22,2.9,40
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,Y,N,Sp504,Ledp,NA,NA,NA,0.5,0.5,NA,0.2011,0.1619,0.1815,67.033,53.967,60.5,NA,NA,NA,11.2,NA,0.19,2.7,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,Y,N,Sp505,Ledp,NA,NA,NA,0.5,0.8,NA,0.1733,0.2049,0.1891,57.767,51.225,54.496,NA,NA,NA,10.4,NA,0.2,2.4,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,Y,N,Sp506,Ledp,NA,NA,NA,0.667,0.375,NA,0.2326,0.2169,0.2248,58.15,72.3,65.225,NA,NA,NA,13.6,NA,0.11,1.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,N,Y,N,N,Sp801,Salp,5.042,4.516,0.521,0.505,0.529,0.441,5.7131,4.2468,4.98,114.262,114.778,114.52,20.971,1.554,22.548,21.3,1.037,1.8,7.7,48.5
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,N,Y,N,N,Sp802,Salp,5.64,4.154,1.402,0.544,0.575,0.461,3.347,4.265,3.806,107.968,101.548,104.758,14.513,1.074,32.188,12.4,0.854,0.94,5.1,26.9
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,N,Y,N,N,Sp803,Salp,0.185,0.072,0.108,0.659,0.714,0.6,2.7101,1.869,2.2896,100.374,93.45,96.912,14.037,1.833,31.789,8.2,0.877,0.51,1.5,19
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,N,Y,N,N,Sp804,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,N,Y,N,N,Sp805,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,decid,dY,eN,N,Y,N,N,Sp806,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,N,Y,Sp101,Vacv,0.077,0.011,0.066,0.857,0.6,0.555,0.2887,0.3292,0.309,48.117,54.867,51.492,5.2602,0.477,92.055,3.2,0.67,0.15,0.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,N,Y,Sp102,Vacv,0.12,0.013,0.107,0.529,0.643,0.527,0.4709,0.3675,0.4192,52.322,40.833,46.578,6.4908,0.459,75.537,1.9,1.587,0.14,0.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,N,Y,Sp103,Vacv,0.186,0.016,0.17,0.611,0.611,0.545,0.5077,0.4419,0.4748,46.155,40.173,43.164,5.8745,0.393,82.609,1.8,1.538,0.11,0.5,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,N,Y,Sp104,Vacv,NA,NA,NA,0.583,0.533,NA,0.3492,0.3675,0.3584,49.886,45.938,47.912,NA,NA,NA,3.7,NA,0.63,2.6,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,N,Y,Sp105,Vacv,NA,NA,NA,0.643,0.5,NA,0.4321,0.3943,0.4132,48.011,56.329,52.17,NA,NA,NA,3.4,NA,0.08,0.7,NA
BLK4,WE19,cN,hN,Ct,NF,CtNF,everg,dN,eY,N,N,N,Y,Sp106,Vacv,NA,NA,NA,0.556,0.556,NA,0.3931,0.4033,0.3982,39.31,40.33,39.82,NA,NA,NA,1.2,NA,0.13,0.7,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,Y,N,N,N,Sp201,Betn,0.596,0.441,0.131,0.455,0.6,0.615,0.8202,1.0404,0.9303,164.04,115.6,139.82,23.383,3.286,21.164,11.2,0.797,0.45,2.2,18.9
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,Y,N,N,N,Sp202,Betn,1.807,1.192,0.507,0.5,0.632,0.543,0.9087,0.945,0.9269,129.814,78.75,104.282,26.328,2.774,18.669,12.5,0.688,0.92,4.3,21.5
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,Y,N,N,N,Sp203,Betn,3.865,3.107,0.645,0.533,0.533,0.571,1.0155,1.0069,1.0112,126.938,125.863,126.401,23.464,2.594,21.197,10.4,1.433,0.47,3.7,26.9
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,Y,N,N,N,Sp204,Betn,NA,NA,NA,0.667,0.563,NA,0.8643,0.9959,0.9301,86.43,110.656,98.543,NA,NA,NA,8.3,NA,0.94,2.2,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,Y,N,N,N,Sp205,Betn,NA,NA,NA,0.5,0.533,NA,0.9047,1.1195,1.0121,129.243,139.938,134.591,NA,NA,NA,12.5,NA,0.67,4.7,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,Y,N,N,N,Sp206,Betn,NA,NA,NA,0.5,0.455,NA,0.9809,1.3772,1.1791,163.483,137.72,150.602,NA,NA,NA,11.3,NA,1.23,4.7,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,Y,N,Sp501,Ledp,0.419,0.207,0.212,0.5,0.571,0.611,0.2072,0.1866,0.1969,51.8,46.65,49.225,12.981,0.946,41.184,6.1,0.515,0.14,2.5,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,Y,N,Sp502,Ledp,0.278,0.109,0.156,0.6,0.429,0.495,0.156,0.1824,0.1692,52,60.8,56.4,14.667,1.019,35.614,5.8,0.779,0.1,1.5,21.1
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,Y,N,Sp503,Ledp,1.505,0.916,0.589,0.667,0.6,0.608,0.2287,0.2317,0.2302,38.117,38.617,38.367,10.484,0.818,50.225,10.6,1.102,0.38,4.5,11.1
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,Y,N,Sp504,Ledp,NA,NA,NA,0.571,0.571,NA,0.2101,0.1991,0.2046,52.525,49.775,51.15,NA,NA,NA,13.3,NA,0.15,2.7,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,Y,N,Sp505,Ledp,NA,NA,NA,0.6,0.545,NA,0.2705,0.2503,0.2604,45.083,41.717,43.4,NA,NA,NA,6.2,NA,0.22,4,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,Y,N,Sp506,Ledp,NA,NA,NA,0.75,0.8,NA,0.1189,0.1545,0.1367,39.633,38.625,39.129,NA,NA,NA,12.2,NA,0.22,4,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,N,Y,N,N,Sp801,Salp,1.046,0.699,0.34,0.47,0.455,0.528,4.0313,3.6418,3.8366,103.367,121.393,112.38,16.074,2.407,29.094,16.5,0.924,0.79,3.3,40.2
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,N,Y,N,N,Sp802,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,N,Y,N,N,Sp803,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,N,Y,N,N,Sp804,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,N,Y,N,N,Sp805,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,decid,dY,eN,N,Y,N,N,Sp806,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,N,Y,Sp101,Vacv,0.071,0.019,0.052,0.455,0.7,0.565,0.3601,0.3248,0.3425,72.02,46.4,59.21,5.9704,0.548,82.829,4.6,0.536,0.1,0.6,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,N,Y,Sp102,Vacv,0.275,0.058,0.216,0.643,0.571,0.516,0.3762,0.3797,0.378,41.8,47.463,44.632,8.7135,0.612,58.181,4.5,0.911,0.15,0.8,33.3
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,N,Y,Sp103,Vacv,0.156,0.014,0.142,0.636,0.474,0.514,0.6187,0.4265,0.5226,44.193,47.389,45.791,6.6973,0.483,75.4,3.8,0.714,0.12,0.6,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,N,Y,Sp104,Vacv,NA,NA,NA,0.643,0.591,NA,0.4028,0.4755,0.4392,44.756,36.577,40.667,NA,NA,NA,3.3,NA,0.15,0.5,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,N,Y,Sp105,Vacv,NA,NA,NA,0.455,0.5,NA,0.3205,0.2002,0.2604,64.1,66.733,65.417,NA,NA,NA,4.3,NA,0.15,0.5,NA
BLK4,WE20,cY,hN,Ca,NF,CaNF,everg,dN,eY,N,N,N,Y,Sp106,Vacv,NA,NA,NA,0.533,0.571,NA,0.4195,0.376,0.3978,52.438,47,49.719,NA,NA,NA,2.1,NA,0.07,0.4,NA
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,Y,N,N,N,Sp201,Betn,3.761,3.152,0.533,0.75,0.538,0.443,1.1422,0.941,1.0416,95.183,134.429,114.806,26.799,2.34,18.322,14.2,0.939,0.85,5.4,65.8
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,Y,N,N,N,Sp202,Betn,2.477,1.989,0.416,0.818,0.733,0.481,0.9485,1.3367,1.1426,105.389,121.518,113.454,21.68,1.825,22.981,9,0.833,0.61,4.1,41.5
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,Y,N,N,N,Sp203,Betn,1.701,1.204,0.437,0.722,0.769,0.445,1.7411,1.109,1.4251,133.931,110.9,122.416,31.912,1.596,15.272,14.3,0.982,0.4,2.3,35.2
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,Y,N,N,N,Sp204,Betn,NA,NA,NA,0.8,0.5,NA,1.0477,0.9702,1.009,130.963,138.6,134.782,NA,NA,NA,9.4,NA,0.55,3.7,NA
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,Y,N,N,N,Sp205,Betn,NA,NA,NA,0.467,0.444,NA,1.2418,1.2579,1.2499,177.4,157.238,167.319,NA,NA,NA,15.6,NA,0.58,3.8,NA
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,Y,N,N,N,Sp206,Betn,NA,NA,NA,0.435,0.467,NA,1.0027,0.8838,0.9433,100.27,126.257,113.264,NA,NA,NA,8.5,NA,0.63,3.9,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,Y,N,Sp501,Ledp,1.129,0.667,0.444,0.833,0.667,0.522,0.2656,0.2512,0.2584,53.12,41.867,47.494,13.258,1.019,39.545,18,0.74,0.19,2.8,16.1
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,Y,N,Sp502,Ledp,0.456,0.214,0.235,0.556,0.625,0.502,0.3363,0.3186,0.3275,67.26,63.72,65.49,13.89,0.968,37.741,10.2,0.567,0.17,2.7,50
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,Y,N,Sp503,Ledp,0.902,0.502,0.355,0.667,0.6,0.568,0.2813,0.2832,0.2823,70.325,94.4,82.363,12.818,0.927,41.718,11.3,0.739,0.2,2.4,17.1
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,Y,N,Sp504,Ledp,NA,NA,NA,0.5,0.6,NA,0.19,0.2132,0.2016,63.333,71.067,67.2,NA,NA,NA,6.5,NA,0.14,2.5,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,Y,N,Sp505,Ledp,NA,NA,NA,0.5,0.429,NA,0.1649,0.1492,0.1571,54.967,49.733,52.35,NA,NA,NA,9.1,NA,0.17,2.2,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,Y,N,Sp506,Ledp,NA,NA,NA,0.375,0.714,NA,0.196,0.2467,0.2214,65.333,49.34,57.337,NA,NA,NA,9.4,NA,0.21,3.7,NA
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,N,Y,N,N,Sp801,Salp,2.82,2.097,0.716,0.577,0.733,0.504,4.7332,2.6036,3.6684,115.444,118.345,116.895,17.157,1.4,27.858,19.3,0.805,1.04,4.4,35.6
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,N,Y,N,N,Sp802,Salp,2.541,1.842,0.684,0.774,0.571,0.503,2.8147,4.7827,3.7987,117.279,119.568,118.424,17.468,1.414,27.772,19.5,0.774,1.4,6.1,46.3
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,N,Y,N,N,Sp803,Salp,7.424,5.859,1.524,0.519,0.674,0.435,1.9312,3.2168,2.574,137.943,103.768,120.856,21.634,2.467,21.954,25,0.679,0.86,3.5,38.8
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,N,Y,N,N,Sp804,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,N,Y,N,N,Sp805,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE21,cY,hY,W,NF,WNF,decid,dY,eN,N,Y,N,N,Sp806,Salp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,N,Y,Sp101,Vacv,0.067,0.009,0.058,0.545,0.9,0.574,0.7347,0.5952,0.665,61.225,66.133,63.679,7.989,0.565,63.006,2.7,0.962,0.14,0.4,50
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,N,Y,Sp102,Vacv,0.05,0.006,0.043,0.583,0.286,0.448,0.3628,0.3199,0.3414,51.829,79.975,65.902,7.901,0.833,61.934,2.3,1.374,NA,NA,50
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,N,Y,Sp103,Vacv,0.086,0.003,0.082,0.714,0.556,0.522,0.4162,0.4555,0.4359,41.62,45.55,43.585,5.7481,0.463,86.034,2.4,0.385,0.2,0.8,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,N,Y,Sp104,Vacv,NA,NA,NA,0.526,0.6,NA,0.4807,0.4231,0.4519,48.07,47.011,47.541,NA,NA,NA,2.6,NA,0.08,0.6,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,N,Y,Sp105,Vacv,NA,NA,NA,0.455,0.643,NA,0.3655,0.3937,0.3796,73.1,43.744,58.422,NA,NA,NA,2.5,NA,0.08,0.4,NA
BLK4,WE21,cY,hY,W,NF,WNF,everg,dN,eY,N,N,N,Y,Sp106,Vacv,NA,NA,NA,0.538,0.556,NA,0.6778,0.4548,0.5663,48.414,45.48,46.947,NA,NA,NA,4.8,NA,0.12,0.6,NA
BLK4,WE22,cN,hN,Ct,F,CtF,decid,dY,eN,Y,N,N,N,Sp201,Betn,1.713,1.224,0.419,0.769,0.857,0.46,1.1759,0.7399,0.9579,117.59,123.317,120.454,30.811,5.151,16.434,18.1,0.732,0.42,2.6,47.1
BLK4,WE22,cN,hN,Ct,F,CtF,decid,dY,eN,Y,N,N,N,Sp202,Betn,11.27,7.804,3.01,0.833,0.857,0.416,0.8992,1.0009,0.9501,179.84,166.817,173.329,33.128,5.074,14.944,24.3,0.763,0.74,6.4,41
BLK4,WE22,cN,hN,Ct,F,CtF,decid,dY,eN,Y,N,N,N,Sp203,Betn,10.64,8.771,1.534,0.875,0.857,0.45,0.9312,0.7782,0.8547,133.029,129.7,131.365,33.623,4.714,14.96,26,0.945,0.98,5.7,34.4
BLK4,WE22,cN,hN,Ct,F,CtF,decid,dY,eN,Y,N,N,N,Sp204,Betn,NA,NA,NA,0.4,0.438,NA,0.9328,0.8688,0.9008,155.467,124.114,139.791,NA,NA,NA,24,NA,0.43,3.1,NA
BLK4,WE22,cN,hN,Ct,F,CtF,decid,dY,eN,Y,N,N,N,Sp205,Betn,NA,NA,NA,0.333,0.364,NA,1.3585,1.1892,1.2739,169.813,148.65,159.232,NA,NA,NA,21.4,NA,0.51,3.1,NA
BLK4,WE22,cN,hN,Ct,F,CtF,decid,dY,eN,Y,N,N,N,Sp206,Betn,NA,NA,NA,0.429,0.412,NA,0.8677,1.0414,0.9546,144.617,148.771,146.694,NA,NA,NA,28.3,NA,0.58,4,NA
BLK4,WE22,cN,hN,Ct,F,CtF,everg,dN,eY,N,N,Y,N,Sp501,Ledp,0.304,0.117,0.187,0.533,0.571,0.463,0.758,0.3002,0.5291,94.75,75.05,84.9,26.058,2.193,19.85,16.4,0.628,0.11,1.6,37.5
