higher_plant_group,class,superorder,order,scrubbed_family,scrubbed_genus,scrubbed_species_binomial,scrubbed_author,scrubbed_taxonomic_status
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cereus,Cereus greggii,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus paraguariensis,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus sepium,(Britton & Rose) Madsen,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus pulchellus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia chisosensis,(Anthony) D.J. Ferguson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus longisetus,(Engelm.) Lem.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia corbula,(Herrera) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,x Cleistocana,x Cleistocana mirabilis,(Buining) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia schickendantzii,F.A.C. Weber,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia santamaria,(E.M.Baxter) Rebman,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium horstii,(Swales) P.J. Braun & Hofacker,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia ocampoi,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia repens,Bello,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Stenocereus,Stenocereus eruca,(Brandegee) A.C. Gibson & K.E. Horak,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria rhodantha,(Schmoll ex R.T. Craig) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia pumila,Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocephala,Thelocephala esmeraldana,(F. Ritter) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia decumbens,Salm-Dyck,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia elata,(K. Schum.) R. Kiesling,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Epiphyllum,Epiphyllum gaertneri,(Regel) K. Schum.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tunilla,Tunilla chilensis,(F. Ritter) D.R. Hunt & Iliff,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Borzicactus,Borzicactus wrightii,Hutchison,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hamatocactus,Hamatocactus hamatocanthus,(Houghton) W.T. Marshall,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus azureus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocactus,Thelocactus rinconensis,(Quehl) Glass,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Glandulicactus,Glandulicactus uncinatus,(Galeotti) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pyrrhocactus,Pyrrhocactus eriosyzoides,(F. Ritter) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinomastus,Echinomastus johnsonii,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Stenocereus,Stenocereus humilis,(Britton & Rose) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus viereckii,(Ríha) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lophocereus,Lophocereus schottii,(K. Brandegee) Borg,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Nopalea,Nopalea lutea,Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus colombianus,(Rose) Byles & G.D. Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coleocephalocereus,Coleocephalocereus diersianus,P.J. Braun & Esteves,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria duoformis,Repp.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia vaseyi,Britton & Rose,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia maassii,(Heese) A. Berger,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia polyacantha,Haw.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Stenocereus,Stenocereus treleasei,(Vaupel) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis turbinata,Zucc.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Neoraimondia,Neoraimondia herzogiana,(Backeb.) Buxb. & Krainz,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia x deserta,(Griffiths) Pinkava,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria glassii,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus ferreirianus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Turbinicarpus,Turbinicarpus alonsoi,Glass & S. Arias,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Brittonrosea,Brittonrosea gladiata,(Link & Otto) Speg.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pterocactus,Pterocactus gonjianii,R. Kiesling,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium chiquitanum,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus broadwayi,(Britton & Rose) A. Berger,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus schatzlii,W. Till & R. Gruber,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Acharagma,Acharagma roseanum,(Haugg) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium chacoense,Amerh.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia subtilihamata,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia penicillata,Fechser & Steeg,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cereus,Cereus coccineus,Salm-Dyck,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus parvus,(Diers & Esteves) P.J. Braun,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia macrorhiza,(Salm-Dyck) L.D. Benson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria lanata,(Britton & Rose) Orcutt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Turbinicarpus,Turbinicarpus schmiedickeanus,(G. Frank) Lüthy,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Weingartia,Weingartia pucarensis,Diers & Jucker,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Selenicereus,Selenicereus chrysocardium,(Alexander) Kimnach,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus coccineus,"(Engelm.) W. Blum, Mich. Lange & Rutow",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia spinulifera,Salm-Dyck,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia magna,Griffiths,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria winterae,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Peniocereus,Peniocereus fosterianus,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia dejecta,Salm-Dyck,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria wiesingeri,(Repp.) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus triglochidiatus,(Engelm. & J.M. Bigelow) W. Blum & Mich. Lange,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus cylindricus,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha strobiliformis,Ab. Zimm.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia xcubensis,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus websterianus,G.E. Linds.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lepismium,Lepismium cruciforme,(F.A.C. Weber) Süpplie,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis crispata,(Haw.) Pfeiff.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia pisciformis,Small,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,(M.S.Anthony) U.Guzmán,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia gigantea,FriÄ ex Krainz,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia salmiana,Parm. ex Pfeiff.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria saetigera,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia spraguei,"González Ortega, Jesús",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Weberocereus,Weberocereus bradei,(Britton & Rose) G.D. Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus stramineus,(N.P. Taylor) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha pseudoechinus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria sinistrohamata,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria meiacantha,Engelm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Aporocactus,Aporocactus flagelliformis,(L.) Lem.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rebutia,Rebutia narvaecensis,(Cárdenas) Donald,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Samaipaticereus,Samaipaticereus inquisivensis,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia chata,Griffiths,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Haageocereus,Haageocereus acranthus,(Vaupel) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus oligolepis,(Vaupel) Byles & G.D. Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus pentaedrophorus,(Labour.) Byles & G.D. Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Consolea,Consolea ferox,Lem.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium cumingii,(Britton & Rose) Hutchison,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha retusa,(Pfeiff.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus fendleri,(Engelm.) Seitz,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis trigona,Pfeiff.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia formosa,(Pfeiff.) Dodds,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Espostoa,Espostoa senilis,(F. Ritter) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia galapageia,Hemsl.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Blossfeldia,Blossfeldia liliputana,Werderm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia delaetiana,(F.A.C. Weber) Vaupel,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pyrrhocactus,Pyrrhocactus reconditus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Epiphyllum,Epiphyllum phyllanthus,(Kimnach) Ralf Bauer,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria thornberi,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tephrocactus,Tephrocactus recurvatus,(Gilmer & H.P.Thomas) D.R.Hunt & Ritz,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia tarabucoensis,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rebutia,Rebutia xanthocarpa,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Turbinicarpus,Turbinicarpus schmiedickeanus,(Shurly) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria wrightii,Engelm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus violaceus,N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pygmaeocereus,Pygmaeocereus bieblii,Diers,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Disocactus,Disocactus ackermannii,(T. MacDoug.) Ralf Bauer,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium monvillei,(H. Till & Schatzl) H. Till,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocactus,Thelocactus tulensis,(Poselger) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia bruchii,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Browningia,Browningia pilleifera,(F. Ritter) Hutchison,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Epithelantha,Epithelantha micromeris,(W.T. Marshall) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Neoporteria,Neoporteria carrizalensis,(F. Ritter) A.E. Hoffm.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Myrtillocactus,Myrtillocactus geomentrizana,Console,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria alversonii,(J.M. Coult.) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Armatocereus,Armatocereus matucanensis,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lemaireocereus,Lemaireocereus thurberi,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lasiocereus,Lasiocereus fulvus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia fulgida,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia schwebsiana,(Werderm.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eulychnia,Eulychnia chorosensis,P.Klaassen,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis pampana,(Britton & Rose) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Consolea,Consolea moniliformis,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Micranthocereus,Micranthocereus flaviflorus,(M. Machado & Hofacker) Lodé,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus fulvilanatus,(Buining & Brederoo) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ferocactus,Ferocactus eastwoodiae,(L.D. Benson) L.D. Benson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia fusca,(F. Ritter) Hofacker & P.J. Braun,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia myriacantha,F.A.C. Weber,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus multicostatus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia californica,(Rebman & Pinkava) U.Guzmán,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus baumannii,(Gürke) P.J. Braun & Esteves,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria organensis,"(A.D. Zimmerman) Castetter, Pierce & Schwerin",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria erythrosperma,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ancistrocactus,Ancistrocactus crassihamatus,(F.A.C. Weber) L.D. Benson,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia canada,Griffiths,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus viridiflorus,Engelm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium gibbosum,(Koop ex H.Till) G.J.Charles,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis hoelleri,Barthlott & N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria prolifera,(Engelm.) Borg,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium hossei,(F.Haage) A.Berger,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus triglochidiatus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia guilanchi,Griffiths,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis floccosa,Salm-Dyck ex Pfeiff.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hatiora,Hatiora salicornioides,(K. Schum.) Süpplie,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria dioica,K. Brandegee,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium ochoterenae,(Buining) Papsch,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ferocactus,Ferocactus viridescens,(Nutt. ex Torr. & A.Gray) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eriosyce,Eriosyce villicumensis,(Rausch) Katt.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Turbinicarpus,Turbinicarpus viereckii,(Werderm.) John & Å˜íha,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria spinosissima,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia griffithsiana,Mackensen,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cumulopuntia,Cumulopuntia tubercularis,F.Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia columbiana,Griffiths,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Armatocereus,Armatocereus godingianus,(Britton & Rose) Backeb. ex E. Salisb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sclerocactus,Sclerocactus nyensis,Hochstätter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Aztekium,Aztekium ritteri,(Boed.) Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Phyllocactus,Phyllocactus hybridus,Voss,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria longimamma,DC.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tephrocactus,Tephrocactus verschaffeltii,(Cels ex F.A.C.Weber) D.R.Hunt & Ritz,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eriosyce,Eriosyce iquiquensis,(F.Ritter) Ferryman,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Haageocereus,Haageocereus australis,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa serpentisulcata,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa varispinata,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium chiquitanum,H. Till,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus cinerascens,N.P.Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rebutia,Rebutia brunescens,Rausch,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus enneacanthus,(W.O.Moore) N.P.Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus smaragdiflorus,(Cárdenas) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Maihuenia,Maihuenia poeppigii,(Otto & Pfeiff.) F.A.C. Weber ex K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coleocephalocereus,Coleocephalocereus pluricostatus,Buining & Brederoo,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria lasiacantha,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Austrocylindropuntia,Austrocylindropuntia cylindrica,(Lam.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus smaragdiflorus,(F.A.C. Weber) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus bahiensis,(Britton & Rose) Luetzelb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocactus,Thelocactus leucacanthus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia sanguinocula,Griffiths,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis lageniformis,(C.F.Först.) Friedrich & G.D.Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus enneacanthus,(W.O. Moore) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia salmiana,J. Parm. ex Pfeiff.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha tuberculosa,(Engelm.) Orcutt,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia spinosior,(Engelm.) F.M. Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria vivipara,(P.C. Fisch.) N.P. Taylor,Accepted
