higher_plant_group,class,superorder,order,scrubbed_family,scrubbed_genus,scrubbed_species_binomial,scrubbed_author,scrubbed_taxonomic_status
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria laui,(D.R. Hunt) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus fendleri,(Peebles) L.D.Benson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rapicactus,Rapicactus beguinii,(N.P.Taylor) Lüthy,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria vivipara,(Engelm.) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium andreae,(Boed.) Backeb. & F.M.Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eriosyce,Eriosyce kunzei,(F. Ritter) Katt.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria hahniana,Werderm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus strausii,(Heese) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Malacocarpus,Malacocarpus pauciareolatus,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha echinoidea,(Quehl) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Turbinicarpus,Turbinicarpus valdezianus,(Møller) Glass & R.A. Foster,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia diversispina,Griffiths,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Polaskia,Polaskia chende,(Rol.-Goss.) A.C. Gibson & K.E. Horak,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus triglochidiatus,Engelm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria tonalensis,D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rebutia,Rebutia padcayensis,Rausch,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Stenocereus,Stenocereus thurberi,(K. Brandegee) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia echios,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus curvispinus,Xhonn. & Fern. Alonso,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia salitrensis,Rausch,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria scheinvariana,R.Ortega V. & Glass,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Selenicereus,Selenicereus coniflorus,(Weing.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cephalocereus,Cephalocereus nudus,E.Y. Dawson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hylocereus,Hylocereus undatus,Cálix,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coleocephalocereus,Coleocephalocereus purpureus,(Buining & Brederoo) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Acanthocalycium,Acanthocalycium glaucum,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cactus,Cactus loricatus,(Mart. ex Pfeiff.) Kuntze,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria saetigera,Boed. & Tiegel,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Soehrensia,Soehrensia korethroides,(Werderm.) Backeb.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria moelleriana,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Discocactus,Discocactus placentiformis,(Lehm.) K.Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus neryi,K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus luribayensis,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus engelmannii,(Clover & Jotter) W. Blum & Mich. Lange,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia werneri,(N. Gerloff & G. Königs) Hofacker,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus grusonii,Hildm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia cochenillifera,(L.) Mill.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Peniocereus,Peniocereus johnstonii,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocephala,Thelocephala lembckei,(Backeb.) F. Ritter,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia jamaicensis,Britton & Harris,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium gibbosum,(Haw.) Pfeiff. ex Mittler,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia littoralis,(Fosberg) L.D. Benson & Walk.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia mandragora,(Backeb.) G.D. Rowley,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium leptanthum,(Speg.) Speg.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria brandegeei,(Engelm. ex J.M. Coult.) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia expansa,Griffiths,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Haageocereus,Haageocereus decumbens,(Vaupel) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus curtisii,(Otto ex Pfeiff.) A.R. Frank,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia chisosensis,(M.S. Anthony) D.J. Ferguson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis simmleri,Beauverd,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis darwinii,(Hensl.) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria decipiens,(Dams) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lepismium,Lepismium lorentzianum,(Griseb.) Barthlott,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia backebergii,(Werderm.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus berlandieri,(Poselg.) Fourn.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Schlumbergera,Schlumbergera bridgesii,(Lem.) Loefgr.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Airampoa,Airampoa ayrampo,(Azara) Doweld,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ferocactus,Ferocactus chrysacanthus,(G.E. Linds.) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pereskia,Pereskia quisqueyana,Alain,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Schlumbergera,Schlumbergera truncata,(Haw.) Moran,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis hickenii,(Britton & Rose) D.R.Hunt,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria lenta,K. Brandegee,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria decipiens,Scheidw.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocactus,Thelocactus conothelos,(Regel & L. Klein) F.M. Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha ottonis,(Pfeiff.) Lem.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus spinosissimus,(Buining & Brederoo) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus lanssensianus,P.J. Braun,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pachycereus,Pachycereus gaumeri,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cochemiea,Cochemiea pondii,(Greene) Walton,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis vasquezii,(Rausch) G.D.Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus coccineus,(Engelm.) D.J. Ferguson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia breviflora,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Discocactus,Discocactus biformis,Walp.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus scheeri,(Salm-Dyck) Scheer,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Haageocereus,Haageocereus subtilispinus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia sanctae-barbarae,D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Weingartia,Weingartia neumanniana,(Backeb.) Werderm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Myrtgerocactus,Myrtgerocactus lindsayi,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria albicolumnaria,Hester,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium denudatum,(Mereg.) Prestlé,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis baccifera,"M. Kessler, Ibisch & Barthlott",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Espostoa,Espostoa haagei,(Poselger ex Rumpler) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus intortus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ferocactus,Ferocactus tiburonensis,(G.Lindsay) Backeb.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus jajoanus,(Backeb.) G.J.Charles,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Turbinicarpus,Turbinicarpus laui,Glass & R.A. Foster,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sclerocactus,Sclerocactus parviflorus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus adustus,(A.B.Lau) N.P.Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus strobiliformis,Poselg.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Weingartia,Weingartia fidaiana,(Backeb.) Werderm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa coquimbana,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Browningia,Browningia hertlingiana,(Backeb.) Buxb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis floccosa,(Britton & Rose) Barthlott & N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cumulopuntia,Cumulopuntia sphaerica,(Foerster) E.F. Anderson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Selenicereus,Selenicereus grandiflorus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria polythele,(Scheidw.) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus sciurus,(Schwarz ex Backeb.) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia microsperma,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocactus,Thelocactus rinconensis,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria cubensis,(Britton & Rose) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha sneedii,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia cylindrica,Donald & A.B. Lau,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ferocactus,Ferocactus macrodiscus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus occultiflorus,P.J.Braun & Esteves,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium megalothelos,(Sencke) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus royenii,(L.) Byles & G.D. Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cumulopuntia,Cumulopuntia tumida,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis cajasensis,F.Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia stockingeri,(Prestlé) Hofacker & P.J. Braun,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Acanthocalycium,Acanthocalycium spiniflorum,(K. Schum.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia crinifera,Salm-Dyck,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia compressa,(Small) L.D. Benson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus hoffmannii,G.J. Charles,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus reichenbachii,(Terscheck ex Walp.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cereus,Cereus estevesii,P.J. Braun,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia strobiliformis,A. Berger,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pyrrhocactus,Pyrrhocactus floccosus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,(Engelm.) B.D. Parfitt & Pinkava,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa fiedleriana,(K.Schum.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria compressa,(Repp.) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria missouriensis,(Sweet) D.R.Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ariocarpus,Ariocarpus retusus,(F.A.C.Weber) E.F.Anderson & W.A.Fitz Maur.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Matucana,Matucana tuberculata,"(Donald) Bregmann, Meerst., Melis & A.B. Pullen",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus palmeri,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Neobuxbaumia,Neobuxbaumia tetetzo,(F.A.C. Weber ex K. Schum.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus subinermis,(J.G. Ortega) G. Unger,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis minuana,Speg.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria pennispinosa,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia phaeacantha,(Griffiths) L.D. Benson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Peniocereus,Peniocereus striatus,(Brandegee) Buxb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ariocarpus,Ariocarpus agavoides,(Castañeda) E.F. Anderson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia moniliformis,(L.) Haw. ex Steud.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Selenicereus,Selenicereus hamatus,(Scheidw.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tephrocactus,Tephrocactus articulatus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia chaffeyi,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cactus,Cactus acanthophlegmus,(Lehm.) Kuntze,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Peniocereus,Peniocereus maculatus,(Weing.) Cutak,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Monvillea,Monvillea phatnosperma,(K. Schum.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hatiora,Hatiora salicornioides,(Britton & Rose) Süpplie,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pygmaeocereus,Pygmaeocereus familiaris,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Oroya,Oroya peruviana,F. Ritter,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Grusonia,Grusonia bradtiana,(Coult.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ariocarpus,Ariocarpus fissuratus,(Engelm.) K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus maritimus,(E.Y.Dawson) N.P.Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocephala,Thelocephala tenebrica,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Epiphyllum,Epiphyllum hookeri,(F.A.C. Weber) Ralf Bauer,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia tesajo,(Engelm. ex J.M. Coult.) F.M. Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia taylorii,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia glomeriseta,(Cárdenas) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia kruegerae,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia macracantha,Gibbes,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia assumptionis,K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus baumannii,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Epiphyllum,Epiphyllum floribundum,Kimnach,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria huitzilopochtli,D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia canigueralii,(Cárdenas) Buining & Donald,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pterocereus,Pterocereus gaumeri,(Britton & Rose) Th. MacDoug. & Miranda,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium carolinense,(Neuhuber) Neuhuber,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia basilaris,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinofossulocactus,Echinofossulocactus hastatus,(Hopffer ex K.Schum.) Britton & Rose,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia wegheiana,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Selenicereus,Selenicereus setaceus,(Salm-Dyck) A. Berger ex Werderm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Discocactus,Discocactus heptacanthus,(Barb. Rodr.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus ferreophilus,Buining & Brederoo,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia lutea,(Rose) Solomon,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha longicornis,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria roseana,(Boed.) Buxb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pediocactus,Pediocactus despainii,S.L. Welsh & Goodrich,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria bombycina,Quehl,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Leptocereus,Leptocereus scopulophilus,Areces,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia stenopetala,Bravo,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium anisitsii,(K. Schum.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Notocactus,Notocactus katharinae,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria multihamata,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia pugionacantha,(Rose & Boed.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cumulopuntia,Cumulopuntia sphaerica,(C.F.Först.) E.F.Anderson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa hypogaea,F.Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pereskiopsis,Pereskiopsis porteri,(Brandegee ex F.A.C. Weber) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tephrocactus,Tephrocactus clavarioides,(Pfeiff.) G.D.Rowley,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,(Haw.) Haw.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Trichocereus,Trichocereus schickendantzii,(F.A.C. Weber) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cereus,Cereus crispatus,(Haw.) Pfeiff. ex K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus royenii,(L.) Byles & Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Espostoa,Espostoa superba,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis floccosa,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus,"(K. Schum.) Diers, P.J. Braun & Esteves",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus neomexicanus,Standl.,No opinion
