Species;seed mass;plant height;lifeform;longevity;light;temperature;continentality;humidity;reaction;nitrogen;salt;habitat
Apium_inundatum;0.48;40;1;3;7;6;2;10;5;2;0;1
Apium_nodiflorum;0.54;80;1;3;7;8;3;10;5;6;1;1
Apium_repens;0.24;25;1;3;9;6;3;7;7;7;0;3
Orlaya_grandiflora;8.19;40;2;1;7;7;2;3;9;4;0;3
Laser_trilobum;9.49;100;3;3;7;6;4;4;9;2;0;7
Laserpitium_prutenicum;4.5;100;3;2;7;6;5;7;7;2;0;4
Laserpitium_latifolium;8.59;120;3;3;7;4;2;5;9;3;0;7
Laserpitium_siler;7.19;100;3;3;7;5;2;4;9;2;0;7
Daucus_carota;1.19;80;3;2;8;6;5;4;5;4;0;3
Turgenia_latifolia;28.7;50;2;1;8;7;5;3;9;3;0;3
Caucalis_platycarpos;15.98;40;2;1;6;6;5;4;9;4;0;3
Torilis_nodosa;2.6;40;2;1;8;6;3;4;7;6;0;3
Torilis_japonica;1.7;120;2;2;6;6;3;5;8;8;0;3
Torilis_arvensis;2.1;70;2;1;7;7;3;4;9;4;0;3
Conopodium_majus;2.58;75;4;3;8;4;2;5;4;4;0;4
Athamanta_cretensis;3.0152;60;3;3;9;3;4;4;9;2;0;4
Chaerophyllum_temulum;1.88;100;3;2;5;6;3;5;5;8;0;3
Chaerophyllum_hirsutum;3.3;120;3;3;6;3;4;8;5;7;0;4
Chaerophyllum_villarsii;4.77;120;3;3;8;3;4;6;6;8;0;7
Chaerophyllum_aureum;6.5;120;3;3;6;5;4;5;9;9;0;3
Chaerophyllum_bulbosum;1.5;150;4;2;7;6;5;7;8;8;0;3
Chaerophyllum_aromaticum;15.27;200;3;3;7;5;5;7;6;8;0;3
Scandix_pecten_veneris;16.6;30;2;1;7;7;3;3;8;4;0;3
Myrrhis_odorata;39.22;120;3;3;7;6;2;5;7;7;0;3
Anthriscus_cerefolium;2.1;40;2;1;6;7;6;5;5;8;0;3
Anthriscus_caucalis;1.17;60;2;1;8;6;2;5;6;6;0;3
Anthriscus_nitida;3.4;150;3;2;4;4;4;6;8;8;0;7
Anthriscus_sylvestris;4.16;120;3;2;7;5;5;5;5;8;0;4
Ligusticum_mutellinoides;1;30;3;3;9;1;6;5;3;1;0;4
Ligusticum_mutellina;3.5;50;3;3;7;2;4;6;5;4;0;4
Meum_athamanticum;7.25;60;3;3;8;4;2;5;3;3;0;5
Selinum_carvifolia;1.49;100;3;3;7;5;5;7;5;3;0;4
Peucedanum_carvifolia;0.8183;100;3;3;8;7;6;5;7;5;0;4
Aethusa_cynapium;1.57;80;2;1;6;6;3;5;8;6;0;3
Seseli_libanotis;1.53;120;3;2;7;5;5;3;8;2;0;7
Trinia_glauca;1.69;50;3;3;9;8;5;1;8;1;0;4
Angelica_sylvestris;2.74;200;3;3;7;5;4;8;5;4;0;4
Angelica_archangelica;3.9;200;3;3;7;6;5;9;5;9;1;3
Peucedanum_palustre;2.51;100;3;2;7;6;6;9;5;4;0;1
Peucedanum_oreoselinum;4.22;100;3;3;6;6;4;3;6;2;0;7
Peucedanum_cervaria;4.15;150;3;3;7;6;4;3;7;3;0;7
Peucedanum_ostruthium;1.5;100;3;3;6;3;2;5;7;7;0;7
Peucedanum_alsaticum;1;180;3;3;7;7;6;4;9;3;0;7
Seseli_annuum;0.6;50;3;2;8;7;5;3;9;2;0;4
Seseli_hippomarathrum;1.5;60;3;3;9;8;6;2;9;1;0;4
Peucedanum_officinale;5.4;200;3;3;7;7;5;4;8;2;0;7
Pimpinella_nigra;1.3;80;3;3;9;6;6;2;8;1;0;4
Pimpinella_alpina;2.411;30;3;3;7;3;2;5;5;4;0;7
Pimpinella_saxifraga;1.26;30;3;3;7;5;5;3;5;2;0;4
Tordylium_maximum;3.89;150;2;2;7;8;4;3;5;5;0;7
Pastinaca_sativa;4.12;100;3;2;8;6;5;4;8;5;0;3
Heracleum_sphondylium;56;150;3;2;7;5;2;5;5;8;0;4
Heracleum_austriacum;4.44;40;3;3;9;3;4;6;8;4;0;4
Heracleum_mantegazzianum;9.92;300;3;2;9;6;5;6;5;8;0;0
Ammi_majus;0.6;80;2;1;7;8;3;4;8;7;0;3
Apium_graveolens;0.4;60;3;2;9;6;2;8;7;8;1;3
Bifora_radians;9.5;40;2;1;7;7;4;3;9;5;0;3
Aegopodium_podagraria;2.2;60;4;3;5;5;3;6;7;8;0;3
Carum_verticillatum;0.89;50;3;3;7;7;1;8;4;3;0;4
Carum_carvi;2.5;60;3;3;8;4;5;5;5;6;0;4
Falcaria_vulgaris;0.9;80;3;2;7;7;6;3;9;3;0;3
Conium_maculatum;2.8;200;3;2;8;6;5;6;5;8;0;3
Bunium_bulbocastanum;1.4;75;4;3;7;7;2;4;9;4;0;3
Silaum_silaus;2.07;100;3;3;7;6;5;7;7;3;0;4
Viburnum_opulus;35;400;6;3;6;5;3;7;7;6;0;7
Viburnum_lantana;44;400;6;3;7;5;2;4;8;4;0;7
Sambucus_racemosa;2.4;400;6;3;6;4;4;5;5;8;0;7
Sambucus_nigra;18;1000;6;3;7;5;3;5;5;9;0;0
Sambucus_ebulus;14.1;200;3;3;8;6;3;5;8;7;0;3
Adoxa_moschatellina;64;15;4;3;5;5;5;6;7;8;0;7
Lonicera_periclymenum;5.42;400;6;3;6;5;2;5;3;4;0;7
Lonicera_caprifolium;190;400;6;3;7;7;4;4;8;2;0;7
Lonicera_alpigena;35;300;6;3;3;4;4;6;8;7;0;7
Lonicera_nigra;410;200;6;3;3;4;4;5;5;4;0;7
Lonicera_xylosteum;4;200;6;3;5;6;4;5;7;6;0;7
Linnaea_borealis;2;40;5;3;5;5;5;5;2;2;0;8
Scabiosa_lucida;2.1;50;3;3;9;3;4;4;8;3;0;4
Scabiosa_columbaria;1.9;60;3;3;8;5;2;3;8;3;0;4
Scabiosa_ochroleuca;1.539;60;3;3;8;7;6;3;8;2;0;4
Scabiosa_canescens;0.842;60;3;3;7;7;6;3;8;3;0;7
Dipsacus_fullonum;2.26;150;3;2;9;6;3;6;8;7;0;3
Dipsacus_laciniatus;3.49;150;3;2;7;7;5;6;8;6;0;3
Knautia_arvensis;4.24;60;3;2;7;6;3;4;5;4;0;4
Knautia_dipsacifolia;4.6;60;3;3;5;4;4;6;6;6;0;7
Succisa_pratensis;1.3;100;3;3;7;5;3;7;5;2;0;4
Succisella_inflexa;2.2;80;3;3;8;6;4;8;5;2;0;4
Valerianella_locusta;1.7;30;2;1;7;6;3;5;7;6;0;3
Valerianella_carinata;0.51;20;2;1;7;7;3;4;8;5;0;4
Valerianella_eriocarpa;0.7;20;2;1;7;7;3;4;8;3;0;3
Valerianella_dentata;1.09;30;2;1;7;6;2;4;7;5;0;4
Valerianella_rimosa;1.33;30;2;1;6;7;2;4;7;5;0;3
Centranthus_ruber;1.8;80;3;3;7;8;3;6;8;5;0;4
Valeriana_montana;1.2;50;3;3;8;2;2;5;9;2;0;4
Valeriana_tripteris;0.8887;40;3;3;7;3;2;5;8;2;0;4
Valeriana_dioica;0.55;40;3;3;7;5;2;8;5;2;0;4
Valeriana_wallrothii;0.8;80;3;3;7;5;4;4;7;4;0;7
Valeriana_officinalis;1.1;150;3;3;7;6;5;8;7;5;0;4
Valeriana_sambucifolia;0.8;150;3;3;7;6;5;8;6;5;0;4
